date,k_ratio,k_score,atr,natr,atr_percentile,technical_direction
2000-01-04,,,,,,
2000-01-05,,,,,,
2000-01-06,,,,,,
2000-01-07,,,,,,
2000-01-10,,,,,,
2000-01-11,,,,,,
2000-01-12,,,,,,
2000-01-13,,,,,,
2000-01-14,,,,,,
2000-01-17,,,,,,
2000-01-18,,,,,,
2000-01-19,,,,,,
2000-01-20,,,,,,
2000-01-21,,,,,,
2000-01-24,,,381.771733952915,0.04352040380887357,0.5,
2000-01-25,,,379.5830000010307,0.04507513353847942,0.75,
2000-01-26,,,370.91946607256153,0.04436186506428196,0.5,
2000-01-27,,,367.25986345993573,0.042853604921393694,0.125,
2000-01-28,,,366.5355070484443,0.04116865961485222,0.1,
2000-01-31,,,357.7878754167858,0.04013214466755659,0.08333333333333333,
2000-02-01,,,358.22138186241847,0.040982664564799216,0.21428571428571427,
2000-02-02,,,350.8697701198315,0.039608953409171255,0.0625,
2000-02-03,,,343.882842740844,0.03859838401911816,0.05555555555555555,
2000-02-07,,,342.26138134963605,0.03744409866116086,0.05,
2000-02-08,,,331.77161602044737,0.036687137104558495,0.045454545454545456,
2000-02-09,,,323.9562887737966,0.03519930667928035,0.041666666666666664,
2000-02-10,,,326.699383281919,0.03580022972181657,0.11538461538461539,
2000-02-11,,,339.1397727217503,0.03762338040478101,0.32142857142857145,
2000-02-14,,,346.0925477709081,0.0402185705644953,0.5666666666666667,
2000-02-15,,,352.6556498714209,0.04258167762796714,0.71875,
2000-02-16,,,358.4825743633024,0.043324419193471395,0.7941176470588235,
2000-02-17,,,356.45999804254603,0.04221295740529933,0.6388888888888888,
2000-02-18,,,359.1274296836674,0.04342986034706605,0.8157894736842105,
2000-02-21,,,356.31011538453413,0.04470829026325893,0.925,
2000-02-22,,,352.4105917340845,0.043930116312786406,0.8333333333333334,
2000-02-23,,,347.3992055596888,0.041939401610045335,0.5227272727272727,
2000-02-24,,,343.70836010583383,0.04210655004766736,0.5434782608695652,
2000-02-25,,,336.6447158903664,0.04146941606307113,0.4791666666666667,
2000-02-28,,,347.3586629440774,0.04551784431076259,0.98,
2000-02-29,,,347.3071439710822,0.044964095541165344,0.9038461538461539,
2000-03-02,,,375.0138265554288,0.044631747674269896,0.8333333333333334,
2000-03-03,,,368.1205390066281,0.04371397679541952,0.7321428571428571,
2000-03-06,,,354.50024490068546,0.041648546441661057,0.43103448275862066,
2000-03-07,,,342.01325970603835,0.04028071484272097,0.31666666666666665,
