BAS_DD,k_ratio,k_score,atr,natr,atr_percentile,technical_direction
2024-02-10,2.566276938131976,0.7195955285166938,0.1701607871016381,0.0009032847813018266,0.7594404525301942,0.7195955285166938
2024-02-11,2.498556213844129,0.7141678055527871,0.15943501659437898,0.0008462580498640073,0.7203454601039437,0.7141678055527871
2024-02-12,2.4328883109016877,0.7087001063144585,0.14947537255192203,0.0007933094817531156,0.6748433440317897,0.7087001063144585
2024-02-13,2.36031420635829,0.7024087812658029,0.15736998879821268,0.0008363626105347188,0.7112622249388753,0.7024087812658029
2024-02-14,2.2843931259323353,0.6955297488280634,0.16755784674119625,0.0008919293449440873,0.7513368983957219,0.6955297488280634
2024-02-15,2.2200784696469693,0.6894485617582996,0.16416085768825198,0.0008732889546135332,0.7393064466849985,0.6894485617582996
2024-02-16,2.1507407398483886,0.682614317530893,0.1552922249962334,0.0008262861817400947,0.7022300290209256,0.682614317530893
2024-02-17,2.0845395533364557,0.6758025038394047,0.1456284946393603,0.0007747845001030022,0.6553909590714722,0.6758025038394047
2024-02-18,2.021251675653748,0.66901135444679,0.13665503073654756,0.0007269657981516521,0.6128416552145366,0.66901135444679
2024-02-19,1.9604784814769352,0.6622167645342533,0.1311796713982229,0.00069761578067551,0.5831297709923664,0.6622167645342533
2024-02-20,1.8958011503755365,0.6546724211811585,0.13752398058406404,0.0007322115886703442,0.6170813616241795,0.6546724211811585
2024-02-21,1.837283617938172,0.6475502153969751,0.1369865533994877,0.0007288457217317782,0.615460927960928,0.6475502153969751
2024-02-22,1.7907142429734273,0.6416687941024989,0.1514875138709531,0.0008045435969565729,0.6851060582939111,0.6416687941024989
2024-02-23,1.7395748204167267,0.6349798543381683,0.1578098343087408,0.0008391908232318042,0.7138388770216662,0.6349798543381683
2024-02-24,1.6911165608374052,0.6284070283121345,0.147966274715258,0.0007867617095510077,0.6681159420289855,0.6284070283121345
2024-02-25,1.6452267459616727,0.621960574258276,0.13882582652131173,0.0007380819103690346,0.6228645515558268,0.621960574258276
2024-02-26,1.6170308778388713,0.6178875807434896,0.1746239817697885,0.0009252582089216791,0.7726856794265671,0.6178875807434896
2024-02-27,1.5822898369235325,0.6127468010363345,0.17429369735765984,0.0009243407793681579,0.7719579139981702,0.6127468010363345
2024-02-28,1.5450589392627496,0.6070817910843044,0.17827271897496913,0.0009465975626558122,0.7851044366519286,0.6070817910843044
2024-02-29,1.510908878507229,0.6017378374182522,0.17911038190533035,0.0009520058568370913,0.7884908536585366,0.6017378374182522
2024-03-01,1.4710316850178333,0.5953107335437574,0.1677453546263789,0.0008915037979718267,0.7508763907940863,0.5953107335437574
2024-03-02,1.4331865445420058,0.5890163036438177,0.15719211501020972,0.000835328488735305,0.7093111856141421,0.5890163036438177
2024-03-03,1.397194293495016,0.5828456613994192,0.1466783925094798,0.0007794165073036815,0.6593783330793844,0.5828456613994192
2024-03-04,1.370755652507406,0.5781935607989123,0.15977279304451786,0.00084751110250646,0.7206733698964046,0.5781935607989123
2024-03-05,1.350931610440517,0.574636711863932,0.16693187925562308,0.0008842667616041057,0.7463061690784463,0.574636711863932
2024-03-06,1.333581466449296,0.5714741420527442,0.17143674502307785,0.0009070247342631493,0.7630977764240024,0.5714741420527442
2024-03-07,1.311943417209764,0.5674634627490671,0.16919126323571418,0.000895808033227692,0.7543018120907569,0.5674634627490671
2024-03-08,1.29752213159454,0.5647484800044237,0.20139188729030635,0.0010628101076062396,0.8321406820950061,0.5647484800044237
2024-03-09,1.2844182524126033,0.5622517903873833,0.18843532391242604,0.0009943291853328376,0.8070482569645304,0.5622517903873833
2024-03-10,1.2729349527233973,0.560040203173516,0.17640422934725347,0.0009307456832546481,0.7752663622526637,0.560040203173516
2024-03-11,1.2591903297193807,0.5573635444322159,0.1695182129653077,0.0008947913062301806,0.7526251712068178,0.5573635444322159
2024-03-12,1.2478581402668525,0.5551320690186945,0.1702669120392148,0.0008978901652650677,0.756162507608034,0.5551320690186945
2024-03-13,1.2373763916696314,0.5530479343023037,0.1681049897507005,0.0008858354310518022,0.7463106648410163,0.5530479343023037
2024-03-14,1.2208423005324855,0.5497203922312572,0.17466891905422327,0.0009216870827619824,0.7699269850927898,0.5497203922312572
2024-03-15,1.1994668170905625,0.5453443569915766,0.1900497105503492,0.0010049159821824724,0.8133079847908745,0.5453443569915766
2024-03-16,1.1791266542992886,0.5411005606181454,0.17790330265389437,0.0009405905818647266,0.7820103406326034,0.5411005606181454
2024-03-17,1.1597526880728597,0.5369840234382128,0.165910209607189,0.000877135657452757,0.7403831534134103,0.5369840234382128
2024-03-18,1.1404644904376462,0.5328116843482245,0.16977376606381828,0.0008986067118182304,0.756080875646093,0.5328116843482245
2024-03-19,1.119255904678132,0.5281362681153516,0.17193278277354676,0.0009109986900521738,0.7644778841769266,0.5281362681153516
2024-03-20,1.0965649613934005,0.5230293272976437,0.18179472686115075,0.0009616733329514957,0.793693009118541,0.5230293272976437
2024-03-21,1.0789998940634193,0.5189994944898755,0.19380938922821103,0.0010233348604900526,0.8186445828901383,0.5189994944898755
2024-03-22,1.0659407769582971,0.5159590191775445,0.19996586142619605,0.001054283025392503,0.8293072014585232,0.5159590191775445
2024-03-23,1.0534673847857308,0.5130188054560482,0.18711115703861134,0.0009864049609289438,0.8027495063041167,0.5130188054560482
2024-03-24,1.0417229160398096,0.5102175754878475,0.1751746458215684,0.0009233811914056633,0.7704283110571082,0.5102175754878475
2024-03-25,1.027795473560414,0.5068536186027702,0.1683764568343144,0.0008879209873665265,0.7467729688686409,0.5068536186027702
2024-03-26,1.0106205756777051,0.5026411188182847,0.16992099563186322,0.0008969647151175213,0.7539477679927118,0.5026411188182847
2024-03-27,0.9996004233811582,0.4999000858836171,0.18206949594387326,0.0009593713560115568,0.7922422954303932,0.4999000858836171
2024-03-28,0.9870159186320477,0.49673276865922367,0.17335024623359677,0.0009137162462238919,0.7654068002428658,0.49673276865922367
2024-03-29,0.9757465992450306,0.4938622187773885,0.17168237150262597,0.0009056410376252887,0.7604340567612687,0.4938622187773885
2024-03-30,0.9664133312451341,0.4914599163306122,0.16084791639529628,0.0008483987361954547,0.7184370257966616,0.4914599163306122
2024-03-31,0.9596314093870634,0.4896999531596702,0.1507873509384901,0.0007952499917646226,0.6738734638142923,0.4896999531596702
2024-04-01,0.95953208997824,0.48967408846511684,0.16001682587145316,0.0008426816887221716,0.7129095873786407,0.48967408846511684
2024-04-02,0.9532007603607848,0.4880198593536871,0.16572990973777654,0.0008738724478659453,0.7370696192931897,0.4880198593536871
2024-04-03,0.9395429801603123,0.4844146222955341,0.15960634475650767,0.000841938833974298,0.7123900515620261,0.4844146222955341
2024-04-04,0.9287154273824691,0.48152019432066406,0.15177732013104164,0.0008008512037306967,0.6781652767247915,0.48152019432066406
2024-04-05,0.9220090237189651,0.47971107957388065,0.15379322583596572,0.0008107181119449959,0.685794420861128,0.47971107957388065
2024-04-06,0.9177217399967307,0.4785479148806516,0.14352228113339813,0.000756535138545138,0.6368804001819008,0.4785479148806516
2024-04-07,0.9169716861581776,0.4783438862343814,0.13469926105243982,0.0007099523588912656,0.5935889663534404,0.4783438862343814
2024-04-08,0.9044787059490036,0.4749219317200509,0.14936359954869438,0.0007886562096662674,0.6656311562357933,0.4749219317200509
2024-04-09,0.8878050037987572,0.47028427301138703,0.14298048529521434,0.0007551919151492861,0.6352272727272728,0.47028427301138703
2024-04-10,0.8702041398587043,0.4652990127187126,0.13419616491698344,0.000708720173842004,0.5918042720799879,0.4652990127187126
