month,signal_month,regime,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_return,expected_annual_volatility,expected_sharpe,expected_cagr,standardized_sharpe,standardized_cagr,combined_score,target_volatility,sum_error,volatility_slack,cdar_slack,w_KODEX200,w_BOND,w_GLD,w_USO
2008-06,2008-05,Overheating,0.0032096656524853045,0.003296661308580274,1.3016800810397875,0.0,0.027740416976329545,8.322125092898864e-05,3.7744051659808487e-06,True,False,0,Optimization terminated successfully,9,-1.1048845932541458,0.13841413369751962,0.0793604230359067,1.7441204116930429,0.14484023592249995,1.9550377804051775,0.2547314061031133,1.1048845932541453,0.07936042303569302,0.0,-2.136762988769192e-13,0.11698980547796789,0.2878070307865719,0.3160628663437729,0.39613010286964345,1.1844051865452218e-14
2008-07,2008-06,Stagflation,-0.03890258951780084,-0.03882068915178991,1.251041355163599,-0.03890258951780079,0.024535814784597407,7.360744435379222e-05,8.29292165713394e-06,True,False,0,Optimization terminated successfully,8,-1.1754534369314453,0.12443985640218969,0.0756446615154178,1.6450580108264021,0.12927834841738464,2.039363606938169,0.31154326692472,1.1754534369314444,0.07564466151132818,1.1102230246251565e-16,-4.089617533509227e-12,0.11872345053020028,0.2507350058536063,0.3382483829132132,0.41101661123318034,1.11022302462516e-16
2008-08,2008-07,Stagflation,-0.023086400357120184,-0.022722565329784995,1.222159313574978,-0.06109086911838424,0.11153512144026655,0.00033460536432079963,2.922966301438934e-05,True,False,0,Optimization terminated successfully,8,-0.7222636111001564,0.10456222836922366,0.07494430014737771,1.395199210128087,0.1071109829555,1.322786172689208,0.12174104951110637,0.7222636111001572,0.07494430014430015,0.0,-3.0775659798365496e-12,0.1274609897653879,0.19369530708950639,0.4651083060515445,0.3411963868589491,1.1102230246251544e-16
2008-09,2008-08,Stagflation,0.05484680329695432,0.05507734298337879,1.2891908450441654,-0.009594704703206114,0.07402174469463292,0.00022206523408389877,8.474452340566041e-06,True,False,0,Optimization terminated successfully,8,-0.5575672447541301,0.09225723242381376,0.07312192289902045,1.2616904584308963,0.09371901004986752,1.0876973674803452,0.027437122027914512,0.5575672447541299,0.07312192289868757,0.0,-3.3287261835823756e-13,0.12837389235185925,0.1256212324297852,0.5493414154674306,0.3250373521027843,2.7755575615628812e-17
2008-10,2008-09,Stagflation,-0.012521000327025595,-0.01121018877068564,1.273048886051769,-0.021995569729505116,0.3911334702978789,0.0011734004108936368,0.00013741114544631866,True,False,0,Optimization terminated successfully,14,-0.6820005811765947,0.05656719222176209,0.03260156518883713,1.7351066396386041,0.057635505370283335,2.0456261495501735,-0.6816249871969855,0.682000581176594,0.07514604347681347,0.0,0.04254447828797634,0.15150610166838172,0.03808341178549652,0.8799999999991143,0.047288569610313524,0.034628018605075576
2008-11,2008-10,Stagflation,0.02249991646469505,0.022676229729396657,1.301692379643407,0.0,0.05339419419143822,0.00016018258257431467,1.6130682127292886e-05,True,False,0,Optimization terminated successfully,7,-1.0196463835372653,0.059672801969647804,0.038220098674082964,1.561293770549889,0.06071415669417297,1.604809754455838,0.434483012618691,1.0196463835372644,0.07159385929620923,0.0,0.03337376062212627,0.15463913747492825,0.020000000072195493,0.8799999983547878,0.09581844869093406,0.0041815528820826585
2008-12,2008-11,Stagflation,0.03703108315892826,0.03714980355112289,1.3498954584013252,0.0,0.03593974845531504,0.00010781924536594514,1.0901146828687287e-05,True,False,0,Optimization terminated successfully,12,-1.0245901490053808,0.05636161972269786,0.03849705812220158,1.4640500462084305,0.05719651572051904,1.4377454850306797,0.6114348129800801,1.02459014900538,0.06964550537182115,0.0,0.03114844724961957,0.15341105694958765,0.02362773651742068,0.8799999999999983,0.07869142020223212,0.017680843280349003
2009-01,2008-12,Stagflation,0.010876315290491744,0.010910384041582715,1.364577347016101,0.0,0.009733928883134185,2.9201786649402556e-05,4.866964441567076e-06,True,False,0,Optimization terminated successfully,23,-1.189672857145652,0.06772635959636855,0.0452501347399707,1.4967106724777104,0.06897748731777095,1.6982288779001955,0.6811168276064484,1.189672852753322,0.06970157846438726,0.0,0.024451443724416565,0.15324150797294203,0.020000000614371464,0.88,0.07865307460658272,0.021346924779045935
2009-02,2009-01,Stagflation,0.013236898706578685,0.013251898459321093,1.382640119135845,0.0,0.004285643640687798,1.2856930922063396e-05,2.1428218203439e-06,True,False,0,Optimization terminated successfully,9,-1.1611050902493572,0.0680984046384322,0.0446954808881876,1.5236082772840165,0.06940194427793406,1.6522895464633813,0.6699206339957553,1.1611050902295683,0.06903642159347465,0.0,0.024340940705287042,0.15353779966960707,0.020000000002882767,0.88,0.08152102333912467,0.01847897665799267
2009-03,2009-02,Stagflation,-0.002181969577721031,-0.0021304592293668054,1.3796232404589541,-0.002181969577720988,0.015009023134103693,4.502706940231108e-05,6.4832789519143964e-06,True,False,0,Optimization terminated successfully,10,-1.1914189716596544,0.06560984806969024,0.043718342783613556,1.5007395956070417,0.06679006600048727,1.6392913762173646,0.7435465671019438,1.1914189716596542,0.0694395624217525,0.0,0.025721219638138948,0.15332416826762146,0.020000000000002936,0.8799999999999973,0.07945318378775167,0.020546816212248187
2009-04,2009-03,Stagflation,0.005589409153803638,0.005624020298208569,1.3873345192279756,0.0,0.011454932972305001,3.4364798916915e-05,2.463454880166777e-07,True,False,0,Optimization terminated successfully,10,-1.2078961519823685,0.06646404438650381,0.041888178183328705,1.5867017203664442,0.06778534728636029,1.70383571945866,0.7119565845060758,1.2078961519823679,0.06924154381654382,0.0,0.027353365633215117,0.1529836478254005,0.03237745566042155,0.8799999994225101,0.07068884506573198,0.01693369985133662
2009-05,2009-04,Slowdown,0.008727497559807606,0.00875387463707866,1.3994424778591745,0.0,0.00809052941323939,2.4271588239718168e-05,2.105489031337067e-06,True,False,0,Optimization terminated successfully,14,-1.2311436630690982,0.0701234815165614,0.04065151391147243,1.7249906527287184,0.0717546966641838,1.784982043570068,0.6773052812214436,1.231143662395756,0.06963766608896592,1.1102230246251565e-16,0.028986152177493486,0.15231743082923,0.0384793403633391,0.8799999999999998,0.06756227668409948,0.013958382952561481
2009-06,2009-05,Slowdown,-0.0009557890461821809,-0.000916331084073269,1.3981049060680746,-0.0009557890461822094,0.012121162780698275,3.636348834209483e-05,3.094473766817027e-06,True,False,0,Optimization terminated successfully,11,-1.2821521245577507,0.06806250068575943,0.03884018792841169,1.7523731041468917,0.06962510785085085,1.9129621978923375,0.6513420487287279,1.2821521233105326,0.06951066545736709,0.0,0.030670477528955395,0.1524667076659967,0.03522611455624742,0.88,0.0644259438575766,0.020347941586176033
2009-07,2009-06,Slowdown,0.00191175835061329,0.0019215670110158394,1.4007777447972836,0.0,0.002854658673417755,8.563976020253265e-06,1.2446843822962115e-06,True,False,0,Optimization terminated successfully,10,-1.28181233956576,0.06644663283268752,0.037708070225093045,1.762132944911889,0.06794440458670666,1.9488024008098053,0.6148222783217148,1.28181233956576,0.07044808620889084,1.1102230246251565e-16,0.0327400159837978,0.15214030916634033,0.03367439781307219,0.879999999979288,0.06195135649142421,0.024374245716215392
2009-08,2009-07,Slowdown,0.0019204792113365783,0.0019382692645935394,1.4034679093358695,0.0,0.005082872359131763,1.5248617077395289e-05,2.5414361795658146e-06,True,False,0,Optimization terminated successfully,10,-1.2564298629014634,0.0666386697385698,0.03701580883174536,1.8002759318720978,0.06817713623905156,2.014889027062126,0.49797069874080074,1.2564298629014634,0.07022555632813417,0.0,0.03320974749638881,0.15170150927677745,0.041486627792807394,0.8799999999999063,0.06053678713076263,0.017976585076523763
2009-09,2009-08,Slowdown,0.005680738906868723,0.005686829706891256,1.4114406440929754,0.0,0.0017402285778665115,5.220685733599535e-06,8.701142889332505e-07,True,False,0,Optimization terminated successfully,9,-1.2401189786435605,0.06567441411306602,0.03622624838022562,1.812895815866898,0.06717849335984401,2.0259126276001296,0.4543253296869905,1.24011897864356,0.07082431146201162,0.0,0.03459806308178601,0.15281240659264175,0.042485877708508084,0.8799999999998857,0.06108243476338944,0.016431687528216887
2009-10,2009-09,Slowdown,0.004386595905448957,0.004393669610185324,1.417632063843138,0.0,0.002286554892853526,6.859664678560578e-06,2.1404005780586294e-07,True,False,0,Optimization terminated successfully,9,-1.210341003988543,0.06689934088729926,0.03555744748246015,1.881443849992312,0.06851215861028004,2.0176102639529363,0.4030717440241483,1.2103410039885423,0.07410243822614958,0.0,0.03854499074368943,0.15224473346530742,0.04547795985046938,0.8799999999954281,0.06159964713825652,0.012922393015845962
2009-11,2009-10,Slowdown,0.01683705917770967,0.01685550127783224,1.4415008187942835,0.0,0.006070384035380485,1.8211152106141456e-05,2.3094801642457864e-07,True,False,0,Optimization terminated successfully,11,-1.241663621780303,0.06488030273459608,0.034011685294004036,1.907588588267748,0.06641430636806353,2.0487920240249506,0.43453521953565366,1.241663621780302,0.07507804247930035,0.0,0.04106635718529631,0.15305875169730102,0.04058795157994676,0.8799999999999207,0.06077565977261084,0.0186363886475218
2009-12,2009-11,Goldilocks,-0.0039432679245596,-0.00392370237243475,1.4358165948523056,-0.003943267924559568,0.005814323605742992,1.7442970817228975e-05,2.122581307621302e-06,True,False,0,Optimization terminated successfully,12,-1.1962666862361973,0.06664668626148791,0.03419008629421929,1.9492985682448027,0.068293168554624,1.9641931447520522,0.42834022772032515,1.1962666862361886,0.07681751542800283,1.1102230246251565e-16,0.04262742913378354,0.15294656493393205,0.041275470718035036,0.8799999999999998,0.05930014653950963,0.019424382742455396
2010-01,2009-12,Slowdown,0.0036769220683941567,0.003685044819636018,1.4410959805760846,-0.0002808449450188988,0.00232078606910331,6.9623582073099295e-06,1.1603930345515934e-06,True,False,0,Optimization terminated successfully,11,-1.1849062325236372,0.06539146526170932,0.033980888276214795,1.9243600911833907,0.06696067383419896,2.0330632538267532,0.33674921122052015,1.1849062325236366,0.07645500291765352,0.0,0.04247411464143872,0.15167184729028732,0.04746378396809763,0.88,0.05493391956886518,0.01760229646303731
2010-02,2010-01,Goldilocks,0.011176045587576516,0.011193462842224665,1.4572017349510762,0.0,0.0054334771282358,1.63004313847074e-05,1.1168232634409178e-06,True,False,0,Optimization terminated successfully,11,-1.1804119777312343,0.06570318108195466,0.033386235618294645,1.9679721257928018,0.06731469231789769,1.9673177240178532,0.3935062314446112,1.1804119777312323,0.07853511044312936,1.1102230246251565e-16,0.04514887482483471,0.15183746652703692,0.04696742519053338,0.8799999999999998,0.05785573054252226,0.015176844266944467
2010-03,2010-02,Goldilocks,0.01389612955107342,0.013898440121100978,1.4774511990420052,0.0,0.0006961211408644469,2.088363422593341e-06,2.222066049658855e-07,True,False,0,Optimization terminated successfully,13,-1.1724974930763743,0.06725911483721196,0.03277500030874379,2.052146886456883,0.06899827086362942,1.9768239234319247,0.3681710627208239,1.1724974930763743,0.07919123006799127,1.1102230246251565e-16,0.046416229759247474,0.15193893132597522,0.04641418202336885,0.8799999999999993,0.05812469504101802,0.015461122935613638
2010-04,2010-03,Goldilocks,0.008604727587309147,0.008617467212126917,1.4901642641333048,0.0,0.0038960143156331244,1.1688042946899374e-05,1.0515818708703718e-06,True,False,0,Optimization terminated successfully,14,-1.158107091656419,0.07024283934354941,0.0327215125710333,2.146686807068077,0.07219450846275634,1.9898826418536502,0.3263315414591863,1.1581070916564182,0.08034697839747673,0.0,0.04762546582644343,0.15209324210425743,0.04582359532206783,0.8799999999999998,0.06007340302734515,0.01410300165058717
2010-05,2010-04,Goldilocks,0.003193797327662528,0.003204136632457955,1.494923546777872,0.0,0.003036480545147843,9.10944163544353e-06,1.2298631599832883e-06,True,False,0,Optimization terminated successfully,15,-1.1381383054389176,0.0704540416855117,0.031866821573928096,2.210890142340202,0.07245058324161607,1.991189143949651,0.2850874669281836,1.1381383054389174,0.08118817799039682,1.1102230246251565e-16,0.049321356416468724,0.15202470435640517,0.04618219276148201,0.8799999999999714,0.05978940646899184,0.014028400769554585
2010-06,2010-05,Goldilocks,0.004426030207441775,0.004445420698091545,1.501540123553727,0.0,0.005540140185648812,1.6620420556946435e-05,2.7700700928243243e-06,True,False,0,Optimization terminated successfully,10,-1.1794735090861406,0.06917780318209579,0.031688024559638456,2.183089799488753,0.07108883913552722,1.9707798912787284,0.38816712689355326,1.1794735090861408,0.08166665212193935,0.0,0.0499786275623009,0.15210711292588477,0.04577775671338319,0.879999999998737,0.06577291199547396,0.008449331292405902
2010-07,2010-06,Goldilocks,0.0018747686416522422,0.0018799998435540268,1.504355163891548,0.0,0.001560023888362419,4.6800716650872574e-06,5.511302366975057e-07,True,False,0,Optimization terminated successfully,10,-1.1675626698779507,0.0688713345957304,0.030814750474568157,2.235011919131744,0.0707898569038905,1.9896123217393948,0.345513018016506,1.1675626698779504,0.08111117661832674,1.1102230246251565e-16,0.05029642614375859,0.1526813435268975,0.0463698250225822,0.8799999999997863,0.06541263744308198,0.008217537534549348
2010-08,2010-07,Goldilocks,0.012985075984143736,0.01299774540570901,1.5238893300018186,0.0,0.0036198347329351515,1.0859504198805456e-05,1.8099173664676144e-06,True,False,0,Optimization terminated successfully,11,-1.1547207134052244,0.06906817116087334,0.029884532890964828,2.3111678343065263,0.07103088491751537,2.0120508775272588,0.29739054928304653,1.1547207134051527,0.08092438090264178,1.1102230246251565e-16,0.05103984801167696,0.15247474064281158,0.047829423937359616,0.8799999999999998,0.06255941365335149,0.00961116240928896
2010-09,2010-08,Goldilocks,0.016654544848805512,0.016672680534612388,1.54926901319295,0.0,0.005476999549190017,1.643099864757005e-05,1.7046871593074735e-06,True,False,0,Optimization terminated successfully,12,-1.1359799019059273,0.06960791894738248,0.029533819057916792,2.35688851519267,0.07162029310812741,1.9486040181741258,0.32335578563772827,1.1359799019059271,0.08066307561524169,0.0,0.0511292565573249,0.1524016466502405,0.04821320750180478,0.8799999999998661,0.06100519997904935,0.010781592519279808
2010-10,2010-09,Goldilocks,-0.0019818237535738246,-0.001963873716354225,1.5461986350619283,-0.001981823753573919,0.0056409976378634765,1.692299291359043e-05,1.0270443060092783e-06,True,False,0,Optimization terminated successfully,11,-1.1167340926724276,0.07314933588862493,0.030243951882297167,2.418643442275868,0.07539924956727385,1.949600923722085,0.28386726162268777,1.1167340926723863,0.07929998310867876,0.0,0.049056031226381594,0.1525450489836271,0.04743525649511943,0.8799999999999998,0.06416054965304346,0.008404193851837296
2010-11,2010-10,Goldilocks,0.010581370919291637,0.010588139053880537,1.5625595363344211,0.0,0.001942550519004097,5.827651557012291e-06,9.40483031886305e-07,True,False,0,Optimization terminated successfully,12,-1.118566385824947,0.07127906382237809,0.030243369489915368,2.3568492871188194,0.07338985895406418,1.9911958852190752,0.24593688643081957,1.1185663858249475,0.07969910279402448,0.0,0.049455733304109115,0.1524641699850105,0.04782811879497191,0.8799999999999988,0.06477647930600063,0.007395401899028764
2010-12,2010-11,Overheating,0.003039549245079534,0.0030546386620405536,1.5673090129934781,0.0,0.004383745563946181,1.3151236691838543e-05,1.9381802691811056e-06,True,False,0,Optimization terminated successfully,10,-1.0943355947261113,0.07157941800431461,0.02956815131746459,2.4208283174618304,0.07373398610649623,1.993998035344541,0.19467315410768185,1.0943355947261115,0.0785295004821863,1.1102230246251565e-16,0.04896134916472172,0.1524091607899132,0.04810240801383093,0.8799999999996979,0.06422979410690348,0.007667797879567631
2011-01,2010-12,Goldilocks,-0.008177781956217165,-0.008165450934883332,1.5544919016272034,-0.008177781956217212,0.0037419464248998535,1.1225839274699561e-05,1.1051820591320565e-06,True,False,0,Optimization terminated successfully,11,-1.0966271256155338,0.07126979458311045,0.02880808751327691,2.4739509191737916,0.07342539787771582,2.0978288984112927,0.09542535281977381,1.0966271256155333,0.0786588321725587,2.220446049250313e-16,0.04985074465928179,0.1518041869511828,0.051039123795351526,0.8799999999999988,0.0616895288774642,0.007271347327185601
2011-02,2011-01,Overheating,0.005006998684476965,0.00502873679954829,1.5622752405336808,-0.0032117294152370635,0.006809768456820867,2.04293053704626e-05,1.3088097008627995e-06,True,False,0,Optimization terminated successfully,13,-1.0412156694363335,0.06972052576793458,0.0305770718045999,2.2801570475249395,0.07170736728877532,2.0002582467569137,0.08217309211575329,1.0412156694363335,0.0803828066312256,1.1102230246251565e-16,0.0498057348266257,0.14963540367680883,0.057091971062734045,0.8799999999999998,0.05999581977023317,0.0029122091670329424
2011-03,2011-02,Overheating,0.012011145751238725,0.01202048762237743,1.5810399561512822,0.0,0.00310328809065413,9.30986427196239e-06,3.2006866743462814e-08,True,False,0,Optimization terminated successfully,11,-1.0456516373344757,0.06852885478870312,0.02952009618428158,2.321430606489431,0.07046500346677226,1.9778891900317312,0.11341408463721825,1.0456516373344749,0.07719189007574545,0.0,0.04767179389146387,0.1504125064856717,0.05357105419537504,0.88,0.06095275451355462,0.005476191291070465
2011-04,2011-03,Overheating,0.008340974472341077,0.008360792741539403,1.5942273700652914,0.0,0.0062615732298924595,1.878471968967738e-05,1.0335495086492632e-06,True,False,0,Optimization terminated successfully,16,-1.0122347476135438,0.0706698443720467,0.02925838582330183,2.4153705812356927,0.07276756418519725,1.9991613662757426,0.025308128951345113,1.0122347476135438,0.07984364139151595,2.220446049250313e-16,0.050585255568214124,0.15051161256783746,0.05311731880730891,0.88,0.06272638195960739,0.004156299233083814
2011-05,2011-04,Overheating,0.005382768237293319,0.005401798290075371,1.6028087265159026,0.0,0.005703718087355057,1.711115426206517e-05,1.918898519986924e-06,True,False,0,Optimization terminated successfully,11,-0.9966290643205833,0.07045467665763214,0.028455140972966374,2.4759911301991844,0.07256162473932386,2.0323556046204354,-0.039097475979269186,0.9966290643205831,0.0788848005577757,0.0,0.05042965958480933,0.1513025391356639,0.05349014115724363,0.8799999999999994,0.06197920932727246,0.0045306495154845625
2011-06,2011-05,Overheating,-0.0027206063711433955,-0.0027044489867878337,1.5984481148828191,-0.0027206063711434636,0.005350767057150173,1.605230117145052e-05,1.0508318411128066e-07,True,False,0,Optimization terminated successfully,9,-1.0265483059716978,0.07119041500148875,0.027910767033562968,2.5506434458028897,0.07336750736714459,2.0005932743699777,0.05250333757341596,1.0265483059716969,0.07891389590254706,0.0,0.051003128868984095,0.1510459730745959,0.05458482637265923,0.88,0.06388087045309147,0.0015343031742493535
2011-07,2011-06,Overheating,0.008737352418895407,0.008752015100366318,1.6124143193858693,0.0,0.004699406658256873,1.409821997477062e-05,5.644614961407696e-07,True,False,0,Optimization terminated successfully,9,-0.9964812110955575,0.07028129681053603,0.028340566505468845,2.4798832725158806,0.07237916944995308,1.8839102990921264,0.1090521230989882,0.9964812110955573,0.07680496965119397,0.0,0.04846440314572513,0.15077801041037384,0.05583583212578372,0.8799999999999879,0.06416416787422781,6.661338147750937e-16
2011-08,2011-07,Stagflation,0.013670861087953267,0.013687367735763772,1.6344574115624202,0.0,0.004716185088715324,1.414855526614597e-05,2.3580925443576554e-06,True,False,0,Optimization terminated successfully,14,-0.98199948758888,0.07003317922583804,0.027628180004695378,2.534845915074246,0.07213449985460156,1.8820652531732112,0.08193372200454954,0.9819994875888803,0.07630322094038985,0.0,0.048675040935694476,0.15067825332267176,0.05634032759514517,0.8799999999999877,0.06365967240486725,0.0
2011-09,2011-08,Overheating,-0.00692778982635658,-0.0068620278813719,1.623134234134985,-0.006927789826356556,0.018869091146936932,5.66072734408108e-05,9.154671543869421e-06,True,False,0,Optimization terminated successfully,15,-1.149120805058516,0.06925064649297341,0.027698399172202907,2.5001678278386144,0.07129376671077074,1.9906174325720518,0.3076241775449801,1.149120805058516,0.07741940577442563,0.0,0.04972100660222273,0.14821538880254742,0.06684097814426898,0.8799999999999997,0.05315902185573141,0.0
2011-10,2011-09,Stagflation,0.00974521427544762,0.009771841126605256,1.6389520250444451,0.0,0.00760767175932424,2.282301527797272e-05,3.8038358796621508e-06,True,False,0,Optimization terminated successfully,14,-1.026913214558438,0.06738076018011432,0.031060005338781994,2.1693737475306123,0.06918684136350835,1.6948274087394781,0.3589990203773984,1.0269132145584383,0.07498622166331123,0.0,0.04392621632452924,0.15004212740443984,0.05824477026114571,0.88,0.06175522973885439,7.029855664112564e-17
2011-11,2011-10,Stagflation,0.010362972048731219,0.01038567815005374,1.6559364390691922,0.0,0.0069865418467376615,2.0959625540212986e-05,1.7464757823076118e-06,True,False,0,Optimization terminated successfully,9,-1.0143176054329064,0.0690160671172253,0.030370052395210633,2.272504051659429,0.07095941587766603,1.7482563382237677,0.28037887264204575,1.0143176054329066,0.07362805687813925,0.0,0.043258004482928616,0.15010398714243856,0.05794054227957856,0.8799999999999957,0.062059457720425565,2.6993112128790597e-16
