Strategy,MaximumSingleAssetWeight,MonthsAbove50Percent,MonthsAbove90Percent,AverageWeight_KODEX200,AverageWeight_BOND,AverageWeight_GLD,AverageWeight_USO
Stage36_Frozen,0.9999976385867992,121,2,0.24890557340073458,0.44904768592842215,0.30021276601685676,0.001833974653986474
Stage44_PF_BothGuards,0.9999973148399021,123,2,0.26060905148854974,0.4319244298384272,0.30558181549171504,0.001884703181308014
Stage44_PF_CDaROnly,1.0,206,29,0.3619712890490049,0.15397219203326162,0.4780680368268306,0.005988482090902934
Stage44_PF_VolOnly,0.9999973148399021,123,2,0.26077336860775074,0.43181033796648716,0.3055315853999311,0.0018847080258310891
Stage44_PF_NoGuards,1.0,221,60,0.42296658132059356,0.08898796680212176,0.4820569695052737,0.005988482372010908
