Family,Paths,MinimumTestedValue,MaximumTestedValue,SelectionUse,CAGRMin,CAGRMax,CAGRRange,SharpeMin,SharpeMax,SharpeRange,MDDMin,MDDMax,MDDRange,AvgTurnoverMin,AvgTurnoverMax,AvgTurnoverRange
volatility_cap_sensitivity,6,0.1,0.15,report-only; no best path adopted,0.08956120115976951,0.11752287067929634,0.027961669519526833,1.061860071747336,1.192380406741577,0.13052033499424098,-0.140676807309142,-0.09436577326300899,0.046311034046133015,0.033683795540863995,0.042379933715160086,0.00869613817429609
cdar_limit_sensitivity,5,0.12,0.2,report-only; no best path adopted,0.10633904552260298,0.10785277911045221,0.0015137335878492308,1.0983872897894496,1.1165584455664452,0.018171155776995684,-0.1296760736081255,-0.12326356891351531,0.006412504694610188,0.03673298231255312,0.04130061641248853,0.004567634099935408
cdar_confidence_sensitivity,4,0.8,0.95,report-only; no best path adopted,0.10657858747686322,0.1082257441337875,0.0016471566569242757,1.1006709893545301,1.1206547356957983,0.019983746341268205,-0.12448250287617613,-0.12326364165170356,0.0012188612244725672,0.039607012026587354,0.0413006154090201,0.001693603382432747
