month,macro_signal_month,stress_signal_month,stress_signal_date,technical_signal_month,stress_score,recovery_score,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,macro_neutral_return,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation,w_KODEX200,w_BOND,w_GLD,w_USO,policy,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,expected_annual_log_growth,downside_risk_aversion_lambda,variance_penalty,downside_semivariance,downside_penalty,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,largest_weight,largest_asset,weights_above_half,macro_mu_KODEX200,macro_mu_BOND,macro_mu_GLD,macro_mu_USO,stress_mu_adjustment_KODEX200,stress_mu_adjustment_BOND,stress_mu_adjustment_GLD,stress_mu_adjustment_USO,original_expected_mu_KODEX200,original_expected_mu_BOND,original_expected_mu_GLD,original_expected_mu_USO,filtered_expected_mu_KODEX200,filtered_expected_mu_BOND,filtered_expected_mu_GLD,filtered_expected_mu_USO,macro_relative_direction_KODEX200,macro_relative_direction_BOND,macro_relative_direction_GLD,macro_relative_direction_USO,technical_direction_KODEX200,technical_direction_BOND,technical_direction_GLD,technical_direction_USO,macro_confidence_KODEX200,macro_confidence_BOND,macro_confidence_GLD,macro_confidence_USO,filtered_macro_mu_KODEX200,filtered_macro_mu_BOND,filtered_macro_mu_GLD,filtered_macro_mu_USO,atr_percentile_KODEX200,atr_percentile_BOND,atr_percentile_GLD,atr_percentile_USO,atr_absolute_scale_KODEX200,atr_absolute_scale_BOND,atr_absolute_scale_GLD,atr_absolute_scale_USO,atr_variance_scale_KODEX200,atr_variance_scale_BOND,atr_variance_scale_GLD,atr_variance_scale_USO,technical_signal_date_KODEX200,k_ratio_KODEX200,k_score_KODEX200,natr_KODEX200,technical_signal_date_BOND,k_ratio_BOND,k_score_BOND,natr_BOND,technical_signal_date_GLD,k_ratio_GLD,k_score_GLD,natr_GLD,technical_signal_date_USO,k_ratio_USO,k_score_USO,natr_USO,price_rsi_KODEX200,volume_rsi_KODEX200,price_strength_KODEX200,volume_strength_KODEX200
2007-04,2007-03,2007-03,2007-03-30,2007-03,0.44154815101722783,0.8531976744186046,0.015956176668171344,0.01745617715197299,1.0159561766681713,0.0,1.0,0.0015,4.838016437716397e-10,-0.00026980370370366727,0.3429454267428201,0.07263428340210744,0.4822763499007575,0.102143939954315,0.3015701651567761,0.6984288672399364,9.676032838205636e-07,3.722715697747619e-15,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,9,-0.0021256268015022164,0.0037222024857390943,0.00010499025922206087,0.04403648827353677,1.0,5.2495129611030436e-05,4.407772303884429e-05,4.407772303884429e-05,0.0015000028315870354,0.0021256268015021843,0.03549483216842602,-0.0211884871252081,0.0,0.09450516783157398,0.1388115128747919,0.6984288672399364,BOND,1,0.005981859489816315,0.004319868846811146,0.008036764827242006,-0.019417707978684137,0.0,2.181489682848952e-05,-0.0028478603448940445,0.0,0.005981859489816315,0.004341683743639635,0.005188904482347961,-0.019417707978684137,0.0037256348142289293,0.0037207207271159246,0.003531139902412381,-0.013855789355276923,1.0,1.0,1.0,-1.0,0.27820018265666535,0.729408575583869,0.600854534875703,-0.41905719356716525,0.6391000913283327,0.8647042877919344,0.8004272674378514,0.7095285967835826,0.0037256348142289293,0.003698905830287435,0.0063790002473064255,-0.013855789355276923,0.08272162619988707,0.2952755905511811,0.5094827586206897,0.2748917748917749,1.082721626199887,1.295275590551181,1.5094827586206896,1.274891774891775,0.8389334814135502,1.0036282958390657,1.1696040747500465,0.9878341479973372,2007-03-30,0.8129015748585046,0.4483980741877567,0.012901845268956071,2007-03-31,2.695608617892275,0.729408575583869,0.0003889424579796718,2007-03-30,1.5053522772420627,0.600854534875703,0.016910834599496907,2007-03-30,-0.7213398443476797,-0.41905719356716525,0.024097684693594638,56.71800936715486,62.592114321957105,0.13436018734309726,0.2518422864391421
2007-05,2007-04,2007-04,2007-04-30,2007-04,0.4955475396676942,0.0,0.030325125143476798,0.030325141015201076,1.046765174865922,0.0,4.689878466485455e-06,1.4069635399456366e-08,1.8020888765572639e-09,-0.0010769490610899601,0.3824198999494422,0.1333930097136458,0.3589727499538459,0.12521434038306603,0.31485409794745994,0.6851413645154639,4.537537072721423e-06,3.373199408022518e-15,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,2,-0.004125831410636488,0.004233877725109889,0.0001249959149379624,0.05005655721169089,1.0,6.24979574689812e-05,4.5529969291265704e-05,4.5529969291265704e-05,1.8387713153356798e-08,0.004125831410636488,0.038729200601813986,-0.022396511007527153,0.0,0.09127079939818603,0.13760348899247285,0.6851413645154639,BOND,1,0.010159779414038166,0.0038325053889095985,0.006029036487105609,-0.024329117534413212,-7.277578310079272e-06,2.609860763735818e-05,0.0021370497021497006,0.0,0.010152501835728087,0.0038586039965469564,0.008166086189255309,-0.024329117534413212,0.006445123865021954,0.003217691195696214,0.006771960121501379,-0.014769220740228699,1.0,1.0,1.0,-1.0,0.34013214274738296,0.7389067125978529,0.6076192223306892,-0.17771997866328976,0.6700660713736915,0.8694533562989264,0.8038096111653446,0.5888599893316449,0.006452401443332033,0.003191592588058856,0.004634910419351678,-0.014769220740228699,0.04045758928571429,0.045012165450121655,0.2775,0.19322709163346613,1.0404575892857142,1.0450121654501217,1.2775,1.1932270916334662,0.9134439308651239,0.9174425080275982,1.1215494352646347,1.047564125842643,2007-04-30,1.0001765477274478,0.5000441330360683,0.011724600029773026,2007-04-30,2.8300486770452937,0.7389067125978529,0.0003053036792448356,2007-04-30,1.5485448240860982,0.6076192223306892,0.01283928679203239,2007-04-30,-0.21613072682270157,-0.17771997866328976,0.02307369556595273,62.7113532361261,63.306261524177934,0.254227064722522,0.2661252304835587
2007-06,2007-05,2007-05,2007-05-31,2007-05,0.5871695775491049,0.0,0.010874777020575994,0.012785319144372318,1.058148512735493,0.0,0.6368472520433139,0.0019105417561299418,3.676663821015065e-10,0.0010742579589037467,0.32986573743684366,0.1297630813977513,0.387812797762994,0.15255838340241104,0.970351969165924,0.029642801792988546,5.229041087486466e-06,3.510521435417113e-17,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,13,-0.009478618052979287,0.01267227777452881,0.0014083333333404116,0.14361733329430326,1.0,0.0007041666666702058,0.000578948419235926,0.000578948419235926,0.001910544635643385,0.009478618052979292,0.1300000000003267,-0.08555398707519424,0.0,-3.266831249959523e-13,0.07444601292480577,0.970351969165924,KODEX200,1,0.01633389739798579,0.003732169968408361,0.007043499592244383,-0.022812535123023548,0.0,2.302536151350693e-05,0.0022491317003778583,0.0,0.01633389739798579,0.003755195329921868,0.009292631292622242,-0.022812535123023548,0.012960487840213674,0.0032386104359043767,0.007915445594233675,-0.011430320479609825,1.0,1.0,1.0,-1.0,0.557865102745174,0.6112851801186804,0.5385726418925897,-0.04698679271220495,0.778932551372587,0.8056425900593402,0.7692863209462948,0.5234933963561025,0.012960487840213674,0.0032155850743908697,0.005666313893855816,-0.011430320479609825,0.04605626034197463,0.026018099547511313,0.47508038585209006,0.34615384615384615,1.0460562603419747,1.0260180995475112,1.47508038585209,1.3461538461538463,0.855091184786108,0.8387111340142014,1.205793878027805,1.100403803171885,2007-05-31,1.555340427620509,0.6086627092065445,0.01157408661756064,2007-05-31,1.5725800737551368,0.6112851801186804,0.0002554774641703125,2007-05-31,1.1671883611357556,0.5385726418925897,0.016360372661380844,2007-05-31,-0.049303401414473445,-0.04698679271220495,0.024449051569690097,81.27055138713905,71.97607856430982,0.625411027742781,0.43952157128619634
2007-07,2007-06,2007-06,2007-06-29,2007-06,0.4727490475190912,0.18767123287671234,0.09544735553595392,0.09545907644914448,1.1591459900403984,0.0,0.0039068724211406905,1.1720617263422072e-05,2.9592713480245814e-10,0.001903140938392717,0.3726100344142113,0.12204754043204279,0.38065859698200916,0.12468382817173676,0.9668090149819715,0.03318654829609028,4.436721938254086e-06,0.0,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,5,-0.009472398954549774,0.010724384955825545,0.0014083333333342663,0.12024261946990095,1.0,0.0007041666666671332,0.0005360957807017955,0.0005360957807017955,1.1723553906842712e-05,0.009472398954549774,0.13000000000004308,-0.08520851603762875,0.0,-4.3076653355456074e-14,0.07479148396237126,0.9668090149819715,KODEX200,1,0.01593987588440189,0.0034935591567121804,0.0048157237762527175,-0.016636595063795924,0.0,-2.0034814582234865e-06,0.00040460807199546556,0.0,0.01593987588440189,0.003491555675253957,0.005220331848248183,-0.016636595063795924,0.010987218064991438,0.0030682473050415897,0.004269739281414942,-0.0036243439408816776,1.0,1.0,1.0,-1.0,0.2943290817329911,0.46767665845822437,0.3472511377347247,0.40371482327236285,0.6471645408664956,0.7338383292291122,0.6736255688673624,0.2981425883638186,0.010987218064991438,0.0030702507864998133,0.0038651312094194765,-0.0036243439408816776,0.24686306601200217,0.7786016949152542,0.307153965785381,0.09013605442176871,1.2468630660120021,1.7786016949152543,1.307153965785381,1.0901360544217686,0.9197266823495686,1.3119543602472705,0.9641992076299881,0.8041197497731727,2007-06-29,2.7481446866404102,0.7332013346324862,0.015602243536713007,2007-06-30,0.8785574893328665,0.46767665845822437,0.0004940101738621544,2007-06-29,0.5319827544848371,0.3472511377347247,0.013731274074013975,2007-06-29,0.6770499067038959,0.40371482327236285,0.021499364860719752,54.37180183693472,53.11749369138964,0.08743603673869443,0.06234987382779281
2007-08,2007-07,2007-07,2007-07-31,2007-07,0.6341131253053367,0.16124661246612465,-0.01467443760148464,-0.014319764621048224,1.1421361745385394,-0.01467443760148468,0.11822386406014816,0.00035467159218044447,1.3882559719360445e-09,0.0058207617766368545,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433,0.8512450357489736,0.14875357759529348,1.3866557328574342e-06,1.0337248505324095e-18,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,7,-0.013588271629275471,0.015028215179867674,0.0014083333337750554,0.17188858215576175,1.0,0.0007041666668875277,0.00038110205407018694,0.00038110205407018694,0.0003546748296344892,0.013588271629275471,0.13000000002038717,-0.073922981818146,0.0,-2.0387164179069828e-11,0.08607701818185401,0.8512450357489736,KODEX200,1,0.021237938761680175,0.003775575555098884,0.006240372031549492,-0.007970839241781132,0.0,-1.2483520876854465e-06,0.0005207116642009093,0.0,0.021237938761680175,0.0037743272030111986,0.006761083695750402,-0.007970839241781132,0.01673507601311685,0.005260752321524266,0.006542467994757923,0.0021119020949723405,1.0,-1.0,1.0,-1.0,0.41586416852687175,0.45358413122427793,-0.04199408109314988,0.46215676095740893,0.7079320842634359,0.27320793438786106,0.4790029594534251,0.26892161952129556,0.01673507601311685,0.005262000673611951,0.006021756330557014,0.0021119020949723405,0.4716828478964401,0.8876739562624254,0.3049698795180723,0.11587301587301588,1.47168284789644,1.8876739562624254,1.3049698795180724,1.115873015873016,1.018430451813646,1.3063036257445566,0.903062141344132,0.7722037810976654,2007-07-31,3.549184059000888,0.7801803604711425,0.02029463554417844,2007-07-31,0.8301079034189851,0.45358413122427793,0.0005597297212566223,2007-07-31,-0.04383488688782631,-0.04199408109314988,0.013406582409900671,2007-07-31,0.8592778107243464,0.46215676095740893,0.021084714683292784,56.515100934592425,66.8555063208812,0.13030201869184851,0.3371101264176241
2007-09,2007-08,2007-08,2007-08-31,2007-08,0.676341430829936,0.05952380952380952,0.030247526623385756,0.030353711292898707,1.176682968885426,0.0,0.035394424156657465,0.0001061832724699724,1.397042978611039e-09,0.005036022371291666,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746,0.8140154125563,0.18598035084433953,4.236599360427919e-06,0.0,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,8,-0.01147182292337901,0.01261857358528189,0.0014083333333337253,0.14297288302338032,1.0,0.0007041666666668627,0.00033639747856277074,0.00033639747856277074,0.00010618651667324603,0.01147182292337901,0.1300000000000181,-0.07027994056306397,0.0,-1.8096635301390052e-14,0.08972005943693603,0.8140154125563,KODEX200,1,0.01885089981116167,0.003418055633750853,0.007402303621850981,-0.009527169581596839,0.0,-0.000126868188748397,0.0010420320491611212,0.0,0.01885089981116167,0.003291187445002456,0.008444335671012103,-0.009527169581596839,0.014451660203624508,0.004595478474953139,0.007256630380193924,0.0014248470361207452,1.0,-1.0,1.0,-1.0,0.3631156517044627,0.6122593866584757,-0.0038580921329128067,0.5040681538974469,0.6815578258522313,0.19387030667076216,0.4980709539335436,0.24796592305127657,0.014451660203624508,0.004722346663701536,0.006214598331032803,0.0014248470361207452,0.6495202558635395,0.8211610486891385,0.24818049490538574,0.16124260355029585,1.6495202558635396,1.8211610486891385,1.2481804949053856,1.1612426035502958,1.1221026994143966,1.2388630703614052,0.8490873014205637,0.7899469288036347,2007-08-31,2.236728723781766,0.6910460884001398,0.02680910901846555,2007-08-31,1.5790437359193887,0.6122593866584757,0.0005267299027535842,2007-08-31,-0.003873034657455233,-0.0038580921329128067,0.012567948998303567,2007-08-31,1.0164061006745897,0.5040681538974469,0.021977473979113822,56.970500768209966,62.944542567452444,0.13941001536419934,0.2588908513490489
2007-10,2007-09,2007-09,2007-09-28,2007-09,0.5193018641774033,0.5427461139896373,0.05373879050557065,0.053793564477369174,1.2399164884418328,0.0,0.018257817395391944,5.477345218617583e-05,5.196123453667537e-10,0.007416497173508951,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265,0.8372933494607255,0.1627032831629963,3.367376278183364e-06,2.7755575615628914e-17,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,10,-0.013550208992727773,0.014646959369799407,0.0014083333333333352,0.16731351243759288,1.0,0.0007041666666666676,0.0003378074325409987,0.0003378074325409987,5.4776277863969225e-05,0.013550208992727773,0.1300000000000001,-0.0725582483613827,0.0,-8.326672684688674e-17,0.08744175163861731,0.8372933494607255,KODEX200,1,0.01964864206481681,0.003370312922101818,0.01097708850210908,-0.004330054794991905,0.0,-2.194595231028309e-05,-0.0012698863484997044,0.0,0.01964864206481681,0.003348366969791535,0.009707202153609375,-0.004330054794991905,0.016184502214824266,0.006734680818061727,0.008499448474214848,0.005213326308216967,1.0,-1.0,1.0,-1.0,0.4336005858704053,0.6738307688744232,0.32159938171316904,0.6248821149900106,0.7168002929352026,0.16308461556278842,0.6607996908565845,0.18755894250499472,0.016184502214824266,0.00675662677037201,0.009769334822714552,0.005213326308216967,0.44928684627575277,0.1675531914893617,0.37322946175637395,0.20868347338935575,1.4492868462757529,1.1675531914893618,1.3732294617563738,1.2086834733893557,1.1151034517912706,0.8983332715157918,1.05658373760928,0.9299795390836578,2007-09-28,1.7114228801795495,0.6311899529542289,0.02000715853467995,2007-09-30,2.065893114899593,0.6738307688744232,0.00033954532202368703,2007-09-28,0.4740552603346763,0.32159938171316904,0.014225038569533227,2007-09-28,1.665828636705418,0.6248821149900106,0.02200921637183793,62.950116968648864,70.5304732642005,0.2590023393729773,0.4106094652840099
2007-11,2007-10,2007-10,2007-10-30,2007-10,0.7818130798505039,0.0,-0.06535019872249925,-0.06492044380539251,1.1588876995228556,-0.06535019872249914,0.12278711917335766,0.000368361357520073,6.139355958667885e-05,0.011135414091223346,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763,0.831986199032813,0.045223300919308665,0.12279050004787834,2.7755575615628914e-17,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,13,-0.01652288259635397,0.018005557111072094,0.0014083333334806796,0.20761668533198108,1.0,0.0007041666667403398,0.00034875143079774276,0.00034875143079774276,0.00042975641718004284,0.01652288259635397,0.1300000000068006,-0.07920118767777823,0.0,-6.8005878706145495e-12,0.08079881232222177,0.831986199032813,KODEX200,1,0.02224973240988005,0.0034170722214673277,0.013634121970384964,0.005240729763161041,0.0,-0.00012687961831703794,0.0038254357888653674,0.0,0.02224973240988005,0.0032901926031502896,0.01745955775925033,0.005240729763161041,0.018606956738031605,0.00979974903151853,0.016952849763063507,0.010395572715804713,1.0,-1.0,1.0,-1.0,0.34448959128089496,0.6867758744596815,0.5944239817606544,0.7489801542394607,0.6722447956404475,0.15661206277015927,0.7972119908803272,0.12550992288026963,0.018606956738031605,0.009926628649835569,0.01312741397419814,0.010395572715804713,0.5109660574412532,0.4764705882352941,0.50960219478738,0.49605263157894736,1.5109660574412533,1.4764705882352942,1.5096021947873801,1.4960526315789473,1.0084718809914697,0.9854483917843538,1.007561591095021,0.9985181361291556,2007-10-31,1.4914831575054606,0.5986326469887813,0.02126204294562576,2007-10-31,2.1926020969009907,0.6867758744596815,0.0004175488363545142,2007-10-31,1.4656290190458514,0.5944239817606544,0.016120385566232916,2007-10-31,2.9837487628526054,0.7489801542394607,0.024408604073892427,61.243670906428406,60.49813543626678,0.22487341812856812,0.20996270872533557
2007-12,2007-11,2007-11,2007-11-30,2007-11,0.6626775724585523,0.7723880597014925,0.015150281875826952,0.015485151888451777,1.1764451748330556,-0.05118999077795938,0.09567714646423521,0.00028703143939270563,4.78385732321176e-05,0.009019229875566788,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832,0.7226721343000156,0.04820431381355261,0.22912355188643171,1.1274337554731007e-18,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,22,-0.010975308461484307,0.012442248710418428,0.0014083333343617257,0.1408569845188508,1.0,0.0007041666671808629,0.00042790124100469413,0.00042790124100469413,0.0003348723407485635,0.010975308461484307,0.13000000004746426,-0.07471022198380117,0.0,-4.746425474877469e-11,0.08528977801619883,0.7226721343000156,KODEX200,1,0.016795507113575185,0.0030570845221652744,0.013610521919044563,0.002613805947482122,-0.0005781325728853524,-0.00037877100665056337,-0.000682839003766991,0.0,0.016217374540689833,0.002678313515514711,0.012927682915277572,0.002613805947482122,0.012819587025425263,0.007296613973808958,0.012334664423937314,0.008203389970218234,1.0,-1.0,1.0,-1.0,0.12611461467523857,0.5492076038231515,0.7416768588342452,0.7452659138541968,0.5630573073376193,0.22539619808842426,0.8708384294171225,0.1273670430729016,0.013397719598310615,0.007675384980459522,0.013017503427704306,0.008203389970218234,0.7612287041817243,0.9992,0.8366666666666667,0.814214463840399,1.7612287041817243,1.9992,1.8366666666666667,1.814214463840399,0.9505627175041349,1.0789995531654621,0.9912777674305884,0.9791599618998145,2007-11-30,0.71317945486868,0.41628998809313134,0.029391376995821686,2007-11-30,1.2183160330142175,0.5492076038231515,0.0011873568690188778,2007-11-30,2.8711204713879783,0.7416768588342452,0.021960457316420122,2007-11-30,2.9256623058589257,0.7452659138541968,0.02921264071115977,49.62627278313077,48.47642001349845,-0.0074745443373845435,-0.030471599730031045
2008-01,2007-12,2007-12,2007-12-28,2007-12,0.5132411542673639,0.015931372549019607,0.01786738104834474,0.019168426478222866,1.1974651690542844,-0.03423724080070567,0.37172726567946424,0.0011151817970383928,0.0001858636328397321,0.011388685359487104,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105,0.3831610290488581,8.520360621476998e-17,0.6168389709511417,0.0,RelativeATR_StaticLambda,True,False,0,Optimization terminated successfully,11,-0.013815610251728288,0.015917946712596477,0.0010634611179717794,0.18463459384332703,1.0,0.0005317305589858897,0.00026955897198341615,0.00026955897198341615,0.0013010469298988887,0.013815610251728281,0.11296695718510504,-0.0690123373381611,0.0,0.01703304281489497,0.0909876626618389,0.6168389709511417,GLD,1,0.01582020318536925,0.003046356919003379,0.017639887350137957,0.009048293983437828,6.303466285221209e-05,-2.1061383654365574e-05,0.00022915749524635658,-3.077643264176635e-08,0.01588323784822146,0.0030252955353490137,0.017869044845384312,0.009048263207005186,0.013761456381536788,0.00799155888210345,0.017257490893971158,0.011078102098412252,1.0,-1.0,1.0,-1.0,0.04241320917520747,0.19061803480527378,0.8043403645162073,0.7346149128557793,0.5212066045876037,0.40469098259736314,0.9021701822581036,0.13269254357211036,0.013698421718684576,0.008012620265757817,0.017028333398724803,0.011078132874844894,0.5593350383631713,0.7004573170731707,0.6603896103896104,0.7446555819477435,1.5593350383631712,1.7004573170731707,1.6603896103896103,1.7446555819477436,0.9358577922932555,1.0205543975433802,0.9965071757490879,1.047080634414277,2007-12-28,0.3594103925258116,0.2643869684253479,0.022928488413166467,2007-12-31,0.23551060315436323,0.19061803480527378,0.0004920369778255284,2007-12-31,4.1109161965234975,0.8043403645162073,0.01830295132010287,2007-12-31,2.768109243668845,0.7346149128557793,0.027670669044391864,48.707629406572586,44.43500354844114,-0.02584741186854828,-0.11129992903117725
