month,turnover,trade_cost,fx_cost,avg_stress,max_stress,max_crisis_score,max_pre_crash_score,maximum_source_exposure,maximum_gross_exposure,avg_w_KODEX200,avg_w_BOND,avg_w_GLD,avg_w_USO,return,gross_return,nav,drawdown
2007-04,1.0000000000000013,0.0015000000000000042,9.806253379016124e-05,0.0,0.0,0.25930736078048,0.1618560188353341,1.4999999999999998,1.0000000000000002,0.41112535867732963,0.3947686574192529,0.14835397319489319,0.04575201070852429,0.012192494217172278,0.013809238731892437,1.0121924942171723,0.0
2007-05,0.18747433062568764,0.0005624229918770629,7.4991949506511005e-06,0.023583171884319316,0.1854708279325435,0.0255513094688886,0.5262345805438133,1.4999999999999998,1.0000000000000002,0.597733913052123,0.20284227072774275,0.14187376717142852,0.057550049048705705,0.06268793001760309,0.06328688842012431,1.0756447464590015,0.0
2007-06,0.03669387402466202,0.00011008162207398605,1.4223789784428677e-05,0.07789662624620443,0.3907117608881298,0.2028060103443121,0.4924444763507489,1.501897183940929,1.0000000000000002,0.5792332304097385,0.20179211245062284,0.14898737824393773,0.06998727889570094,0.00788202889683376,0.008005895386703266,1.0841230094333187,0.0
2007-07,0.38379666909281107,0.0011513900072784332,0.00016731650424661195,0.24711848946823076,0.9129909748103596,0.2420185079485692,0.5809094976119035,1.514799687953335,1.0000000000000002,0.539024232311264,0.20199380967286354,0.20019831993847192,0.058783638077400634,0.07580296526107566,0.07722245966694219,1.1663027482561255,0.0
2007-08,0.07547197621364177,0.00022641592864092527,3.300616617826116e-05,0.4593834616640267,0.9810738982254203,1.0,0.6624775437116255,1.4878838103327048,1.0000000000000002,0.439398472212607,0.2125535491014583,0.2987012126447695,0.04934676604116513,-0.0033634202481030995,-0.0031010741181967116,1.1623799819772225,-0.0033634202481030995
2007-09,0.0866296173174354,0.00025988885195230623,4.0281189098921725e-05,0.1204287096060892,0.3051383399209487,0.0986928211015415,1.0,1.4595325588172168,1.0000000000000002,0.5164945403187888,0.20805638104986554,0.21719375821309791,0.05825532041824768,0.03964595915488589,0.03995792645891827,1.2084636512651485,0.0
2007-10,0.21934161525088935,0.0006580248457526682,4.550932573499504e-05,0.07513179110864375,0.3527537091060065,0.35,0.6391578749599697,1.5057088652384254,1.0000000000000002,0.39686497186398034,0.4172378810055834,0.1444932830172915,0.04140386411314469,0.04121848256095606,0.041946865888220275,1.2582746892003704,0.0
2007-11,0.23762300021190835,0.0007128690006357251,3.603275161195262e-05,0.20669935439687792,0.4129823464107849,0.4375706293233538,0.6330774451380564,1.41839357664204,1.0000000000000002,0.5440415370306351,0.17514194134349853,0.19674802516588547,0.08406849645998098,-0.045829105283159643,-0.04510213266378493,1.2006090859938716,-0.045829105283159755
2007-12,0.4513440795957407,0.001354032238787222,0.00021114973887314016,0.001582014395694043,0.0201942817616096,0.166132424306546,1.0,0.8640536972601316,1.0,0.15348803483058712,0.13962351698987283,0.16710834025472204,0.539780107924818,0.059793391357547465,0.061461677269139425,1.2723975749401306,0.0
2008-01,0.025746602266729625,7.723980680018887e-05,3.4897054795356987e-06,0.06334154270206771,0.9295291116561546,0.0008301606040318,0.0712193493027031,0.8393251746085424,1.0,0.12443211448717309,0.1442119621284683,0.20261832036036065,0.528737603023998,-0.006400317985341797,-0.006321503325293132,1.264253825856736,-0.006400317985341797
2008-02,0.02254571373072186,6.763714119216557e-05,3.3699247730007984e-06,0.004376644822055366,0.030293804935496,0.0517115870155921,0.4242122518229164,0.8585882121535369,1.0,0.12818380914776048,0.14014234088853067,0.18813254529285606,0.5435413046708527,0.08261142054955495,0.08268991343776277,1.3686956303459705,0.0
2008-03,0.02065167605273209,6.195502815819627e-05,9.263398832743296e-06,0.025296442687747042,0.3209486166007905,0.0,0.9129942062037902,0.8427522156755618,1.0,0.12404282882006887,0.1367226647325627,0.1884221624073945,0.5508123440399739,0.008668940178145013,0.008740654034013362,1.3805607708875283,0.0
2008-04,0.1091846789437352,0.00032755403683120554,4.7360439436947294e-05,0.002684549327230477,0.039735053316592,0.1264602235222749,0.6386850756506431,1.0196992727225684,1.0000000000000002,0.13788077787501882,0.21479032430066594,0.18651348480388183,0.4608154130204335,0.07037085123192766,0.07077533403511382,1.4777120075122898,0.0
2008-05,0.025364059501726474,7.609217850517942e-05,8.994832247390727e-06,0.006467199399791942,0.0491019316525512,0.0370466964472489,0.6275185421018262,0.9831325803652511,1.0,0.14120198308723417,0.20347341766281987,0.18212381707399358,0.4732007821759524,0.0748328287195903,0.07492357141917383,1.5882933770673389,0.0
2008-06,0.023592850788465042,7.077855236539513e-05,6.8323016235654625e-06,0.03099073243833003,0.1999040420191492,0.0451011741066193,0.0913553726734508,0.9840222111055887,1.0000000000000002,0.1377090647470158,0.2048882670932156,0.18755108158227105,0.4698515865774976,0.07342009765042157,0.07350384723590642,1.7049060319091407,0.0
2008-07,0.04438570044191353,0.00013315710132574056,1.4127124813819725e-05,0.007418590892799126,0.0782922497598108,0.1174006448873888,0.393114561612758,1.0004573810380033,1.0000000000000002,0.1322633196959995,0.22773267623223478,0.21386384372765366,0.42614016034411206,-0.09425838435324752,-0.09412288780772515,1.5442043438672788,-0.09425838435324752
2008-08,0.41707726999406103,0.001251231809982183,8.29471779089902e-06,0.016545014781771113,0.2387877443120473,0.091346891721834,0.2581294617083671,1.4518796097535729,1.0000000000000002,0.12948825761937352,0.27974221796995763,0.5893145589047702,0.0014549655058986237,-0.0172745717713374,-0.016030049147732983,1.5175288750995326,-0.10990468289902444
2008-09,0.08099073719802788,0.00024297221159408366,1.8373878701234135e-05,0.11404437853197691,0.8939558332247548,0.3314581465048465,0.3207918161459147,1.4826513910435022,1.0,0.07306424876172389,0.3488472360625244,0.5780885151757518,0.0,0.08522271109206003,0.08550878008278628,1.6468567999959989,-0.03404834684533242
2008-10,0.034794209716930896,0.00010438262915079268,1.0594345407183403e-05,0.42422405377224914,0.9623845660292164,0.5672683178320391,0.6424906972841268,1.1923600098869427,1.0000000000000002,0.06600039903766623,0.3420078681062612,0.5801157656263041,0.011875967229768475,-0.08053953124110746,-0.08043447645576607,1.514219725303091,-0.11184564019198218
2008-11,0.06567067997966637,0.00019701203993899912,9.540820260820538e-06,0.24219782482374042,0.3719125810101717,1.0,1.0,1.0631470332868318,1.0000000000000002,0.017674529789808654,0.4071958581675526,0.5751296120426388,0.0,0.12153122386215953,0.12176127071678278,1.6982447017153985,-0.003907153866000934
2008-12,0.08004357353979444,0.00024013072061938333,3.818041342439296e-05,0.0020522767680921476,0.0418847864230149,0.35,1.0,0.9052455703658057,1.0000000000000002,0.023378345393979122,0.4734105054307652,0.5003137185549541,0.0028974306203015977,-0.006768113081480176,-0.006493221212003797,1.6867507895341642,-0.010648822888289278
