month,average_vkospi_stress,maximum_vkospi_stress,maximum_crisis_score,maximum_pre_crash_score,last_source_date,signal_month
2019-11,0.001963456943532609,0.0248851341125745,0.0250759397701897,0.5081831639697302,2019-10-30,2019-10
2019-12,0.005085006667013614,0.0368133560820957,0.0905583374472542,1.0,2019-11-28,2019-11
2020-01,0.025039990503850144,0.220703586102215,0.2141740849885101,0.5472078982563053,2019-12-30,2019-12
2020-02,0.17202683716710074,0.7775434631611496,0.6734677890557772,0.5472078982563053,2020-01-30,2020-01
2020-03,0.3450340853099071,0.8782715428711307,1.0,0.8371541501976285,2020-02-27,2020-02
2020-04,0.5176188142626242,1.0,1.0,0.0,2020-03-30,2020-03
2020-05,0.08383286263266564,0.251236965088121,0.1659918415403545,1.0,2020-04-29,2020-04
2020-06,0.0019574628270280286,0.0205533596837943,0.2300195888111313,1.0,2020-05-28,2020-05
2020-07,0.04147815569053161,0.2730873265025402,1.0,1.0,2020-06-29,2020-06
2020-08,0.01149573283654896,0.0875554492406696,0.3062495435979493,1.0,2020-07-30,2020-07
2020-09,0.009051252647194823,0.0949016305241043,0.908032600582306,1.0,2020-08-28,2020-08
2020-10,0.043868614240041896,0.2201902941405761,0.1586229846854147,0.4676577250002828,2020-09-29,2020-09
2020-11,0.022513923179373157,0.1448879333826376,0.0617401179228542,0.5265008849788473,2020-10-29,2020-10
2020-12,0.039922790135918616,0.4802339781900744,0.4129451744343851,0.2635508994668006,2020-11-27,2020-11
2021-01,0.005035535695741874,0.1158173210020631,0.2012844501126575,0.6126205691070091,2020-12-30,2020-12
2021-02,0.05524653537742044,0.3417437453425229,0.7124005669033873,0.7077093667551726,2021-01-28,2021-01
2021-03,0.043573911026841376,0.1674556396699995,0.6646105539403231,1.0,2021-02-25,2021-02
2021-04,0.0030147930193105566,0.0271395910622704,0.1486290119695759,0.4775149019813863,2021-03-30,2021-03
2021-05,0.022582647682667954,0.1612280517914243,0.0560967321867692,0.4369560984579361,2021-04-29,2021-04
2021-06,0.05763534055872749,0.4425074115240468,0.0703529289641269,0.8764379027767772,2021-05-28,2021-05
2021-07,0.02316320768777038,0.1815971358147629,0.032690730857176,0.2210245780578466,2021-06-29,2021-06
2021-08,0.03144388841083674,0.2202276150338516,0.003284116881786,0.5350862210952883,2021-07-29,2021-07
2021-09,0.039148234684717946,0.3476323288127992,0.0579044768174877,0.3387724214792701,2021-08-30,2021-08
2021-10,0.0026888242367598043,0.0380371779932073,0.0,0.7857599397904146,2021-09-29,2021-09
2021-11,0.0313298674213973,0.2169625387945735,0.0461697425634431,0.553733839951173,2021-10-28,2021-10
2021-12,0.015159596264549382,0.2676911717138335,0.0068146383833581,0.1573293130617089,2021-11-29,2021-11
2022-01,0.05199451769039046,0.40992807209583,0.8902388733344443,0.6912690433085318,2021-12-30,2021-12
2022-02,0.07106185289360023,0.5163645150772089,0.1840703732984928,0.4809648880328355,2022-01-28,2022-01
2022-03,0.05155118886387753,0.1944664031620551,0.3091950811929921,0.7894160077158763,2022-02-25,2022-02
2022-04,0.08291781768851236,0.3314205160661143,0.1010795067125448,0.9228514114568308,2022-03-30,2022-03
2022-05,0.015394556905834847,0.1015909411821793,0.0772474599690063,0.8094866179740104,2022-04-28,2022-04
2022-06,0.008288396829421509,0.0802743326352624,0.1887625084785809,0.5611852809636968,2022-05-30,2022-05
2022-07,0.14936581810596153,0.6234794216858067,0.292666932926517,0.1806227476179502,2022-06-29,2022-06
2022-08,0.021742736680039433,0.2100308892976344,0.028867404083845,1.0,2022-07-28,2022-07
2022-09,0.008787804995747826,0.1125175931827682,0.5131273448896023,0.4319363176577247,2022-08-30,2022-08
2022-10,0.06442837918724319,0.4838844348518389,0.3977583112580394,0.4704497165535757,2022-09-29,2022-09
2022-11,0.10401802849942712,0.6265951370250287,0.6259862115247938,0.5315176119453414,2022-10-28,2022-10
2022-12,0.0,0.0,0.35,0.9287828333088188,2022-11-29,2022-11
2023-01,0.008795795340801972,0.096716289911518,0.2565933955151834,0.656848147573552,2022-12-29,2022-12
2023-02,0.004751229209212337,0.0474224655527234,0.2403307008592989,0.3330202110804988,2023-01-30,2023-01
2023-03,0.001538341005366705,0.0276924072646288,0.2546578080368076,0.4267036850152809,2023-02-27,2023-02
2023-04,0.04890435159415905,0.489904939571308,0.0957120514378893,0.3753213319421494,2023-03-30,2023-03
2023-05,0.0058689556286630196,0.0534564351521694,0.1060714849841177,0.3604147646884,2023-04-27,2023-04
2023-06,0.011876037367202656,0.0928214408902796,0.2132182558859193,0.3438082108450908,2023-05-30,2023-05
2023-07,0.0019798281041994137,0.025619630451187,0.0404953717096324,0.92890072927433,2023-06-29,2023-06
2023-08,0.10048900744372972,0.4097458258761107,0.0455270097907413,0.540576314023146,2023-07-28,2023-07
2023-09,0.06673942555153442,0.4402324626424609,0.0341108718901794,0.2630502557024792,2023-08-30,2023-08
2023-10,0.050233188074468964,0.3441509268195797,0.1716474503949892,0.3701512644595108,2023-09-27,2023-09
2023-11,0.11549827509081591,0.2912347170772612,0.2565483066768135,0.1521927574043826,2023-10-30,2023-10
2023-12,0.006215934761139608,0.0732399998675343,0.0111813297189076,0.8830904591417672,2023-11-29,2023-11
2024-01,0.022828574409719988,0.1459926295239431,0.35,0.7477117719490021,2023-12-28,2023-12
2024-02,0.036765360367898445,0.3446081480327631,0.056600747024159,0.5638531701939455,2024-01-30,2024-01
2024-03,0.0013032492735222047,0.0226251517400138,0.2293309522387123,0.374192403736327,2024-02-28,2024-02
2024-04,0.0067914871408965094,0.0437172504162151,0.0843356621882942,0.1850121746838434,2024-03-28,2024-03
2024-05,0.14962335797815227,0.825241168007808,0.1776265972989774,0.6710987469178569,2024-04-29,2024-04
2024-06,0.010815673165307295,0.1730776486672766,0.1632808900171347,1.0,2024-05-30,2024-05
2024-07,0.026032203229542823,0.1800204947447753,0.0407230547176376,0.352951440627368,2024-06-27,2024-06
2024-08,0.030192275552697188,0.2753739991940581,0.3065524584599737,0.3404342655262722,2024-07-30,2024-07
2024-09,0.3287773845371518,1.0,0.8244173496619369,0.9794466403162057,2024-08-29,2024-08
2024-10,0.1847512004522243,0.4532173781178299,0.5528770022891347,0.7574213311626101,2024-09-27,2024-09
2024-11,0.0908853880772881,0.2893280632411069,0.7634097937827997,1.0,2024-10-30,2024-10
2024-12,0.03375337501231833,0.2445371718923436,0.267804379678542,0.3827487526624055,2024-11-28,2024-11
2025-01,0.049178370614552255,0.1681703372680734,0.3051800839192322,0.8281747119096408,2024-12-30,2024-12
2025-02,0.005909163084466457,0.0271821501885457,0.1514334686043033,0.607422494526556,2025-01-24,2025-01
2025-03,0.02863500302598973,0.1901484672449046,0.5320918152276802,0.2062073080196125,2025-02-27,2025-02
2025-04,0.038012533079944774,0.1502052712007899,0.2459995661755129,0.5112968947478169,2025-03-28,2025-03
2025-05,0.2539532862059472,0.7510800607191646,0.7011896632992141,0.4570858134646961,2025-04-29,2025-04
2025-06,0.0007143838128974091,0.0122170664181627,0.3346548854994869,0.2668580858299574,2025-05-29,2025-05
2025-07,0.017466591379634838,0.1154150197628456,0.35,0.5637445052134591,2025-06-27,2025-06
2025-08,0.013458878751081286,0.1275958724567989,0.0232958097030199,0.338252611970936,2025-07-30,2025-07
2025-09,0.02782971909646704,0.2683770149089814,0.2786128733067723,0.4258752812498175,2025-08-28,2025-08
2025-10,0.01946206396433483,0.1938142444708059,0.35,1.0,2025-09-29,2025-09
2025-11,0.28982043382900413,0.9367588932806324,0.35,1.0,2025-10-30,2025-10
2025-12,0.3266624734169027,0.8295126920685036,0.5953845304759723,1.0,2025-11-27,2025-11
2026-01,0.002563869639524326,0.0391868832733672,0.0333816123154631,0.914606265918784,2025-12-30,2025-12
2026-02,0.10517457855859456,0.3393571997946792,0.35,0.806182300760874,2026-01-29,2026-01
2026-03,0.43882861736582646,0.8002926661458747,0.4762074074782744,0.1253732929411292,2026-02-26,2026-02
2026-04,0.39418658058942024,0.898508223853254,1.0,0.7422924901185772,2026-03-30,2026-03
2026-05,0.053192740391671316,0.241897233201581,0.241897233201581,0.8687747035573121,2026-04-29,2026-04
2026-06,0.24163763536114113,0.4673173028281742,0.35,0.947826086956522,2026-05-28,2026-05
2026-07,0.41110199059395547,0.7181248174795748,0.4900344007499725,0.7264822134387354,2026-06-29,2026-06
2026-08,0.13388773108428345,0.3525691699604741,0.3398877770293964,0.5677173856785631,2026-07-30,2026-07
