month,signal_month,return,core_return,growth_return,nav,drawdown,turnover,meta_switch_turnover,meta_switch_cost,w_stage10_core,w_unlevered_vix6_growth,w_option,gross_exposure,solver_success,used_grid_fallback,solver_status,solver_message,solver_iterations,risk_state,relative_momentum_6m,growth_cap,growth_lower_bound,growth_upper_bound,expected_annual_return,expected_annual_volatility,expected_sharpe,expected_log_growth,historical_cdar,sharpe_slack,cdar_slack
2007-04,2007-03,0.0004616588435909,0.0004616588435909,0.012192494217172278,1.0004616588435908,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-05,2007-04,0.0371927842845799,0.0371927842845799,0.06268793001760309,1.0376716135059534,0.0,0.138415320602809,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-06,2007-05,-0.0074497378723352,-0.0074497378723352,0.00788202889683376,1.029941231987771,-0.00744973787233516,0.0926350809152274,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-07,2007-06,0.0403638514045761,0.0403638514045761,0.07580296526107566,1.0715136268311714,0.0,0.0251626757873287,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-08,2007-07,0.0068878300535221,0.0068878300535221,-0.0033634202481030995,1.0788940305928174,0.0,0.0841009900296338,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-09,2007-08,0.0418662321467309,0.0418662321467309,0.03964595915488589,1.1240632585393384,0.0,0.0288875096268817,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-10,2007-09,0.0403088070188272,0.0403088070188272,0.04121848256095606,1.1693729075047545,0.0,0.0715263277938159,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-11,2007-10,-0.0140044312132938,-0.0140044312132938,-0.045829105283159643,1.1529965050589148,-0.014004431213293755,0.0034924124003426,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2007-12,2007-11,0.0418074449171433,0.0418074449171433,0.059793391357547465,1.201200342933824,0.0,0.0809891038320186,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
2008-01,2007-12,0.0312637047130822,0.0312637047130822,-0.006400317985341797,1.2387543157565601,0.0,0.0902834372954485,0.0,0.0,1.0,0.0,0.0,1.0,True,False,0,warmup_core_only,0,Warmup,,0.0,0.0,0.0,,,,,,,
