Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage35_Frozen,full_2007_2026,2007-04,2026-07,232.0,0.10607568238715115,0.1004266401956578,1.0573641106597491,2.067023158074833,-0.13743486810871397,0.7718251113919866,7.022746450718074,0.6163793103448276,0.03661691552156086,0.02614251705245556
Stage35_Frozen,common_2010_2026,2010-01,2026-07,199.0,0.09652846326845799,0.0937077274786896,1.0330586710506953,2.0136369263646086,-0.13743486810871386,0.7023578848426001,4.609602725581583,0.6180904522613065,0.026324774632197387,0.016987017814111497
Stage35_Frozen,locked_2018_2026,2018-01,2026-07,103.0,0.13821447770874307,0.1086111392624512,1.2511578539269819,2.6336213666316084,-0.11983593645298596,1.1533641894054658,3.0380172670700434,0.6407766990291263,0.026160113272116606,0.0087275325723191
Stage36_GVZGoldRisk,full_2007_2026,2007-04,2026-07,232.0,0.10261710175918459,0.09511242311255227,1.0779346104365253,2.1021294568116984,-0.12407087312853671,0.8270845458859136,6.610150291690743,0.6293103448275862,0.03798539519687766,0.027228510290151275
Stage36_GVZGoldRisk,common_2010_2026,2010-01,2026-07,199.0,0.09231790427123965,0.08719348292710612,1.0592367597810297,2.0494549477137958,-0.12407087312853693,0.7440739469577091,4.32469134147667,0.6331658291457286,0.02794655230330479,0.018091373703376278
Stage36_GVZGoldRisk,locked_2018_2026,2018-01,2026-07,103.0,0.12625637108158427,0.10178225264764564,1.223506021518673,2.5377890925360087,-0.11931107063198709,1.0582117016703323,2.7747241963620017,0.6310679611650486,0.02615517184031067,0.008688704288773207
Stage36_OVXOilRisk,full_2007_2026,2007-04,2026-07,232.0,0.10846035679726951,0.10004628282960835,1.0826724631255653,2.157945481991716,-0.1374348686561676,0.7891764139464048,7.3213280505026725,0.6163793103448276,0.03560917635283068,0.02544954786871968
Stage36_OVXOilRisk,common_2010_2026,2010-01,2026-07,199.0,0.09652885145430123,0.09370787760657369,1.0330609650246518,2.0136449341270506,-0.13743486865616772,0.7023607065525381,4.609629787358499,0.6180904522613065,0.02632491231030139,0.016987122054038496
Stage36_OVXOilRisk,locked_2018_2026,2018-01,2026-07,103.0,0.13821524900689441,0.10861137741055343,1.251161642618928,2.6336355042071404,-0.11983570059570003,1.1533728957216434,3.0380349374349267,0.6407766990291263,0.026160371830883763,0.008727634184320716
Stage36_GVZ_OVXAssetRisk,full_2007_2026,2007-04,2026-07,232.0,0.10499381556849108,0.0947174095810753,1.1049111800487834,2.201854843810772,-0.12407087336603873,0.8462406423039696,6.891129040960934,0.6293103448275862,0.03697739339664964,0.02653534546914175
Stage36_GVZ_OVXAssetRisk,common_2010_2026,2010-01,2026-07,199.0,0.09231771015394163,0.08719337346576757,1.0592359380998049,2.0494498736741193,-0.12407087336603895,0.7440723809655322,4.324678596427034,0.6331658291457286,0.027946383797957677,0.018091282306032175
Stage36_GVZ_OVXAssetRisk,locked_2018_2026,2018-01,2026-07,103.0,0.12625607553747065,0.10178207420705011,1.2235054023643315,2.5377820332556866,-0.11931111459301336,1.0582088346768657,2.7747179466440093,0.6310679611650486,0.026155190350877364,0.008688718866250982
