Candidate,Period,Metric,Mean,P05,P50,P95,ProbabilityPositive,Replications,BlockMonths
Stage36_GVZ_OVXAssetRisk,full_2007_2026,delta_CAGR,-0.0013664006414983243,-0.008518917860030483,-0.0011322540619390642,0.006407601359455205,0.39,100,12
Stage36_GVZ_OVXAssetRisk,full_2007_2026,delta_Sharpe,0.046443259940084365,0.00234303158541449,0.04563709879605604,0.09867548030348818,0.96,100,12
Stage36_GVZ_OVXAssetRisk,full_2007_2026,delta_MDD,0.011522185301048959,0.00048556137189980085,0.01092062861726284,0.0240566927056781,0.99,100,12
Stage36_GVZ_OVXAssetRisk,common_2010_2026,delta_CAGR,-0.0046824023979521725,-0.013588633378338766,-0.0038591525139100025,9.459709663965894e-05,0.06,100,12
Stage36_GVZ_OVXAssetRisk,common_2010_2026,delta_Sharpe,0.023626319254102048,-0.012183600488103625,0.02563340341537046,0.06112873825595275,0.84,100,12
Stage36_GVZ_OVXAssetRisk,common_2010_2026,delta_MDD,0.009206887865553832,-0.0026632909942351673,0.009277068839501301,0.026735454356484768,0.94,100,12
