ODSQuintile,Observations,MeanODSScore,Forward5DMean,Forward20DMean,Forward5DNegativeProbability,Forward20DNegativeProbability,Forward20DTailMean
1,991,-0.32807810446971997,0.003648201541210567,0.010703021890924083,0.4117053481331988,0.4106962663975782,-0.11723368118963756
2,990,-0.14380387623494656,0.0009431833601860774,0.007346205162387415,0.45656565656565656,0.4313131313131313,-0.11341664558714663
3,990,-0.021423901528713304,0.0005659359089245176,0.006669640561391519,0.45555555555555555,0.42727272727272725,-0.14570137540429223
4,990,0.0,0.00028132990920925647,0.002066074610884705,0.47878787878787876,0.4575757575757576,-0.11534906142127631
5,991,0.2535914329653959,0.01086833939246296,0.039538271633161926,0.4066599394550959,0.3703329969727548,-0.15138474890506212
