decision_month,asset,target_log_ratio,realized_variance,base_variance_forecast,full_variance_forecast,full_forecast_available,base_qlike,full_qlike,evidence_weight_used,stress_state,atr_state,credit_state,iv_state,iv_available
2007-04,KODEX200,-0.7858709915336,0.0011349324869265327,0.0024904020363222547,0.0024904020363222547,False,0.2415935898826458,0.2415935898826458,0.0,-0.05845184898277217,-0.417278373800113,0.3157894736842105,0.0,0.0
2007-04,BOND,-0.583591543199966,6.822405292295119e-06,1.2228919959317858e-05,1.2228919959317858e-05,False,0.14148261739059942,0.14148261739059942,0.0,-0.05845184898277217,-0.20472440944881892,0.3157894736842105,0.0,0.0
2007-04,GLD,-1.6469722093256491,0.00130225071144163,0.006760293412209265,0.006760293412209265,False,0.8396044860682135,0.8396044860682135,0.0,-0.05845184898277217,0.009482758620689702,0.3157894736842105,0.0,0.0
2007-04,USO,-0.8223326386478175,0.003967007101861872,0.009028123787891702,0.009028123787891702,False,0.26173812256268403,0.26173812256268403,0.0,-0.05845184898277217,-0.2251082251082251,0.3157894736842105,0.0,0.0
2007-05,KODEX200,-1.0632510442852154,0.0008310003511170676,0.0024063858694407447,0.0024063858694407447,False,0.40858234034630647,0.40858234034630647,0.0,-0.004452460332305785,-0.4595424107142858,-0.2012987012987013,0.0,0.0
2007-05,BOND,-1.3276034700956854,3.1615922921671458e-06,1.1925503531073396e-05,1.1925503531073396e-05,False,0.5927153191617831,0.5927153191617831,0.0,-0.004452460332305785,-0.4549878345498784,-0.2012987012987013,0.0,0.0
2007-05,GLD,0.47336985871478093,0.009875035302097452,0.0061511559712589155,0.0061511559712589155,False,0.13202518381677675,0.13202518381677675,0.0,-0.004452460332305785,-0.22249999999999998,-0.2012987012987013,0.0,0.0
2007-05,USO,-0.030015860219548152,0.008518440617072546,0.008778004976058282,0.008778004976058282,False,0.0004460024108901006,0.0004460024108901006,0.0,-0.004452460332305785,-0.3067729083665339,-0.2012987012987013,0.0,0.0
2007-06,KODEX200,0.2901315280127846,0.002450699417448381,0.001833527913019491,0.001833527913019491,False,0.04647174922476771,0.04647174922476771,0.0,0.08716957754910493,-0.45394373965802537,0.019230769230769273,0.0,0.0
2007-06,BOND,0.21355020198978428,1.4182430327957227e-05,1.1455313639618684e-05,1.1455313639618684e-05,False,0.024515448077333524,0.024515448077333524,0.0,0.08716957754910493,-0.4739819004524887,0.019230769230769273,0.0,0.0
2007-06,GLD,-1.1862933535250622,0.001843753725097456,0.006038145419350336,0.006038145419350336,False,0.4916443507350352,0.4916443507350352,0.0,0.08716957754910493,-0.024919614147909996,0.019230769230769273,0.0,0.0
