Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage36_GVZ_OVXAssetRisk,full_common,2007-04,2026-07,232.0,0.10499388753644401,0.09471746379382788,1.1049112900976705,2.2018564576729873,-0.12407087222855073,0.8462412301175328,6.891137718102493,0.6293103448275862,0.03697755168008389,0.02653545189962293
Stage36_GVZ_OVXAssetRisk,locked_2018_2026,2018-01,2026-07,103.0,0.12625620430876783,0.1017821983608951,1.223505157307841,2.537784595262482,-0.11931111403506678,1.0582099189155154,2.7747206697022753,0.6310679611650486,0.026155145410928424,0.008688700886939259
Stage48_EvidenceCalibrated,full_common,2007-04,2026-07,232.0,0.1231216393422101,0.12896509990542943,0.9674287766938061,1.9087262875100672,-0.16459199691037285,0.748041470140586,9.438827202163095,0.6163793103448276,0.10139705873263839,0.0748342405127128
Stage48_EvidenceCalibrated,locked_2018_2026,2018-01,2026-07,103.0,0.16342078666357773,0.1408410848202775,1.1488525850062326,2.6524543190348004,-0.1444792041202122,1.1311024839782853,3.6664100087586506,0.5922330097087378,0.07936418632046831,0.02646171321027283
Stage49_MacroBayes,full_common,2007-04,2026-07,232.0,0.11697910492675123,0.11460305356846996,1.0252728345574,2.1773241548229287,-0.1573458150849132,0.7434522797039268,8.489281723924094,0.5818965517241379,0.05492714834683277,0.04013666458765274
Stage49_MacroBayes,locked_2018_2026,2018-01,2026-07,103.0,0.17033700407869667,0.1246905292590896,1.3289917629615529,3.422771740133309,-0.1145173133131091,1.487434512307911,3.85776298529974,0.6116504854368932,0.04123701852699284,0.013843814686597405
Stage49_ReturnEvidence,full_common,2007-04,2026-07,232.0,0.10423195617747805,0.11643002264038663,0.9114238940803658,1.8739553110815068,-0.1520118903096842,0.6856829157583192,6.799850316788847,0.5991379310344828,0.09439011765370184,0.06996470330898354
Stage49_ReturnEvidence,locked_2018_2026,2018-01,2026-07,103.0,0.1527545276093789,0.1365284788742346,1.1122835504837272,2.666718877756953,-0.14309300848640727,1.0675191557237362,3.387722650877429,0.5922330097087378,0.09020306850946766,0.030627256233737195
Stage49_FullPrequential,full_common,2007-04,2026-07,232.0,0.10033329010174619,0.11242983818980709,0.9083520065004548,1.8524055285255625,-0.15541263398317673,0.6455928809018652,6.350416586922926,0.5948275862068966,0.10291918384060862,0.07665175587424172
Stage49_FullPrequential,locked_2018_2026,2018-01,2026-07,103.0,0.1431853340249032,0.1278152028767278,1.1137257567792127,2.6865745205352787,-0.14308619976744397,1.0006928289214498,3.1538027657028,0.5922330097087378,0.09461170677972597,0.03207822125916266
