State,Months,MeanFutureReturn1M,MeanFutureReturn3M,MeanFutureRealizedVol1M,MeanFutureMaxDrawdown3M,FutureLeftTailRate1M,MeanStage20KODEXWeight
EPS Down / Credit Easing,42,0.003868254201583046,0.027133063358948453,0.17181759245205758,0.09160695306625556,0.047619047619047616,0.2232975894370563
EPS Down / Credit Stress,70,0.0006548511595317093,0.006215694500811633,0.2047254752335657,0.1002395300921757,0.04285714285714286,0.2420562660243493
EPS Up / Credit Easing,60,0.019823685746177547,0.05527239788237645,0.18731859065532974,0.08390627392533175,0.0,0.25012063444375865
EPS Up / Credit Stress,60,0.0188812884633563,0.05434282269941607,0.1980694803925925,0.10161278310503015,0.05,0.29279691509725175
