Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage20_Frozen,full_2007_2026,2007-04,2026-07,232.0,0.09397401533373362,0.09598088319124404,0.9865029237664972,1.8566616292098406,-0.1401480683882158,0.6705337891166777,5.677216540452311,0.6120689655172413,0.02680961763458733,0.01860330234370106
Stage20_Frozen,early_2007_2017,2007-04,2017-12,129.0,0.0664933374946226,0.09071178414361825,0.7562604472394356,1.3107717091794906,-0.1401480683882158,0.47445061683214484,1.9977911140227533,0.5968992248062015,0.04381587217995635,0.01667929061669342
Stage20_Frozen,locked_2018_2026,2018-01,2026-07,103.0,0.12939249879123738,0.10186062807031813,1.250270526864576,2.5848541994006835,-0.11419024448153814,1.1331309375745937,2.841746817574268,0.6310679611650486,0.005510522136018384,0.0019240117270076381
Stage35_NoChangeReproduction,full_2007_2026,2007-04,2026-07,232.0,0.09397403920792513,0.09598088273864275,0.9865031564080265,1.856662383218944,-0.14014806184551143,0.6705339907698115,5.677218935774575,0.6120689655172413,0.02680959702439847,0.01860328857527235
Stage35_NoChangeReproduction,early_2007_2017,2007-04,2017-12,129.0,0.06649336447055587,0.0907117758338351,0.7562607882245139,1.310772522752718,-0.14014806184551143,0.47445083146317857,1.9977916572442223,0.5968992248062015,0.043815836403051145,0.01667927744886944
Stage35_NoChangeReproduction,locked_2018_2026,2018-01,2026-07,103.0,0.12939251852915823,0.10186063655911895,1.2502706035104378,2.584854709987706,-0.1141902424525898,1.1331311305594276,2.8417472438571516,0.6310679611650486,0.005510520521037346,0.0019240111264029057
Stage35_EPSAlpha,full_2007_2026,2007-04,2026-07,232.0,0.09864034538289657,0.09970860039148777,0.9960981903935775,1.9141077741279704,-0.14014806184551143,0.7038295363058976,6.16415914251886,0.6120689655172413,0.028741760620050117,0.020159836153631698
Stage35_EPSAlpha,early_2007_2017,2007-04,2017-12,129.0,0.06649336447055587,0.0907117758338351,0.7562607882245139,1.310772522752718,-0.14014806184551143,0.47445083146317857,1.9977916572442223,0.5968992248062015,0.043815836403051145,0.01667927744886944
Stage35_EPSAlpha,locked_2018_2026,2018-01,2026-07,103.0,0.14027231548413255,0.10938532603200538,1.2596878011858161,2.68491047829824,-0.1061281824851189,1.3217254097779472,3.0854864771143253,0.6310679611650486,0.009862578328718728,0.0034805587047622545
Stage35_CreditAlpha,full_2007_2026,2007-04,2026-07,232.0,0.08369987610099283,0.09747567315619479,0.8753138413320896,1.6069343297058447,-0.1702372594586561,0.4916660216873394,4.730508114879815,0.5905172413793104,0.04896186026020579,0.03454576335988758
Stage35_CreditAlpha,early_2007_2017,2007-04,2017-12,129.0,0.055432139687883186,0.09133675488803068,0.6371570602113036,1.0471708554991046,-0.1702372594586561,0.3256169646066551,1.7859771028027231,0.5813953488372093,0.06550880372720037,0.02515101531275447
Stage35_CreditAlpha,locked_2018_2026,2018-01,2026-07,103.0,0.12017343854070095,0.10428109414333635,1.1439761076248154,2.3945962767845743,-0.11224088816424671,1.0706743371884782,2.648694715881998,0.6019417475728155,0.02823801844231936,0.009394748047133106
Stage35_CreditRiskConfirmation,full_2007_2026,2007-04,2026-07,232.0,0.0913444632981617,0.09079388675983709,1.0109017684045296,1.9389998155469852,-0.1382223894450917,0.6608514269278202,5.419124018155539,0.6120689655172413,0.025643818931141715,0.01771226521665259
Stage35_CreditRiskConfirmation,early_2007_2017,2007-04,2017-12,129.0,0.0671517721018271,0.08962096363906605,0.7712881926004673,1.360359289337795,-0.1382223894450917,0.48582413002274777,2.011090161736059,0.5891472868217055,0.04166805947512024,0.015792080938665937
Stage35_CreditRiskConfirmation,locked_2018_2026,2018-01,2026-07,103.0,0.12241911503433678,0.09202177916436116,1.3058195469599234,2.821934516143397,-0.09576759514521993,1.2782937156216887,2.6946201225893955,0.6407766990291263,0.005574624463440447,0.0019201842779866555
Stage35_ValuationAnchor,full_2007_2026,2007-04,2026-07,232.0,0.11052593489547968,0.10915256769966679,1.0182335963123155,1.933984515280037,-0.1379893519430725,0.8009743747552142,7.589648057180821,0.6206896551724138,0.03160689552432975,0.02236389177944486
Stage35_ValuationAnchor,early_2007_2017,2007-04,2017-12,129.0,0.08500512598710919,0.096729259556262,0.8938873983353791,1.6013376037470244,-0.1379893519430725,0.6160267063372981,2.403763532087187,0.6124031007751938,0.03931536765632172,0.015145057375307481
Stage35_ValuationAnchor,locked_2018_2026,2018-01,2026-07,103.0,0.14333725968449818,0.12286670454884432,1.156130061860838,2.3081812453526567,-0.13407267361854958,1.0691012255958086,3.157402113755646,0.6310679611650486,0.02195259547552426,0.007218834404137379
Stage35_FundamentalDualRole,full_2007_2026,2007-04,2026-07,232.0,0.10607568839980397,0.10042663999215334,1.0573641671459204,2.0670233104097795,-0.13743486835052265,0.7718251537831124,7.022747188783808,0.6163793103448276,0.03661691629800718,0.026142517584329384
Stage35_FundamentalDualRole,early_2007_2017,2007-04,2017-12,129.0,0.08106727779803391,0.09324461971802729,0.8844676923110835,1.6110563437956809,-0.13743486835052265,0.5898596096536052,2.3116217015549156,0.5968992248062015,0.04496614621759284,0.017414984850640768
Stage35_FundamentalDualRole,locked_2018_2026,2018-01,2026-07,103.0,0.13821448799079628,0.10861113932256493,1.251157937297852,2.633621622081344,-0.11983593572167084,1.153364282245112,3.038017502630274,0.6407766990291263,0.026160113777361046,0.008727532733688613
