Step,ChangedComponent,Combination,Full_CAGR,Full_Sharpe,Full_MDD,Locked_CAGR,Locked_Sharpe,Locked_MDD,Delta_Full_CAGR,Delta_Full_Sharpe,Delta_Full_MDD,Delta_Locked_CAGR,Delta_Locked_Sharpe,Delta_Locked_MDD
0,Zero-Tune start,0000000,0.0713687275831425,0.8446994945896235,-0.14012928924826884,0.07038611121058924,1.1336473538343195,-0.14012928924826884,,,,,,
1,macro_engine,1000000,0.08646682500495517,0.7521130088681246,-0.17336784978828645,0.09630597012736075,1.0628222042026734,-0.14281854208398892,0.015098097421812673,-0.09258648572149886,-0.033238560540017614,0.02591985891677151,-0.0708251496316461,-0.0026892528357200796
2,base_allocation,1100000,0.085652812493062,0.9709537380216473,-0.12955540107806518,0.09375846502353613,1.310482750843031,-0.12955540107806518,-0.0008140125118931696,0.2188407291535227,0.043812448710221275,-0.002547505103824621,0.24766054664035764,0.01326314100592374
3,tail_logistic,1110000,0.08646012750451204,0.9781528379599195,-0.12764446513327043,0.09091127708354385,1.3003233537314123,-0.12764446513327066,0.0008073150114500383,0.007199099938272169,0.001910935944794745,-0.0028471879399922795,-0.010159397111618729,0.0019109359447945229
4,vol_target_leverage,1111000,0.09855488692543668,0.9023020578882698,-0.16939315497265317,0.11428101897942122,1.2093223828424065,-0.1209022388012373,0.012094759420924639,-0.07585078007164969,-0.041748689839382735,0.02336974189587737,-0.09100097088900583,0.006742226332033363
5,vkospi_signal,1111100,0.13093646937684822,1.0174893704759636,-0.16487891790424358,0.1762993819172638,1.4388260178706158,-0.09281047589880798,0.03238158245141154,0.11518731258769377,0.004514237068409588,0.062018362937842575,0.22950363502820936,0.028091762902429318
6,overlay_policy,1111110,0.1539697334251997,1.1205500622880809,-0.12978139807290023,0.20415859977768824,1.4663293432930662,-0.09718610836082342,0.023033264048351487,0.1030606918121173,0.03509751983134335,0.027859217860424446,0.027503325422450375,-0.004375632462015444
7,frequency_reconciliation,1111111,0.15636553973863565,1.1325286822772858,-0.12958799769553853,0.20907823332988862,1.4969186464577038,-0.09760421330851354,0.002395806313435944,0.011978619989204908,0.00019340037736170768,0.004919633552200375,0.030589303164637593,-0.0004181049476901233
