month,asset,feature,feature_name,regime_beta,standardized_regime_beta,regime_intercept,standardized_regime_intercept,feature_mean,feature_std,expected_return,predictive_std,training_observations,last_training_month,used_mean_fallback
2016-09,KODEX200,p_Slowdown,Slowdown,0.002624846606073097,0.0006717684086084994,0.00546773251610365,0.00527345977039054,0.519317657667025,0.2559267299865186,0.007138625639900999,0.0553600135034981,125,2016-08,False
2016-09,KODEX200,p_Stagflation,Stagflation,-0.0008454900345605398,-0.00013119793335014183,0.00546773251610365,0.00527345977039054,0.15382586401316775,0.15517383764119058,0.007138625639900999,0.0553600135034981,125,2016-08,False
2016-09,BOND,p_Overheating,Overheating,-0.0057429200567603,-0.0007023147552412772,0.004443320892398277,0.004431505047139656,0.10369064203635031,0.12229227436564169,0.0036529236167144033,0.006433218656326471,125,2016-08,False
2016-09,BOND,p_Slowdown,Slowdown,-0.001560433555860365,-0.00039935665731257873,0.004443320892398277,0.004431505047139656,0.519317657667025,0.2559267299865186,0.0036529236167144033,0.006433218656326471,125,2016-08,False
2016-09,BOND,p_Stagflation,Stagflation,0.009062402676609627,0.0014062478015793131,0.004443320892398277,0.004431505047139656,0.15382586401316775,0.15517383764119058,0.0036529236167144033,0.006433218656326471,125,2016-08,False
2016-09,GLD,p_Overheating,Overheating,0.010753186561817764,0.0013150316413227492,0.012427371466193823,0.009239408367851348,0.10369064203635031,0.12229227436564169,0.003239505012638994,0.06211509769966904,125,2016-08,False
2016-09,GLD,p_Slowdown,Slowdown,-0.014165075957285266,-0.0036252215697586726,0.012427371466193823,0.009239408367851348,0.519317657667025,0.2559267299865186,0.003239505012638994,0.06211509769966904,125,2016-08,False
2016-09,GLD,p_Stagflation,Stagflation,0.019848457666894716,0.003079961347430765,0.012427371466193823,0.009239408367851348,0.15382586401316775,0.15517383764119058,0.003239505012638994,0.06211509769966904,125,2016-08,False
2016-09,USO,p_Overheating,Overheating,0.020161140596519418,0.0024655517373538298,-0.0053835435224283005,-0.009641096781566015,0.10369064203635031,0.12229227436564169,-0.011163990624037529,0.08953536875811298,125,2016-08,False
2016-09,USO,p_Slowdown,Slowdown,-0.007314117863465701,-0.0018718782675327587,-0.0053835435224283005,-0.009641096781566015,0.519317657667025,0.2559267299865186,-0.011163990624037529,0.08953536875811298,125,2016-08,False
2016-09,USO,p_Stagflation,Stagflation,-0.016575394075486072,-0.002572067509108228,-0.0053835435224283005,-0.009641096781566015,0.15382586401316775,0.15517383764119058,-0.011163990624037529,0.08953536875811298,125,2016-08,False
2016-10,KODEX200,p_Overheating,Overheating,-0.014005260023960603,-0.001709554085005159,0.005530096242435731,0.00534384967594668,0.10297715366400013,0.12206514424440565,0.007360548266945962,0.05515225729332099,126,2016-09,False
2016-10,KODEX200,p_Slowdown,Slowdown,0.0026726228502375908,0.000682990894293144,0.005530096242435731,0.00534384967594668,0.520940181829511,0.2555507950672604,0.007360548266945962,0.05515225729332099,126,2016-09,False
2016-10,KODEX200,p_Stagflation,Stagflation,-0.0008910261837329469,-0.0001379748080567895,0.005530096242435731,0.00534384967594668,0.15297124702982898,0.15484933055361536,0.007360548266945962,0.05515225729332099,126,2016-09,False
2016-10,BOND,p_Overheating,Overheating,-0.00578765073702227,-0.000706470422050864,0.004457545329071447,0.004436058005258444,0.10297715366400013,0.12206514424440565,0.003618470945638122,0.0064112289986280845,126,2016-09,False
2016-10,BOND,p_Slowdown,Slowdown,-0.001553712810991493,-0.00039705254415506417,0.004457545329071447,0.004436058005258444,0.520940181829511,0.2555507950672604,0.003618470945638122,0.0064112289986280845,126,2016-09,False
2016-10,BOND,p_Stagflation,Stagflation,0.009046797595144106,0.0014008905512621222,0.004457545329071447,0.004436058005258444,0.15297124702982898,0.15484933055361536,0.003618470945638122,0.0064112289986280845,126,2016-09,False
2016-10,GLD,p_Overheating,Overheating,0.010849514247932708,0.0013243475216556404,0.012407792158164656,0.009119479677554245,0.10297715366400013,0.12206514424440565,0.002537028775481707,0.06188597514529449,126,2016-09,False
2016-10,GLD,p_Slowdown,Slowdown,-0.014372507740294613,-0.003672905780142643,0.012407792158164656,0.009119479677554245,0.520940181829511,0.2555507950672604,0.002537028775481707,0.06188597514529449,126,2016-09,False
2016-10,GLD,p_Stagflation,Stagflation,0.02014530363653687,0.0031194867819170475,0.012407792158164656,0.009119479677554245,0.15297124702982898,0.15484933055361536,0.002537028775481707,0.06188597514529449,126,2016-09,False
2016-10,USO,p_Overheating,Overheating,0.018390027193610613,0.002244781322046622,-0.005007084717969127,-0.008997378754997414,0.10297715366400013,0.12206514424440565,-0.010476623702137314,0.08951110177125554,126,2016-09,False
2016-10,USO,p_Slowdown,Slowdown,-0.006543123986408082,-0.0016721005369502477,-0.005007084717969127,-0.008997378754997414,0.520940181829511,0.2555507950672604,-0.010476623702137314,0.08951110177125554,126,2016-09,False
2016-10,USO,p_Stagflation,Stagflation,-0.016182586872255135,-0.0025058627437944316,-0.005007084717969127,-0.008997378754997414,0.15297124702982898,0.15484933055361536,-0.010476623702137314,0.08951110177125554,126,2016-09,False
2016-11,KODEX200,p_Overheating,Overheating,-0.013662068462412955,-0.0016647719459033504,0.005394880166234067,0.005211789979404552,0.10225272842582799,0.12185357952812684,0.006911020944936409,0.05493584899015929,127,2016-10,False
2016-11,KODEX200,p_Slowdown,Slowdown,0.0025448900123727657,0.0006499558021519242,0.005394880166234067,0.005211789979404552,0.522800303061049,0.2553964214531725,0.006911020944936409,0.05493584899015929,127,2016-10,False
