month,Strategy,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,expected_monthly_return,expected_monthly_variance,downside_semivariance,estimated_transaction_cost,monthly_utility,used_fallback,solver_success,expected_annual_volatility,historical_cdar,volatility_slack,cdar_slack
2007-04,AllLayersReference,-0.003393979911460189,-0.0018939787307535887,0.9966060200885398,-0.0033939799114601765,1.0,0.0015,1.1807066004172658e-09,0.0,0.9999976385867992,2.3614132008345316e-06,0.0,0.003720720279437263,9.63988640473245e-06,8.071422941384488e-10,0.0015000045867296717,0.002215894942362931,False,True,0.01075540035781046,-4.92079961226799e-05,0.11924459964218954,0.15995079200387732
2007-05,AllLayersReference,0.002277211701651505,0.0022772428347960687,0.9988755029794217,-0.0011244970205782634,8.895184161023039e-06,2.6685552483069118e-08,4.447592080508751e-09,5.1873062558127414e-20,0.9999887828140038,1.1217185996202345e-05,0.0,0.0032177310645918355,1.01829101512916e-05,2.767231015879075e-07,3.432926252589795e-08,0.003212328557152076,False,True,0.011054181191544638,-0.0009962720256935231,0.11894581880845537,0.15900372797430648
2007-06,AllLayersReference,-0.011502853901367373,-0.010113022338644596,0.9873855840029946,-0.012614415997005413,0.397094732206508,0.001191284196619524,0.00019854736610325403,0.0,0.6028938480843683,0.39710615191563176,5.692061405548898e-19,0.005095810448772259,0.0003375855110995967,5.100765337432462e-05,0.001389834562727185,0.0034861754771209515,False,True,0.06364767185997583,-0.02030957234104136,0.06635232814002417,0.13969042765895864
2007-07,AllLayersReference,0.015635040385717856,0.015635040614722075,1.002823397485157,0.0,6.542977645795964e-08,1.9628932937387894e-10,3.2714888215101824e-11,8.65667672093895e-22,0.6092837660643063,0.3907162339356937,6.118188852188553e-19,0.00353768972515414,0.0002965164457254734,5.217564667127888e-05,6.507483846245559e-09,0.0033372493481362785,False,True,0.05965062739574229,-0.0197138229272929,0.07034937260425772,0.1402861770727071
2007-08,AllLayersReference,0.008732925301267744,0.0087329257600809,1.0115809793057584,0.0,1.3108947316542547e-07,3.932684194962764e-10,6.554473658271187e-11,2.4507660303893027e-21,0.604558928764648,0.3954410712353521,6.763165310727151e-19,0.005767595340366924,0.0002908280060075273,5.046971283716207e-05,6.529944689678743e-09,0.005571705094581309,False,True,0.05907568088554145,-0.02015434615296058,0.07092431911445855,0.13984565384703943
2007-09,AllLayersReference,0.03034009371027731,0.03034009584196349,1.0422724410134292,0.0,6.09053193628695e-07,1.827159580886085e-09,3.0452659684210285e-10,2.775856437596188e-17,0.5980301413442428,0.40196985865575724,2.840093107110903e-17,0.005665181330164276,0.0002698526647665416,4.956257076666664e-05,7.098058803868292e-09,0.005480685328955535,False,True,0.0569054652665146,-0.020762932867505024,0.0730945347334854,0.13923706713249498
2007-10,AllLayersReference,0.027097633618665823,0.02709763425654709,1.0705155577508436,0.0,1.8225179077015522e-07,5.467553723104657e-10,9.112589538506023e-11,2.7913806011666384e-17,0.581894628869611,0.41810537113038915,2.98349783547116e-17,0.007472539653896535,0.00035580884668337634,5.180604929228701e-05,6.557652668779907e-09,0.007242822623609891,False,True,0.06534298860781099,-0.02226637700884193,0.06465701139218902,0.13773362299115807
2007-11,AllLayersReference,0.010910031586226153,0.012175248014544341,1.0821949162994517,0.0,0.3614904080909105,0.0010844712242727315,0.00018074520404545518,4.734067140265835e-17,0.20781743403840777,0.7921825659615922,3.4043101183097585e-17,0.015466310723615572,0.0014083333333696916,0.00022933617896328995,0.0012652194283230278,0.013267588449644409,False,True,0.13000000000167808,-0.062159151800535106,-1.6780743461453085e-12,0.0978408481994649
2007-12,AllLayersReference,0.06526698835007223,0.06542435564305762,1.1528265192940754,0.0,0.04496208371011153,0.0001348862511303346,2.2481041855055802e-05,1.8571958160625e-18,0.24960850117672093,0.750391498823279,0.0,0.011077124202228072,0.001408333333352849,0.00019233698786927356,0.000157370293024312,0.010023250254658061,False,True,0.13000000000090073,-0.05745981860569771,-9.007239398783895e-13,0.1025401813943023
2008-01,AllLayersReference,0.08629670779574589,0.08640995874336438,1.2523116525687832,0.0,0.03235741360528342,9.707224081585027e-05,1.6178706802641714e-05,4.675525514123434e-19,0.26723102504157187,0.7327689749584281,6.018274969360211e-18,0.014781346384474234,0.0014083333333334406,0.00017338414933957278,0.00011325394767257542,0.013790541620795366,False,True,0.13000000000000494,-0.05080517539728461,-4.9404924595819466e-15,0.1091948246027154
2008-02,AllLayersReference,0.04151143988912076,0.04189655129090232,1.3042969124568378,0.0,0.11003182908044608,0.00033009548724133824,5.501591454022293e-05,0.014485136127899405,0.3475700102556785,0.6379448536164221,1.0235027988685262e-16,0.017159713403497374,0.0014083333333333315,0.00012184335883602199,0.0003851129018502761,0.01594859047614441,False,True,0.12999999999999992,-0.04265086030124732,8.326672684688674e-17,0.11734913969875269
2008-03,AllLayersReference,-0.036837890810647846,-0.03674967399390036,1.2562493652110878,-0.03683789081064781,0.02520480478499551,7.561441435498653e-05,1.260240239249777e-05,1.6762451894371656e-17,0.32467118473086054,0.6753288152691396,0.0,0.020403380468520096,0.0014083333333333708,0.00013088932746193585,8.821831690773177e-05,0.019480106157483745,False,True,0.13000000000000173,-0.045239207378117076,-1.7208456881689926e-15,0.11476079262188293
2008-04,AllLayersReference,-0.012074984786476567,-0.01170273987800639,1.241080173238143,-0.048468058626019994,0.10635568813433635,0.00031906706440300905,5.317784406716819e-05,0.0,0.4434441872622016,0.5565558127377985,0.0,0.015986627170829985,0.0014083333333333367,0.00011732714447835206,0.00037224790848663155,0.014792885451198333,False,True,0.13000000000000014,-0.033785252673207165,-1.3877787807814457e-16,0.12621474732679283
2008-05,AllLayersReference,0.043735823853442435,0.0441961426011355,1.295359837082886,-0.006852025247163551,0.1394539818011019,0.00041836194540330573,4.1956802289768043e-05,1.4164508460460037e-18,0.36888794347035375,0.49165807472854445,0.13945398180110183,0.016053073220709313,0.0014083333333468374,0.00016416662743990254,0.0004603202477238726,0.014724419678872119,False,True,0.13000000000062326,-0.06249382759410479,-6.232514504489473e-13,0.09750617240589521
2008-06,AllLayersReference,0.054387882818357304,0.05468198121789688,1.3658117161097565,0.0,0.08402811415416436,0.0002520843424624931,4.201405707708218e-05,0.0,0.43444781217671075,0.44451797969112,0.12103420813216935,0.0180622124353182,0.001408333333727444,0.00012175202901930447,0.00029409989958941043,0.016942193839845764,False,True,0.1300000000181897,-0.05240792577353559,-1.8189699746429255e-11,0.10759207422646441
2008-07,AllLayersReference,-0.04369181856807024,-0.04352234058061048,1.3061369184113443,-0.04369181856807025,0.05339101892456638,0.00016017305677369913,9.304930686056145e-06,1.1612821706856458e-18,0.42881764694901914,0.4912377830874542,0.07994456996352672,0.0172761645635296,0.0014083333388761668,0.00011232842829956674,0.00016947948754910094,0.016290189978242848,False,True,0.1300000002558231,-0.04534351378450482,-2.5582308493810046e-10,0.11465648621549518
2008-08,AllLayersReference,-0.011997938213692981,-0.011788635738640708,1.2904659683656217,-0.05516554504213966,0.06954332409572676,0.0002086299722871803,6.725027650940213e-07,0.0,0.4517942098633366,0.5482057901366634,0.0,0.011255073684452149,0.0014083333333333604,0.00014236877094342236,0.00020930397581754757,0.0101992342710245,False,True,0.13000000000000125,-0.037945227656157966,-1.2490009027033011e-15,0.12205477234384204
2008-09,AllLayersReference,0.06262292476708478,0.06308807256186547,1.3712787216170652,0.0,0.14366085793288652,0.0004309825737986596,3.416522098202206e-05,5.039846036163087e-19,0.5249351447544196,0.399734439276738,0.0753304159688424,0.010697180113402361,0.0014083333434225381,0.00011813718434564736,0.0004651492948104931,0.009409726962534951,False,True,0.1300000004656556,-0.04071264587311085,-4.6565559741473805e-10,0.11928735412688915
2008-10,AllLayersReference,-0.04398019205088459,-0.043757660146043424,1.3109696200850551,-0.04398019205088466,0.06358054424033327,0.0001907416327209998,3.179027212016666e-05,0.0,0.5600476998890339,0.4302346021081725,0.009717698002793616,0.015402128709175896,0.001408333333668148,8.265687142715699e-05,0.0002225334050145023,0.014392771765900165,False,True,0.13000000001545298,-0.03079588038134858,-1.545297223515263e-11,0.12920411961865141
2008-11,AllLayersReference,0.09040750472726282,0.0904438306151116,1.4294911122101925,0.0,0.010378825099652355,3.113647529895707e-05,5.189412549826165e-06,3.4123171734376214e-18,0.6039167923947474,0.39608320760525273,0.0,0.006762970584032742,0.0014083333333333333,0.00010506192518782294,3.632738829451028e-05,0.005917414603883743,False,True,0.13,-0.02961413231119775,0.0,0.13038586768880225
2008-12,AllLayersReference,0.03593754682814601,0.03635877096369246,1.480863515995665,0.0,0.12034975301327151,0.00036104925903981456,6.0174876506635756e-05,0.0,0.6759489069938085,0.32405109300619145,3.921645637594171e-17,0.009698239307308135,0.0014083333333335586,6.031791759970238e-05,0.0004212271355609912,0.008512527587480662,False,True,0.1300000000000104,-0.02284569711542453,-1.0408340855860843e-14,0.13715430288457547
2009-01,AllLayersReference,0.03749961113523715,0.03755728050029078,1.5363953219898625,0.0,0.016476961443894503,4.943088433168351e-05,8.238480721947258e-06,0.0,0.6644271488242958,0.3355728511757043,0.0,0.013126036693494497,0.0014083333335237133,6.418737798936026e-05,5.767236515983963e-05,0.01230001028358344,False,True,0.13000000000878678,-0.0239289199726824,-8.786776861668955e-12,0.1360710800273176
2009-02,AllLayersReference,0.062257133217056226,0.06225944853512106,1.6320468902250476,0.0,0.0006615194470952215,1.9845583412856644e-06,3.3075972354765226e-07,4.401201936055927e-19,0.6448975276506549,0.35510247234934506,0.0,0.014060798157920973,0.0014083333333334115,7.229176945575508e-05,2.3183207102566784e-06,0.013282021401088256,False,True,0.1300000000000036,-0.02576449145960083,-3.608224830031759e-15,0.13423550854039917
2009-03,AllLayersReference,-0.045129772068214585,-0.04497516174889345,1.5583929860645527,-0.04512977206821467,0.04417437694889642,0.00013252313084668926,2.2087188474448183e-05,5.186953899010081e-18,0.6516840259914187,0.34831597400858133,0.0,0.01508026653405622,0.0014083333335785774,6.676742072475144e-05,0.00015461331936075318,0.014154719127181428,False,True,0.13000000001131895,-0.025126707888768585,-1.1318945780658396e-11,0.13487329211123142
2009-04,AllLayersReference,-0.03153016030559338,-0.031523055896593315,1.5092566053948249,-0.07523698342594243,0.002029831142875884,6.0894934286276524e-06,1.014915571437916e-06,2.775557561562892e-17,0.6854651843467211,0.31453481565327895,2.775557561562892e-17,0.0121386890141114,0.0014083333333344938,9.368575044258045e-05,7.107409862206122e-06,0.011333729187139367,False,True,0.13000000000005354,-0.027590480003395285,-5.3540505362548174e-14,0.13240951999660472
2009-05,AllLayersReference,0.029521331967736385,0.029622641530220102,1.5538118706671844,-0.04793674742217435,0.028945589281061307,8.683676784318393e-05,1.4472794640530628e-05,0.0,0.687716582529249,0.312283417470751,2.4544441275933132e-18,0.00904206060069149,0.0014083333340327543,0.00011582380478486472,0.00010131256254417272,0.008120757566346077,False,True,0.13000000003228096,-0.03985046990873567,-3.2280955686303514e-11,0.12014953009126433
2009-06,AllLayersReference,-0.013590642176000018,-0.013365760948269948,1.5326945695241254,-0.06087589841687835,0.06425177935144874,0.00019275533805434623,3.212588967572436e-05,0.0,0.6025195209463445,0.39748047905365547,1.3284864744736447e-17,0.01230897887640301,0.0014083333433802191,0.00020767890138655615,0.0002248842277573072,0.011172249075569038,False,True,0.13000000046370241,-0.06027489372788919,-4.6370240980309063e-10,0.09972510627211081
2009-07,AllLayersReference,-0.007536073063079452,-0.0075360720121434195,1.5211440712648066,-0.06795320626170753,3.0026743805256406e-07,9.008023141576922e-10,1.5013371904015283e-10,0.0,0.6106814469273844,0.3893185530726157,1.421778584082693e-17,0.009825613792643004,0.0011135923116192474,0.00019664722021212034,6.654376355258662e-09,0.009072163762244904,False,True,0.1155989089024242,-0.06715060487584257,0.0144010910975758,0.09284939512415744
2009-08,AllLayersReference,0.00799725310460687,0.007997253209749908,1.5333090454112834,-0.06049939214684508,3.0040868126416843e-08,9.012260437925054e-11,1.502043406321024e-11,1.603670425760573e-22,0.61516571288071,0.38483428711929,1.3499198765442223e-17,0.009316143456789421,0.0009952721164408088,0.00018771963578049377,6.501578937926848e-09,0.008630781261209584,False,True,0.10928524784841596,-0.07240955936426144,0.02071475215158404,0.08759044063573856
2009-09,AllLayersReference,-0.002948650183878286,-0.002948649154394223,1.5287878534125894,-0.06326965078694491,2.9413830371361366e-07,8.82414911140841e-10,1.4706915185680009e-10,1.6158916724904105e-22,0.6105375411796505,0.3894624588203495,1.314223415748358e-17,0.008785690345373926,0.0010254214338182685,0.0001886111721706094,6.648264989822711e-09,0.008084361808029192,False,True,0.11092816236564645,-0.07259246134074497,0.01907183763435355,0.08740753865925503
2009-10,AllLayersReference,0.028409310054878185,0.028409313928096654,1.5722196615483193,-0.036657787858336954,1.1066338485576995e-06,3.3199015456730986e-09,5.533169242788394e-10,2.0778397820892356e-21,0.6157892695733092,0.38421073042669085,1.2256335686965045e-17,0.009780117306723197,0.0011925501771445528,0.00017825838046083573,8.220327701972037e-09,0.009005575617362383,False,True,0.11962692893213732,-0.07424509396835952,0.010373071067862685,0.08575490603164049
2009-11,AllLayersReference,0.04798615063861644,0.04819488652029694,1.6476644310643715,0.0,0.05963882333728255,0.00017891647001184766,2.9819411668641267e-05,0.0,0.540618393377795,0.45938160662220495,3.638853541404474e-18,0.01176618111173798,0.001408333336871886,0.00026862177662022617,0.00020873888170983219,0.01058465378497198,False,True,0.1300000001633178,-0.09246317792550299,-1.6331780372524918e-10,0.06753682207449702
2009-12,AllLayersReference,-0.03290802332315837,-0.03277029479553924,1.5934430515381668,-0.03290802332315834,0.03935100789118105,0.00011805302367354316,1.9675503945590465e-05,1.762085899140077e-06,0.5618874393202653,0.4381107985938356,2.9755102766741096e-17,0.012955172116751814,0.0014083333333335874,0.00023432210556667476,0.0001377304236349713,0.011878952920883373,False,True,0.13000000000001172,-0.08731505483372719,-1.1712852909795402e-14,0.07268494516627282
2010-01,AllLayersReference,0.004142046014687402,0.004221651135078575,1.6000431659794219,-0.02890228385532778,0.022744391755451208,6.823317526635363e-05,1.1371945124819499e-05,1.4881808660240945e-06,0.6013144990180952,0.3986840128010389,0.0,0.01151202407501957,0.0014083333338245983,0.00020246797018310457,7.960754627172653e-05,0.010525781891652439,False,True,0.13000000002267376,-0.0777580022429836,-2.2673751765012184e-11,0.0822419977570164
2010-02,AllLayersReference,0.0115725878735809,0.011598286750977904,1.6185598061192412,-0.01766417020140998,0.007342736943187256,2.202821082956177e-05,3.6706665674416386e-06,5.1928409887424856e-18,0.6113438357975143,0.3886561642024858,0.0,0.01060546436051488,0.0014083333333367086,0.0001863974597245995,2.570085727103304e-05,0.009689199376850892,False,True,0.1300000000001558,-0.07532453469188309,-1.557920459305251e-13,0.08467546530811691
2010-03,AllLayersReference,0.0002009289341113379,0.00038614119999216476,1.6188850216158803,-0.017466790510189067,0.05291779025166482,0.00015875337075499447,2.6458895125832384e-05,0.0,0.5578043929719028,0.4421956070280972,0.0,0.011044872941882479,0.0014083333333337299,0.000247540422704776,0.00018521526591389702,0.00990795058659694,False,True,0.1300000000000183,-0.088304697924303,-1.8290924330699454e-14,0.071695302075697
2010-04,AllLayersReference,0.022958670431354453,0.02295867097426625,1.6560524692934155,0.0,1.551176565805894e-07,4.6535296974176827e-10,7.755882831805023e-11,2.7739475531344006e-17,0.5652015232297276,0.4347984767702724,2.773926850751047e-17,0.009858744557946292,0.0010305808877134116,0.00023298265564475473,6.541857312256126e-09,0.009110464916587518,False,True,0.11120688221760801,-0.08651359205710481,0.018793117782391996,0.0734864079428952
2010-05,AllLayersReference,0.05746702650440678,0.057467027317222565,1.7512208804389886,0.0,2.3223308256994874e-07,6.966992477098462e-10,1.1611654129885212e-10,2.784961220960021e-17,0.5553889615375819,0.4446110384624182,2.7074794897771744e-17,0.010143252064898233,0.001074395549277347,0.00024048405094638614,6.593142010394481e-09,0.009365563646171162,False,True,0.11354623107495979,-0.0888893994008092,0.01645376892504022,0.0711106005991908
2010-06,AllLayersReference,0.0066417656260285155,0.007023354991436717,1.7628520790862716,0.0,0.10902553297377213,0.0003270765989213164,5.451276648688606e-05,0.03210510919729525,0.6020038451174431,0.3658910456852617,0.0,0.010963725436194251,0.001408333333338127,0.00014231917395529628,0.00038159086545048565,0.009735648730119407,False,True,0.13000000000022124,-0.057624497099493174,-2.2123969323217807e-13,0.10237550290050683
2010-07,AllLayersReference,-0.024101997862809265,-0.024082105998192518,1.7203638220436854,-0.02410199786280931,0.005683389890498732,1.7050169671496194e-05,2.8416949452493415e-06,0.032757712455283944,0.6050812574516066,0.3621610300931095,3.014853338024512e-17,0.011366093011135349,0.0014083333333901726,0.00013601108752624136,1.9894378655543586e-05,0.010506020878258478,False,True,0.13000000000262335,-0.054115152749493835,-2.6233459848867824e-12,0.10588484725050618
2010-08,AllLayersReference,0.03844290258623161,0.03877776127843446,1.786499600867388,0.0,0.09567391205795457,0.0002870217361738637,4.7836956028977264e-05,0.03522305300385163,0.5275383354897162,0.4372386115064322,0.0,0.011179553529455504,0.001408333333370361,0.0002277080856378923,0.0003348607738179248,0.009912818003314507,False,True,0.13000000000170897,-0.07098166276851255,-1.7089663018055035e-12,0.08901833723148746
2010-09,AllLayersReference,0.0074222574174049516,0.007660840882658316,1.799759460781117,0.0,0.07306125960742406,0.00021918377882227218,1.9399686431092758e-05,0.0678030886286109,0.4402735529383398,0.49192335843304935,2.7755575615628914e-17,0.01231089157495229,0.001408333333334038,0.00029131458862386746,0.00023858496531129408,0.011076825354350108,False,True,0.13000000000003253,-0.07314132822131304,-3.2529534621517087e-14,0.08685867177868696
