target_month,stress_signal_month,stress_signal_date,level_component,shock_component,tail_component,persistence_component,stress_raw,stress_score,recovery_score
2007-11,2007-10,2007-10-30,0.8905660377358491,0.7510528620332776,0.8358490566037736,0.6497843630291154,0.7818130798505039,0.7818130798505039,0.0
2007-12,2007-11,2007-11-30,0.8538840937114673,0.1506170582529916,0.5450061652281134,0.6604455436843576,0.5524882152192325,0.6626775724585523,0.7723880597014925
2008-01,2007-12,2007-12-28,0.6587591240875912,0.3415070416662944,0.4701946472019465,0.5778542171200085,0.5120787575189601,0.5132411542673639,0.015931372549019607
2008-02,2008-01,2008-01-31,0.830518697225573,0.48947768688442034,0.12002412545235223,0.5589900873645767,0.4997526492317306,0.6374043030072718,0.8841463414634146
2008-03,2008-02,2008-02-29,0.802491103202847,0.29492528672176027,0.6370106761565837,0.6162467147198528,0.587668445200261,0.587668445200261,0.0
2008-04,2008-03,2008-03-31,0.7172131147540983,0.49961002474325766,0.014637002341920375,0.5776621225021172,0.45228056608534845,0.5274413701575932,0.5959715639810427
2008-05,2008-04,2008-04-29,0.4596309111880046,0.32202042137996184,0.23933102652825838,0.5059454468860018,0.38173195149555667,0.4680286725621713,0.6616279069767442
2008-06,2008-05,2008-05-30,0.5073696145124716,0.3256027040234566,0.29024943310657597,0.48217067936054264,0.40134810775076174,0.5104176318429294,0.7745995423340961
2008-07,2008-06,2008-06-30,0.6489955357142857,0.8627441954264872,0.6919642857142857,0.5288132758289105,0.6831293231709922,0.6831293231709922,0.0
2008-08,2008-07,2008-07-31,0.5647639956092206,0.49967559846177334,0.35510428100987923,0.5662794742770089,0.4964558373394705,0.5052696849588909,0.09581497797356828
2008-09,2008-08,2008-08-29,0.6791125541125541,0.4727709042861382,0.11093073593073594,0.5379040335247288,0.4501795569635393,0.6021767779138312,0.9181222707423581
2008-10,2008-09,2008-09-30,0.967379679144385,0.3784414352251164,0.02406417112299465,0.6154258869190258,0.49632779310288044,0.6080814217442396,0.788961038961039
2008-11,2008-10,2008-10-31,0.9984042553191489,0.7425489247923541,0.9797872340425532,0.6811916350017221,0.8504830122889445,0.8504830122889445,0.0
2008-12,2008-11,2008-11-28,0.9858044164037855,0.07571950522761174,0.003680336487907466,0.6493716255787407,0.42864397092451134,0.587662425438711,0.9307036247334755
2009-01,2008-12,2008-12-30,0.9704663212435233,0.5725375107944732,0.8829015544041451,0.6032322746927561,0.7572844152837244,0.7572844152837244,0.0
2009-02,2009-01,2009-01-30,0.9627170582226762,0.5192992786923756,0.4948927477017365,0.6314118163707068,0.6520802252468738,0.6729198918663233,0.18530020703933747
2009-03,2009-02,2009-02-27,0.953125,0.1635824692780338,0.03780241935483871,0.6394298472967568,0.44848493398240735,0.6184779580046844,0.9521384928716904
2009-04,2009-03,2009-03-31,0.9220456802383317,0.32816120489904005,0.7785501489572989,0.6126291134004982,0.6603465368737922,0.6603465368737922,0.0
2009-05,2009-04,2009-04-30,0.8344793713163065,0.4078625704738207,0.21414538310412573,0.6025842172009435,0.5147678855237992,0.5987435409586312,0.637
2009-06,2009-05,2009-05-29,0.8033980582524272,0.8343227563343595,0.8490291262135923,0.6150379477880272,0.7754469721471016,0.7754469721471016,0.0
2009-07,2009-06,2009-06-30,0.6631578947368421,0.33937822046374677,0.07511961722488038,0.5789722806328194,0.41415700326457217,0.5356013526978503,0.8106796116504854
2009-08,2009-07,2009-07-31,0.5976415094339622,0.5577785477957614,0.5160377358490565,0.5326487194136493,0.5510266281231073,0.5793765367439363,0.23850574712643677
2009-09,2009-08,2009-08-31,0.49440820130475305,0.5188057827296495,0.3825722273998136,0.5107490444180373,0.47663381396306337,0.47663381396306337,0.0
2009-10,2009-09,2009-09-29,0.425414364640884,0.5946490358323836,0.45441988950276246,0.4626903936350358,0.48429342090276645,0.5110100909362509,0.22998137802607077
2009-11,2009-10,2009-10-30,0.5948275862068966,0.8882182805109464,0.5072595281306715,0.4932696441155761,0.6208937597410227,0.6208937597410227,0.0
2009-12,2009-11,2009-11-30,0.35439068100358423,0.4851721059202695,0.009408602150537635,0.4695130674323895,0.32962111412669526,0.437161376532362,0.7603978300180831
2010-01,2009-12,2009-12-30,0.2570796460176991,0.5855880039331367,0.05707964601769912,0.42967252100999404,0.33235495424463224,0.3869047445271933,0.4393939393939394
2010-02,2010-01,2010-01-29,0.4671916010498688,0.4446080059412609,0.13648293963254593,0.4270649497185647,0.3688368740855601,0.4755215673485539,0.7553003533568905
2010-03,2010-02,2010-02-26,0.2800865800865801,0.6950225861095427,0.4636363636363636,0.43792236228645093,0.46916697302973437,0.46916697302973437,0.0
2010-04,2010-03,2010-03-30,0.10436270316509838,0.4313436822966732,0.07912745936698032,0.36277142553728425,0.24440131759150904,0.3738195129021655,0.8401709401709402
2010-05,2010-04,2010-04-30,0.15105485232067511,0.44115801330186655,0.6637130801687763,0.3832168827752054,0.4097857071416308,0.4181018819555672,0.0867003367003367
2010-06,2010-05,2010-05-31,0.5388471177944862,0.6078414366453045,0.5513784461152882,0.5020928501530276,0.5500399626770266,0.5500399626770266,0.0
2010-07,2010-06,2010-06-29,0.40957886044591246,0.8714336725401344,0.30429397192402974,0.4620367636506855,0.5118358171401906,0.5118358171401906,0.0
2010-08,2010-07,2010-07-30,0.2078239608801956,0.49197459106812486,0.10350448247758762,0.41303331149144007,0.30408408647933705,0.40281600387413874,0.7390243902439024
2010-09,2010-08,2010-08-31,0.18719806763285024,0.41650443192128894,0.09702093397745572,0.38430226029583253,0.27125642345685685,0.37890707430675297,0.7764423076923077
2010-10,2010-09,2010-09-30,0.0641945773524721,0.6859524302057276,0.2743221690590112,0.3711704189923142,0.3489098989023813,0.3857720308009343,0.3161648177496038
2010-11,2010-10,2010-10-29,0.18848580441640378,0.7406144863139439,0.03943217665615142,0.3785061939865051,0.336759665343251,0.336759665343251,0.0
2010-12,2010-11,2010-11-30,0.4809041309431021,0.7446253035664406,0.7587685113016368,0.4430948618013386,0.6068482019031295,0.6068482019031295,0.0
2011-01,2010-12,2010-12-30,0.028505392912172575,0.12430436140078674,0.3759630200308166,0.387644870248298,0.2291044111480185,0.3518005490678859,0.8249235474006116
2011-02,2011-01,2011-01-31,0.04992378048780488,0.35782772057588597,0.421875,0.33723420150957706,0.29171517564331695,0.32356450028976863,0.26136363636363635
2011-03,2011-02,2011-02-28,0.3177358490566038,0.6512785877644369,0.549433962264151,0.4108761801644195,0.4823311448124028,0.4823311448124028,0.0
2011-04,2011-03,2011-03-31,0.07297904191616766,0.523780434997773,0.3282185628742515,0.4008096040044975,0.3314469109481724,0.3492734591739761,0.15895522388059702
2011-05,2011-04,2011-04-29,0.20088954781319496,0.7379985780913552,0.7790956263899185,0.3889264584378761,0.5267275526830861,0.5267275526830861,0.0
2011-06,2011-05,2011-05-31,0.218841642228739,0.35004215947123446,0.8456744868035191,0.43204957012931605,0.4616519646582022,0.4616519646582022,0.0
2011-07,2011-06,2011-06-30,0.267078488372093,0.2594133515257917,0.7503633720930232,0.44138232188371385,0.4295593834686554,0.4698506128364458,0.342296511627907
2011-08,2011-07,2011-07-29,0.41474820143884894,0.8980930057398124,0.258273381294964,0.4474742336154379,0.5046472055222658,0.5046472055222658,0.0
2011-09,2011-08,2011-08-30,0.8086552217453505,0.3962176250145064,0.47281831187410583,0.5153374967182399,0.5482571638380507,0.631294416030155,0.6549497847919655
2011-10,2011-09,2011-09-30,0.9462633451957295,0.8193613370615149,0.38256227758007116,0.6063936395658741,0.6886451498507974,0.6886451498507974,0.0
2011-11,2011-10,2011-10-31,0.8091359773371105,0.5706084863017974,0.7956798866855523,0.6538641677499466,0.7073221295186016,0.7073221295186016,0.0
2011-12,2011-11,2011-11-29,0.7601683029453016,0.18340660973002637,0.8390603085553997,0.604529852988654,0.5967912685548453,0.5967912685548453,0.0
2012-01,2011-12,2011-12-29,0.6951388888888889,0.38423163472706157,0.3173611111111111,0.5303557444414475,0.48177184479212726,0.5353249842712401,0.44637883008356544
2012-02,2012-01,2012-01-31,0.5399449035812672,0.49555589982884696,0.3908402203856749,0.5308847562913129,0.48930644502177556,0.5484523870725403,0.4903448275862069
2012-03,2012-02,2012-02-28,0.3447098976109215,0.2695748983122166,0.6238907849829352,0.4802807240925341,0.42961407624965187,0.46339796327952454,0.287568306010929
2012-04,2012-03,2012-03-30,0.1287162162162162,0.5594623224919835,0.3861486486486486,0.38126413849375174,0.36389783146265,0.3737798035973007,0.09256756756756757
2012-05,2012-04,2012-04-30,0.1107764390896921,0.36537407746050243,0.4079651941097724,0.3835125141823458,0.31690705621057813,0.3812444741959332,0.5308724832214765
2012-06,2012-05,2012-05-31,0.5096153846153846,0.3253097033166205,0.3660477453580902,0.4703709557939523,0.4178359472710119,0.4555759192251566,0.322
2012-07,2012-06,2012-06-29,0.3331143232588699,0.42892888481571534,0.27168199737187915,0.4739053677346632,0.37690764329528187,0.44660210472209994,0.5739762219286658
2012-08,2012-07,2012-07-31,0.3565387117761874,0.756596957383666,0.42387768379960966,0.41812803275128324,0.48878534642768656,0.48878534642768656,0.0
2012-09,2012-08,2012-08-31,0.36597938144329895,0.6705380258764886,0.5231958762886597,0.45671255353973805,0.5041064592870463,0.5041064592870463,0.0
2012-10,2012-09,2012-09-28,0.09782608695652174,0.43785947530140146,0.20524296675191817,0.413776158864795,0.2886761719686591,0.39009999583290583,0.7454896907216495
2012-11,2012-10,2012-10-30,0.1958174904942966,0.46519379629472957,0.6159695817490494,0.38305597589022833,0.41500921110707595,0.4593555935966981,0.3814102564102564
2012-12,2012-11,2012-11-30,0.012233375156838143,0.342839198757455,0.8255959849435384,0.35423384165960514,0.38372560012935913,0.38372560012935913,0.0
2013-01,2012-12,2012-12-28,0.0426791277258567,0.8124810163551401,0.9429906542056075,0.3619599237325928,0.5400276805047992,0.5400276805047992,0.0
2013-02,2013-01,2013-01-31,0.025,0.6643365630852731,0.49691358024691357,0.3536483452810776,0.3849746221533161,0.3849746221533161,0.0
2013-03,2013-02,2013-02-28,0.030312308634415187,0.614568741903402,0.4797917942437232,0.34986183154987577,0.36863366908285405,0.4148604124417499,0.39542079207920794
2013-04,2013-03,2013-03-29,0.010024301336573511,0.21860216594362417,0.21719319562575942,0.3523443557056309,0.19954100465289698,0.2887152024867031,0.6881127450980392
2013-05,2013-04,2013-04-30,0.024125452352231604,0.40038973989609855,0.8160434258142341,0.33601676377001216,0.3941438454581441,0.3941438454581441,0.0
2013-06,2013-05,2013-05-31,0.008667065152420802,0.5290608815995619,0.8045427375971309,0.33636676889858513,0.41965936331192466,0.41965936331192466,0.0
2013-07,2013-06,2013-06-28,0.14289958407605466,0.5787258938682202,0.049910873440285206,0.39509554191741264,0.29165797332549315,0.46942288264498905,0.9671052631578947
2013-08,2013-07,2013-07-30,0.07979976442873969,0.29721504469662025,0.10806831566548881,0.3986333000346309,0.2209291062063699,0.32736818074270263,0.7633451957295374
2013-09,2013-08,2013-08-30,0.07326328079392878,0.5471625064426735,0.010507880910683012,0.33139367985950274,0.240581837001697,0.35509957117713065,0.8071512309495897
2013-10,2013-09,2013-09-30,0.058294663573085846,0.6389058448701492,0.6917053364269141,0.3850558675385204,0.44349042810216743,0.44349042810216743,0.0
2013-11,2013-10,2013-10-31,0.026436781609195402,0.5913374904766637,0.7028735632183908,0.3205002070795447,0.41028701059594863,0.41028701059594863,0.0
2013-12,2013-11,2013-11-29,0.03164196123147092,0.3915963870542085,0.5749714937286203,0.35841927811551655,0.33915728003245404,0.37288939299821966,0.2818599311136625
2014-01,2013-12,2013-12-30,0.0014148273910582908,0.468847861571104,0.05772495755517827,0.35197221774605236,0.21998996606584822,0.297145857403382,0.628132118451025
2014-02,2014-01,2014-01-29,0.04211117349803481,0.6039885952066609,0.7509825940482875,0.3341548768064028,0.43280930988984656,0.43280930988984656,0.0
2014-03,2014-02,2014-02-28,0.013099219620958752,0.5021485661477642,0.5122630992196209,0.3587843141286357,0.3465737997792449,0.3465737997792449,0.0
2014-04,2014-03,2014-03-31,0.02820796460176991,0.6722991026509406,0.09402654867256638,0.3169024364719921,0.27785901309931726,0.314802615081866,0.3153503893214683
2014-05,2014-04,2014-04-29,0.000823271130625686,0.3151099325977912,0.7258507135016465,0.31722630194042334,0.3397525547926217,0.3542166328464199,0.12720264317180616
2014-06,2014-05,2014-05-30,0.0029923830250272033,0.5503897384844529,0.7823721436343851,0.34019719723690905,0.4189878655951936,0.4189878655951936,0.0
2014-07,2014-06,2014-06-30,0.013498920086393088,0.3845919803405441,0.010259179265658747,0.31698195855069694,0.1813330095608232,0.2964565904780431,0.810064935064935
2014-08,2014-07,2014-07-31,0.03238758029978587,0.5577357471831139,0.8343147751605995,0.36719914785273894,0.4479093126240596,0.4479093126240596,0.0
2014-09,2014-08,2014-08-29,0.008506113769271665,0.4600858631200344,0.1972355130249867,0.3606877100298161,0.2566287999860272,0.30885253347712516,0.4428418803418803
2014-10,2014-09,2014-09-30,0.04535864978902954,0.5215092114100324,0.29641350210970463,0.34822334108058434,0.3028761760973377,0.31163344982727165,0.08112407211028633
2014-11,2014-10,2014-10-31,0.07635983263598327,0.3351617060466504,0.09623430962343096,0.34587509538621636,0.21340773592307027,0.2791156594691638,0.5420609884332281
2014-12,2014-11,2014-11-28,0.025714285714285714,0.3727330221861472,0.2703896103896104,0.3061513928461941,0.24374707778405935,0.30188681362213987,0.4885057471264368
2015-01,2014-12,2014-12-30,0.056472408457968026,0.6923272665309521,0.11397627643115008,0.3416758657579887,0.3011129542945147,0.33141979607639066,0.24844398340248963
2015-02,2015-01,2015-01-30,0.08209718670076727,0.39907895599711457,0.056010230179028134,0.3680234689702334,0.22630246046178584,0.3504019351141867,0.8338477366255144
2015-03,2015-02,2015-02-27,0.015267175572519083,0.37344050215506047,0.9544529262086514,0.3267822068401673,0.41748570269409957,0.41748570269409957,0.0
2015-04,2015-03,2015-03-31,0.015151515151515152,0.20447992584068536,0.008333333333333333,0.33559056092224726,0.14088883381194528,0.33707082308430275,0.9782168186423505
2015-05,2015-04,2015-04-30,0.0380952380952381,0.05624142013324769,0.412781954887218,0.3706055804589578,0.2194310483936654,0.34003893393908385,0.8256281407035176
2015-06,2015-05,2015-05-29,0.06630109670987039,0.5845212363907777,0.9174975074775673,0.3720147857483318,0.48508365658163677,0.48508365658163677,0.0
2015-07,2015-06,2015-06-30,0.1454725383473528,0.5302552980412023,0.13656605640771896,0.38454818642476385,0.2992105198052595,0.32610896017731056,0.23759920634920634
2015-08,2015-07,2015-07-31,0.10456553755522828,0.7589986939454734,0.06848306332842416,0.36393821329834314,0.32399637703186723,0.4284987570735204,0.7583661417322834
2015-09,2015-08,2015-08-31,0.4797560975609756,0.49170880791937505,0.37682926829268293,0.4601900347629365,0.45212105213399245,0.48466051325479553,0.26983349657198824
2015-10,2015-09,2015-09-25,0.4631425800193986,0.7374874868384882,0.8646944713870028,0.5166269615386166,0.6454878749458767,0.6454878749458767,0.0
2015-11,2015-10,2015-10-30,0.13456909003370246,0.4639264173899465,0.9701492537313433,0.3750208917314809,0.48591641322161827,0.48591641322161827,0.0
2015-12,2015-11,2015-11-30,0.14992826398852224,0.8726067362613732,0.5492587278813965,0.3770625239657997,0.4872140630242729,0.4872140630242729,0.0
2016-01,2015-12,2015-12-30,0.13729216152019003,0.3064079289673114,0.022090261282660333,0.358244126276403,0.20600861951164118,0.326563814365021,0.8219373219373219
2016-02,2016-01,2016-01-29,0.3595372993389991,0.11085591600537524,0.48512747875354106,0.437378191366039,0.3482247213659886,0.381080420885429,0.27148253068932954
2016-03,2016-02,2016-02-29,0.3353658536585366,0.6635697579852006,0.4305816135084428,0.4361917758812546,0.4664272502583586,0.4664272502583586,0.0
2016-04,2016-03,2016-03-31,0.05985095482068002,0.5855000050012242,0.15230554261760598,0.33816641939789965,0.28395573045935246,0.3134456802858959,0.24534450651769088
2016-05,2016-04,2016-04-29,0.06293382693197594,0.32297011922433355,0.24710782045349378,0.34619874198292877,0.24480262714818302,0.34749454335225016,0.7458333333333333
2016-06,2016-05,2016-05-31,0.04021139705882353,0.5577044264130111,0.4501378676470588,0.34173847386884826,0.3474480412469354,0.3474480412469354,0.0
2016-07,2016-06,2016-06-30,0.13852122318575993,0.35714990376918304,0.4351894112277499,0.4449801292920296,0.34396016686868064,0.41421363941785244,0.5739726027397261
2016-08,2016-07,2016-07-29,0.07346938775510205,0.5932573180787466,0.8956916099773242,0.3865616824414986,0.48724499956316786,0.48724499956316786,0.0
2016-09,2016-08,2016-08-30,0.028165840468679586,0.32446076282153835,0.6471383506083821,0.3497595718635236,0.3373811314405309,0.3562267423923956,0.1618575293056808
2016-10,2016-09,2016-09-30,0.16196236559139784,0.8776225369487859,0.519489247311828,0.3737905316924457,0.48321617038611436,0.48321617038611436,0.0
2016-11,2016-10,2016-10-31,0.20200445434298442,0.8834152779987273,0.56815144766147,0.3895574973696088,0.5107821693431976,0.5107821693431976,0.0
2016-12,2016-11,2016-11-29,0.10447100486941124,0.6604496437988556,0.4630367419212041,0.37365083813347555,0.4004020571807366,0.4004020571807366,0.0
2017-01,2016-12,2016-12-29,0.033201407211961305,0.5464924261188525,0.12115215479331574,0.3092178783178033,0.2525159666104832,0.30103582365777976,0.41849255039439087
2017-02,2017-01,2017-01-31,0.08766943594228246,0.6795755129304184,0.9792304328815041,0.379755645120419,0.531557756718656,0.531557756718656,0.0
2017-03,2017-02,2017-02-28,0.008043478260869565,0.4399727668845316,0.02043478260869565,0.3289361864571043,0.19934680355280027,0.33014655170466567,0.8617850953206239
2017-04,2017-03,2017-03-31,0.020509499136442143,0.3375882054662353,0.885146804835924,0.3831951590475332,0.4066099171215336,0.4066099171215336,0.0
2017-05,2017-04,2017-04-28,0.08673250322026621,0.44711738138224244,0.8445684843280378,0.3592898967392382,0.43442706641744616,0.43442706641744616,0.0
2017-06,2017-05,2017-05-30,0.1694408877507469,0.46366426649171016,0.1113956466069142,0.3800254396416421,0.2811315601227533,0.42116790728739356,0.8897872340425532
2017-07,2017-06,2017-06-30,0.0748198389147944,0.7547326387525783,0.56973293768546,0.3671789920512001,0.4416161018510082,0.4416161018510082,0.0
2017-08,2017-07,2017-07-31,0.12705436156763592,0.6150097681831642,0.5615254951538138,0.35024696260192123,0.41345914687663377,0.41345914687663377,0.0
2017-09,2017-08,2017-08-31,0.18530150753768845,0.874872816664101,0.2784757118927973,0.3939557249861408,0.4331514402701819,0.4331514402701819,0.0
2017-10,2017-09,2017-09-29,0.1721482098251457,0.8484821524407591,0.9356786011656952,0.3927357802923816,0.5872611859309954,0.5872611859309954,0.0
2017-11,2017-10,2017-10-31,0.08550724637681159,0.5396027164248344,0.8803312629399587,0.38353682416668716,0.472244512477073,0.472244512477073,0.0
2017-12,2017-11,2017-11-30,0.1683127572016461,0.776865852106402,0.6530864197530863,0.3684209111525372,0.4916714850534179,0.4916714850534179,0.0
2018-01,2017-12,2017-12-28,0.09172809172809172,0.3916969297047262,0.39025389025389023,0.3876003798624883,0.3153198228872991,0.38509646655602453,0.5717213114754098
2018-02,2018-01,2018-01-30,0.24022801302931596,0.7814243455107734,0.4881921824104235,0.38712355557870193,0.47424202413230376,0.47424202413230376,0.0
2018-03,2018-02,2018-02-27,0.25881637616538306,0.1804442112736209,0.08755573571139036,0.4456001961962996,0.2431041298366735,0.37430330122442457,0.858130081300813
2018-04,2018-03,2018-03-30,0.4216673378977044,0.08144035616526521,0.0892066049134112,0.46388416766426893,0.2640496166601624,0.49853419632149987,0.9963592233009708
2018-05,2018-04,2018-04-30,0.2024429315178214,0.3225225406924907,0.027432919503404082,0.4317293142378234,0.2460319264878849,0.4331132598642545,0.9666398713826366
2018-06,2018-05,2018-05-31,0.26463560334528075,0.7131573590169733,0.6501393866985264,0.41273992701791834,0.5101680690196747,0.5101680690196747,0.0
2018-07,2018-06,2018-06-29,0.3435643564356436,0.46014399654251137,0.12653465346534654,0.4292546728832509,0.3398744198316881,0.434838676455717,0.7119521912350597
2018-08,2018-07,2018-07-31,0.16850393700787403,0.2502350945037196,0.3125984251968504,0.407296234111694,0.2846584227050345,0.34898878792494603,0.5229249011857707
2018-09,2018-08,2018-08-31,0.05968688845401174,0.4447586431833007,0.07632093933463796,0.3461007152510082,0.23171679655573968,0.31301966010178556,0.6403301886792453
2018-10,2018-09,2018-09-28,0.03391812865497076,0.4561298809088694,0.8742690058479532,0.33830416085062703,0.4256552940656051,0.4256552940656051,0.0
2018-11,2018-10,2018-10-30,0.6788759689922481,0.5607686084142395,0.3470930232558139,0.49528958331943973,0.5205067959954353,0.5858590272887585,0.5303975058456742
2018-12,2018-11,2018-11-30,0.5109784283513097,0.6748397989603696,0.6758474576271187,0.5230449864237919,0.5961776678406475,0.5961776678406475,0.0
2019-01,2018-12,2018-12-28,0.5341257668711656,0.5316624178920499,0.06710122699386503,0.5046630883521408,0.40938812502730537,0.5400060184645616,0.8554356206630687
2019-02,2019-01,2019-01-31,0.32481890964544413,0.45525314933099015,0.6938619900876859,0.4706422509476689,0.48614407500294726,0.5207759342443048,0.3017638036809816
2019-03,2019-02,2019-02-28,0.32555049354593774,0.5814095554721835,0.8321943811693242,0.44277157415534907,0.5454815010856986,0.5454815010856986,0.0
2019-04,2019-03,2019-03-29,0.2546278806195693,0.602971005125709,0.16471477143936533,0.40555743550425644,0.356967773172225,0.47066697804458835,0.7943181818181818
2019-05,2019-04,2019-04-30,0.18876784372652142,0.41613469742542486,0.11044327573253193,0.39764306176956427,0.2782472196635106,0.40474362160745986,0.8414909638554217
2019-06,2019-05,2019-05-31,0.43521284540702015,0.7194617530378049,0.17008961911874532,0.4736845171271433,0.4496121836726784,0.48880004151773937,0.3499251497005988
2019-07,2019-06,2019-06-28,0.26885916016350797,0.7559586462472603,0.33983649201040506,0.4384609785793555,0.4507788192501322,0.4507788192501322,0.0
2019-08,2019-07,2019-07-30,0.3122690317812269,0.7805783451039048,0.28566149297856613,0.4151302156106271,0.44840977136858123,0.4662836304946679,0.16185185185185186
2019-09,2019-08,2019-08-30,0.34895259095920617,0.6401959626187852,0.7265711135611908,0.48580078837682594,0.550380113879002,0.550380113879002,0.0
2019-10,2019-09,2019-09-30,0.3227871250914411,0.7670606866078209,0.7035479151426481,0.45938285408703083,0.5631946452322352,0.5631946452322352,0.0
2019-11,2019-10,2019-10-31,0.2109090909090909,0.4905956284153006,0.7143636363636363,0.40848726273945896,0.4560889046068717,0.4560889046068717,0.0
2019-12,2019-11,2019-11-29,0.2400506512301013,0.37858027720356324,0.3619753979739508,0.42572745860676664,0.3515834462535955,0.4239375981554435,0.5989130434782609
2020-01,2019-12,2019-12-30,0.3044652502700756,0.8954637493303319,0.7556715880446525,0.4364667165415298,0.5980168260466474,0.5980168260466474,0.0
2020-02,2020-01,2020-01-31,0.5815120028663562,0.5297189934418985,0.7352203511286277,0.4690514884715874,0.5788757089771175,0.5788757089771175,0.0
2020-03,2020-02,2020-02-28,0.9229671897289586,0.9953607399524693,0.148716119828816,0.5898810317695252,0.6642312703199423,0.7079524053825045,0.3909155937052933
2020-04,2020-03,2020-03-31,0.982409381663113,0.08579043828814024,0.970682302771855,0.6770283330849085,0.6789776139520042,0.680975271328073,0.018874643874643875
2020-05,2020-04,2020-04-29,0.8894587902370004,0.13658265054224264,0.5270604881499823,0.6550020104212851,0.5520259848376277,0.6424513917025403,0.6965933286018453
2020-06,2020-05,2020-05-29,0.8193025713279324,0.2613868841668235,0.014793941528707291,0.594423996818044,0.4224768484603768,0.5992547689362759,0.96004243281471
2020-07,2020-06,2020-06-30,0.8899789768745621,0.2644002075501725,0.7002452697967765,0.6470816601781647,0.625426528599919,0.625426528599919,0.0
2020-08,2020-07,2020-07-31,0.7508710801393729,0.6183876960310366,0.5433797909407665,0.5563908505549063,0.6172573544165206,0.6414681865546076,0.22187281621243884
2020-09,2020-08,2020-08-31,0.8567464446756851,0.796495300745763,0.0711064862989941,0.6305956115427139,0.588735960815789,0.588735960815789,0.0
2020-10,2020-09,2020-09-29,0.7694166379012772,0.3762139054041215,0.39351052813255094,0.5921169103561983,0.532814495448537,0.6261556468027473,0.7085932085932086
2020-11,2020-10,2020-10-30,0.899896978021978,0.9641023455603563,0.9376717032967032,0.605440635933585,0.8517779157031556,0.8517779157031556,0.0
2020-12,2020-11,2020-11-30,0.635850991114149,0.8341714885233688,0.9909432672590568,0.5832100062157396,0.7610439382780786,0.7610439382780786,0.0
2021-01,2020-12,2020-12-30,0.691156462585034,0.6050894378194207,0.689625850340136,0.5743124168424645,0.6400460418967638,0.6400460418967638,0.0
2021-02,2021-01,2021-01-29,0.9426007450050796,0.7466533298014437,0.9564849305790721,0.6554542884088723,0.8252983234486169,0.8252983234486169,0.0
