Candidate,Period,Metric,Mean,P05,P50,P95,ProbabilityPositive,Replications,BlockMonths
Stage38_NoGoldStateReproduction,full_2007_2026,delta_CAGR,2.270406085358445e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.848,2000,12
Stage38_NoGoldStateReproduction,full_2007_2026,delta_Sharpe,-1.5890067039947552e-16,-8.881784197001252e-16,-2.220446049250313e-16,6.661338147750939e-16,0.257,2000,12
Stage38_NoGoldStateReproduction,full_2007_2026,delta_MDD,-3.363975764614224e-17,-5.551115123125783e-16,0.0,4.440892098500626e-16,0.354,2000,12
Stage38_RealYieldState,full_2007_2026,delta_CAGR,-0.001243996319582077,-0.006009524917251585,-0.001037448541162167,0.002971774271552174,0.3385,2000,12
Stage38_RealYieldState,full_2007_2026,delta_Sharpe,-0.008286979405070852,-0.049914484439472315,-0.00656093191989271,0.02795834621192604,0.3705,2000,12
Stage38_RealYieldState,full_2007_2026,delta_MDD,-0.0005743902694758121,-0.006550735215880487,-0.0004321993004879898,0.009234741517099125,0.376,2000,12
Stage38_FXState,full_2007_2026,delta_CAGR,6.614036106494692e-05,-0.00586997855366721,0.00016590375094804877,0.006090867502434015,0.52,2000,12
Stage38_FXState,full_2007_2026,delta_Sharpe,0.025116964790551605,-0.019695005468644465,0.022786152517435487,0.0799114716207629,0.7935,2000,12
Stage38_FXState,full_2007_2026,delta_MDD,0.0059153650172678865,-0.0008114544043433813,0.0036904435621609166,0.01845136922591591,0.842,2000,12
Stage38_GoldTrendState,full_2007_2026,delta_CAGR,-0.00468146474823611,-0.011487926486209632,-0.004295997209249114,0.0006681352743994283,0.0885,2000,12
Stage38_GoldTrendState,full_2007_2026,delta_Sharpe,-0.020116106232158894,-0.07167686724519877,-0.01829878098934956,0.023693037184613804,0.241,2000,12
Stage38_GoldTrendState,full_2007_2026,delta_MDD,0.009279350189225441,-0.002611687290731174,0.009206177841966534,0.023815654089922044,0.7955,2000,12
Stage38_GoldCompositeState,full_2007_2026,delta_CAGR,-0.0006318538070428167,-0.0032969461946197876,-0.0005638259625823094,0.0018152553222362752,0.3515,2000,12
Stage38_GoldCompositeState,full_2007_2026,delta_Sharpe,0.007375107983133786,-0.011896594461140386,0.0071310406537099524,0.027203942819741204,0.723,2000,12
Stage38_GoldCompositeState,full_2007_2026,delta_MDD,0.005020207204701924,-0.0006472290124329705,0.003989169586395447,0.0142055184873685,0.8305,2000,12
Stage38_NoGoldStateReproduction,common_2010_2026,delta_CAGR,2.4702462297909734e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.8735,2000,12
Stage38_NoGoldStateReproduction,common_2010_2026,delta_Sharpe,1.680877659282487e-16,-6.661338147750939e-16,2.220446049250313e-16,9.992007221626409e-16,0.5655,2000,12
Stage38_NoGoldStateReproduction,common_2010_2026,delta_MDD,1.8318679906315084e-17,-4.440892098500626e-16,0.0,5.551115123125783e-16,0.393,2000,12
Stage38_RealYieldState,common_2010_2026,delta_CAGR,-0.0014963579157465557,-0.0070619506384617,-0.0013932434154796391,0.0033980235194360107,0.335,2000,12
Stage38_RealYieldState,common_2010_2026,delta_Sharpe,-0.010983381507920406,-0.0635563428476096,-0.009463139235594387,0.036023050336846794,0.366,2000,12
Stage38_RealYieldState,common_2010_2026,delta_MDD,-0.0004145439440638837,-0.006867370275697343,-0.0004941833041575694,0.009728560469395136,0.401,2000,12
Stage38_FXState,common_2010_2026,delta_CAGR,1.8407161280748375e-05,-0.006777987515369943,0.00011176228514075959,0.0066269007857909235,0.514,2000,12
Stage38_FXState,common_2010_2026,delta_Sharpe,0.033851157229061915,-0.02205889803759682,0.030799098993210317,0.10025584084617761,0.8175,2000,12
Stage38_FXState,common_2010_2026,delta_MDD,0.0063818862159031025,-0.000821821198820355,0.0039006033815839336,0.020538857614093114,0.875,2000,12
Stage38_GoldTrendState,common_2010_2026,delta_CAGR,-0.005486343655141965,-0.01295462099270952,-0.005064264748504854,0.0007321956826545235,0.08,2000,12
Stage38_GoldTrendState,common_2010_2026,delta_Sharpe,-0.02398584307684958,-0.0858773435518215,-0.022003834039781234,0.031573499777231256,0.258,2000,12
Stage38_GoldTrendState,common_2010_2026,delta_MDD,0.009688079710528043,-0.002279701223707864,0.009206177841966645,0.023824438553785948,0.838,2000,12
Stage38_GoldCompositeState,common_2010_2026,delta_CAGR,-0.0007725772929746724,-0.004005602966701538,-0.0006615978421066204,0.0021934155045431275,0.341,2000,12
Stage38_GoldCompositeState,common_2010_2026,delta_Sharpe,0.010080892979755854,-0.014085897677861415,0.00936395917255567,0.03728437868110559,0.7315,2000,12
Stage38_GoldCompositeState,common_2010_2026,delta_MDD,0.0054039598254600205,-0.0006554977335285761,0.004067937269782107,0.015285637625149588,0.871,2000,12
