Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,MDD,DeltaCAGR,DeltaSharpe,DeltaMDD,ParetoVsStage20
Stage20_VIX6Decomposition,full_2007_2026,2007-04,2026-07,232,0.09397401533373362,0.09598088319124404,0.9865029237664972,-0.1401480683882158,0.0,0.0,0.0,False
Stage28_ODS_Difference,full_2007_2026,2007-04,2026-07,232,0.1003281430806151,0.10350991103245623,0.9779416887994529,-0.18083283995983168,0.006354127746881488,-0.008561234967044307,-0.040684771571615874,False
Stage29_OptionTwoAxisConfirmation,full_2007_2026,2007-04,2026-07,232,0.09632633053191886,0.09998670957484032,0.9722846837304412,-0.15328425630422726,0.0023523151981852397,-0.014218240036055985,-0.013136187916011455,False
Stage20_VIX6Decomposition,early_2007_2017,2007-04,2017-12,129,0.0664933374946226,0.09071178414361825,0.7562604472394356,-0.1401480683882158,0.0,0.0,0.0,False
Stage28_ODS_Difference,early_2007_2017,2007-04,2017-12,129,0.0444933149368667,0.09575361058787228,0.5026076150602637,-0.18083283995983168,-0.022000022557755905,-0.2536528321791719,-0.040684771571615874,False
Stage29_OptionTwoAxisConfirmation,early_2007_2017,2007-04,2017-12,129,0.053382064486301894,0.0949188054254201,0.5957205574378296,-0.15328425630422726,-0.013111273008320712,-0.16053988980160605,-0.013136187916011455,False
Stage20_VIX6Decomposition,locked_2018_2026,2018-01,2026-07,103,0.12939249879123738,0.10186062807031813,1.250270526864576,-0.11419024448153814,0.0,0.0,0.0,False
Stage28_ODS_Difference,locked_2018_2026,2018-01,2026-07,103,0.17448590997150237,0.10995230148009554,1.525486442992123,-0.11036089062904031,0.045093411180265,0.27521591612754714,0.00382935385249783,True
Stage29_OptionTwoAxisConfirmation,locked_2018_2026,2018-01,2026-07,103,0.15258873962201025,0.1046051612073481,1.4163004728678206,-0.11035560197408756,0.023196240830772874,0.1660299460032446,0.0038346425074505808,True
