ODSQuintile,Observations,MeanODSScore,Forward5DMean,Forward20DMean,Forward5DNegativeProbability,Forward20DNegativeProbability,Forward20DTailMean
1,978,-0.6546488541834327,0.0014822726742405043,0.007484081170529933,0.4498977505112474,0.4110429447852761,-0.10215646484438437
2,977,-0.5430006739905945,0.0031592479304982414,0.006819856381593811,0.42988741044012285,0.4390992835209826,-0.10701083636795204
3,978,-0.40797557399249895,0.0020230167236007456,0.011859499296866798,0.434560327198364,0.4130879345603272,-0.11485687222249048
4,977,-0.10092513656684336,0.0020354498145592754,0.008059682528073589,0.4646878198567042,0.4483111566018424,-0.13689632147520325
5,978,0.46552051133533945,0.008885480869427047,0.03584198687107068,0.4171779141104294,0.37014314928425357,-0.16725850817238455
