target_month,stress_signal_month,stress_signal_date,level_component,shock_component,persistence_component,stress_raw,stress_score,recovery_score
2008-09,2008-08,2008-08-29,0.6622681883024251,0.7498210450966356,0.5694785900996033,0.660522607832888,0.6616337079288297,0.00812407680945347
2008-10,2008-09,2008-09-30,0.9567814476458187,0.752820874471086,0.7521975857537373,0.820599969290214,0.820599969290214,0.0
2008-11,2008-10,2008-10-31,0.9975778546712802,0.746875,0.9416621038731258,0.8953716528481354,0.9537141238089157,0.4498546511627907
2008-12,2008-11,2008-11-28,0.9784982935153583,0.007191780821917808,0.7028270800348494,0.5628390514573752,0.6300503877498638,0.5113798008534851
2009-01,2008-12,2008-12-30,0.9619784656796769,0.1725185685347738,0.6651243021167232,0.5998737787770579,0.5998737787770579,0.0
2009-02,2009-01,2009-01-30,0.9571428571428572,0.12966666666666668,0.7163658962177518,0.6010584733424252,0.7053692085038719,0.6979166666666666
2009-03,2009-02,2009-02-27,0.9485245901639344,0.27532894736842106,0.7130533899412516,0.6456356424912024,0.72248269554402,0.5642954856361149
2009-04,2009-03,2009-03-31,0.9130575307045895,0.5736057068741893,0.6168900267556049,0.7011844214447946,0.7011844214447946,0.0
2009-05,2009-04,2009-04-30,0.8250478011472275,0.684462915601023,0.6491976856583352,0.7195694674688621,0.7195694674688621,0.0
2009-06,2009-05,2009-05-29,0.7937657430730478,0.7596336070751737,0.6246781107088364,0.726025820285686,0.7674834161619434,0.3405228758169935
2009-07,2009-06,2009-06-30,0.6453416149068323,0.03956386292834891,0.5445258372825459,0.40981043837257564,0.4909242409735926,0.5939897698209718
2009-08,2009-07,2009-07-31,0.575015309246785,0.703009828009828,0.5361394461481691,0.604721527801594,0.6342636277300034,0.24305555555555555
2009-09,2009-08,2009-08-31,0.4658403869407497,0.4581564584596725,0.49010594015306264,0.4713675951844949,0.4713675951844949,0.0
2009-10,2009-09,2009-09-30,0.39468973747016706,0.7022740873728306,0.4420112240578189,0.5129916829669389,0.5149854530683206,0.01901840490797546
2009-11,2009-10,2009-10-30,0.5707130229817324,0.9358747044917257,0.4863772169734215,0.6643216481489599,0.6643216481489599,0.0
2009-12,2009-11,2009-11-30,0.3341094295692666,0.7924693520140105,0.35705821819120853,0.4945456665914952,0.4945456665914952,0.0
2010-01,2009-12,2009-12-30,0.2386428982173663,0.6911764705882353,0.35345634080878774,0.42775856987146305,0.42775856987146305,0.0
2010-02,2010-01,2010-01-29,0.44371802160318363,0.8908209806157354,0.39985828115903593,0.5781324277926517,0.5841052932778524,0.05180442374854482
2010-03,2010-02,2010-02-26,0.26152980877390325,0.48815566835871405,0.37760973698873784,0.37576507137378506,0.37576507137378506,0.0
2010-04,2010-03,2010-03-31,0.08861111111111111,0.6676880222841226,0.2517688398966079,0.3360226577639472,0.3360226577639472,0.0
2010-05,2010-04,2010-04-30,0.13172338090010977,0.7195927352779307,0.3237963673428127,0.39170416117361767,0.39170416117361767,0.0
2010-06,2010-05,2010-05-31,0.5095057034220533,0.06781045751633986,0.5965220122128879,0.39127939105042703,0.6061356049934087,0.9670022371364653
2010-07,2010-06,2010-06-30,0.3651987110633727,0.9114162627894453,0.34370098165556284,0.5401053185027936,0.5401053185027936,0.0
2010-08,2010-07,2010-07-30,0.1921443736730361,0.44837679616817455,0.3150621356690933,0.31852776850343467,0.31852776850343467,0.0
2010-09,2010-08,2010-08-31,0.16789087093389296,0.5120988953182536,0.33562910818314734,0.33853962481176464,0.3725698983536925,0.27747844827586204
2010-10,2010-09,2010-09-30,0.054025974025974026,0.67734375,0.22176013518722523,0.3177099530710664,0.3411399318409746,0.19349680170575692
2010-11,2010-10,2010-10-29,0.17034943473792394,0.8539412673879444,0.31042281028834373,0.44490450413807064,0.44490450413807064,0.0
2010-12,2010-11,2010-11-30,0.45960365853658536,0.9554253693326541,0.4642332726878018,0.626420766852347,0.626420766852347,0.0
2011-01,2010-12,2010-12-30,0.019597989949748745,0.10050377833753149,0.2103926925121772,0.11016482026648582,0.254280684115097,0.849124613800206
2011-02,2011-01,2011-01-31,0.0417702635504724,0.57901296111665,0.23101911208111106,0.2839341122494112,0.2839341122494112,0.0
2011-03,2011-02,2011-02-28,0.29363905325443784,0.7926347009391992,0.44279614229513325,0.5096899654962568,0.5182944388568491,0.06947261663286004
2011-04,2011-03,2011-03-31,0.06219512195121951,0.5029339853300734,0.2882467610691442,0.28445862278347905,0.28445862278347905,0.0
2011-05,2011-04,2011-04-29,0.18179623370352488,0.8429332042594385,0.3864577382543207,0.4703957254057614,0.4703957254057614,0.0
2011-06,2011-05,2011-05-31,0.19775227164036346,0.3612176414189837,0.4105018071647801,0.3231572400747091,0.4313863786921198,0.7281219272369714
2011-07,2011-06,2011-06-30,0.2518939393939394,0.3609397247271001,0.4477282058106563,0.3535206233105653,0.394549623056074,0.33641674780915287
2011-08,2011-07,2011-07-29,0.3881856540084388,0.9508928571428571,0.37706709713909886,0.5720485360967983,0.5720485360967983,0.0
2011-09,2011-08,2011-08-31,0.7440835266821346,0.007209302325581395,0.7131544083963194,0.4881490791346785,0.6070050803371115,0.7645654250238777
2011-10,2011-09,2011-09-30,0.9379310344827586,0.0771889400921659,0.7873467218251335,0.6008222321333526,0.8005646550602206,0.9473434535104365
2011-11,2011-10,2011-10-31,0.7888382687927107,0.2732876712328767,0.5991458082618267,0.553757249429138,0.5900712029858678,0.29634831460674155
2011-12,2011-11,2011-11-30,0.7476319350473613,0.02825497287522604,0.669914847878835,0.4819339186004741,0.5264947108362764,0.35912882298424464
2012-01,2011-12,2011-12-29,0.6729222520107239,0.732422749664129,0.547242596303385,0.6508625326594126,0.6508625326594126,0.0
2012-02,2012-01,2012-01-31,0.5106288751107174,0.5803373280071017,0.5269478143000454,0.5393046724726215,0.5551848114816498,0.1251137397634213
2012-03,2012-02,2012-02-29,0.24879333040807372,0.19788918205804748,0.37452699695586017,0.27373650314066045,0.39203867150763505,0.7609865470852017
2012-04,2012-03,2012-03-30,0.11369565217391304,0.5928104575163399,0.27882133311138324,0.32844248093387873,0.32844248093387873,0.0
2012-05,2012-04,2012-04-30,0.0980603448275862,0.3177105831533477,0.3445678618731395,0.25344626328469116,0.3672304189588339,0.748900615655233
2012-06,2012-05,2012-05-31,0.4850491243058522,0.4141695205479452,0.4887757334738504,0.4626647927758826,0.4626647927758826,0.0
2012-07,2012-06,2012-06-29,0.3083439220669208,0.30199490662139217,0.48030573788904646,0.3635481888591198,0.4629173851042703,0.6803633217993079
2012-08,2012-07,2012-07-31,0.3329836340746958,0.5510933557611438,0.358558209286987,0.4142117330409422,0.4471949343364008,0.2718321917808219
2012-09,2012-08,2012-08-31,0.3422037422037422,0.6785416666666667,0.3915606112712672,0.47076867338055867,0.47076867338055867,0.0
2012-10,2012-09,2012-09-28,0.08742268041237114,0.29359504132231407,0.31527098166756923,0.23209623446741814,0.3014939187328923,0.5399159663865546
2012-11,2012-10,2012-10-31,0.1884709730171709,0.46763621466612043,0.3348808788108906,0.33032935549806064,0.4042208871329632,0.56625
2012-12,2012-11,2012-11-30,0.008306320907617504,0.37738530247665447,0.20074283612480928,0.19547815316969375,0.2079457962042678,0.09042113955408754
2013-01,2012-12,2012-12-28,0.033185840707964605,0.828093510681177,0.2781478805007953,0.37980907729664565,0.37980907729664565,0.0
2013-02,2013-01,2013-01-31,0.019736842105263157,0.6985617259288853,0.24578736756185834,0.32136197853200227,0.32136197853200227,0.0
2013-03,2013-02,2013-02-28,0.02552433715868619,0.8511102299762093,0.26559944950643216,0.3807446722137759,0.3807446722137759,0.0
2013-04,2013-03,2013-03-29,0.00922654102866117,0.09225019669551535,0.27716030064804037,0.1262123461240723,0.1424961673376608,0.1310096153846154
2013-05,2013-04,2013-04-30,0.02024133904242896,0.3040171606864275,0.30347668456364674,0.2092450614308344,0.2092450614308344,0.0
2013-06,2013-05,2013-05-31,0.007142857142857143,0.43771760154738876,0.24696637697665835,0.23060894522230138,0.2641596511615822,0.2782162588792423
2013-07,2013-06,2013-06-28,0.1303181295515523,0.18413978494623656,0.4242509828531687,0.24623629911698586,0.48986186343630295,0.9909591194968553
2013-08,2013-07,2013-07-31,0.08035714285714286,0.46345641416063954,0.30385185837691864,0.2825551384649004,0.2825551384649004,0.0
2013-09,2013-08,2013-08-30,0.06445533358462119,0.7316842900302115,0.2523986336852305,0.3495127524333544,0.3495127524333544,0.0
2013-10,2013-09,2013-09-30,0.05110445526020217,0.37115528882220555,0.2840902914282547,0.2354500118368875,0.2354500118368875,0.0
2013-11,2013-10,2013-10-31,0.021173848439821695,0.7880535913658355,0.2268522295100547,0.34535988977190396,0.34535988977190396,0.0
2013-12,2013-11,2013-11-29,0.026723184666420936,0.5419128508124077,0.3053681178954104,0.291334717791413,0.31508823188706525,0.20444277108433734
2014-01,2013-12,2013-12-30,0.0009147457006952067,0.36088709677419356,0.23102403719971773,0.1976086265582022,0.1976086265582022,0.0
2014-02,2014-01,2014-01-29,0.03632401017072285,0.8968340611353712,0.3027960547910248,0.41198470869903964,0.41198470869903964,0.0
2014-03,2014-02,2014-02-28,0.009195816804904436,0.3090679190751445,0.25438242068201056,0.19088205218735319,0.20461614680915613,0.1088560885608856
2014-04,2014-03,2014-03-31,0.022727272727272728,0.8166009322337755,0.24916514559289618,0.3628311168513148,0.3628311168513148,0.0
2014-05,2014-04,2014-04-30,0.0005326704545454545,0.4626467449306297,0.2001005056584489,0.22109330701454133,0.261366996107513,0.3501818181818182
2014-06,2014-05,2014-05-30,0.002292768959435626,0.43586572438162546,0.20350232163812104,0.21388693832639405,0.21388693832639405,0.0
2014-07,2014-06,2014-06-30,0.010161177295024528,0.7204282204282204,0.26872612706407206,0.3331051749291057,0.3331051749291057,0.0
2014-08,2014-07,2014-07-31,0.027285366701425097,0.9493384401114207,0.2953104387813792,0.4239780818647416,0.4239780818647416,0.0
2014-09,2014-08,2014-08-29,0.007248878149810148,0.34457123098201936,0.2089261767367408,0.1869154286228568,0.1869154286228568,0.0
2014-10,2014-09,2014-09-30,0.0387517146776406,0.7274132600480935,0.3387315229941004,0.36829883257327817,0.36829883257327817,0.0
2014-11,2014-10,2014-10-31,0.06894790602655772,0.2975784447476125,0.3342784178993203,0.23360158955783017,0.23360158955783017,0.0
2014-12,2014-11,2014-11-28,0.02181264795400744,0.16514227642276422,0.2111325060702684,0.13269581014901335,0.1339435938691016,0.012135922330097087
2015-01,2014-12,2014-12-30,0.049026192075218265,0.5635721493440968,0.32429249754823103,0.31229694632251537,0.31229694632251537,0.0
2015-02,2015-01,2015-01-30,0.0725241747249083,0.6912157648630595,0.33370846611009214,0.3658161352326867,0.3658161352326867,0.0
2015-03,2015-02,2015-02-27,0.012599469496021221,0.2894387246761873,0.20031202903362583,0.1674500744019448,0.17523532950845672,0.06164850136239782
2015-04,2015-03,2015-03-31,0.013166556945358789,0.3176722716782064,0.2780242631707606,0.20295436393144195,0.2517436031543678,0.4208924949290061
2015-05,2015-04,2015-04-30,0.03496732026143791,0.05122749590834697,0.3384364322316479,0.14154374946714424,0.31650866129386246,0.9270833333333334
2015-06,2015-05,2015-05-29,0.05864197530864197,0.8335502766026684,0.26759549157029733,0.38659591449386926,0.38659591449386926,0.0
2015-07,2015-06,2015-06-30,0.1335483870967742,0.8747980613893377,0.31945821088495985,0.4426015531236905,0.4426015531236905,0.0
2015-08,2015-07,2015-07-31,0.09382004482869036,0.6348620910840282,0.3229868923102537,0.3505563427409908,0.3783434290022705,0.2509894459102902
2015-09,2015-08,2015-08-31,0.4567292395800191,0.0014340344168260039,0.46473260348772233,0.3076319591615225,0.5677019852275323,0.995075508864084
2015-10,2015-09,2015-09-30,0.5028453999367689,0.6626029132362254,0.46225022991005355,0.5425661810276826,0.5425661810276826,0.0
2015-11,2015-10,2015-10-30,0.12342964824120603,0.6336898395721925,0.2332956394645711,0.3301383757593232,0.3301383757593232,0.0
2015-12,2015-11,2015-11-30,0.13790951638065524,0.86171875,0.2759966410352509,0.42520830247196867,0.42520830247196867,0.0
2016-01,2015-12,2015-12-30,0.12600743955362678,0.3823346786712201,0.36204521369190773,0.29012911063891816,0.29012911063891816,0.0
2016-02,2016-01,2016-01-29,0.3376463339494763,0.0822277074976859,0.5573423252610199,0.3257387889027274,0.38184738620816644,0.469147582697201
2016-03,2016-02,2016-02-29,0.31403186274509803,0.7040503221847192,0.37042601092937744,0.46283606528639815,0.46283606528639815,0.0
2016-04,2016-03,2016-03-31,0.050821667681071214,0.41313623895153917,0.18430495414650855,0.21608762025970632,0.21608762025970632,0.0
2016-05,2016-04,2016-04-29,0.05414398064125832,0.5742199333535293,0.3065772140076439,0.31164704266747717,0.31183811019582763,0.0015625
2016-06,2016-05,2016-05-31,0.035628382441371016,0.18262571514604034,0.2507193608585781,0.15632448614866315,0.21478147438553524,0.490700557966522
2016-07,2016-06,2016-06-30,0.1275769345682701,0.0058348294434470375,0.4710549276895519,0.20148889723375638,0.45766273321669837,0.9935185185185185
2016-08,2016-07,2016-07-29,0.06502375296912113,0.44261076419863216,0.25684051913464956,0.25482501210080094,0.25482501210080094,0.0
2016-09,2016-08,2016-08-31,0.027876106194690265,0.3413589364844904,0.25174713276257427,0.20699405848058497,0.2578562005855332,0.4288753799392097
2016-10,2016-09,2016-09-30,0.15092402464065707,0.9549059929494712,0.2842885120562353,0.4633728432154545,0.4633728432154545,0.0
2016-11,2016-10,2016-10-31,0.18664333624963547,0.9186623831775701,0.3436291794486442,0.4829782996252832,0.4829782996252832,0.0
2016-12,2016-11,2016-11-30,0.08490292668791655,0.7250435287289612,0.29590986895673466,0.36861877479120414,0.36861877479120414,0.0
2017-01,2016-12,2016-12-29,0.03038594470046083,0.7010383616959908,0.22092639189351707,0.3174502327633229,0.3174502327633229,0.0
2017-02,2017-01,2017-01-31,0.07889461626575028,0.4673071408087181,0.32160966184765344,0.28927047297404057,0.31817346818933734,0.2621158392434988
2017-03,2017-02,2017-02-28,0.005552391799544419,0.7902765896777872,0.17767479086915666,0.32450125744882946,0.32450125744882946,0.0
2017-04,2017-03,2017-03-31,0.019100169779286927,0.1015868517993766,0.32661541219093204,0.14910081125653185,0.238486237976231,0.6558669001751314
2017-05,2017-04,2017-04-28,0.07878446820483961,0.30135249366018596,0.2956999297870079,0.22527896388401114,0.22527896388401114,0.0
2017-06,2017-05,2017-05-31,0.1290232297788973,0.6214966367713004,0.360090235486902,0.3702033673456999,0.40035700367668375,0.272700983227299
2017-07,2017-06,2017-06-30,0.06789092932665554,0.7816940651992198,0.23238216231352085,0.3606557189464654,0.3606557189464654,0.0
2017-08,2017-07,2017-07-31,0.11452282157676348,0.9782548476454294,0.24614863919234517,0.44630876947151266,0.44630876947151266,0.0
2017-09,2017-08,2017-08-31,0.16785812482815507,0.8933094713656388,0.3665813792027084,0.4759163251321674,0.4759163251321674,0.0
2017-10,2017-09,2017-09-29,0.15623291416074359,0.838899534629072,0.33139928111644296,0.44217724330208613,0.44217724330208613,0.0
2017-11,2017-10,2017-10-31,0.07634730538922156,0.44685200327064595,0.33424679665958645,0.285815368439818,0.34063886573447366,0.4565707839819515
2017-12,2017-11,2017-11-30,0.15219155844155843,0.9229206177187754,0.30251133576815586,0.4592078373094966,0.4592078373094966,0.0
2018-01,2017-12,2017-12-28,0.08102288021534321,0.6111859838274932,0.3388531493144092,0.34368733778574856,0.41625894849665823,0.5687534935718278
2018-02,2018-01,2018-01-31,0.24177147444474179,0.9133172561629154,0.33292134705370807,0.4960033592204551,0.4960033592204551,0.0
2018-03,2018-02,2018-02-28,0.29254327563249,0.2492,0.4554530081696261,0.33239876126737206,0.33239876126737206,0.0
2018-04,2018-03,2018-03-30,0.3992319915254237,0.05873773534871387,0.5068477974932739,0.32160584145580384,0.5723982594422813,0.99090407938258
2018-05,2018-04,2018-04-30,0.18211746115354227,0.5386339662447257,0.29669330177592734,0.3391482430580652,0.4407368204449738,0.710727969348659
2018-06,2018-05,2018-05-31,0.24561173696620384,0.9046432318992654,0.3007777239373609,0.4836775642676101,0.4836775642676101,0.0
2018-07,2018-06,2018-06-29,0.3237747653806048,0.7597233098407726,0.4499572167800262,0.5111517640004678,0.5111517640004678,0.0
2018-08,2018-07,2018-07-31,0.15085536547433903,0.20360757851025174,0.2931601571062962,0.2158743670302957,0.24450846893490108,0.2559203444564047
2018-09,2018-08,2018-08-31,0.053994845360824745,0.5485161290322581,0.2530317069533503,0.2851808937821444,0.2851808937821444,0.0
2018-10,2018-09,2018-09-28,0.030664613805491403,0.3767985611510791,0.26557527552578847,0.22434615016078632,0.2363660483138977,0.09786666666666667
2018-11,2018-10,2018-10-31,0.5949464012251149,0.8189368770764119,0.6121824708527147,0.6753552497180806,0.7161528757642562,0.3571808510638298
2018-12,2018-11,2018-11-30,0.4866751269035533,0.5566709021601016,0.4316234787199512,0.49165650259453536,0.49165650259453536,0.0
2019-01,2018-12,2018-12-28,0.5137661025511493,0.6356853818917552,0.5234865652970971,0.5576460165800006,0.6172085646984767,0.4931686810299527
2019-02,2019-01,2019-01-31,0.3068324541572469,0.8648138832997988,0.3240591679184856,0.4985685017918438,0.4985685017918438,0.0
2019-03,2019-02,2019-02-28,0.3076538269134567,0.7849987478086652,0.39761605588689797,0.4967562102030066,0.4967562102030066,0.0
2019-04,2019-03,2019-03-29,0.23668491786958687,0.8396461500124595,0.3850894354432471,0.4871401677750978,0.4884791177543062,0.014226590791515779
2019-05,2019-04,2019-04-30,0.17215346534653464,0.7146220570012392,0.3179859396277668,0.4015871539918468,0.4015871539918468,0.0
2019-06,2019-05,2019-05-31,0.41369120906180745,0.6993343195266272,0.5102046277455337,0.5410767187779895,0.5495498335290023,0.07303946694003076
2019-07,2019-06,2019-06-28,0.25,0.7267484662576688,0.32062952473422895,0.43245933033063255,0.43245933033063255,0.0
2019-08,2019-07,2019-07-31,0.30892030221788935,0.8764031234748658,0.39620510400473,0.5271761765658284,0.5271761765658284,0.0
2019-09,2019-08,2019-08-30,0.3319592628516004,0.5924981791697014,0.4792292863954756,0.4678955761389258,0.5478569662447553,0.6062058526740666
2019-10,2019-09,2019-09-30,0.3040067583876418,0.6659014016433059,0.37333423334405813,0.4477474644583353,0.4597957793207904,0.10110386352232816
2019-11,2019-10,2019-10-31,0.19248318924111432,0.6618177446501563,0.33816293629961003,0.3974879567302936,0.3974879567302936,0.0
2019-12,2019-11,2019-11-29,0.22353643966547193,0.5608851674641149,0.3811087916616452,0.38851013293041065,0.38851013293041065,0.0
2020-01,2019-12,2019-12-30,0.2826397146254459,0.8936904761904761,0.3678227576170827,0.5147176494776683,0.5147176494776683,0.0
2020-02,2020-01,2020-01-31,0.5607100591715977,0.9885071090047394,0.47275710468981585,0.6739914242887176,0.6739914242887176,0.0
2020-03,2020-02,2020-02-28,0.9137809187279152,0.997995283018868,0.5972738629540475,0.8363500215669436,0.8363500215669436,0.0
2020-04,2020-03,2020-03-31,0.9804312163112257,0.13127639605818864,0.7603219916794156,0.6240098680162767,0.6240098680162767,0.0
2020-05,2020-04,2020-04-29,0.8741544203405645,0.03608127043437646,0.6042338760885022,0.5048231889544811,0.6588144562507792,0.8795620437956204
2020-06,2020-05,2020-05-29,0.797724105898746,0.2014647756335736,0.5384487943675612,0.5125458919666269,0.573971258170333,0.5060503388189739
2020-07,2020-06,2020-06-30,0.8770794824399261,0.43268563497571133,0.7291363886670387,0.679633835360892,0.679633835360892,0.0
2020-08,2020-07,2020-07-31,0.7268444035853827,0.7216981132075472,0.5442645906921788,0.6642690358283696,0.670849560126339,0.055848513902205174
2020-09,2020-08,2020-08-31,0.8396247998169756,0.7307604214383875,0.6738538347262304,0.7480796853271978,0.7480796853271978,0.0
2020-10,2020-09,2020-09-29,0.7449908925318761,0.3356507864144062,0.5997102868217913,0.5601173219226911,0.7279294503999394,0.9104938271604939
2020-11,2020-10,2020-10-30,0.8884606665155294,0.9935315478892419,0.5972783895442308,0.8264235346496673,0.8264235346496673,0.0
2020-12,2020-11,2020-11-30,0.6127030685920578,0.7272419245538739,0.4910986474806406,0.6103478802088574,0.6103478802088574,0.0
2021-01,2020-12,2020-12-30,0.6688749157871098,0.37218974820143885,0.6055360868776798,0.5488669169554095,0.6639686625421055,0.7659325210871603
2021-02,2021-01,2021-01-29,0.9323720098367986,0.9569158460161146,0.7768158756545807,0.8887012438358313,0.8887012438358313,0.0
2021-03,2021-02,2021-02-26,0.8807615230460922,0.9325679893000446,0.6894909578487138,0.8342734900649503,0.8342734900649503,0.0
2021-04,2021-03,2021-03-31,0.5891867937070685,0.13365128660159717,0.4840872247084647,0.4023084350057102,0.4289363053644878,0.2392708814028611
2021-05,2021-04,2021-04-30,0.5040793825799339,0.6524282560706401,0.4576121249820922,0.5380399212108887,0.5380399212108887,0.0
2021-06,2021-05,2021-05-31,0.38877909530083443,0.03374367992965487,0.474278956861916,0.29893391069746844,0.4204815303739885,0.7879963486992241
2021-07,2021-06,2021-06-30,0.22268356643356643,0.34882957777291623,0.346209007344345,0.3059073838502759,0.3284735357653672,0.198502722323049
2021-08,2021-07,2021-07-30,0.4095258808177468,0.9489440452863053,0.41431074097889076,0.5909268890276476,0.5909268890276476,0.0
2021-09,2021-08,2021-08-31,0.27105434076639967,0.279692241005635,0.38709558202336664,0.3126140545984671,0.3253771003536404,0.10744728577837595
2021-10,2021-09,2021-09-30,0.41871496334626995,0.6864882365637816,0.43936526212951793,0.5148561540131898,0.5363560874486755,0.18814317673378075
2021-11,2021-10,2021-10-29,0.4965643117887052,0.8072871883061049,0.4938227242713336,0.5992247414553812,0.5992247414553812,0.0
2021-12,2021-11,2021-11-30,0.7139346014105578,0.9904792468977321,0.47218180743637683,0.7255318852482223,0.7255318852482223,0.0
2022-01,2021-12,2021-12-30,0.3661986811316741,0.4098168654173765,0.41055713335177774,0.3955242266336094,0.3955242266336094,0.0
2022-02,2022-01,2022-01-28,0.744757466638424,0.9619380831212893,0.602668194838874,0.7697879148661957,0.7697879148661957,0.0
2022-03,2022-02,2022-02-28,0.7574382781177463,0.644169835234474,0.6566612404766627,0.6860897846096278,0.7232556750441054,0.3237615081104779
2022-04,2022-03,2022-03-31,0.4009453781512605,0.0732912723449001,0.47314773962087975,0.3157947967056801,0.37291256721506005,0.47280243690165363
2022-05,2022-04,2022-04-29,0.5188245137000628,0.7792085427135679,0.5344404395368509,0.6108244986501605,0.6605188649362581,0.41912402428447526
2022-06,2022-05,2022-05-31,0.4064972927946689,0.043256201792787156,0.5085567989258304,0.3194367645044288,0.4732259623633691,0.881578947368421
2022-07,2022-06,2022-06-30,0.74419328079635,0.2016815445297903,0.5895337300175776,0.5118028517812393,0.5118028517812393,0.0
2022-08,2022-07,2022-07-29,0.43764195746438156,0.1441711451012815,0.4968667069780543,0.35955993651457246,0.4297235379863027,0.5541060735671514
2022-09,2022-08,2022-08-31,0.4079136690647482,0.48960905349794237,0.4063169033239179,0.43461320862886943,0.4752606550752468,0.35112717992343684
2022-10,2022-09,2022-09-30,0.8392016376663255,0.983094262295082,0.673656827046864,0.8319842423360906,0.8319842423360906,0.0
2022-11,2022-10,2022-10-31,0.6661908646003263,0.11951418656868748,0.6010653466693607,0.4622567992794582,0.5787996645404254,0.769539501478665
2022-12,2022-11,2022-11-30,0.4341250507511165,0.49786628733997157,0.4279149517259251,0.45330209660567106,0.45330209660567106,0.0
2023-01,2022-12,2022-12-29,0.48231251263391955,0.8657426143261837,0.47753565308765705,0.6085302600159201,0.6085302600159201,0.0
2023-02,2023-01,2023-01-31,0.4332595127843769,0.7516122531237405,0.45819851793795285,0.5476900946153568,0.5476900946153568,0.0
2023-03,2023-02,2023-02-28,0.4938840986565069,0.4422922521075873,0.5542369098002016,0.49680442018809856,0.5848852636175652,0.653702163061564
