target_month,stress_signal_month,stress_signal_date,level_component,shock_component,tail_component,persistence_component,stress_raw,stress_score,recovery_score,stress_direction_rank,macro_vulnerability,fast_slow_confirmation,direction_tail_confirmation,crash_evidence,normalization_state,crash_pressure,confirmed_downside_lambda
2023-02,2023-01,2023-01-31,0.4537712895377129,0.6705697408607195,0.5415145985401459,0.4848367097416987,0.5376730846700692,0.5376730846700692,0.0,0.591379835516296,0.9293575920934412,0.4848367097416987,0.566447217028221,0.6602138396211202,False,0.32042767924224047,1.3204276792422405
2023-03,2023-02,2023-02-28,0.5130263556498031,0.39022020118204837,0.9316873674644047,0.5166468483217511,0.5878951931545019,0.5878951931545019,0.0,0.805370145631068,0.8964330044884022,0.39022020118204837,0.8685287565477364,0.7183939874060624,False,0.43678797481212484,1.4367879748121248
2023-04,2023-03,2023-03-31,0.310220078384082,0.20842237925982238,0.15706964124208622,0.4689926688270231,0.28617619192825344,0.37722888004527577,0.7033132530120482,0.04755434782608696,0.9236303527548708,0.20842237925982238,0.1023119945340866,0.4114549088495933,False,0.0,1.0
2023-05,2023-04,2023-04-28,0.24354354354354354,0.4653863261757999,0.2746246246246246,0.3867668749943371,0.3425803423345763,0.40061039986881364,0.49009603841536614,0.4786466165413534,0.916232880533395,0.3867668749943371,0.376635620582989,0.5598784587035737,False,0.11975691740714733,1.1197569174071473
2023-06,2023-05,2023-05-30,0.2704157941968292,0.603757021055954,0.6407418486389471,0.4153525234684614,0.48256679684004794,0.48256679684004794,0.0,0.3317855002995806,0.890632761582538,0.4153525234684614,0.4862636744692639,0.5974163198400878,False,0.1948326396801756,1.1948326396801756
2023-07,2023-06,2023-06-30,0.10449538553140816,0.27194371230611947,0.2362310211372432,0.38397252687839073,0.24916066146329036,0.3775615378882312,0.8552318668252081,0.12954680977936792,0.8229909813099716,0.27194371230611947,0.18288891545830555,0.4259412030247989,False,0.0,1.0
2023-08,2023-07,2023-07-31,0.22887637118292323,0.6393129376218721,0.7432552623777053,0.40048053083393864,0.5029812755041099,0.5029812755041099,0.0,0.5322149643705463,0.8928372238267839,0.40048053083393864,0.6377351133741258,0.6436842893449494,False,0.28736857868989873,1.2873685786898987
2023-09,2023-08,2023-08-31,0.11865407319952774,0.4333059535122658,0.8432703659976387,0.4142465118249269,0.45236922613358976,0.45236922613358976,0.0,0.8343186520839492,0.8791104758714565,0.4142465118249269,0.838794509040794,0.7107171655790591,False,0.4214343311581181,1.4214343311581181
2023-10,2023-09,2023-09-27,0.2994117647058824,0.8830259681192064,0.858970588235294,0.39245517597056756,0.6084658742577376,0.6084658742577376,0.0,0.9061855670103093,0.8542068809326874,0.39245517597056756,0.8825780776228016,0.7097467115086854,False,0.4194934230173708,1.4194934230173708
2023-11,2023-10,2023-10-31,0.608555523000293,0.4636214929728778,0.7538822150600644,0.5317143235178136,0.5894433886377621,0.5894433886377621,0.0,0.78125,0.8013588886959321,0.4636214929728778,0.7675661075300322,0.677515496399614,False,0.3550309927992279,1.355030992799228
2023-12,2023-11,2023-11-30,0.25043757292882146,0.51425917185925,0.536318553092182,0.44388766302507987,0.4362257402263333,0.4362257402263333,0.0,0.6822962313759859,0.7697470986460349,0.44388766302507987,0.6093073922340839,0.6076473846350662,False,0.21529476927013236,1.2152947692701324
2024-01,2023-12,2023-12-28,0.47136627906976747,0.5298981711858095,0.6875,0.43830957504867984,0.5317685063260642,0.5317685063260642,0.0,0.32445414847161574,0.7957325288219104,0.43830957504867984,0.5059770742358078,0.5800063927021327,False,0.16001278540426545,1.1600127854042654
2024-02,2024-01,2024-01-30,0.4222640416907933,0.41029324562745123,0.2174290677475391,0.49064665982508804,0.3851582537227179,0.45121329645195213,0.5495365005793743,0.5034792693534358,0.6748774362835113,0.41029324562745123,0.36045416855048745,0.48187495015381665,False,0.0,1.0
2024-03,2024-02,2024-02-29,0.3983270839342371,0.4136332586671359,0.5188924141909432,0.4752473119161634,0.4515250171771199,0.462868681550528,0.10409457900807381,0.28870595031773544,0.7536453877496909,0.4136332586671359,0.4037991822543393,0.5236926095570554,False,0.047385219114110866,1.0473852191141109
2024-04,2024-03,2024-03-29,0.4020114942528736,0.40032797899611344,0.496551724137931,0.4766131220317385,0.44387607985466415,0.4811051909047717,0.3420448018380241,0.7048920863309353,0.7247257735256212,0.40032797899611344,0.6007219052344331,0.5752585525853893,False,0.15051710517077854,1.1505171051707785
2024-05,2024-04,2024-04-30,0.5008583690987124,0.5423149525929387,0.9443490701001431,0.5121793542288481,0.6249254365051605,0.6249254365051605,0.0,0.6439828080229226,0.620781128391471,0.5121793542288481,0.7941659390615329,0.6423754738939507,False,0.28475094778790133,1.2847509477879013
2024-06,2024-05,2024-05-31,0.40854700854700854,0.4560029221584143,0.4797720797720798,0.43354958484958317,0.44446789883177146,0.4907825302101796,0.4136259977194983,0.6700427960057062,0.6304391710348611,0.43354958484958317,0.574907437888893,0.5462987312577791,False,0.09259746251555812,1.0925974625155581
2024-07,2024-06,2024-06-28,0.3499858075503832,0.3306970461470041,0.6887595799034913,0.45453611685386186,0.4559946376136851,0.4559946376136851,0.0,0.3173678226264923,0.6505897821773019,0.3306970461470041,0.5030637012649919,0.49478350986309927,False,0.0,1.0
2024-08,2024-07,2024-07-30,0.4779536461277558,0.5766018875251465,0.7485867721876767,0.4987133664397635,0.5754639180700857,0.5754639180700857,0.0,0.9078686668553637,0.6325106480420242,0.4987133664397635,0.8282277195215202,0.6531505780011025,False,0.3063011560022051,1.306301156002205
2024-09,2024-08,2024-08-30,0.5538981142696313,0.12224102581269747,0.18969884604559528,0.5469325217108816,0.35319262695970144,0.4966610490044766,0.9035433070866141,0.008878241262683202,0.6938607738819655,0.12224102581269747,0.09928854365413924,0.30513011444960075,True,0.0,1.0
2024-10,2024-09,2024-09-30,0.8330527497194163,0.5456857569166739,0.9824635241301909,0.5812934951598396,0.7356238814815301,0.7356238814815301,0.0,0.8675189660016859,0.7050950867983607,0.5456857569166739,0.9249912450659383,0.7252573629269911,False,0.4505147258539821,1.4505147258539821
2024-11,2024-10,2024-10-31,0.737356803576418,0.7242500711027596,0.8218776194467728,0.5994204688003018,0.7207262407315631,0.7207262407315631,0.0,0.599188584219362,0.7448117309711741,0.5994204688003018,0.7105331018330674,0.6849217672015144,False,0.36984353440302886,1.3698435344030289
2024-12,2024-11,2024-11-29,0.5807124965210131,0.732136759635126,0.9049540773726691,0.5367708876538146,0.6886435552956557,0.6886435552956557,0.0,0.9666945373467113,0.7953994138535709,0.5367708876538146,0.9358243073596901,0.7559982029556919,False,0.5119964059113837,1.5119964059113837
2025-01,2024-12,2024-12-30,0.6806711037160288,0.6044547733782584,0.8060177481974486,0.5087146435329489,0.6499645672061712,0.6499645672061712,0.0,0.2953346292696473,0.7933665877631153,0.5087146435329489,0.550676188733548,0.6175858066765374,True,0.0,1.0
2025-02,2025-01,2025-01-31,0.546710889994472,0.731763748682855,0.5841625207296849,0.5150572134864662,0.5944235932233695,0.5944235932233695,0.0,0.4230556324384168,0.9149420154913122,0.5150572134864662,0.5036090765840509,0.644536101853943,True,0.0,1.0
2025-03,2025-02,2025-02-28,0.7466262737537869,0.9404800704177105,0.27072431836959515,0.5240530530998309,0.6204709289102308,0.6204709289102308,0.0,0.613761720904578,0.8440161232266699,0.5240530530998309,0.44224301963708657,0.6034373986545291,False,0.2068747973090581,1.2068747973090581
2025-04,2025-03,2025-03-31,0.8323271130625686,0.977199548645015,0.5588638858397366,0.5763419393666757,0.736183121728499,0.736183121728499,0.0,0.823715306402858,0.8072584442474313,0.5763419393666757,0.6912895961212973,0.6916299932451347,False,0.3832599864902695,1.3832599864902695
2025-05,2025-04,2025-04-29,0.6577364680153089,0.2038325375594735,0.740978676872608,0.5823715456719514,0.5462298070298355,0.5462298070298355,0.0,0.570353134410074,0.8195952481552787,0.2038325375594735,0.655665905641341,0.5596978971186978,False,0.11939579423739555,1.1193957942373955
2025-06,2025-05,2025-05-30,0.7367991290146979,0.7225830246887479,0.781437125748503,0.5333739117119333,0.6935482977909705,0.6935482977909705,0.0,0.6201962387571546,0.8556571338599763,0.5333739117119333,0.7008166822528288,0.6966159092749128,False,0.3932318185498256,1.3932318185498256
2025-07,2025-06,2025-06-30,0.7911581231353404,0.49891100048071774,0.7407106048277732,0.6295802082420575,0.6650899841714722,0.6650899841714722,0.0,0.34342748506246606,0.7706855542471569,0.49891100048071774,0.5420690449451196,0.6038885332243314,True,0.0,1.0
2025-08,2025-07,2025-07-31,0.7044288414798812,0.6831000276477626,0.6789089927086146,0.5559772909313577,0.655603788191904,0.655603788191904,0.0,0.9011627906976745,0.7689928519309978,0.5559772909313577,0.7900358917031445,0.7050020115218333,False,0.41000402304366657,1.4100040230436666
2025-09,2025-08,2025-08-29,0.5789827771797632,0.3909048978410271,0.45694294940796554,0.5511267527109449,0.4944893442849252,0.5099138212216501,0.13668098818474758,0.6015898679601186,0.8369332593932561,0.3909048978410271,0.5292664086840421,0.5857015219727751,False,0.17140304394555028,1.1714030439455503
2025-10,2025-09,2025-09-30,0.6483516483516484,0.29044016252393773,0.9281693915840257,0.5556896556914263,0.6056627145377596,0.6056627145377596,0.0,0.2867686527106817,0.7010820605354349,0.29044016252393773,0.6074690221473537,0.5329970817355755,True,0.0,1.0
2025-11,2025-10,2025-10-31,0.9059247397918335,0.31465523389672007,0.9408860421670671,0.6650871678824899,0.7066382959345276,0.7066382959345276,0.0,0.44428113308391237,0.7924432712893419,0.31465523389672007,0.6925835876254898,0.599894030937184,True,0.0,1.0
2025-12,2025-11,2025-11-28,0.901595744680851,0.0913614294415956,0.9462765957446808,0.6505252098433699,0.6474397449276243,0.6474397449276243,0.0,0.20439414114513982,0.7187630581549873,0.0913614294415956,0.5753353684449103,0.4618199520138311,True,0.0,1.0
2026-01,2025-12,2025-12-30,0.8909644939056703,0.4848624415310071,0.9735029146793852,0.5723308093432045,0.7304151648648168,0.7304151648648168,0.0,0.945210931281507,0.6754921804921805,0.4848624415310071,0.9593569229804462,0.7065705150012113,False,0.4131410300024225,1.4131410300024225
2026-02,2026-01,2026-01-30,0.9753102719831,0.7450563395858554,0.9172167942962768,0.6921196085439386,0.8324257536022928,0.8324257536022928,0.0,0.768244315177155,0.5857789419279433,0.6921196085439386,0.8427305547367159,0.7068763684028658,False,0.41375273680573166,1.4137527368057317
2026-03,2026-02,2026-02-03,0.9903668514119821,0.9929981365050828,0.8780680918448139,0.70408974268296,0.8913807056112097,0.8913807056112097,0.0,0.9771405919661733,0.5805834067069608,0.70408974268296,0.9276043419054936,0.7374258304318048,False,0.4748516608636095,1.4748516608636095
2026-04,2026-03,2026-03-31,0.9943450815360336,0.2324471567783032,0.9495002630194634,0.7341098440099871,0.7276005863359469,0.7276005863359469,0.0,0.28851725046089016,0.4943611599676846,0.2324471567783032,0.6190087567401767,0.44860569116205484,True,0.0,1.0
2026-05,2026-04,2026-03-31,0.9943450815360336,0.2324471567783032,0.9495002630194634,0.7341098440099871,0.7276005863359469,0.7276005863359469,0.0,0.28851725046089016,0.5071251046577752,0.2324471567783032,0.6190087567401767,0.4528603393920851,True,0.0,1.0
2026-06,2026-05,2026-05-29,0.9985575662208235,0.34374423205552873,0.494492525570417,0.6919124495516099,0.6321766933495948,0.6571959119147275,0.22260094389092816,0.03847163865546219,0.4651031403295459,0.34374423205552873,0.2664820821129396,0.3584431514993381,True,0.0,1.0
2026-07,2026-06,2026-06-30,0.999085684430512,0.3537747146389709,0.9743991640543365,0.7189486910687916,0.7615520635481527,0.7615520635481527,0.0,0.2839393146743395,0.40015061259638374,0.3537747146389709,0.629169239364338,0.46103152219989757,True,0.0,1.0
