Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage14_StaticLambda,full_2007_2026,2007-04,2026-07,232.0,0.11004106569989491,0.1334170744637142,0.8511910491885257,1.5712637015784938,-0.2319208295015135,0.474476854607735,7.525838312928221,0.603448275862069,0.02980872706951509,0.020918960708733607
Stage16_ConfirmedLambda,full_2007_2026,2007-04,2026-07,232.0,0.10931830798845499,0.13263484422923016,0.8505466723316852,1.5625760955099315,-0.23194142691186126,0.4713185973025699,7.4316655652559245,0.603448275862069,0.029614456216828657,0.020771609832571494
Stage17A_DynamicSigma,full_2007_2026,2007-04,2026-07,232.0,0.11040018901879556,0.1358360791114409,0.8408045237813966,1.545158636772529,-0.2339140700252973,0.47196899702038453,7.573050555970309,0.5991379310344828,0.029004228410781176,0.020295890388147164
Stage17B_DynamicES,full_2007_2026,2007-04,2026-07,232.0,0.09316006806385957,0.11163985834797623,0.8558136232009558,1.5353095196866482,-0.1700655473542435,0.547789187834787,5.596106970760197,0.6206896551724138,0.023003592271012875,0.01569358046386348
Stage17C_DynamicSigmaES,full_2007_2026,2007-04,2026-07,232.0,0.09315097751180046,0.11263057735183649,0.8491576334205444,1.5244236707197225,-0.17463843476084928,0.533393337150335,5.595207336180495,0.6206896551724138,0.022805921185524988,0.015523410942281407
Stage17C_NoInternalCost_Diagnostic,full_2007_2026,2007-04,2026-07,232.0,0.09453584837870177,0.10954122839521468,0.8815366191607856,1.617264660782141,-0.16725384361457685,0.5652237720560378,5.733851978817196,0.6293103448275862,0.06281373238035227,0.04620533264397028
Stage14_StaticLambda,locked_2018_2026,2018-01,2026-07,103.0,0.16127608945246608,0.14274073037278323,1.1229490810990588,2.32898836557926,-0.15897950027508945,1.0144458195767552,3.608800753797771,0.6116504854368932,0.012825993828530937,0.004378721244025825
Stage16_ConfirmedLambda,locked_2018_2026,2018-01,2026-07,103.0,0.15962273488829548,0.1411299372783384,1.1240826716490093,2.310946204013969,-0.15897950027531838,1.004046022360513,3.5649369868569063,0.6116504854368932,0.01242586144384682,0.004243559723384246
Stage17A_DynamicSigma,locked_2018_2026,2018-01,2026-07,103.0,0.16195696427708395,0.14665528050389615,1.1008722297762468,2.242647085016864,-0.16864877798430866,0.9603210068450817,3.6270026373374393,0.6116504854368932,0.012564694456023952,0.004294909481003262
Stage17B_DynamicES,locked_2018_2026,2018-01,2026-07,103.0,0.12641290154115414,0.11196220886440543,1.1233830506124594,2.1245442889692,-0.15240150820832687,0.8294727724633321,2.7780360129138515,0.6601941747572816,0.003936364198242065,0.0013944857427485018
Stage17C_DynamicSigmaES,locked_2018_2026,2018-01,2026-07,103.0,0.1267050510092922,0.11226063702402914,1.123021036448221,2.123722466656951,-0.15280208848687316,0.8292102042844598,2.784226551850669,0.6601941747572816,0.003957820910997762,0.001402561409371484
Stage17C_NoInternalCost_Diagnostic,locked_2018_2026,2018-01,2026-07,103.0,0.12384390052161565,0.10874154296819961,1.1320514304595313,2.183611056885407,-0.15182847476422945,0.8156829653589662,2.7241212795301455,0.6796116504854369,0.0482205328368237,0.01637619473072319
