Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
Stage36_Frozen,executable_failure_window,2007-04,2008-10,19.0,0.18650351180490854,0.13082081312793908,1.3775453874460544,3.021107520168135,-0.05516554504213966,3.3807970475492066,1.3109696200850551,0.631578947368421,0.13848235177735604,0.007092152439245895
Stage43_DynamicDD12_ExAnteSharpe11,executable_failure_window,2007-04,2008-10,19.0,0.0868331886614222,0.16402743425601157,0.5871581329828716,0.9317850027790989,-0.13890782242781496,0.6251137419316041,1.1409271432735189,0.631578947368421,0.2580541775077494,0.01510220735439208
