month,asset,feature,feature_name,regime_beta,standardized_regime_beta,regime_intercept,standardized_regime_intercept,feature_mean,feature_std,expected_return,predictive_std,training_observations,last_training_month,used_mean_fallback
2015-04,GSG,p_Stagflation,Stagflation,-0.03139721712999929,-0.0049987688056489605,0.0016239299610772279,-0.004987972379860251,0.17654268024735836,0.15921056904348244,-0.006562162861339322,0.06475778968337427,105,2015-03,False
2015-05,KODEX200,p_Overheating,Overheating,-0.019302600874370877,-0.002435220608058274,0.007588981702716147,0.006889229229694135,0.11919339031725432,0.1261602321836147,0.01136238295736832,0.05832130470010998,106,2015-04,False
2015-05,KODEX200,p_Slowdown,Slowdown,0.004764032556167384,0.0011587274292370778,0.007588981702716147,0.006889229229694135,0.4758433919111011,0.24322407867196905,0.01136238295736832,0.05832130470010998,106,2015-04,False
2015-05,KODEX200,p_Stagflation,Stagflation,-0.0038065096237156135,-0.0006063706399131304,0.007588981702716147,0.006889229229694135,0.17494857741000813,0.15929833360600815,0.01136238295736832,0.05832130470010998,106,2015-04,False
2015-05,BOND,p_Overheating,Overheating,-0.0062448391174116,-0.0007878503530019668,0.0047348380382537195,0.004523780807833201,0.11919339031725432,0.1261602321836147,0.003001062879453481,0.006689897992934558,106,2015-04,False
2015-05,BOND,p_Slowdown,Slowdown,-0.0022246860415689918,-0.0005410972127950079,0.0047348380382537195,0.004523780807833201,0.4758433919111011,0.24322407867196905,0.003001062879453481,0.006689897992934558,106,2015-04,False
2015-05,BOND,p_Stagflation,Stagflation,0.009099179264523614,0.0014494840940209544,0.0047348380382537195,0.004523780807833201,0.17494857741000813,0.15929833360600815,0.003001062879453481,0.006689897992934558,106,2015-04,False
2015-05,GLD,p_Overheating,Overheating,0.008104208945865835,0.0010224288822749611,0.015283532406729108,0.008939554459135014,0.11919339031725432,0.1261602321836147,-0.004705071596525719,0.062481336903627,106,2015-04,False
2015-05,GLD,p_Slowdown,Slowdown,-0.02509336290014033,-0.006103310072168001,0.015283532406729108,0.008939554459135014,0.4758433919111011,0.24322407867196905,-0.004705071596525719,0.062481336903627,106,2015-04,False
2015-05,GLD,p_Stagflation,Stagflation,0.0264681479422124,0.004216331860831729,0.015283532406729108,0.008939554459135014,0.17494857741000813,0.15929833360600815,-0.004705071596525719,0.062481336903627,106,2015-04,False
2015-05,GSG,p_Overheating,Overheating,0.030484976007569935,0.003845991651226946,0.0021406939706040936,-0.004302519225361712,0.11919339031725432,0.1261602321836147,-0.005346014165994737,0.06487662047505433,106,2015-04,False
2015-05,GSG,p_Slowdown,Slowdown,-0.009060498244535326,-0.0022037313378360976,0.0021406939706040936,-0.004302519225361712,0.4758433919111011,0.24322407867196905,-0.005346014165994737,0.06487662047505433,106,2015-04,False
2015-05,GSG,p_Stagflation,Stagflation,-0.03295507004582329,-0.0052496877421689256,0.0021406939706040936,-0.004302519225361712,0.17494857741000813,0.15929833360600815,-0.005346014165994737,0.06487662047505433,106,2015-04,False
2015-06,KODEX200,p_Overheating,Overheating,-0.01765622955391693,-0.002226031183353785,0.0072162976377210435,0.00657102290517509,0.1180955122158455,0.12607624841737253,0.010445945406344567,0.058158519503938494,107,2015-05,False
2015-06,KODEX200,p_Slowdown,Slowdown,0.004147140905287681,0.0010125508467842621,0.0072162976377210435,0.00657102290517509,0.4789194857504299,0.24415636456751233,0.010445945406344567,0.058158519503938494,107,2015-05,False
2015-06,KODEX200,p_Stagflation,Stagflation,-0.0031508236079101646,-0.0005021463934391666,0.0072162976377210435,0.00657102290517509,0.1733831903185705,0.15936988417203826,0.010445945406344567,0.058158519503938494,107,2015-05,False
2015-06,BOND,p_Overheating,Overheating,-0.0062331240801250555,-0.0007858488999421531,0.004724000364062126,0.00452493408175784,0.1180955122158455,0.12607624841737253,0.003071477948461088,0.006655587311962925,107,2015-05,False
2015-06,BOND,p_Slowdown,Slowdown,-0.0021579266799960587,-0.0005268715331910792,0.004724000364062126,0.00452493408175784,0.4789194857504299,0.24415636456751233,0.003071477948461088,0.006655587311962925,107,2015-05,False
2015-06,BOND,p_Stagflation,Stagflation,0.00905803400911141,0.001443577830858469,0.004724000364062126,0.00452493408175784,0.1733831903185705,0.15936988417203826,0.003071477948461088,0.006655587311962925,107,2015-05,False
2015-06,GLD,p_Overheating,Overheating,0.008655024345694847,0.0010911929994662306,0.014703778479051847,0.009395550227234603,0.1180955122158455,0.12607624841737253,-0.0024189997943236553,0.06249182533537389,107,2015-05,False
2015-06,GLD,p_Slowdown,Slowdown,-0.02184916075345057,-0.005334611658413659,0.014703778479051847,0.009395550227234603,0.4789194857504299,0.24415636456751233,-0.0024189997943236553,0.06249182533537389,107,2015-05,False
2015-06,GLD,p_Stagflation,Stagflation,0.023841071555802337,0.003799548812385494,0.014703778479051847,0.009395550227234603,0.1733831903185705,0.15936988417203826,-0.0024189997943236553,0.06249182533537389,107,2015-05,False
2015-06,GSG,p_Overheating,Overheating,0.030521313205224495,0.003848012665686316,0.0023008947184984686,-0.004107625767656865,0.1180955122158455,0.12607624841737253,-0.004782756156328747,0.06457570137373694,107,2015-05,False
2015-06,GSG,p_Slowdown,Slowdown,-0.008674821260866345,-0.0021180128223260903,0.0023008947184984686,-0.004107625767656865,0.4789194857504299,0.24415636456751233,-0.004782756156328747,0.06457570137373694,107,2015-05,False
2015-06,GSG,p_Stagflation,Stagflation,-0.03378879841022333,-0.005384916888949642,0.0023008947184984686,-0.004107625767656865,0.1733831903185705,0.15936988417203826,-0.004782756156328747,0.06457570137373694,107,2015-05,False
2015-07,KODEX200,p_Overheating,Overheating,-0.015995326118550493,-0.0020151308600154156,0.006797689006589427,0.006210687509098879,0.11702003459989806,0.1259824804496095,0.009647842972062164,0.05804825142834345,108,2015-06,False
2015-07,KODEX200,p_Slowdown,Slowdown,0.003557308300862642,0.0008711300592110443,0.006797689006589427,0.006210687509098879,0.4818274360496067,0.24488461092894212,0.009647842972062164,0.05804825142834345,108,2015-06,False
2015-07,KODEX200,p_Stagflation,Stagflation,-0.0024977378832761856,-0.00039819310485085264,0.006797689006589427,0.006210687509098879,0.17185014583705407,0.15942149395138222,0.009647842972062164,0.05804825142834345,108,2015-06,False
2015-07,BOND,p_Overheating,Overheating,-0.006308508649389339,-0.0007947615675878848,0.004749623701320096,0.004466129801554912,0.11702003459989806,0.1259824804496095,0.002927462404963487,0.00664483571017865,108,2015-06,False
2015-07,BOND,p_Slowdown,Slowdown,-0.002346517884378264,-0.0005746261191537756,0.004749623701320096,0.004466129801554912,0.4818274360496067,0.24488461092894212,0.002927462404963487,0.00664483571017865,108,2015-06,False
2015-07,BOND,p_Stagflation,Stagflation,0.009225157702442921,0.0014706884228605512,0.004749623701320096,0.004466129801554912,0.17185014583705407,0.15942149395138222,0.002927462404963487,0.00664483571017865,108,2015-06,False
2015-07,GLD,p_Overheating,Overheating,0.008613120735685207,0.0010851023146935877,0.014794750792427588,0.009124963972043978,0.11702003459989806,0.1259824804496095,-0.0034823092168242108,0.062229734374355375,108,2015-06,False
2015-07,GLD,p_Slowdown,Slowdown,-0.02265090204377596,-0.005546857334179656,0.014794750792427588,0.009124963972043978,0.4818274360496067,0.24488461092894212,-0.0034823092168242108,0.062229734374355375,108,2015-06,False
2015-07,GLD,p_Stagflation,Stagflation,0.024650148118544046,0.003929763439181146,0.014794750792427588,0.009124963972043978,0.17185014583705407,0.15942149395138222,-0.0034823092168242108,0.062229734374355375,108,2015-06,False
2015-07,GSG,p_Overheating,Overheating,0.030904155566751818,0.0038933821745000016,0.002319876451725666,-0.0041458595390750025,0.11702003459989806,0.1259824804496095,-0.00527851897547035,0.06429026548322482,108,2015-06,False
2015-07,GSG,p_Slowdown,Slowdown,-0.008775371036739527,-0.0021489533220890667,0.002319876451725666,-0.0041458595390750025,0.4818274360496067,0.24488461092894212,-0.00527851897547035,0.06429026548322482,108,2015-06,False
2015-07,GSG,p_Stagflation,Stagflation,-0.034064136454309585,-0.0054305555237097744,0.002319876451725666,-0.0041458595390750025,0.17185014583705407,0.15942149395138222,-0.00527851897547035,0.06429026548322482,108,2015-06,False
2015-08,KODEX200,p_Overheating,Overheating,-0.014625064338062013,-0.0018409362984243194,0.006448315407587905,0.0058689344328689596,0.11597079615770825,0.1258754324678933,0.009048619662108797,0.05795206474441621,109,2015-07,False
2015-08,KODEX200,p_Slowdown,Slowdown,0.0029975287997208167,0.000737165974717335,0.006448315407587905,0.0058689344328689596,0.4849542423794097,0.24592456785936237,0.009048619662108797,0.05795206474441621,109,2015-07,False
2015-08,KODEX200,p_Stagflation,Stagflation,-0.0019775193867894686,-0.0003152255557159386,0.006448315407587905,0.0058689344328689596,0.1703977872006227,0.1594045336909247,0.009048619662108797,0.05795206474441621,109,2015-07,False
2015-08,BOND,p_Overheating,Overheating,-0.006292510226085629,-0.0007920724460171695,0.004734927076985884,0.004462077145062686,0.11597079615770825,0.1258754324678933,0.0028434992231296387,0.006636637350644721,109,2015-07,False
2015-08,BOND,p_Slowdown,Slowdown,-0.0022942061102913954,-0.0005642016462537201,0.004734927076985884,0.004462077145062686,0.4849542423794097,0.24592456785936237,0.0028434992231296387,0.006636637350644721,109,2015-07,False
2015-08,BOND,p_Stagflation,Stagflation,0.009210697513678241,0.0014682269421360395,0.004734927076985884,0.004462077145062686,0.1703977872006227,0.1594045336909247,0.0028434992231296387,0.006636637350644721,109,2015-07,False
2015-08,GLD,p_Overheating,Overheating,0.008436523684205006,0.0010619510672749295,0.014988633597564475,0.008785633291066772,0.11597079615770825,0.1258754324678933,-0.0057163667269949855,0.06205696065801356,109,2015-07,False
2015-08,GLD,p_Slowdown,Slowdown,-0.02383972737245341,-0.005862774651955617,0.014988633597564475,0.008785633291066772,0.4849542423794097,0.24592456785936237,-0.0057163667269949855,0.06205696065801356,109,2015-07,False
2015-08,GLD,p_Stagflation,Stagflation,0.025703304740247786,0.004097223306434933,0.014988633597564475,0.008785633291066772,0.1703977872006227,0.1594045336909247,-0.0057163667269949855,0.06205696065801356,109,2015-07,False
2015-08,GSG,p_Overheating,Overheating,0.031912916096951,0.0040170521150153,0.0017875029794858074,-0.0051211447856725255,0.11597079615770825,0.1258754324678933,-0.008248709841592983,0.06486546711751925,109,2015-07,False
2015-08,GSG,p_Slowdown,Slowdown,-0.0107728789283657,-0.0026493155950595656,0.0017875029794858074,-0.0051211447856725255,0.4849542423794097,0.24592456785936237,-0.008248709841592983,0.06486546711751925,109,2015-07,False
2015-08,GSG,p_Stagflation,Stagflation,-0.03160405309339316,-0.0050378293460955625,0.0017875029794858074,-0.0051211447856725255,0.1703977872006227,0.1594045336909247,-0.008248709841592983,0.06486546711751925,109,2015-07,False
2015-09,KODEX200,p_Overheating,Overheating,-0.012856249469871687,-0.001616914695580765,0.00601560651890105,0.005358142203859025,0.11493277886472013,0.12576877100665834,0.00791988182373271,0.057971120126489806,110,2015-08,False
2015-09,KODEX200,p_Slowdown,Slowdown,0.002144128885377746,0.0005312773526754976,0.00601560651890105,0.005358142203859025,0.4886124407739311,0.24778237740213963,0.00791988182373271,0.057971120126489806,110,2015-08,False
2015-09,KODEX200,p_Stagflation,Stagflation,-0.0013461821928893987,-0.00021450770315431658,0.00601560651890105,0.005358142203859025,0.16900229917733564,0.15934522406206006,0.00791988182373271,0.057971120126489806,110,2015-08,False
2015-09,BOND,p_Overheating,Overheating,-0.006083302280860518,-0.0007650894515258288,0.004625664935469304,0.004476722992555259,0.11493277886472013,0.12576877100665834,0.0029074761719481306,0.006619323586430876,110,2015-08,False
2015-09,BOND,p_Slowdown,Slowdown,-0.002048435194639667,-0.0005075661424820314,0.004625664935469304,0.004476722992555259,0.4886124407739311,0.24778237740213963,0.0029074761719481306,0.006619323586430876,110,2015-08,False
2015-09,BOND,p_Stagflation,Stagflation,0.00917809888190841,0.0014624862228014384,0.004625664935469304,0.004476722992555259,0.16900229917733564,0.15934522406206006,0.0029074761719481306,0.006619323586430876,110,2015-08,False
2015-09,GLD,p_Overheating,Overheating,0.009584252347302527,0.0012053996387379191,0.013862770130538807,0.009277284687657008,0.11493277886472013,0.12576877100665834,-0.0035462529486864937,0.0621686351691997,110,2015-08,False
2015-09,GLD,p_Slowdown,Slowdown,-0.019631468984683327,-0.004864332056921203,0.013862770130538807,0.009277284687657008,0.4886124407739311,0.24778237740213963,-0.0035462529486864937,0.0621686351691997,110,2015-08,False
2015-09,GLD,p_Stagflation,Stagflation,0.023107080774020388,0.003682002963356399,0.013862770130538807,0.009277284687657008,0.16900229917733564,0.15934522406206006,-0.0035462529486864937,0.0621686351691997,110,2015-08,False
