month,signal_cutoff_month,history_end_month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,historical_cagr,historical_mdd,historical_sharpe,historical_cdar,policy,guardrail_mode,objective,objective_value,solver_success,solver_message,solver_iterations,solver_start_count,feasible_solution_count,infeasible_portfolio,estimated_transaction_cost,sum_error,sharpe_slack,mdd_slack,cdar_slack
2007-04,2007-03,2007-03,-0.007614413323057072,-0.005873502832821592,0.9923855866769429,-0.007614413323057123,1.0,0.0015,0.00024091049023548046,0.06306732855810929,0.45511169097092996,0.4818209804709609,0.0,0.07446266270733153,-0.03490634127883541,0.999999999999828,-0.03311155444291208,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.07446266270733165,True,Optimization terminated successfully,11,6,6,False,0.001740911990251096,0.0,-1.7197354651443675e-13,0.1050936587211646,0.12688844555708792
2007-05,2007-04,2007-04,0.0694931212180054,0.07186213791543901,1.061349558546885,0.0,0.71190128366942,0.00213570385100826,0.00023331284642534909,0.779291674855356,0.21165794661858509,0.009050378526059007,0.0,0.10649880380530087,-0.07047662823497003,0.9999999991663578,-0.0674060495349707,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.1064988038053009,True,Optimization terminated successfully,8,7,7,False,0.0023690181974398636,0.0,-8.336421553067908e-10,0.06952337176502998,0.0925939504650293
2007-06,2007-05,2007-05,0.01254062759650429,0.013164533736984332,1.0746595481103358,0.0,0.20653277594048294,0.0006195983278214489,4.307812658591055e-06,0.9999999999999941,0.0,5.88418203051333e-15,0.0,0.1987611087895759,-0.09118557540867855,1.2745943316809378,-0.08844294791723223,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.1987611087895777,True,Optimization terminated successfully,2,7,7,False,0.0006239076406035289,0.0,0.27459433168093783,0.04881442459132146,0.07155705208276777
2007-07,2007-06,2007-06,0.09846975733429918,0.09846975733429919,1.1804810130297483,0.0,5.659310302261928e-15,1.6977930906785784e-17,2.8282415894677785e-18,1.0,0.0,0.0,0.0,0.19681709732258856,-0.09118557540867878,1.306360898258971,-0.08844294791723245,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.19681709732258856,True,Optimization terminated successfully,5,6,6,False,6.5e-09,0.0,0.30636089825897095,0.04881442459132124,0.07155705208276755
2007-08,2007-07,2007-07,-0.01644479248238021,-0.01644479248238016,1.161068247741084,-0.016444792482380177,1.3648804308985518e-14,4.0946412926956553e-17,6.8209327075408054e-18,0.9999999999999863,0.0,1.3641865415081611e-14,0.0,0.2698198935575193,-0.09118557540867822,1.5975688274809552,-0.08844294791723178,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.2698198935575244,True,Optimization terminated successfully,2,6,6,False,6.500000000000001e-09,0.0,0.5975688274809552,0.04881442459132179,0.07155705208276822
2007-09,2007-08,2007-08,0.036708012068387835,0.03670801206838788,1.2036887549913857,0.0,1.220417429234723e-14,3.661252287704169e-17,6.097947656908869e-18,0.999999999999998,0.0,2.026157019940891e-15,0.0,0.23753191467686643,-0.09118557540867878,1.446894610616794,-0.08844294791723245,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.23753191467686702,True,Optimization terminated successfully,5,6,6,False,6.500000000000001e-09,0.0,0.4468946106167939,0.04881442459132124,0.07155705208276755
2007-10,2007-09,2007-09,0.06329830234438162,0.06329830234438162,1.2798802097333628,0.0,2.0336917461090175e-15,6.1010752383270526e-18,1.0045409793934622e-18,1.0,0.0,0.0,8.546119578417193e-17,0.25271426168242456,-0.09118557540867878,1.5625850947234707,-0.08844294791723245,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.25271426168242456,True,Optimization terminated successfully,5,6,6,False,6.5e-09,0.0,0.5625850947234707,0.04881442459132124,0.07155705208276755
2007-11,2007-10,2007-10,-0.08024785220101872,-0.08024785220101872,1.177172571827671,-0.08024785220101871,2.180535524804274e-15,6.5416065744128215e-18,1.0321723527047732e-18,0.9999999999999979,0.0,2.1579960041151484e-15,0.0,0.28687607947413174,-0.09118557540867878,1.7462451923704168,-0.08844294791723245,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.2868760794741329,True,Optimization terminated successfully,5,6,6,False,6.5e-09,0.0,0.7462451923704168,0.04881442459132124,0.07155705208276755
2007-12,2007-11,2007-11,-0.006116966315353969,-0.006116966315353969,1.1699718468584426,-0.08587394510757962,0.0,0.0,0.0,0.9999999999999977,0.0,2.384352709025395e-15,0.0,0.20854375418339335,-0.09118557540867878,1.2159967943123389,-0.08844294791723245,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.20854375418339335,True,Optimization terminated successfully,1,6,6,False,6.5e-09,0.0,0.21599679431233887,0.04881442459132124,0.07155705208276755
2008-01,2007-12,2007-12,0.10433514557428808,0.10781813506202778,1.2920410298182368,0.0,0.995139853639915,0.002985419560919745,0.0004975699268199575,0.004860146360082516,0.0,0.9951398536399175,0.0,0.21336969471307346,-0.0925900308780565,1.4422695039793851,-0.07642598285847046,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.21336969471307352,True,Optimization terminated successfully,5,6,6,False,0.003482992487741461,0.0,0.44226950397938514,0.04740996912194351,0.08357401714152954
2008-02,2008-01,2008-01,0.06177421628535591,0.061787646055874376,1.3718558518437824,0.0,0.0038370772909900727,1.1511231872970218e-05,1.918538645495016e-06,2.6202580443639685e-16,0.0,0.9999999999999998,0.0,0.2725476474814964,-0.09288489925233834,1.647850156495443,-0.07654583906361545,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.2725476474814965,True,Optimization terminated successfully,4,7,7,False,1.3432770974541524e-05,0.0,0.6478501564954431,0.047115100747661676,0.08345416093638455
2008-03,2008-02,2008-02,-0.05446101974222028,-0.05446101974222028,1.2971431832130378,-0.054461019742220285,1.0794062036057004e-16,3.238218610817101e-19,5.551115123125783e-20,1.441835923916559e-16,0.0,0.9999999999999999,0.0,0.2992953283261217,-0.09288489925233834,1.7933959690330574,-0.07654583906361545,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.29929532832612177,True,Optimization terminated successfully,4,6,6,False,6.5e-09,0.0,0.7933959690330574,0.047115100747661676,0.08345416093638455
2008-04,2008-03,2008-03,-0.028318960240441372,-0.028318960240441372,1.2604094369814682,-0.08123770052992785,4.1109994480114653e-16,1.2332998344034397e-18,1.1102230246251566e-19,0.0,0.0,0.9999999999999997,4.440892098500626e-16,0.24971150349406918,-0.09288489925233834,1.4810459096203819,-0.07654583906361545,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.2497115034940693,True,Optimization terminated successfully,4,6,6,False,6.5e-09,0.0,0.48104590962038185,0.047115100747661676,0.08345416093638455
2008-05,2008-04,2008-04,0.05820089784159997,0.05831338926922715,1.3337663978618153,-0.027764909797756587,0.03749714254239124,0.00011249142762717372,1.0408340855860843e-20,0.0,0.0,0.9625028574576083,0.037497142542391775,0.2217179181337518,-0.09666398396658171,1.354193933595314,-0.08458162055052702,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.22171791813375222,True,Optimization terminated successfully,9,6,6,False,0.00011249492766717677,0.0,0.3541939335953139,0.0433360160334183,0.07541837944947298
2008-06,2008-05,2008-05,0.11670981853717799,0.11791601084041703,1.4894300321272533,0.0,0.40206410107968094,0.0012061923032390428,2.7755575615628914e-20,0.0,0.0,0.5573831143853437,0.44261688561465634,0.25679991347166187,-0.16192809769095717,1.3694037114628057,-0.16000000000000184,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.25679991347166226,True,Optimization terminated successfully,7,7,7,False,0.0012061958032427735,0.0,0.3694037114628057,-0.02192809769095716,-1.8318679906315083e-15
2008-07,2008-06,2008-06,-0.11084311742117632,-0.11079090310569074,1.3243369641855458,-0.11084311742117625,0.017404771828525213,5.2214315485575644e-05,5.551115123125783e-19,1.1755344882283048e-15,0.0,0.557383114385907,0.4426168856140918,0.3094979044178083,-0.16192809769085215,1.5409145849594297,-0.1599999999998647,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.3094979044178083,True,Optimization terminated successfully,6,7,7,False,5.221781557175712e-05,0.0,0.5409145849594297,-0.021928097690852133,1.3530843112619095e-13
2008-08,2008-07,2008-07,-0.021190656247101574,-0.020865698338813393,1.2962733948221599,-0.12968493526964864,0.1083193027627274,0.0003249579082881822,6.106226635438361e-19,0.0,0.0,0.6941619399685711,0.3058380600314288,0.23416175248762736,-0.13633827764029782,1.235634081828776,-0.1293141935571557,Stage41_cdar,cdar,maximize_causal_historical_cagr,-0.23416175248762755,True,Optimization terminated successfully,6,7,7,False,0.0003249614083020283,0.0,0.2356340818287761,0.003661722359702191,0.0306858064428443
