month,policy,model_active,return,gross_return,nav,drawdown,predecision_drawdown,drawdown_multiplier,maximum_objective_tilt,applied_objective_tilt,objective_overlay_deployed,objective_lw_risk_veto,deployed_risk_model,desired_lw_annual_volatility,desired_lw_historical_cdar,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,desired_w_KODEX200,desired_w_BOND,desired_w_GLD,desired_w_USO,shadow_w_KODEX200,shadow_w_BOND,shadow_w_GLD,shadow_w_USO,regime_confidence,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,downside_semivariance,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,turnover_budget_l1,baseline_turnover_budget_l1,minimum_risk_trade_l1,risk_required_extra_trade_l1,actual_trade_l1,turnover_slack,projection_distance
2007-04,Stage47_E_GuardedDirectSortino_LW,True,-0.0037819285215587605,-0.0022706222689985295,0.9962180714784412,-0.003781928521558786,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.014334997053205827,-5.1515344993979806e-05,1.0,0.0015,1.1306252560230852e-05,0.0,0.9773874948795384,0.0226125051204617,0.0,0.0,0.9773874948795384,0.0226125051204617,0.0,0.0,0.5477947644415819,0.45220523555841813,0.0,0.15454822265618828,2007-03-31,2006-04-13,2007-03-30,252,0.04739306077384952,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,1.7124345042951646e-05,8.846102566166086e-10,0.0015113092526052216,,0.014334997053205827,-5.1515344993979806e-05,0.0,0.11566500294679417,0.15994848465500602,,1.0,0.0,0.0,1.0,,0.0
2007-05,Stage47_E_GuardedDirectSortino_LW,True,0.0026344583387552,0.0026417676671195976,0.9988425664840662,-0.0011574335159337812,-0.003781928521558786,0.8992231946164051,0.05,0.04496115973082026,True,False,ledoit_wolf,0.013499993911710294,-0.0011661079617133474,0.0020883795326851235,6.2651385980553705e-06,1.0441897663425133e-06,1.8243223870033612e-17,0.9798448774102662,0.020155122589733784,8.289124738849158e-17,1.8243223870033612e-17,0.9798448774102662,0.020155122589733784,8.289124738849158e-17,4.0465333166340386e-16,0.5519597389828833,0.44804026101711447,1.8436189787976213e-15,0.07810498821973193,2007-04-30,2006-05-12,2007-04-30,252,0.04991702019011051,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,1.5187486301351253e-05,3.832319514822282e-07,7.312329202367972e-06,,0.013499993911710294,-0.0011661079617133474,0.0,0.11650000608828971,0.15883389203828666,,1.7790368322046078e-05,0.0,0.0,0.004176759065370247,,0.0
2007-06,Stage47_E_GuardedDirectSortino_LW,True,-0.011511374519563777,-0.01018390353448675,0.9873445156151859,-0.01265548438481412,-0.0011574335159337812,0.9691579437541479,0.05,0.0484578971877074,True,False,ledoit_wolf,0.10865828461292497,-0.020559657154512356,0.3792774243077221,0.0011378322729231664,0.00018963871215386098,0.0,0.6002110180361578,0.39978898196384205,5.416236079172692e-19,0.0,0.6002110180361578,0.39978898196384205,5.416236079172692e-19,0.0,0.547529703044848,0.4524702969551519,0.0,0.06576358464494685,2007-05-31,2006-06-14,2007-05-31,252,0.04575129890675247,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009838852345852838,5.1932717960678136e-05,0.0013274739850816408,,0.10865828461292497,-0.020559657154512356,1.1102230246251565e-16,0.021341715387075036,0.13944034284548765,,0.7941894644130159,0.0,0.0,0.7585548486154442,,0.0
2007-07,Stage47_E_GuardedDirectSortino_LW,True,0.01566892512598803,0.01567186781389071,1.0028151429039152,0.0,-0.01265548438481412,0.6627701238631907,0.05,0.033138506193159535,True,False,ledoit_wolf,0.1047248812687952,-0.019884173230243773,0.0008407679721952979,2.5223039165858937e-06,4.2038398609761665e-07,1.834173739797797e-17,0.6074567714426968,0.39254322855730317,5.9154412130193835e-19,1.834173739797797e-17,0.6074567714426968,0.39254322855730317,5.9154412130193835e-19,5.534618944599659e-16,0.5541516906786454,0.445848309321354,0.0,0.08557448578072228,2007-06-30,2006-07-13,2007-06-29,252,0.04610365131849997,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009139417297302709,5.2813826657659044e-05,2.945689984113127e-06,,0.1047248812687952,-0.019884173230243773,0.0,0.025275118731204804,0.14011582676975623,,1.3085955297143044e-07,0.0,0.0,0.0016815359443905957,,0.0
2007-08,Stage47_E_GuardedDirectSortino_LW,True,0.008805838360055076,0.008809095858220418,1.0116457709573425,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.10342430332288664,-0.020412131029480973,0.0009307137615264349,2.7921412845793046e-06,4.6535688076321246e-07,2.3282277288698378e-21,0.6017936639987872,0.39820633600121275,6.425007045190794e-19,2.3282277288698378e-21,0.6017936639987872,0.39820633600121275,6.425007045190794e-19,0.0,0.5492536334474339,0.4507463665525661,0.0,0.09148695043609563,2007-07-31,2006-08-14,2007-07-31,252,0.05051096637403731,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008913822098187051,5.13915912949325e-05,3.260500045619289e-06,,0.10342430332288664,-0.020412131029480973,0.0,0.02657569667711336,0.13958786897051903,,2.6217894633085093e-07,0.0,0.0,0.0018614275230528698,,0.0
2007-09,Stage47_E_GuardedDirectSortino_LW,True,0.030532089613199833,0.03053210153512179,1.0425334302930267,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.0984061378759766,-0.021021686255765393,3.4062634173781202e-06,1.0218790252134361e-08,1.703131703685195e-09,2.6370636157163786e-17,0.5952538041590401,0.40474619584094995,1.0012817126216474e-14,2.6370636157163786e-17,0.5952538041590401,0.40474619584094995,1.0012817126216474e-14,0.0,0.5425033976401877,0.4574966023596126,1.997167248339784e-13,0.11453703947995875,2007-08-31,2006-09-14,2007-08-31,252,0.05982169017954228,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008069806643054765,5.0453102809389114e-05,1.5425064296075703e-08,,0.0984061378759766,-0.021021686255765393,0.0,0.0315938621240234,0.1389783137442346,,1.2181063872018789e-06,0.0,0.0,6.8125268347562405e-06,,0.0
2007-10,Stage47_E_GuardedDirectSortino_LW,True,0.02724635249362804,0.027246386602992174,1.0709386636211815,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.09363614539770437,-0.022527122534339195,9.745532610129488e-06,2.9236597830388465e-08,4.872766305065425e-09,2.6518115711083064e-17,0.5790952136627615,0.42090478633723843,2.834322943697602e-17,2.6518115711083064e-17,0.5790952136627615,0.42090478633723843,2.834322943697602e-17,0.0,0.525906324732624,0.47409367526737606,0.0,0.17346990108196522,2007-09-30,2006-10-12,2007-09-28,252,0.06843414848905073,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0007306439770783361,5.2699768976103535e-05,3.728846337547253e-08,,0.09363614539770437,-0.022527122534339195,0.0,0.03636385460229563,0.1374728774656608,,3.6450358154031044e-07,0.0,0.0,1.9491065220258976e-05,,0.0
2007-11,Stage47_E_GuardedDirectSortino_LW,True,0.010919904753693465,0.012175248014544341,1.0826332118249726,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.16868226016860524,-0.058411337832034005,0.3586695031002502,0.0010760085093007507,0.00017933475155012507,4.7340671402658346e-17,0.2078174340384077,0.7921825659615922,3.4043101183097585e-17,4.4973637832525424e-17,0.24115330931583792,0.758846690684162,3.2340946123942703e-17,0.0,0.8745349395870129,0.12546506041298708,0.0,0.09533685996764896,2007-10-31,2006-11-14,2007-10-31,252,0.055769476886525095,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333696,,0.0012553462608557548,,0.130000000001678,-0.0621591518005351,0.0,-1.6780743461453085e-12,0.0978408481994649,,0.7229808161818211,0.0,0.0,0.7173390062005004,,0.0
2007-12,Stage47_E_GuardedDirectSortino_LW,True,0.06526698835007223,0.06542435564305762,1.1532934210485544,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.16699069013455975,-0.05384075891642631,0.04496208371011156,0.00013488625113033468,2.2481041855055802e-05,1.8571958160625e-18,0.2496085011767209,0.750391498823279,0.0,1.7643360252593748e-18,0.2817367508339352,0.7182632491660648,0.0,0.0,0.8921734943210066,0.1078265056789935,0.0,0.01623156952645736,2007-11-30,2006-12-14,2007-11-30,252,0.05518464458246113,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333528,,0.00015737029302431208,,0.1300000000009007,-0.0574598186056977,0.0,-9.007239398783896e-13,0.1025401813943023,,0.08992416742022312,0.0,0.0,0.08992416742022312,,0.0
2008-01,Stage47_E_GuardedDirectSortino_LW,True,0.08629670779574589,0.08640995874336438,1.2528188464075376,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.16146324250076133,-0.04779966963785095,0.03235741360528342,9.707224081585027e-05,1.6178706802641714e-05,4.675525514123435e-19,0.2672310250415718,0.7327689749584281,6.0182749693602115e-18,4.441749238417262e-19,0.29826243928074164,0.7017375607192582,5.717361220892201e-18,0.0,0.8878593098249686,0.11214069017503135,0.0,0.000809579527851767,2007-12-31,2007-01-12,2007-12-31,252,0.054692486130835834,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333334,,0.00011325394767257542,,0.1300000000000049,-0.0508051753972846,1.1102230246251565e-16,-4.9404924595819466e-15,0.1091948246027154,,0.06471482721056684,0.0,0.0,0.06471482721056684,,0.0
2008-02,Stage47_E_GuardedDirectSortino_LW,True,0.04151143988912076,0.04189655129090232,1.3048251606421417,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.1441201629663949,-0.04008080032281761,0.11003182908044609,0.0003300954872413383,5.501591454022293e-05,0.0144851361278994,0.3475700102556785,0.6379448536164221,1.0235027988685261e-16,0.01376087932150443,0.3742118148482036,0.6120273058302919,9.723276589250997e-17,0.0,0.8804061021061806,0.11959389789381943,0.0,0.004540719195752126,2008-01-31,2007-02-14,2008-01-31,252,0.05409277484740294,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333333,,0.0003851129018502762,,0.1299999999999999,-0.0426508603012473,0.0,8.326672684688674e-17,0.1173491396987526,,0.22006365816089218,0.0,0.0,0.22006365816089218,,0.0
2008-03,Stage47_E_GuardedDirectSortino_LW,True,-0.036837890810647846,-0.03674967399390036,1.2567581538474204,-0.03683789081064792,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.1315340826007922,-0.04244787921623797,0.025204804784995535,7.56144143549866e-05,1.260240239249777e-05,1.6762451894371656e-17,0.3246711847308605,0.6753288152691396,0.0,1.5924329299653074e-17,0.35343224009665525,0.6465677599033448,0.0,0.0,0.8998922920467555,0.10010770795324458,0.0,0.010120347172025776,2008-02-29,2007-03-15,2008-02-29,252,0.06636838800812198,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333333,,8.821831690773186e-05,,0.1300000000000017,-0.045239207378117,0.0,-1.7208456881689926e-15,0.1147607926218829,,0.05040960956999107,0.0,0.0,0.05040960956999107,,0.0
2008-04,Stage47_E_GuardedDirectSortino_LW,True,-0.012059394708585981,-0.01168554356094936,1.2416024112169406,-0.04845304285371643,-0.03683789081064792,0.01838309957358686,0.05,0.000919154978679343,True,False,ledoit_wolf,0.12138700169853318,-0.03374215727536808,0.10681461361046321,0.00032044384083138966,5.340730680523159e-05,0.0,0.44390311273832844,0.5560968872616717,0.0,0.0,0.44390311273832844,0.5560968872616717,0.0,0.0,0.9427348256986373,0.057265174301362715,0.0,0.01179701242706884,2008-03-31,2007-04-13,2008-03-31,252,0.05082417662396046,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0012279003484466416,0.00011710619982642169,0.00037385414765300475,,0.12138700169853318,-0.03374215727536808,2.220446049250313e-16,0.00861299830146682,0.12625784272463192,,0.21271137626867276,0.0,0.0,0.21362922722092642,,0.0
