month,policy,model_active,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,cash_return,regime_confidence,w_KODEX200,w_BOND,w_GLD,w_USO,stage36_mu_KODEX200,stage36_mu_BOND,stage36_mu_GLD,stage36_mu_USO,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,expected_total_return,expected_excess_return_after_cost,expected_monthly_variance,historical_downside_semivariance,estimated_transaction_cost,ex_ante_sharpe_objective,downside_penalty_objective,direct_sortino_objective,objective_mode,selected_objective_value,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,turnover_budget_l1,baseline_turnover_budget_l1,minimum_risk_trade_l1,risk_required_extra_trade_l1,actual_trade_l1,turnover_slack
2008-02,shadow_ex_ante_sharpe,True,0.008358841089535446,0.008465622162364126,1.128871613730739,0.0,0.030508877951056817,9.152663385317045e-05,1.525443897550934e-05,0.0042,0.004540719195752126,0.015083186193078966,0.9544309683646774,0.03048584544220558,3.8098990760808004e-14,0.0019628660462337375,0.008050033910408797,0.0224679775556834,0.009249895491056783,2008-01-31,2007-02-14,2008-01-31,252,0.05409277484740294,1.0,1.0,0.008397763225689235,0.004090980652723052,2.7826024440434066e-05,8.612552468970325e-06,0.0001067825729661841,0.7755357895283129,0.004082368100254081,1.393995864166769,ex_ante_sharpe,0.7755357895283129,True,False,0,Optimization terminated successfully,11,-0.7755357895283129,0.018273267175992605,-0.0022684143592546966,0.0,0.1117267328240074,0.1577315856407453,0.22006365816089218,0.22006365816089218,0.0,0.0,0.061017755902113634,0.15904590225877854
2008-03,shadow_ex_ante_sharpe,True,-0.0009363667182725338,-0.0009145167261383456,1.127814575922439,-0.0009363667182725743,0.006242854895482347,1.872856468644704e-05,3.1214274477412106e-06,0.004141666666666666,0.010120347172025776,0.01734064545136969,0.9568044429374681,0.025854911611162146,3.06442756031213e-17,0.0015732591694852778,0.010567943728742731,0.0251318665429316,0.011762295190122342,2008-02-29,2007-03-15,2008-02-29,252,0.06636838800812198,1.0,1.0,0.010788519029926379,0.0066250008704439155,2.306955541337901e-05,8.368588736079292e-06,2.185149281579793e-05,1.3793241086664552,0.006616632281707837,2.2901283705670017,ex_ante_sharpe,1.3793241086664552,True,False,0,Optimization terminated successfully,8,-1.3793241086664552,0.016638349225826105,-0.0023357070382483323,0.0,0.1133616507741739,0.15766429296175166,0.05040960956999107,0.05040960956999107,2.688821387763988e-16,0.0,0.012485709790964694,0.037923899779026375
2008-04,shadow_ex_ante_sharpe,True,0.009838404046636662,0.009845535846088195,1.13891047141005,0.0,0.002110485403858487,6.331456211575461e-06,8.003432399576219e-07,0.0042499999999999994,0.01179701242706884,0.01725395356346406,0.9598775286604104,0.022868517776125516,0.0,0.0016383972122370465,0.01066355693110251,0.020227863183771636,0.013518332420132723,2008-03-31,2007-04-13,2008-03-31,252,0.05082417662396046,1.0,1.0,0.01072655875196583,0.006469425450063031,2.7484008488764616e-05,9.06039073313294e-06,7.1333019028002525e-06,1.234029880335288,0.006460365059329898,2.149276296539829,ex_ante_sharpe,1.234029880335288,True,False,0,Optimization terminated successfully,10,-1.2340298803353011,0.018160619534178215,-0.0023651693614520353,0.0,0.11183938046582179,0.15763483063854797,0.21271137626867276,0.21271137626867276,8.326672684688674e-17,0.0,0.004220970807716974,0.2084904054609558
2008-05,shadow_ex_ante_sharpe,True,-0.0070418050942748405,-0.0070230961036728545,1.1308904858505517,-0.007041805094274878,0.005345903158658964,1.6037709475976892e-05,2.671281126008551e-06,0.004066666666666666,0.01852395784019989,0.018774214937166293,0.9645640859286301,0.016661699134203716,3.675932408670532e-17,0.005099144840810439,0.012558014342251383,0.01739711998045463,0.020559747262021345,2008-04-30,2007-05-15,2008-04-30,252,0.05031216738773624,1.0,1.0,0.012498607645265428,0.008413230267994124,2.753246071034862e-05,8.741105548043641e-06,1.871071060463695e-05,1.6033940274276077,0.00840448916244608,2.8456376183687175,ex_ante_sharpe,1.6033940274276077,True,False,0,Optimization terminated successfully,24,-1.6033940274276077,0.018176620382353355,-0.002441763029526737,0.0,0.11182337961764666,0.15755823697047328,0.2789079636022039,0.2789079636022039,8.326672684688674e-17,0.0,0.010691806317317929,0.26821615728488596
2008-06,shadow_ex_ante_sharpe,True,-0.004003133877858756,-0.003997915191752321,1.1263633798344952,-0.011016749683599447,0.0014910531732671977,4.473159519801593e-06,7.455265866336002e-07,0.00455,0.0637337475929635,0.017271084626683118,0.9635362227485244,0.01770230045670033,0.0014903921680923,0.0037337488934425737,0.01323778876508007,0.019625975120557502,0.02963612778212526,2008-05-31,2007-06-14,2008-05-30,252,0.04520319803811677,1.0,1.9850187265917603,0.013211169238440432,0.008655948337415547,3.131202136488887e-05,1.2897186578571781e-05,5.220901024885801e-06,1.5468888297587242,0.008643051150836975,2.4102781534805016,ex_ante_sharpe,1.5468888297587242,True,False,0,Optimization terminated successfully,18,-1.5468888297587242,0.019384123822826414,-0.004330156890917721,0.0,0.11061587617717358,0.15566984310908227,0.16805622830832873,0.16805622830832873,0.0,0.0,0.0029821063465343954,0.16507412196179433
2008-07,shadow_ex_ante_sharpe,True,0.0021137555830197546,0.0021242448753951175,1.1287442367171294,-0.008926280816730081,0.002996940678675097,8.990822036025291e-06,1.498470339337532e-06,0.004916666666666667,0.060237451640807294,0.012640399279218138,0.9633753699545068,0.02224506357606235,0.001739167190212764,0.0027036193543438754,0.01014859409462252,0.021889785674200482,0.027158549206902513,2008-06-30,2007-07-13,2008-06-30,252,0.04324885334584284,1.0,1.953125,0.010345253350266414,0.005418095232640708,3.677150381987348e-05,1.4273235244002921e-05,1.049145095903834e-05,0.8934925560421088,0.005403821997396706,1.4341197687873428,ex_ante_sharpe,0.8934925560421088,True,False,0,Optimization terminated successfully,15,-0.8934925560421088,0.021006143050033763,-0.006590323087070082,0.0,0.10899385694996624,0.15340967691292992,0.1067820378491327,0.1067820378491327,2.704000218178848e-16,0.0,0.005993881357350194,0.10078815649178251
2008-08,shadow_ex_ante_sharpe,True,-0.002682078735816828,-0.0025297566913806027,1.1257168558016546,-0.01158441856457848,0.04352065632995651,0.00013056196898986953,2.1760075446355972e-05,0.004833333333333333,0.09938741265842,1.5778466544854308e-16,0.9342894503491169,0.06426707544750118,0.0014434742033817298,-7.07525499653522e-05,0.005769064421253412,0.015776272228801593,0.014795253173567134,2008-07-31,2007-08-15,2008-07-31,252,0.039765831898707436,1.0,1.9241935483870969,0.006425227471058753,0.0014395711706212573,5.21407838675407e-05,1.1969089448825383e-05,0.0001523229671041631,0.19936290934041379,0.0014276020811724319,0.41610466468674817,ex_ante_sharpe,0.19936290934041379,True,False,0,Optimization terminated successfully,18,-0.1993629093404137,0.025013784328055767,-0.0034197057578716863,0.0,0.10498621567194424,0.15658029424212833,0.13908664819145355,0.13908664819145355,2.704000218178848e-16,0.0,0.08704131265991302,0.05204533553154053
2008-09,shadow_ex_ante_sharpe,True,0.007982857331052157,0.008114706929617787,1.1347032928566798,-0.0036940379941905466,0.042368199864577016,0.00012710459959373106,4.7449989718971325e-06,0.004808333333333333,0.18377501664451837,5.043988027275161e-16,0.9259825765529449,0.030233615958646178,0.043783807488408454,-0.0034678951014893507,0.005499743393312129,0.013925156880516732,0.0297861987457496,2008-08-31,2007-09-13,2008-08-29,252,0.04251956651227154,1.0,1.9682779456193353,0.0068178275947040155,0.0018776431626591674,9.916331326236874e-05,1.754783921167323e-05,0.00013185109871151517,0.18855477958135414,0.0018600953234474942,0.4482303266273392,ex_ante_sharpe,0.18855477958135414,True,False,0,Optimization terminated successfully,16,-0.18855477958135414,0.03449579335438489,-0.006158779017086761,0.0,0.09550420664561511,0.15384122098291325,0.28732171586577304,0.28732171586577304,1.2511693070482724e-16,0.0,0.08473639972915403,0.202585316136619
2008-10,shadow_ex_ante_sharpe,True,0.0078032995337579585,0.007942412170881024,1.143557722532782,0.0,0.04060888860019769,0.00012182666580059308,1.7285971322471885e-05,0.004783333333333333,0.10258074324474727,0.0,0.9580933832521022,0.04076509291585727,0.0011415238320404988,-0.002956208152220687,0.008910192304114427,0.023767811742896845,0.019167191185290974,2008-09-30,2007-10-15,2008-09-30,252,0.08340146125345217,1.0,1.9957386363636362,0.009527573149712915,0.004605125679084889,5.834255260962582e-05,1.3098702049897919e-05,0.00013911413729469327,0.6029048448905237,0.004592026977034991,1.2724108253048263,ex_ante_sharpe,0.6029048448905237,True,False,0,Optimization terminated successfully,7,-0.6029048448905237,0.026459603763388254,-0.005750477476307303,0.0,0.10354039623661175,0.1542495225236927,0.12716108848066654,0.12716108848066654,1.6653345369377348e-16,0.0,0.08121777720039539,0.045943311280271154
2008-11,shadow_ex_ante_sharpe,True,0.013353164842210758,0.013389081392577823,1.1588278373083454,0.0,0.010378820101073943,3.113646030322183e-05,4.780090063843544e-06,0.003658333333333333,0.24163937232938082,1.4018734090237572e-16,0.953744293852003,0.04625570614799693,0.0,-0.004508085232858791,0.0037998590602456883,0.011280892002041522,0.00031493103820688,2008-10-31,2007-11-15,2008-10-31,252,0.13517959951247158,1.0,1.9853333333333332,0.004145899521684881,0.0004516481368914664,8.220368672109043e-05,1.2626118569350064e-05,3.591805146008156e-05,0.04981436232903159,0.00043902201832211635,0.127105777446754,ex_ante_sharpe,0.04981436232903159,True,False,0,Optimization terminated successfully,3,-0.04981436232903159,0.03140770989188937,-0.005062485017382212,0.0,0.09859229010811063,0.1549375149826178,0.020757650199304752,0.020757650199304752,0.0,0.0,0.020757640202147886,9.997156866226042e-09
2008-12,shadow_ex_ante_sharpe,True,0.039404001546694586,0.03982522564724103,1.2044902912019961,0.0,0.12034974301326937,0.0003610492290398081,6.0174871506634664e-05,0.004058333333333333,0.37974773387952787,0.0,0.8238057011607749,0.17619429883922508,0.0,-0.006885150746375603,0.0038432077309604063,0.0219114435823848,-0.006139013541082552,2008-11-30,2007-12-13,2008-11-28,252,0.12911237991302818,1.0,1.9555837563451777,0.007026727878063876,0.002547167444169559,0.0004142655692976268,3.036675458044833e-05,0.00042122710056098357,0.12514631772972598,0.0025168006895891107,0.46223018789977705,ex_ante_sharpe,0.12514631772972598,True,False,0,Optimization terminated successfully,2,-0.12514631772972748,0.07050664388248473,-0.009556269933677003,0.0,0.05949335611751527,0.150443730066323,0.24069950602654303,0.24069950602654303,0.0,0.0,0.24069948602653873,2.0000004291587103e-08
2009-01,shadow_ex_ante_sharpe,True,0.020668893928888647,0.02072656327221525,1.2293857732692264,0.0,0.016476955236172628,4.9430865708517885e-05,8.238477618085901e-06,0.0028416666666666664,0.3189464693186168,1.74026927132054e-08,0.8435552963498523,0.15644468624745425,7.9453989336077e-16,-0.00405925834220966,0.0047854458864344425,0.02964023010940772,-0.018555240690302156,2008-12-31,2008-01-15,2008-12-31,252,0.12426928869957922,1.0,1.9555288461538463,0.008673844652023987,0.005774505667801425,0.00035688264529675255,2.4100970696552445e-05,5.76723175558956e-05,0.3056694934695791,0.005750404697104873,1.1762443344904412,ex_ante_sharpe,0.3056694934695791,True,False,0,Optimization terminated successfully,7,-0.3056694934695791,0.06544151391556456,-0.007878164057775361,0.0,0.06455848608443544,0.15212183594222464,0.03295392288778906,0.03295392288778906,0.0,0.0,0.032953910472345256,1.2415443804980608e-08
2009-02,shadow_ex_ante_sharpe,True,0.029796551181480193,0.029798866468726082,1.2660172293842265,0.0,0.000661513099590413,1.984539298771239e-06,3.3074794711832186e-07,0.0029916666666666668,0.3319170582395216,0.0,0.8320688395848329,0.16793116041516548,1.4916839488725423e-15,-0.009467372740711981,0.005265744557615873,0.030033394138080195,-0.02078476833011475,2009-01-31,2008-02-14,2009-01-30,252,0.11328129146985647,1.0,1.856651376146789,0.009425004692419393,0.006431019761447378,0.00043295100382748807,2.6298126194512828e-05,2.318264305348681e-06,0.3090725737230688,0.0064047216352528654,1.2540574760685101,ex_ante_sharpe,0.3090725737230688,True,False,0,Optimization terminated successfully,4,-0.30907257372306846,0.07207920675153034,-0.0088541901003302,1.1102230246251565e-16,0.05792079324846966,0.1511458098996698,0.0013230388941904985,0.0013230388941904985,1.6653345369377348e-16,0.0,0.001323026199180826,1.2695009672398366e-08
2009-03,shadow_ex_ante_sharpe,True,-0.014841413804465048,-0.014686803520073644,1.2472277437993529,-0.01484141380446502,0.044174366968972256,0.00013252310090691678,2.2087183484486072e-05,0.003183333333333333,0.287017313235088,0.0,0.8527114061268808,0.1472885938731193,0.0,-0.011713700978651377,0.005939274489003945,0.03218266476437234,-0.016869927512209146,2009-02-28,2008-03-13,2009-02-27,252,0.12923612023058234,1.0,1.798901098901099,0.00980462654112645,0.0064666799233621,0.00036080102121007027,2.0689901452304937e-05,0.00015461328443101634,0.34044541252231897,0.006445990021909795,1.4216809840374454,ex_ante_sharpe,0.34044541252231897,True,False,0,Optimization terminated successfully,4,-0.34044541252231986,0.06579978916775375,-0.007100087995124099,0.0,0.06420021083224625,0.1528999120048759,0.08834875389779284,0.08834875389779284,2.220446049250315e-16,0.0,0.08834873393794451,1.9959848329698104e-08
2009-04,shadow_ex_ante_sharpe,True,-0.005117277067131344,-0.005110172693130577,1.2408453338685184,-0.019882743245090984,0.002029821143076427,6.089463429229281e-06,1.014910571538241e-06,0.003283333333333333,0.3062415193702286,0.0,0.8739463642596309,0.12605363574036907,0.0,-0.012820923411390147,0.004874040667960138,0.02797052469648593,-0.016868282919986335,2009-03-31,2008-04-14,2009-03-31,252,0.13706232692287332,1.0,1.8647798742138364,0.00778543645257518,0.004494995744378935,0.0002897574475260978,2.2227190552709166e-05,7.1073748629123955e-06,0.26406569254080264,0.0044727685538262256,0.9534260165832829,ex_ante_sharpe,0.26406569254080264,True,False,0,Optimization terminated successfully,6,-0.26406569254081536,0.05896684975741178,-0.007541751861854906,0.0,0.07103315024258822,0.1524582481381451,0.004059662285751768,0.004059662285751768,0.0,0.0,0.004059642286152854,1.9999598914466343e-08
2009-05,shadow_ex_ante_sharpe,True,0.006355951056109999,0.006457260583593709,1.2487320860787892,-0.013653165931908018,0.02894557928106009,8.683673784318028e-05,1.4472789640530031e-05,0.0029916666666666668,0.2671888095952939,0.0,0.9184091302323584,0.08159086976764167,0.0,-0.00922967361846371,0.0055467244809503085,0.01673955741473412,-0.014198333979035973,2009-04-30,2008-05-14,2009-04-30,252,0.1380742224741716,1.0,1.6937751004016064,0.006459957455181634,0.003366978260970799,0.00017669212438551499,1.2925749682008677e-05,0.00010131252754416858,0.2532979740484603,0.00335405251128879,0.9365100488520351,ex_ante_sharpe,0.2532979740484603,True,False,0,Optimization terminated successfully,3,-0.2532979740484601,0.04604677505131255,-0.00416133315018935,0.0,0.08395322494868745,0.15583866684981065,0.05789117856212267,0.05789117856212267,0.0,0.0,0.05789115856212018,2.000000248747469e-08
2009-06,shadow_ex_ante_sharpe,True,-0.001346700086602462,-0.0011552049631852782,1.2470504184703237,-0.014981479298767475,0.054712892404909626,0.00016413867721472888,2.735644620245482e-05,0.003225,0.46171208219650967,1.0175922815515414e-16,0.965645695449051,0.034354304550948865,0.0,-0.007496514958824547,0.0076052506771043145,0.019439110318457277,-0.0005798888268263067,2009-05-31,2008-06-12,2009-05-29,252,0.14587760988018691,1.0,1.5048262548262548,0.008011794695236534,0.004595296571787365,0.00010424822238921194,1.0653910535356753e-05,0.00019149812344916868,0.45006911975908714,0.004584642661252009,1.4078585491228748,ex_ante_sharpe,0.45006911975908714,True,False,0,Optimization terminated successfully,5,-0.4500691197590872,0.03536917681641097,-0.0061158018587957885,0.0,0.09463082318358904,0.15388419814120421,0.12850355870289742,0.12850355870289742,0.0,0.0,0.10942578480981925,0.019077773893078173
2009-07,shadow_ex_ante_sharpe,True,-0.0008705753464043487,-0.0008705743304683319,1.2459647671202803,-0.015839012138641584,2.902674333828689e-07,8.708023001486068e-10,1.4513371663846253e-10,0.0034666666666666665,0.5893469506747628,3.598982070414915e-17,0.9667627945596643,0.033237205440335774,0.0,-0.004157973995079188,0.007913279476905241,0.012825283543100034,0.006669829332722363,2009-06-30,2008-07-14,2009-06-30,252,0.14541989897818736,1.0018382352941178,1.5212962962962964,0.008076540765177123,0.00460986745404534,0.00010359434952136862,1.0902036297329912e-05,6.644465117133583e-09,0.452918858995554,0.00459896541774801,1.3961581846862612,ex_ante_sharpe,0.452918858995554,True,False,0,Optimization terminated successfully,3,-0.452918858995554,0.035258079843582285,-0.00621469100069813,0.0,0.09474192015641772,0.15378530899930187,6.005348761606393e-07,6.005348761606393e-07,0.0,0.0,5.805348667657378e-07,2.0000009394901424e-08
2009-08,shadow_ex_ante_sharpe,True,0.0010571866085002416,0.0010571868288515624,1.247281984386743,-0.014798570321666094,6.295752018881217e-08,1.8887256056643653e-10,3.147876012979389e-11,0.0035499999999999998,0.7107192352730695,1.761445474561136e-08,0.9673648531347694,0.03263512925077582,0.0,8.394295252991599e-06,0.007928663704427234,0.011534059062383218,0.007022511569520685,2009-07-31,2008-08-14,2009-07-31,252,0.14688160869647338,1.0561224489795917,1.5791814946619218,0.008046326108423048,0.004496319602689432,0.00010382868395239106,1.1114259951183645e-05,6.505733616622984e-09,0.44126400161449963,0.004485205342738248,1.348704785839334,ex_ante_sharpe,0.44126400161449963,True,False,0,Optimization terminated successfully,9,-0.4412640016144996,0.03529793488900863,-0.006267992319144489,0.0,0.09470206511099138,0.15373200768085551,1.3999999999999998e-07,6.008173625283369e-08,0.0,0.0,1.2591504037762435e-07,1.4084959622375636e-08
