month,policy,model_active,return,gross_return,nav,drawdown,predecision_drawdown,drawdown_multiplier,maximum_objective_tilt,applied_objective_tilt,objective_overlay_deployed,objective_lw_risk_veto,deployed_risk_model,desired_lw_annual_volatility,desired_lw_historical_cdar,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,desired_w_KODEX200,desired_w_BOND,desired_w_GLD,desired_w_USO,shadow_w_KODEX200,shadow_w_BOND,shadow_w_GLD,shadow_w_USO,regime_confidence,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,downside_semivariance,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,turnover_budget_l1,baseline_turnover_budget_l1,minimum_risk_trade_l1,risk_required_extra_trade_l1,actual_trade_l1,turnover_slack,projection_distance
2007-04,Stage47_D_GuardedDownsidePenalty_LW,True,-0.003393978912620271,-0.0018939777610205081,0.9966060210873797,-0.003393978912620277,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.012113993847075961,-4.920799018209854e-05,1.0,0.0015,1.1515997632048401e-09,0.0,0.9999976968004736,2.303199526409679e-06,1.339000402600846e-21,0.0,0.9999976968004736,2.303199526409679e-06,1.339000402600846e-21,0.0,0.9999988028602877,1.1971397123374713e-06,2.678000805201692e-20,0.15454822265618828,2007-03-31,2006-04-13,2007-03-30,252,0.04739306077384952,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,1.2229070577249522e-05,8.071420992530286e-10,0.00150000456704497,,0.012113993847075961,-4.920799018209854e-05,0.0,0.11788600615292405,0.1599507920098179,,1.0,0.0,0.0,1.0,,0.0
2007-05,Stage47_D_GuardedDownsidePenalty_LW,True,0.002277210734720944,0.0022772418843930225,0.9988755030168873,-0.0011244969831126772,-0.003393978912620277,0.9095608628234509,0.05,0.04547804314117255,True,False,ledoit_wolf,0.011962911933395515,-0.0009962715828908397,8.899906308203154e-06,2.6699718924609463e-08,4.44995315412998e-09,4.951397718124415e-20,0.9999888353339623,1.1164666037735201e-05,9.677397700293304e-18,4.951397718124415e-20,0.9999888353339623,1.1164666037735201e-05,9.677397700293304e-18,0.0,0.9999899376560953,1.0062343904511847e-05,2.1279274638648832e-16,0.07810498821973193,2007-04-30,2006-05-12,2007-04-30,252,0.04991702019011051,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,1.1925938493848068e-05,2.7672284648028876e-07,3.4345686634879935e-08,,0.011962911933395515,-0.0009962715828908397,0.0,0.11803708806660448,0.15900372841710916,,1.7790368322046078e-05,0.0,0.0,1.7799812616406308e-05,,0.0
2007-06,Stage47_D_GuardedDownsidePenalty_LW,True,-0.011502852367843446,-0.010113020819260679,0.9873855855718288,-0.012614414428171239,-0.0011244969831126772,0.9700356014198603,0.05,0.04850178007099302,True,False,ledoit_wolf,0.10794328809003145,-0.020309566980041993,0.39709472816650515,0.0011912841844995154,0.00019854736408325254,0.0,0.6028939055925518,0.3971060944074481,1.5512447477004254e-18,0.0,0.6028939055925518,0.3971060944074481,1.5512447477004254e-18,0.0,0.6028950337765948,0.3971049662234052,2.0816681711721685e-17,0.06576358464494685,2007-05-31,2006-06-14,2007-05-31,252,0.04575129890675247,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009709794536406271,5.100763363749122e-05,0.001389834548587175,,0.10794328809003145,-0.020309566980041993,0.0,0.02205671190996855,0.139690433019958,,0.7941894644130159,0.0,0.0,0.7941894563330103,,0.0
2007-07,Stage47_D_GuardedDownsidePenalty_LW,True,0.015635039530499443,0.015635039821998008,1.0028233982340895,0.0,-0.012614414428171239,0.6638645123488848,0.05,0.03319322561744424,True,False,ledoit_wolf,0.10424758935434562,-0.019713819260290477,8.328530473661339e-08,2.4985591420984017e-10,4.1642652409203597e-11,2.6026790179494475e-20,0.6092838053912887,0.3907161946087114,6.941253886125479e-19,2.6026790179494475e-20,0.6092838053912887,0.3907161946087114,6.941253886125479e-19,7.588854756107807e-19,0.6092849508537207,0.39071504914627925,3.0914363933900866e-18,0.08557448578072228,2007-06-30,2006-07-13,2007-06-29,252,0.04610365131849997,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009056299905160231,5.2175632977689734e-05,6.5121177961936426e-09,,0.10424758935434562,-0.019713819260290477,0.0,0.02575241064565438,0.14028618073970953,,1.3085955297143044e-07,0.0,0.0,1.6657060947322677e-07,,0.0
2007-08,Stage47_D_GuardedDownsidePenalty_LW,True,0.008732923720539033,0.008732924107612686,1.0115809784760397,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.10272096415917199,-0.020154340560168627,1.1059247226338018e-07,3.317774167901405e-10,5.529623611771168e-11,2.3282277288698378e-21,0.6045589887555399,0.39544101124446007,6.425007045190794e-19,2.3282277288698378e-21,0.6045589887555399,0.39544101124446007,6.425007045190794e-19,0.0,0.6045601285824875,0.39543987141751247,0.0,0.09148695043609563,2007-07-31,2006-08-14,2007-07-31,252,0.05051096637403731,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008792997064824914,5.046969293179998e-05,6.521338667719317e-09,,0.10272096415917199,-0.020154340560168627,0.0,0.02727903584082801,0.13984565943983138,,2.6217894633085093e-07,0.0,0.0,2.2118494452676035e-07,,0.0
2007-09,Stage47_D_GuardedDownsidePenalty_LW,True,0.030340089505651396,0.03034009163558757,1.0422724359052171,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.09775015406676144,-0.020762927198553605,6.085531917872601e-07,1.8256595753617802e-09,3.0427659585471424e-10,2.6370636157163786e-17,0.5980302021670115,0.4019697978329884,3.785181830034157e-17,2.6370636157163786e-17,0.5980302021670115,0.4019697978329884,3.785181830034157e-17,0.0,0.5980313577996172,0.4019686422003825,2.1741867565575984e-16,0.11453703947995875,2007-08-31,2006-09-14,2007-08-31,252,0.05982169017954228,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0007962577183396332,4.956255134761068e-05,7.097148776045355e-09,,0.09775015406676144,-0.020762927198553605,0.0,0.03224984593323857,0.1392370728014464,,1.2181063872018789e-06,0.0,0.0,1.2171063835745201e-06,,0.0
2007-10,Stage47_D_GuardedDownsidePenalty_LW,True,0.027097630322880026,0.027097630959011278,1.0705155490691043,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.09303198635336753,-0.02226637122834052,1.8175178601188632e-07,5.45255358035659e-10,9.087589303135727e-11,2.6518115711083064e-17,0.5818946909269305,0.41810530907306953,3.6669902121664694e-17,2.6518115711083064e-17,0.5818946909269305,0.41810530907306953,3.6669902121664694e-17,0.0,0.581895870016002,0.4181041299839978,1.6653345369377348e-16,0.17346990108196522,2007-09-30,2006-10-12,2007-09-28,252,0.06843414848905073,1.0,1.0,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0007212458737377636,5.180602956810994e-05,6.557339310296125e-09,,0.09303198635336753,-0.02226637122834052,0.0,0.03696801364663248,0.13773362877165948,,3.6450358154031044e-07,0.0,0.0,3.6350357202377265e-07,,0.0
2007-11,Stage47_D_GuardedDownsidePenalty_LW,True,0.010910031367326491,0.012175248014544341,1.082194907288659,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.17372556502868927,-0.060984873786420035,0.3614904706336715,0.0010844714119010146,0.00018074523531683574,4.7340671402658346e-17,0.2078174340384077,0.7921825659615922,3.4043101183097585e-17,4.4973637832525424e-17,0.21826799087034854,0.7817320091296514,3.2340946123942703e-17,0.0,0.41682857067722484,0.5831714293227751,0.0,0.09533685996764896,2007-10-31,2006-11-14,2007-10-31,252,0.055769476886525095,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333696,,0.0012652196472226914,,0.130000000001678,-0.0621591518005351,0.0,-1.6780743461453085e-12,0.0978408481994649,,0.7229808161818211,0.0,0.0,0.722980941267343,,0.0
2007-12,Stage47_D_GuardedDownsidePenalty_LW,True,0.06526698835007223,0.06542435564305762,1.1528265096951755,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.17216075797996105,-0.056372804713947455,0.04496208371011156,0.00013488625113033468,2.2481041855055802e-05,1.8571958160625e-18,0.2496085011767209,0.750391498823279,0.0,2.2692854415180245e-18,0.2592635807880201,0.7407364192119797,0.0,1.0098988325172993e-17,0.44271009340270545,0.5572899065972946,0.0,0.01623156952645736,2007-11-30,2006-12-14,2007-11-30,252,0.05518464458246113,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333528,,0.00015737029302431208,,0.1300000000009007,-0.0574598186056977,0.0,-9.007239398783896e-13,0.1025401813943023,,0.08992416742022312,0.0,0.0,0.08992416742022312,,0.0
2008-01,Stage47_D_GuardedDownsidePenalty_LW,True,0.08629670779574589,0.08640995874336438,1.2523116421415297,0.0,0.0,1.0,0.05,0.05,False,True,stage36_frozen_fallback,0.16660618193960414,-0.049985839896490934,0.03235741360528342,9.707224081585027e-05,1.6178706802641714e-05,4.675525514123435e-19,0.2672310250415718,0.7327689749584281,6.0182749693602115e-18,4.621320223235175e-19,0.27569403193791286,0.724305968062087,5.717361220892201e-18,3.5914196963582334e-19,0.43649116296839263,0.5635088370316075,0.0,0.000809579527851767,2007-12-31,2007-01-12,2007-12-31,252,0.054692486130835834,1.0,1.0,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333333334,,0.00011325394767257542,,0.1300000000000049,-0.0508051753972846,1.1102230246251565e-16,-4.9404924595819466e-15,0.1091948246027154,,0.06471482721056684,0.0,0.0,0.06471482721056684,,0.0
