month,policy,model_active,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,cash_return,regime_confidence,w_KODEX200,w_BOND,w_GLD,w_USO,stage36_mu_KODEX200,stage36_mu_BOND,stage36_mu_GLD,stage36_mu_USO,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,expected_total_return,expected_excess_return_after_cost,expected_monthly_variance,historical_downside_semivariance,estimated_transaction_cost,ex_ante_sharpe_objective,downside_penalty_objective,direct_sortino_objective,objective_mode,selected_objective_value,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,turnover_budget_l1,baseline_turnover_budget_l1,minimum_risk_trade_l1,risk_required_extra_trade_l1,actual_trade_l1,turnover_slack
2008-02,shadow_downside_penalty,True,0.036959752916260934,0.0370715816634986,1.2580179725677934,0.0,0.03195107063933511,9.585321191800534e-05,1.597553531966761e-05,0.0042,0.004540719195752126,0.0,0.4490854720760279,0.5509145279239721,0.0,0.0019628660462337375,0.008050033910408797,0.0224679775556834,0.009249895491056783,2008-01-31,2007-02-14,2008-01-31,252,0.05409277484740294,1.0,1.0,0.015993088527379688,0.011681256780087244,0.0014083333349752362,0.00012363884736274746,0.00011183174729244419,0.31126969580885394,0.011557617932724496,1.0505387998801314,downside_penalty,0.011557617932724496,True,False,0,Optimization terminated successfully,5,-0.011557617932724496,0.13000000007578014,-0.033143587785380034,0.0,-7.578013216935631e-11,0.12685641221461996,0.22006365816089218,0.22006365816089218,0.062113925999610214,0.0,0.06390214127867022,0.15616151688222196
2008-03,shadow_downside_penalty,True,-0.03214209688865323,-0.03205388010690574,1.2175826370058522,-0.032142096888653215,0.025204794784995793,7.561438435498738e-05,1.260239739249791e-05,0.004141666666666666,0.010120347172025776,0.0,0.41075097709712366,0.5892490229028764,0.0,0.0015732591694852778,0.010567943728742731,0.0251318665429316,0.011762295190122342,2008-02-29,2007-03-15,2008-02-29,252,0.06636838800812198,1.0,1.0,0.019149721016636433,0.014919834568152851,0.0011991646099184913,0.00013525898793869643,8.821978181691653e-05,0.43084852072777857,0.014784575580214154,1.2828649537369001,downside_penalty,0.014784575580214154,True,False,0,Optimization terminated successfully,2,-0.014784575580214171,0.11995822322384529,-0.036876280932006456,0.0,0.010041776776154712,0.12312371906799355,0.05040960956999107,0.05040960956999107,0.0,0.0,0.050409589569991586,1.9999999482933628e-08
2008-04,shadow_downside_penalty,True,-0.013250026028690349,-0.013178834044866573,1.2014496353734434,-0.04496623929695209,0.020340566806792998,6.1021700420378995e-05,1.0170283403396485e-05,0.0042499999999999994,0.01179701242706884,0.0,0.4040510302223736,0.5959489697776263,0.0,0.0016383972122370465,0.01066355693110251,0.020227863183771636,0.013518332420132723,2008-03-31,2007-04-13,2008-03-31,252,0.05082417662396046,1.0,1.0,0.016363395389018383,0.012042200405108573,0.001408333337501951,0.00018828207877322548,7.119498390981046e-05,0.32088773701085427,0.011853918326335347,0.877609585582806,downside_penalty,0.011853918326335347,True,False,0,Optimization terminated successfully,5,-0.011853918326335353,0.13000000019239774,-0.0375281368395541,0.0,-1.9239773663137782e-10,0.12247186316044589,0.21271137626867276,0.21271137626867276,0.0,0.0,0.040681133613585996,0.17203024265508676
2008-05,shadow_downside_penalty,True,0.04098451050036055,0.04134178482593591,1.2506904605700606,-0.005824648103219254,0.11298278353195007,0.0003389483505958502,1.8325974979507436e-05,0.004066666666666666,0.01852395784019989,0.0,0.3765423201125194,0.5104748963555304,0.11298278353195011,0.005099144840810439,0.012558014342251383,0.01739711998045463,0.020559747262021345,2008-04-30,2007-05-15,2008-04-30,252,0.05031216738773624,1.0,1.0,0.015932314349721498,0.011508371857435726,0.0014083333356318657,0.00020512147320072129,0.00035727582561910514,0.30666284235704855,0.011303250384235006,0.8035415211307924,downside_penalty,0.011303250384235006,True,False,0,Optimization terminated successfully,20,-0.011303250384235006,0.13000000010608612,-0.056827432806294355,0.0,-1.0608611211715413e-10,0.10317256719370566,0.2789079636022039,0.2789079636022039,2.220446049250313e-16,0.0,0.22596556706390014,0.05294239653830374
2008-06,shadow_downside_penalty,True,0.055202330317743166,0.05548991935825217,1.3197314884996993,0.0,0.08320720485059815,0.0002496216145517945,3.7967425957208976e-05,0.00455,0.0637337475929635,0.0,0.43460615726843493,0.43394031273419353,0.13145352999737156,0.0037337488934425737,0.01323778876508007,0.019625975120557502,0.02963612778212526,2008-05-31,2007-06-14,2008-05-30,252,0.04520319803811677,1.0,1.9850187265917603,0.018165499899864473,0.013327909359230157,0.0014083333467818922,0.00017089614700597095,0.00028759054063431656,0.35514793936367306,0.013157013212224187,1.0195203405673805,downside_penalty,0.013157013212224187,True,False,0,Optimization terminated successfully,14,-0.013157013212224187,0.13000000062070272,-0.05432471741920549,0.0,-6.207027114513153e-10,0.1056752825807945,0.16805622830832873,0.16805622830832873,0.08568031074760663,0.0,0.1664144097011963,0.001641818607132417
2008-07,shadow_downside_penalty,True,-0.042917021189181254,-0.04273985223454392,1.263092544243728,-0.04291702118918128,0.050619839953875666,0.000151859519861627,2.530943477570521e-05,0.004916666666666667,0.060237451640807294,0.0,0.4606620521570571,0.4452547529485984,0.09408319489434457,0.0027036193543438754,0.01014859409462252,0.021889785674200482,0.027158549206902513,2008-06-30,2007-07-13,2008-06-30,252,0.04324885334584284,1.0,1.953125,0.01697676637268236,0.011882928616784307,0.0014083333334222537,0.00014224630663785468,0.0001771710892313876,0.31664363240515114,0.011740682310146452,0.9963294985443777,downside_penalty,0.011740682310146452,True,False,0,Optimization terminated successfully,17,-0.011740682310146452,0.13000000000410403,-0.04471090270078885,0.0,-4.104022677253738e-12,0.11528909729921116,0.1067820378491327,0.1067820378491327,0.09875716323261378,0.0,0.10123967990775133,0.005542357941381373
2008-08,shadow_downside_penalty,True,-0.012101770333190645,-0.011876562521424487,1.247806888363725,-0.05449941958855575,0.06954331909572496,0.0002086299572871749,1.657785447898195e-05,0.004833333333333333,0.09938741265842,0.0,0.45034872861906,0.5042633485226045,0.04538792285833566,-7.07525499653522e-05,0.005769064421253412,0.015776272228801593,0.014795253173567134,2008-07-31,2007-08-15,2008-07-31,252,0.039765831898707436,1.0,1.9241935483870969,0.011225012498444003,0.006166469853282956,0.0014083333491818313,0.00020618746679372586,0.00022520931182771364,0.16431752352509665,0.00596028238648923,0.42944295365207613,downside_penalty,0.00596028238648923,True,False,0,Optimization terminated successfully,9,-0.00596028238648923,0.13000000073146914,-0.04062497791569227,0.0,-7.314691352622305e-10,0.11937502208430772,0.13908664819145355,0.13908664819145355,0.0,0.0,0.13908663819144992,1.0000003630716847e-08
2008-09,shadow_downside_penalty,True,0.054805290800090445,0.055279642334571055,1.316193307742855,-0.002680985327452312,0.14366085293288564,0.0004309825587986569,4.3368975681951595e-05,0.004808333333333333,0.18377501664451837,2.7755575615628914e-17,0.5419222824409451,0.35622207398101247,0.10185564357804239,-0.0034678951014893507,0.005499743393312129,0.013925156880516732,0.0297861987457496,2008-08-31,2007-09-13,2008-08-29,252,0.04251956651227154,1.0,1.9682779456193353,0.010974774200023659,0.005692087832179792,0.0014083333391125888,0.000171515808564213,0.0004743530345105338,0.15167669701925013,0.00552057202361558,0.4346298153617348,downside_penalty,0.00552057202361558,True,False,0,Optimization terminated successfully,6,-0.005520572023615578,0.13000000026673486,-0.04256203999563627,0.0,-2.667348564244776e-10,0.11743796000436374,0.28732171586577304,0.28732171586577304,0.07322388043974135,0.0,0.28732170586577127,1.0000001771093281e-08
2008-10,shadow_downside_penalty,True,-0.05080851145281409,-0.05061036259882454,1.2493194849922848,-0.0533532799065517,0.06358053924020018,0.00019074161772060055,7.407236268956716e-06,0.004783333333333333,0.10258074324474727,4.856100792128758e-17,0.531139963128871,0.4396562256033419,0.02920381126778699,-0.002956208152220687,0.008910192304114427,0.023767811742896845,0.019167191185290974,2008-09-30,2007-10-15,2008-09-30,252,0.08340146125345217,1.0,1.9957386363636362,0.01574198064752013,0.010760496960102561,0.0014083333395865302,0.000146756258006476,0.0001981503540842344,0.28673426781863126,0.010613740702096086,0.8882475419789668,downside_penalty,0.010613740702096086,True,False,0,Optimization terminated successfully,7,-0.010613740702096086,0.13000000028860909,-0.035009585582570835,0.0,-2.8860908107830596e-10,0.12499041441742917,0.12716108848066654,0.12716108848066654,0.04864812615457684,0.0,0.12716107848040037,1.0000266170706595e-08
2008-11,shadow_downside_penalty,True,0.0714683181077778,0.07171093199178903,1.3386062473639586,0.0,0.06931825257463713,0.0002079547577239114,3.465912628731854e-05,0.003658333333333333,0.24163937232938082,0.06931680887175941,0.5669660501411548,0.3414821348135186,0.022235006173567357,-0.004508085232858791,0.0037998590602456883,0.011280892002041522,0.00031493103820688,2008-10-31,2007-11-15,2008-10-31,252,0.13517959951247158,1.0,1.9853333333333332,0.0057011305770535686,0.0018001814999703129,0.0014083333333396704,0.0002070872994106377,0.00024261574374992282,0.04796932031980181,0.0015930942005596752,0.12509488780832062,downside_penalty,0.0015930942005596752,True,False,0,Optimization terminated successfully,32,-0.0015930942005596745,0.1300000000002925,-0.03566107666223928,2.220446049250313e-16,-2.924882558374975e-13,0.12433892333776073,0.13863650535127087,0.020757650199304752,0.13863640217124498,0.11787875197194023,0.13863650514927425,2.0199661387998447e-10
2008-12,shadow_downside_penalty,True,0.0356494235681943,0.036044225491911414,1.3863267884672674,0.0,0.12034975301326895,0.00036104925903980686,3.3752664677308586e-05,0.004058333333333333,0.37974773387952787,0.008617815369559138,0.6510718415176355,0.3403103431128051,1.1721986675644777e-16,-0.006885150746375603,0.0038432077309604063,0.0219114435823848,-0.006139013541082552,2008-11-30,2007-12-13,2008-11-28,252,0.12911237991302818,1.0,1.9555837563451777,0.009899560260425601,0.005446425003294167,0.0014083333333775522,0.00011622017153245092,0.000394801923798101,0.14513053577185986,0.005330204831761717,0.5052086430141188,downside_penalty,0.005330204831761717,True,False,0,Optimization terminated successfully,10,-0.0053302048317617175,0.13000000000204087,-0.025035081321157532,1.1102230246251565e-16,-2.040867475017194e-12,0.13496491867884247,0.24069950602654303,0.24069950602654303,0.11539027581656276,0.0,0.2406995060265379,5.134781488891349e-15
2009-01,shadow_downside_penalty,True,0.03687234313475803,0.03692101206483454,1.4374439055085395,0.0,0.01515511639011837,4.546534917035511e-05,3.2035809061529908e-06,0.0028416666666666664,0.3189464693186168,0.0,0.6711989099639031,0.328801090036097,4.310656589054572e-17,-0.00405925834220966,0.0047854458864344425,0.02964023010940772,-0.018555240690302156,2008-12-31,2008-01-15,2008-12-31,252,0.12426928869957922,1.0,1.9555288461538463,0.012957726031560042,0.01006738893452557,0.0014083333334121207,0.00010017969058442054,4.867043036780595e-05,0.26826506359488067,0.00996720924394115,1.0058356031155797,downside_penalty,0.00996720924394115,True,False,0,Optimization terminated successfully,7,-0.00996720924394115,0.13000000000363635,-0.02329229730920221,0.0,-3.636341228130391e-12,0.1367077026907978,0.03295392288778906,0.03295392288778906,0.007998981841507071,0.0,0.03031023278023674,0.002643690107552322
2009-02,shadow_downside_penalty,True,0.05376714697454845,0.0538638172718406,1.514731163243686,0.0,0.027620084940614565,8.28602548218437e-05,1.3810042470307334e-05,0.0029916666666666668,0.3319170582395216,0.027619572189821417,0.6512018371280809,0.32117859068209775,0.0,-0.009467372740711981,0.005265744557615873,0.030033394138080195,-0.02078476833011475,2009-01-31,2008-02-14,2009-01-30,252,0.11328129146985647,1.0,1.856651376146789,0.01281366094757518,0.009725321566987912,0.0014083333490725854,0.00010910736683394986,9.66727139206028e-05,0.2591500150744868,0.009616214200153963,0.9310584216689077,downside_penalty,0.009616214200153963,True,False,0,Optimization terminated successfully,5,-0.009616214200153963,0.130000000726427,-0.024744708378124564,0.0,-7.264270018847441e-10,0.13525529162187544,0.05524017988400955,0.0013230388941904985,0.05524006630382964,0.05391702740963914,0.05524016988122913,1.0002780423401525e-08
2009-03,shadow_downside_penalty,True,-0.036592918820964306,-0.03643909417900951,1.459302728751525,-0.03659291882096427,0.04417437194887942,0.00013252311584663828,2.1301526108159772e-05,0.003183333333333333,0.287017313235088,0.02227038187235733,0.6625098905273569,0.31521972760028577,6.5404116649592116e-18,-0.011713700978651377,0.005939274489003945,0.03218266476437234,-0.016869927512209146,2009-02-28,2008-03-13,2009-02-27,252,0.12923612023058234,1.0,1.798901098901099,0.01381857031806552,0.010481410842259634,0.001408333333425339,9.89628107160832e-05,0.00015382614247255445,0.2792974786646766,0.01038244803154355,1.0536193396630456,downside_penalty,0.01038244803154355,True,False,0,Optimization terminated successfully,6,-0.01038244803154355,0.1300000000042464,-0.023722593529446556,0.0,-4.246408780161914e-12,0.13627740647055345,0.08834875389779284,0.08834875389779284,0.0791081951604438,0.0,0.08834874389775885,1.000003399531657e-08
2009-04,shadow_downside_penalty,True,-0.023900019383144913,-0.023892914998922293,1.4244253652484873,-0.059618366735002315,0.002029824063605851,6.089472190817553e-06,1.0149120318029526e-06,0.003283333333333333,0.3062415193702286,0.024939985651644028,0.6927241593912508,0.2823358549571053,0.0,-0.012820923411390147,0.004874040667960138,0.02797052469648593,-0.016868282919986335,2009-03-31,2008-04-14,2009-03-31,252,0.13706232692287332,1.0,1.8647798742138364,0.010953694082411744,0.007663253377121059,0.0011652856675206619,0.00011200937571719743,7.1073719573519165e-06,0.2244899911573563,0.007551244001403862,0.724079074722059,downside_penalty,0.007551244001403862,True,False,0,Optimization terminated successfully,24,-0.00755124400140386,0.11825154548777764,-0.02511710832515965,0.0,0.011748454512222367,0.13488289167484036,0.004059662285751768,0.004059662285751768,5.551115123125783e-17,0.0,0.004059648127211702,1.4158540066061542e-08
2009-05,shadow_downside_penalty,True,0.02640941673425383,0.02651072625955712,1.4620436083261763,-0.03478343629286873,0.028945578724302777,8.683673617290834e-05,1.4472789130384303e-05,0.0029916666666666668,0.2671888095952939,0.00011989960649776699,0.7185901101203159,0.2812899902731864,2.48699542690634e-18,-0.00922967361846371,0.0055467244809503085,0.01673955741473412,-0.014198333979035973,2009-04-30,2008-05-14,2009-04-30,252,0.1380742224741716,1.0,1.6937751004016064,0.008693384663706184,0.005600405472370906,0.0012671424409070123,0.0001286222761858657,0.00010131252466861076,0.15732826477735268,0.0054717831961850405,0.49381170033718474,downside_penalty,0.0054717831961850405,True,False,0,Optimization terminated successfully,26,-0.0054717831961850405,0.1233114321175622,-0.03483704333901949,0.0,0.00668856788243781,0.1251629566609805,0.05789117856212267,0.05789117856212267,0.0,0.0,0.057891157448605554,2.111351711520104e-08
2009-06,shadow_downside_penalty,True,-0.010122443613271154,-0.010121903484741197,1.447244154340751,-0.044553786533589546,0.00017102721479609812,5.130816443882943e-07,2.704688556948317e-08,0.003225,0.46171208219650967,2.228535534118657e-18,0.6989876549774323,0.3010123450225677,0.0,-0.007496514958824547,0.0076052506771043145,0.019439110318457277,-0.0005798888268263067,2009-05-31,2008-06-12,2009-05-29,252,0.14587760988018691,1.0,1.5048262548262548,0.01116738851841589,0.007941846860602078,0.001408333335093821,0.00014538735525876408,5.416578138126861e-07,0.21162588092148513,0.0077964595053433144,0.6586552992252798,downside_penalty,0.0077964595053433144,True,False,0,Optimization terminated successfully,14,-0.0077964595053433144,0.1300000000812533,-0.04214107634364417,0.0,-8.125328188057779e-11,0.11785892365635584,0.12850355870289742,0.12850355870289742,4.1883466709787826e-05,0.0,0.00034205442959219624,0.12816150427330522
2009-07,shadow_downside_penalty,True,-0.005749278857276966,-0.0057492778413409315,1.438923544122882,-0.05004691324793731,2.902674383087519e-07,8.708023149262557e-10,1.4513371915381157e-10,0.0034666666666666665,0.5893469506747628,0.0,0.7061347958993638,0.2938652041006362,0.0,-0.004157973995079188,0.007913279476905241,0.012825283543100034,0.006669829332722363,2009-06-30,2008-07-14,2009-06-30,252,0.14541989897818736,1.0018382352941178,1.5212962962962964,0.009356746554360728,0.00589007324322894,0.0013265272574229544,0.0001387753389985154,6.644465121980927e-09,0.16171958051612967,0.005751297904230424,0.49999371686272065,downside_penalty,0.005751297904230424,True,False,0,Optimization terminated successfully,2,-0.005751297904230431,0.12616785283532192,-0.0468341844409941,0.0,0.0038321471646780847,0.1131658155590059,6.005348761606393e-07,6.005348761606393e-07,0.0,0.0,5.805348766175038e-07,1.9999999543135436e-08
2009-08,shadow_downside_penalty,True,0.0061277293117653195,0.00612772951884038,1.4477408781015932,-0.044225857873444574,5.916430284673906e-08,1.774929085402172e-10,2.958215143771464e-11,0.0035499999999999998,0.7107192352730695,2.775557561562892e-17,0.7100415550910688,0.28995844490893125,2.962484270657447e-17,8.394295252991599e-06,0.007928663704427234,0.011534059062383218,0.007022511569520685,2009-07-31,2008-08-14,2009-07-31,252,0.14688160869647338,1.0561224489795917,1.5791814946619218,0.008974078535702031,0.005424072029581658,0.0013338827218316452,0.000133509228255497,6.506120374492184e-09,0.1485137364558895,0.00529056280132616,0.46942888092292634,downside_penalty,0.00529056280132616,True,False,0,Optimization terminated successfully,3,-0.005290562801326159,0.12651716350748518,-0.050052967329623055,0.0,0.0034828364925148236,0.10994703267037695,1.3999999999999998e-07,6.008173625283369e-08,0.0,0.0,1.1832860569347813e-07,2.1671394306521857e-08
2009-09,shadow_downside_penalty,True,-0.0008458054101989444,-0.0008458044157148832,1.4465163710343287,-0.04503425681378348,2.841383032142895e-07,8.524149096428684e-10,1.4206915162430132e-10,0.00365,0.6563893511731922,8.673778969051281e-18,0.7060090739856273,0.2939909260143728,2.7338933016227368e-18,7.255623803632068e-05,0.006987471615823029,0.011604652781364778,0.0067990672585324635,2009-08-31,2008-09-12,2009-08-31,252,0.1730499214703132,1.1,1.650943396226415,0.00834488098225677,0.004694874343713304,0.0013422117234126517,0.0001342014131563238,6.638543465176493e-09,0.12814847996306747,0.00456067293055698,0.40527090716878134,downside_penalty,0.00456067293055698,True,False,0,Optimization terminated successfully,2,-0.00456067293055698,0.12691154668095342,-0.050302001642506686,0.0,0.0030884533190465857,0.10969799835749332,5.882766074272273e-07,5.882766074272273e-07,0.0,0.0,5.68276606428579e-07,2.000000099864837e-08
