signal_month,p_current,p_h1,p_h3,p_h6,p_delta1,p_delta3,duration,switches12,train_rows,feature_count,risk_state_return,fit_success
2010-05,0.0,0.12704651162790698,0.15353794652043215,0.15507317237842874,0.0,0.0,18,0,50,14,-0.0501385537438721,True
2010-06,1.0,0.3382941176470588,0.1820840378261222,0.17456665702474292,1.0,1.0,1,1,51,14,-0.03837807645361345,True
2010-07,0.0,0.14384265734265733,0.16536857698014795,0.16599563248876487,-1.0,0.0,1,2,52,14,-0.041514203731015754,True
2010-08,0.0,0.1428490566037736,0.16429079981365008,0.1649342883662189,0.0,0.0,2,2,53,14,-0.04322417910518803,True
2010-09,0.0,0.1400547504025765,0.16140335903247705,0.16206231602585014,0.0,-1.0,3,2,54,14,-0.04322417910518803,True
2010-10,0.0,0.13737524177949711,0.15862305055789883,0.15929655418456068,0.0,0.0,4,2,55,14,-0.041514203731015754,True
2010-11,0.0,0.1348035714285714,0.15594404675409226,0.15663121774291372,0.0,0.0,5,2,56,14,-0.04043615997940871,True
2010-12,0.0,0.13820289855072465,0.19383975141502974,0.20289112833586243,0.0,0.0,6,2,57,14,-0.02057887602534432,True
2011-01,0.0,0.13558840792369772,0.1905554166568301,0.19961270135535103,0.0,0.0,7,2,58,14,-0.015679871116681465,True
2011-02,0.0,0.13289830508474576,0.17726546064030133,0.1826822627427667,0.0,0.0,8,2,59,14,-0.020729520918156715,True
2011-03,0.0,0.10246969696969699,0.18761331201139497,0.24452446481854315,0.0,0.0,9,2,60,14,-0.015236850294528453,True
2011-04,0.0,0.1083529229817507,0.1435500607397657,0.148139565063469,0.0,0.0,10,2,61,14,-0.026401408263390432,True
2011-05,0.0,0.08121879382889201,0.15022963663451377,0.21132028106257644,0.0,0.0,11,1,62,14,-0.014743462943383613,True
2011-06,0.0,0.08145254981425194,0.14938446305474778,0.20968310620089198,0.0,0.0,12,0,63,14,-0.015018058467017422,True
2011-07,0.0,0.079375,0.144175,0.20039259999999992,0.0,0.0,13,0,64,14,-0.016279677323163058,True
2011-08,0.0,0.07966461538461539,0.14351994612381538,0.1990514974815345,0.0,0.0,14,0,65,14,-0.013849044509133905,True
2011-09,1.0,0.4863636363636364,0.19971659927683175,0.136191368722652,1.0,1.0,1,1,66,14,-0.05671558647399731,True
2011-10,1.0,0.5488208955223881,0.26353992660541015,0.18271061235047242,0.0,1.0,2,1,67,14,-0.014139152539753,True
2011-11,0.0,0.0876711668273867,0.12103500229158853,0.12842892256920616,-1.0,0.0,1,2,68,14,-0.027729411571137657,True
2011-12,0.0,0.08790930341280973,0.1209031793082144,0.12824347332497765,0.0,-1.0,2,2,69,14,-0.027729411571137657,True
2012-01,0.0,0.08671428571428572,0.11934805238095239,0.1266354558590771,0.0,-1.0,3,2,70,14,-0.027729411571137657,True
2012-02,0.0,0.0855550176056338,0.11783814886478908,0.125073400823713,0.0,0.0,4,2,71,14,-0.027729411571137657,True
2012-03,0.0,0.09411111111111112,0.17061559250715538,0.2279551436275436,0.0,0.0,5,2,72,14,-0.01613569527093538,True
2012-04,0.0,0.09409539227895392,0.1695664086016792,0.22630890405821324,0.0,0.0,6,2,73,14,-0.01635103095390189,True
2012-05,0.0,0.09408783783783783,0.1685582164332098,0.22471763500919376,0.0,0.0,7,2,74,14,-0.015033198699180374,True
2012-06,0.0,0.09275438596491228,0.1662554330478498,0.22184535592122426,0.0,0.0,8,2,75,14,-0.017740566797575127,True
2012-07,0.0,0.09146279491833031,0.1640243867708034,0.21905800465177622,0.0,0.0,9,2,76,14,-0.01689444002889222,True
2012-08,0.0,0.09021109399075503,0.16186176154888973,0.21635188269794925,0.0,0.0,10,1,77,14,-0.016735414645762194,True
2012-09,0.0,0.0868974358974359,0.15047120256410257,0.1938323362451754,0.0,0.0,11,1,78,14,-0.022901372554543675,True
2012-10,0.0,0.07778158803222096,0.14338617287624544,0.21103703780307773,0.0,0.0,11,1,79,14,-0.01781810695675106,True
2012-11,0.0,0.07675,0.1415098540879017,0.2084102568109022,0.0,0.0,12,0,80,14,-0.018138813984501102,True
2012-12,0.0,0.08747988849064117,0.15781227427158173,0.21335058874831986,0.0,0.0,14,0,81,14,-0.015658183860141072,True
2013-01,0.0,0.08758536585365853,0.15709326585365854,0.2121090989643586,0.0,0.0,15,0,82,14,-0.016309910972010455,True
2013-02,0.0,0.08714457831325301,0.15776983666967037,0.21517634105472627,0.0,0.0,16,0,83,14,-0.017296359857022707,True
2013-03,0.0,0.0872485119047619,0.1570588880874153,0.21393050998784258,0.0,0.0,17,0,84,14,-0.018540302447251578,True
2013-04,0.0,0.08799080882352942,0.15880079741471595,0.21787045894527474,0.0,0.0,18,0,85,14,-0.021730472015200702,True
2013-05,0.0,0.08691699463327371,0.15692280279995557,0.21544763422714713,0.0,0.0,19,0,86,14,-0.021147541673897936,True
2013-06,0.0,0.07493103448275862,0.13448623275576382,0.19669067816702726,0.0,0.0,19,0,87,14,-0.014729431037792111,True
2013-07,0.0,0.0740625,0.13296198119355693,0.194566038732605,0.0,0.0,20,0,88,14,-0.014256937469294958,True
2013-08,0.0,0.07364115168539326,0.1328952929207448,0.19549355097437968,0.0,0.0,21,0,89,14,-0.0132468551345218,True
2013-09,0.0,0.07280512820512822,0.13141864499538766,0.1934222366638006,0.0,0.0,23,0,90,14,-0.013371436946734384,True
2013-10,0.0,0.07159209447269149,0.12863570335222257,0.18852991855237675,0.0,0.0,24,0,91,14,-0.011227438617010666,True
2013-11,0.0,0.07081074168797954,0.1272702392485197,0.18662307978445053,0.0,0.0,25,0,92,14,-0.009864197040182664,True
2013-12,0.0,0.0711243571762506,0.12701581565684017,0.18584070027745933,0.0,0.0,26,0,93,14,-0.00926604152853636,True
2014-01,0.0,0.0714340425531915,0.12677288127379638,0.18508274471951278,0.0,0.0,27,0,94,14,-0.00924605529354936,True
2014-02,0.0,0.07104210526315789,0.12671332506315788,0.1859618425073662,0.0,0.0,28,0,95,14,-0.008094256761857455,True
2014-03,0.0,0.05754052511415525,0.0949017318852694,0.1407128044560163,0.0,0.0,30,0,96,14,-0.00911422845890945,True
2014-04,0.0,0.058032320980774585,0.09511497451640911,0.14060656165125646,0.0,0.0,31,0,97,14,-0.008739537486167737,True
2014-05,0.0,0.057494693877551024,0.09430606176307388,0.1394861744675691,0.0,0.0,32,0,98,14,-0.00911422845890945,True
2014-06,0.0,0.057979000531632116,0.0945260696976642,0.1394024221254584,0.0,0.0,33,0,99,14,-0.007691975750625187,True
2014-07,0.0,0.05745454545454545,0.09374403643876784,0.1383240603412709,0.0,0.0,34,0,100,14,-0.007691975750625187,True
2014-08,0.0,0.05793145468392994,0.09396983499868422,0.13826069330855725,0.0,0.0,35,0,101,14,-0.00807145011028719,True
2014-09,0.0,0.05839985107967238,0.09419334775177446,0.1382019473616375,0.0,0.0,36,0,102,14,-0.00911422845890945,True
2014-10,0.0,0.058859951456310684,0.09441456279981533,0.1381475665925492,0.0,0.0,37,0,103,14,-0.00911422845890945,True
2014-11,0.0,0.05835042735042736,0.09367193402794648,0.13713577221042905,0.0,0.0,67,0,104,14,-0.007691975750625187,True
2014-12,0.0,0.05880371660859467,0.09389769203212725,0.13709857282011437,0.0,0.0,68,0,105,14,-0.006644414015082638,True
2015-01,0.0,0.05830575130711526,0.09317757142514106,0.13612149112324556,0.0,0.0,69,0,106,14,-0.007028671761664922,True
2015-02,0.0,0.0578177570093458,0.0924726095231199,0.13516536204041635,0.0,0.0,70,0,107,14,-0.007309003931427132,True
2015-03,0.0,0.05733943355119826,0.09178232659972091,0.1342295124383803,0.0,0.0,71,0,108,14,-0.007309003931427132,True
2015-04,0.0,0.056870492852570946,0.09110626320255935,0.13331329795406527,0.0,0.0,72,0,109,14,-0.006644414015082638,True
2015-05,0.0,0.05731974921630094,0.091353069990626,0.13332519237151516,0.0,0.0,73,0,110,14,-0.006644414015082638,True
2015-06,0.0,0.05776146601146601,0.09159685398690741,0.13333913344359424,0.0,0.0,74,0,111,14,-0.006644414015082638,True
2015-07,0.0,0.05819582664526485,0.09183764914805961,0.1333549930581171,0.0,0.0,75,0,112,14,-0.006644414015082638,True
2015-08,0.6,0.561808463395012,0.5303103548670645,0.4925449667420815,0.6,0.6,1,1,113,14,-0.007168091355241133,True
2015-09,1.0,0.8921258581235699,0.8090795866433,0.7089887007937276,0.4,1.0,2,1,114,14,-0.008490073998965942,True
2015-10,1.0,0.8622842809364548,0.7370091660749278,0.603357299613563,0.0,1.0,3,1,115,14,-0.005323824153174388,True
2015-11,0.0,0.07872335423197493,0.13886673760587406,0.19718854705472413,-1.0,-0.5,1,2,116,14,-0.005551323840073388,True
2015-12,0.0,0.07890127724959187,0.13856346904179204,0.1964815970176014,0.0,-1.0,2,2,117,14,-0.00609610946528898,True
2016-01,0.3,0.3041010430247718,0.29403047008439864,0.2843519695739874,0.3,-0.7,3,2,118,14,-0.00684929260491037,True
2016-02,1.0,0.8333361344537814,0.6713729303629055,0.5186734092910552,0.7,1.0,1,3,119,14,-0.006846808920923821,True
2016-03,0.6,0.5370076923076924,0.47148659496927625,0.40900776243976167,-0.4,0.6,2,3,120,14,-0.006726437592035478,True
2016-04,0.0,0.08784369385555157,0.15570374385966107,0.21411501484098305,-0.5,-0.3,1,4,121,14,-0.0072455556367392576,True
2016-05,0.0,0.08791909042834481,0.15524396930675327,0.21327475741291346,0.0,-1.0,2,4,122,14,-0.0072455556367392576,True
2016-06,0.0,0.08718232139768206,0.15398248518412627,0.21163891807118104,0.0,-0.5,3,4,123,14,-0.0072455556367392576,True
2016-07,0.0,0.0860725806451613,0.1512383350497395,0.2067551263300935,0.0,0.0,5,3,124,14,-0.007315503546501427,True
2016-08,0.0,0.08537113402061856,0.15004667316490905,0.2052161203450188,0.0,0.0,6,3,125,14,-0.007279282373709329,True
2016-09,0.0,0.08505367370315824,0.15033946906863965,0.20690824915881673,0.0,0.0,7,3,126,14,-0.00875057971633719,True
2016-10,0.0,0.08479384395132428,0.14851635436141436,0.20300731828821073,0.0,0.0,8,2,127,14,-0.0076987834772289645,True
2016-11,0.0,0.08526136363636364,0.14958462528498948,0.20545652238288512,0.0,0.0,9,2,128,14,-0.006862843501884562,True
2016-12,0.0,0.08459007751937984,0.14844540825857983,0.20397695961629894,0.0,0.0,10,2,129,14,-0.006945251162033132,True
2017-01,0.0,0.08393069306930695,0.14732665979825313,0.2025231057084568,0.0,0.0,11,1,130,14,-0.007458677341578264,True
2017-02,0.0,0.08328289178266726,0.1462278294853608,0.20109429644459337,0.0,0.0,12,0,131,14,-0.006946202871001407,True
2017-03,0.0,0.08264636657840542,0.1451483865705901,0.1996898902698366,0.0,0.0,13,0,132,14,-0.006946202871001407,True
2017-04,0.0,0.08235017154536828,0.1453969029876499,0.20121537868560174,0.0,0.0,14,0,133,14,-0.006045337508039826,True
2017-05,0.0,0.08172904707233067,0.1443367602320442,0.19982720165389914,0.0,0.0,15,0,134,14,-0.006045337508039826,True
2017-06,0.0,0.08111851851851853,0.14329497454578766,0.19846231209755666,0.0,0.0,16,0,135,14,-0.006134399998050705,True
2017-07,0.0,0.08051831298557159,0.1422710699843652,0.19712012878726456,0.0,0.0,17,0,136,14,-0.006741792160957752,True
2017-08,0.0,0.08065809400368375,0.14199451401613877,0.19653001666918185,0.0,0.0,18,0,137,14,-0.006741792160957752,True
2017-09,0.0,0.08007246376811594,0.14099971946291176,0.19522628872723932,0.0,0.0,19,0,138,14,-0.006824823067293185,True
2017-10,0.0,0.07949646887994193,0.1400215499595439,0.19394371136631272,0.0,0.0,20,0,139,14,-0.006994329012950642,True
2017-11,0.0,0.07964415584415585,0.13977387518489562,0.19339605956857092,0.0,0.0,21,0,140,14,-0.006328615435337978,True
2017-12,0.0,0.07908165612420931,0.13882265566237095,0.1921492016212869,0.0,0.0,22,0,141,14,-0.006328615435337978,True
2018-01,0.0,0.07852816901408452,0.13788692539042222,0.19092208167648012,0.0,0.0,23,0,142,14,-0.006262329749634209,True
2018-02,0.0,0.07868277739959156,0.13766560737400482,0.19041353521337856,0.0,0.0,24,0,143,14,-0.005810367476560811,True
2018-03,0.1,0.15108155878201251,0.18466284306108757,0.21472157682794352,0.1,0.1,25,0,144,14,-0.005663960626500416,True
2018-04,0.0,0.07814181286549708,0.13675487851293588,0.18921965385964398,0.0,0.0,26,0,144,14,-0.006160862018823919,True
2018-05,0.0,0.07814181286549708,0.13675487851293588,0.18921965385964398,0.0,0.0,27,0,144,14,-0.006198952383464365,True
2018-06,0.0,0.06980982905982906,0.11882674747888534,0.16692484421521117,0.0,0.0,28,0,144,14,-0.006502964374830525,True
2018-07,0.0,0.0705042735042735,0.11952119192332979,0.1676192886596556,0.0,0.0,29,0,144,14,-0.006785955752086356,True
2018-08,0.0,0.0705042735042735,0.11952119192332979,0.1676192886596556,0.0,0.0,30,0,144,14,-0.006456798322728141,True
2018-09,0.0,0.0705042735042735,0.11952119192332979,0.1676192886596556,0.0,0.0,31,0,144,14,-0.006456798322728141,True
2018-10,0.0,0.0705042735042735,0.11952119192332979,0.1676192886596556,0.0,0.0,32,0,144,14,-0.005975534011491543,True
2018-11,1.0,0.8281196581196582,0.6588636415313811,0.49676212659534513,1.0,1.0,1,1,144,14,-0.005238541653655865,True
2018-12,1.0,0.8360833333333333,0.6758603870507246,0.5190404823043014,0.0,1.0,2,1,144,14,-0.005239133973206165,True
2019-01,1.0,0.8697525252525252,0.7565944040393605,0.6350624963349903,0.0,1.0,3,1,144,14,0.003217341716551045,True
2019-02,0.0,0.07926159420289855,0.13700968730141094,0.1880062617234676,-0.4,-1.0,2,2,144,14,-0.005738869829526238,True
2019-03,0.0,0.079956038647343,0.13770413174585538,0.18870070616791204,0.0,-1.0,3,2,144,14,-0.005697802762158786,True
2019-04,0.0,0.079956038647343,0.13770413174585538,0.18870070616791204,0.0,-0.4,4,2,144,14,-0.005401903886709723,True
2019-05,0.0,0.08065048309178745,0.13839857619029983,0.18939515061235648,0.0,0.0,5,2,144,14,-0.00624088315668844,True
2019-06,0.0,0.08091959064327486,0.13604022546077568,0.18057588883105924,0.0,0.0,6,2,144,14,-0.00631383374610561,True
2019-07,0.0,0.0813449275362319,0.1355144814154626,0.17851169833034225,0.0,0.0,7,2,144,14,-0.010554834964546275,True
2019-08,0.0,0.07429166666666667,0.12361156456538057,0.17001054647465674,0.0,-0.1,8,2,144,14,-0.006349667650628462,True
2019-09,0.0,0.08082051282051284,0.13299888661249631,0.17278123289087177,0.0,0.0,9,2,144,14,-0.012140003145201434,True
2019-10,0.0,0.057779569892473126,0.08394682250590045,0.11168668270765561,0.0,0.0,49,0,144,14,-0.019774469522826875,True
2019-11,0.0,0.05708512544802867,0.083252378061456,0.11099223826321117,0.0,0.0,11,1,144,14,-0.015813531292194594,True
2019-12,0.0,0.07114554637281911,0.11380662499444152,0.14836820373413903,0.0,0.0,12,0,144,14,-0.0122199919826591,True
2020-01,0.0,0.07096630236794171,0.11273207749096964,0.1457113617399854,0.0,0.0,13,0,144,14,-0.0046446410671938075,True
2020-02,1.0,0.7555722222222222,0.5112465883338226,0.3284070413675229,1.0,1.0,1,1,144,14,-0.007558176892702526,True
2020-03,1.0,0.7469824561403509,0.49530616936042415,0.3129070775338486,0.0,1.0,2,1,144,14,-0.01785877559078512,True
2020-04,1.0,0.7366666666666667,0.48128107867654324,0.3072700971185068,0.0,1.0,3,1,144,14,-0.02445697935389906,True
2020-05,0.8,0.6127151763818148,0.42105719505296174,0.28215558384846184,-0.19999999999999996,-0.19999999999999996,4,1,144,14,-0.021060452850364772,True
2020-06,0.0,0.07750177777777778,0.11971225969751043,0.14429634800721275,-0.5,-1.0,1,2,144,14,-0.020164594840967612,True
2020-07,0.0,0.07658333333333334,0.11717665371438336,0.13955076242719355,0.0,-1.0,3,2,144,14,-0.017905355746446083,True
2020-08,0.0,0.07566841644794402,0.11451434708972875,0.134608309406181,0.0,-0.2,4,2,144,14,-0.014308005299108523,True
2020-09,0.0,0.07523772609819121,0.1101016201473525,0.12545377937160057,0.0,0.0,5,2,144,14,-0.014493738467992293,True
2020-10,0.0,0.07502735042735043,0.10759402841515198,0.12051449427700715,0.0,0.0,5,2,144,14,0.004632683368612026,True
2020-11,1.0,0.9016319444444444,0.8646864887559679,0.8469368966238602,0.0,0.0,6,2,144,14,0.008766445820341159,True
2020-12,0.0,0.08191885389326334,0.12141504370134917,0.13714685901039575,0.0,0.0,6,2,144,14,0.005870040399564164,True
2021-01,0.0,0.08164756944444446,0.11866569744220141,0.13203357363086166,0.0,0.0,8,1,144,14,0.003372367041874102,True
2021-02,0.0,0.07302631578947369,0.09692169959177724,0.10272544596970552,0.0,0.0,9,1,144,14,0.00973055599941871,True
2021-03,0.0,0.07352280265339967,0.10110054951085518,0.10970249870769569,0.0,0.0,11,1,144,14,-0.007746884686050277,True
2021-04,0.0,0.08060353535353537,0.11219216382523585,0.12129966375339044,0.0,0.0,11,1,144,14,-0.0059407248222739725,True
2021-05,0.0,0.0827589605734767,0.13394206762509026,0.1643933869736536,0.0,0.0,11,1,144,14,-0.0037436671123746925,True
2021-06,0.0,0.0827589605734767,0.13394206762509026,0.1643933869736536,0.0,0.0,12,0,144,14,-0.0049455834736515025,True
2021-07,0.0,0.08923263888888888,0.13131469023398168,0.14603582592714615,0.0,0.0,14,0,144,14,-0.0055915307395853035,True
2021-08,0.0,0.08992708333333332,0.13200913467842612,0.1467302703715906,0.0,0.0,15,0,144,14,-0.0064955326126590295,True
2021-09,0.0,0.08455777777777779,0.13395539550364444,0.1619511160697681,0.0,0.0,15,0,144,14,-0.004589583314229043,True
2021-10,0.0,0.08346382428940569,0.12416658073894263,0.14157275143792955,0.0,0.0,17,0,144,14,-0.005863417496440076,True
2021-11,0.0,0.07630058043117745,0.10387832728863294,0.11248027648547346,0.0,0.0,18,0,144,14,-0.007027673555121282,True
2021-12,0.0,0.07775174978127736,0.12188491534376006,0.1501325664293593,0.0,0.0,17,0,144,14,-0.0020604376211469256,True
2022-01,0.0,0.07630058043117745,0.10387832728863294,0.11248027648547346,0.0,0.0,20,0,144,14,-0.0066114173754062465,True
2022-02,1.0,0.6176666666666667,0.3176544245898684,0.19309826509538464,1.0,1.0,1,1,144,14,-0.005261522470010299,True
2022-03,1.0,0.7226666666666667,0.4628603506942579,0.29970435385021627,0.0,1.0,2,1,144,14,-0.0005595164942178369,True
2022-04,1.0,0.7329065656565655,0.4792776903313581,0.31445936088241283,0.0,1.0,3,1,144,14,-0.002995496786098056,True
2022-05,1.0,0.7637457264957265,0.533192358357356,0.3665240934648328,0.0,0.0,4,1,144,14,-0.0036206419833668436,True
2022-06,1.0,0.7707222222222222,0.5454693079131524,0.3791900706598318,0.0,0.0,5,1,144,14,-0.008109425851919616,True
2022-07,1.0,0.7929355555555555,0.5838649748702314,0.41231016454571706,0.0,0.0,6,1,144,14,-0.0058315996819386885,True
2022-08,1.0,0.7870555555555555,0.5765659653187842,0.4127267704758073,0.0,0.0,7,1,144,14,-0.007376623684470221,True
2022-09,1.0,0.8130948275862069,0.6243241374480389,0.4596438699012264,0.0,0.0,8,1,144,14,-0.010917696168001036,True
2022-10,1.0,0.80875,0.6152647334593572,0.4487202004960837,0.0,0.0,9,1,144,14,-0.008593788766524883,True
2022-11,1.0,0.8130948275862069,0.6243241374480389,0.4596438699012264,0.0,0.0,10,1,144,14,-0.005254547497345323,True
2022-12,1.0,0.8251944444444443,0.6493121896542233,0.49050927500869784,0.0,0.0,11,1,144,14,-0.008238921017002576,True
2023-01,0.8,0.6787903903903904,0.5524589173593588,0.43839507304079145,-0.19999999999999996,-0.19999999999999996,12,0,144,14,-0.00565082370239036,True
2023-02,0.0,0.09317417417417417,0.16117156343801603,0.2171485003224165,-0.5,-1.0,1,1,144,14,-0.007027197906117237,True
2023-03,0.0,0.1200104821802935,0.23916334488985316,0.3594188046639494,0.0,0.0,14,0,144,14,0.0022884584292219103,True
2023-04,0.7,0.6146089304257528,0.5244688584275528,0.4401581970950632,-0.30000000000000004,-0.30000000000000004,15,0,144,14,-0.002985457075798107,True
2023-05,0.0,0.09212500000000001,0.15906429959575802,0.2134059146123524,0.0,0.0,5,1,144,14,-0.00697345772954449,True
2023-06,0.0,0.08425,0.14120121905567118,0.18869149161165497,0.0,0.0,6,1,144,14,-0.006419644778643506,True
2023-07,1.0,0.88225,0.7901415153200707,0.7048237223540037,0.0,0.7,3,1,144,14,0.0038556621201029737,True
2023-08,0.0,0.08369736842105263,0.13881800323855348,0.18335366660883703,0.0,0.0,8,1,144,14,-0.0024594052673549984,True
2023-09,1.0,0.8892860824742267,0.8106230447819573,0.7420372584978193,0.0,0.0,5,1,144,14,0.0023761649927249275,True
2023-10,0.0,0.09179227053140097,0.15541031557331764,0.20458292206012965,0.0,0.0,10,1,144,14,-0.0035318502793694794,True
2023-11,0.1,0.17172861997635935,0.22579178960929405,0.2732404700803033,0.1,0.1,8,1,144,14,-0.00202938330912377,True
2023-12,0.0,0.09109782608695653,0.1547158711288732,0.2038884776156852,0.0,0.0,12,0,144,14,-0.0036935006185596113,True
2024-01,0.0,0.09212865497076023,0.15688171200459683,0.20782444039694636,0.0,0.0,13,0,144,14,-0.0034866066934664697,True
2024-02,0.0,0.09212865497076023,0.15688171200459683,0.20782444039694636,0.0,0.0,14,0,144,14,-0.0034866066934664697,True
2024-03,0.0,0.0720638686131387,0.091545792597088,0.09646199883461831,0.0,0.0,17,0,144,14,-0.008798334669943375,True
2024-04,0.0,0.09109782608695653,0.1547158711288732,0.2038884776156852,0.0,0.0,16,0,144,14,-0.0037643278616826693,True
2024-05,0.0,0.08290384615384616,0.13885105694072164,0.18676664266409057,0.0,0.0,17,0,144,14,-0.003844052355049385,True
2024-06,0.0,0.08290384615384616,0.13885105694072164,0.18676664266409057,0.0,0.0,18,0,144,14,-0.004297096328001674,True
2024-07,0.0,0.08264830508474577,0.13765235714909899,0.18394630564217251,0.0,0.0,19,0,144,14,-0.004973489880188182,True
2024-08,0.0,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0,0.0,20,0,144,14,-0.004514076095228597,True
2024-09,0.7,0.5878619658119657,0.46503967227903364,0.36249133202339656,0.7,0.7,1,1,144,14,-0.005328845960847354,True
2024-10,1.0,0.8054722222222221,0.6070413521868903,0.4387117322304347,0.19999999999999996,1.0,2,1,144,14,-0.0064715125445075575,True
2024-11,0.0,0.0847316384180791,0.1397356904824323,0.18602963897550584,-0.5,0.0,1,2,144,14,-0.005013313029776998,True
2024-12,0.0,0.08568162393162393,0.1416288347184994,0.18954442044186834,0.0,-0.5,2,2,144,14,-0.004304013582618879,True
2025-01,0.0,0.0847316384180791,0.1397356904824323,0.18602963897550584,0.0,-0.4,4,2,144,14,-0.004438869198875858,True
2025-02,0.0,0.0847316384180791,0.1397356904824323,0.18602963897550584,0.0,0.0,26,0,144,14,-0.004438869198875858,True
2025-03,0.0,0.0837859477124183,0.13781264742746002,0.18242433924661502,0.0,0.0,27,0,144,14,-0.004342136350112616,True
2025-04,0.0,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0,0.0,6,2,144,14,-0.004342136350112616,True
2025-05,0.0,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0,0.0,29,0,144,14,-0.0047918763313541425,True
2025-06,0.0,0.0823970588235294,0.13642375853857114,0.18103545035772614,0.0,0.0,30,0,144,14,-0.0047918763313541425,True
2025-07,0.0,0.0823970588235294,0.13642375853857114,0.18103545035772614,0.0,0.0,31,0,144,14,-0.0047918763313541425,True
2025-08,0.0,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0,0.0,32,0,144,14,-0.004934736047242642,True
2025-09,0.0,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0,0.0,33,0,144,14,-0.005492616645141236,True
2025-10,0.0,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0,0.0,34,0,144,14,-0.00551377144019854,True
2025-11,0.0,0.0837859477124183,0.13781264742746002,0.18242433924661502,0.0,0.0,35,0,144,14,-0.005430555343889874,True
2025-12,0.0,0.07275831305758314,0.09224023704153245,0.09715644327906275,0.0,0.0,68,0,144,14,-0.011758960483288457,True
2026-01,0.0,0.12059615384615385,0.24976048607373694,0.3947656667874375,0.0,0.0,8,1,144,14,0.0027001637004038293,True
2026-02,0.0,0.12059615384615385,0.24976048607373694,0.3947656667874375,0.0,0.0,9,1,144,14,0.0026068850815037094,True
2026-03,0.0,0.1212905982905983,0.25045493051818135,0.39546011123188196,0.0,0.0,10,1,144,14,0.0025791020920263373,True
2026-04,0.0,0.11574999999999999,0.23782487247160627,0.37687015712942173,0.0,0.0,11,1,144,14,0.0026444471400407336,True
2026-05,0.0,0.11154999999999998,0.22736542327942705,0.36093311212828394,0.0,0.0,12,0,144,14,0.002501219029927219,True
2026-06,0.0,0.10718055555555556,0.21743056568600044,0.34596062093256585,0.0,0.0,13,0,144,14,0.0026668212491677053,True
2026-07,0.0,0.10463235294117648,0.20990274383155802,0.333793326538898,0.0,0.0,14,0,144,14,0.002415775330463638,True
