name,model_name,rank_threshold,hedge_strength,vix_strength,vol_cap,dd_start,dd_strength,borrow_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgHedge,AvgGrossExposure,MDD9Pass,CAGRRetention
logit_s_l5_c01_rq0.95_hs1.00_vs1.00_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.0,1.0,99.0,-0.05,1.25,0.03,129.0,0.11276743703061509,0.13981918006493121,0.8357306440992893,1.5541460097760411,-0.17738523717153032,0.6357205302353868,3.1538961586669427,0.6356589147286822,0.19896067580259777,0.696004521274465,1.050283239337726,False,0.7398492222709261
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.03,0.75,0.03,129.0,0.1309567465275263,0.12769110139066736,1.0305405752275387,2.098315561568812,-0.13682354094538718,0.9571214545587401,3.7544338179201673,0.6356589147286822,0.1843940414569723,0.4923617524173495,1.0,False,0.859186389446956
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.03,1.0,0.03,129.0,0.13219902967686203,0.12286064808430369,1.0750835879349578,2.2986985352414973,-0.098180100814242,1.3464951510590144,3.79900501827998,0.6511627906976745,0.19261625882815242,0.5350834691979297,1.0,False,0.8673368116439842
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.03,1.25,0.03,129.0,0.12691318098053705,0.12168088921607291,1.0454525678354936,2.2530906275254066,-0.12948480404455542,0.9801395763541992,3.612621236819373,0.6511627906976745,0.19440261050153512,0.690208951187077,1.0431891252257275,False,0.8326571988941077
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.05,0.75,0.03,129.0,0.13952918051570085,0.132723011030548,1.0537863823170652,2.158226587239801,-0.1333546422531131,1.0463016371853646,4.071913997925665,0.6356589147286822,0.19481496722136557,0.3955764982148465,1.0,False,0.9154287656694281
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.05,1.0,0.03,129.0,0.1315907702556165,0.12810050921831637,1.0320590980810738,2.106524442332403,-0.11977188362653823,1.0986783063872556,3.7771219981578605,0.6434108527131783,0.18747109301238676,0.5002549647324849,1.0,False,0.8633461183055757
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,0.22,-0.05,1.25,0.03,129.0,0.11463181571859637,0.12572272964980571,0.9279634141479681,1.8495610707390557,-0.14792979819662455,0.7749068620118758,3.211167274075708,0.6356589147286822,0.19467042974244675,0.6828179940864777,1.0569952448924675,False,0.7520811143724284
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.03,0.75,0.03,129.0,0.1324918389612677,0.1357095353752276,0.9871257703173992,2.0037250395415085,-0.14787393653149794,0.895978304689591,3.809580204183718,0.627906976744186,0.19085772040332588,0.464891570442433,1.0,False,0.8692578867969332
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.03,1.0,0.03,129.0,0.13146711831630942,0.13112121094228,1.0099900055842412,2.1095143382427595,-0.11724840799815484,1.1212699648627924,3.7726874469544316,0.6511627906976745,0.1971712318277885,0.5276044912715141,1.0,False,0.862534857594704
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.03,1.25,0.03,129.0,0.12495437426067779,0.12960182562183495,0.9753083689679888,2.0416502655124584,-0.12885856589054745,0.9697017299324449,3.5456859713736004,0.6511627906976745,0.20898154143294503,0.6784153067496632,1.043724052816586,False,0.8198057794912397
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.05,0.75,0.03,129.0,0.1456513305732685,0.1433581948929572,1.0230764749570576,2.1022009985149333,-0.13934363159933116,1.045267221053019,4.313342913933525,0.627906976744186,0.1896166286158111,0.40667727139518856,1.0,False,0.9555952186631912
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.05,1.0,0.03,129.0,0.1403928600332709,0.13922269102366663,1.0159442074205085,2.0813792345425046,-0.13292675138203336,1.0561670888185617,4.1052136337536345,0.6589147286821705,0.17363170901859148,0.5494257264698434,1.0,False,0.9210952296433503
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,0.3,-0.05,1.25,0.03,129.0,0.1285322923669303,0.13524273291561625,0.9636093285447845,2.0168617760414254,-0.14626743364404038,0.8787485304468342,3.668811511508543,0.6434108527131783,0.19285775674738406,0.6466480376714868,1.0475693093262843,False,0.843279931231882
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.03,0.75,0.03,129.0,0.12039763547011817,0.1431842119373785,0.8677765759146534,1.5843660966385888,-0.1805560771489696,0.6668157470589201,3.3943058584673054,0.6201550387596899,0.19353202065996136,0.4677238764625423,1.0,False,0.7899097408912666
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.03,1.0,0.03,129.0,0.10993164614712292,0.13474716387421848,0.8432412360111671,1.5378196718299828,-0.17871064639634793,0.6151376449241551,3.068559271697304,0.6434108527131783,0.19819439907262068,0.5592317208822196,1.0,False,0.7212440492269997
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.03,1.25,0.03,129.0,0.10227544698583935,0.12490258510891597,0.8441416085252494,1.521180187661537,-0.17738523717153032,0.5765724849297333,2.8485177960935864,0.627906976744186,0.1891698110781356,0.7440780971178986,1.053174583691124,False,0.6710129440056481
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.05,0.75,0.03,129.0,0.13812929697320842,0.1516632935148103,0.9317600982281746,1.7483405167227544,-0.1805560771489696,0.7650215886073082,4.018460744801164,0.627906976744186,0.1902685755748695,0.40187066005369276,1.0,False,0.9062443523542464
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.05,1.0,0.03,129.0,0.12465146732674426,0.14552680306735527,0.8822719384701205,1.6194641756731416,-0.17871064639634793,0.6975044287528893,3.535436226947704,0.6511627906976745,0.17722465487592445,0.5603922135868464,1.0,False,0.8178184552654496
logit_s_l5_c01_rq0.95_hs1.00_vs1.25_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.0,1.25,99.0,-0.05,1.25,0.03,129.0,0.10647277226561402,0.1363489014348879,0.8116159288266145,1.5016534475496954,-0.17738523717153032,0.6002346867380828,2.967309607157938,0.627906976744186,0.18672273623776517,0.7263184122282729,1.052867156069227,False,0.6985509277146892
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.03,0.75,0.03,129.0,0.136058196434792,0.1288135604821235,1.057889448215681,2.2028532597036814,-0.13682354094538718,0.9944063389581427,3.940544428592593,0.5968992248062015,0.18888402302161653,0.4630723877804526,1.0193798449612403,False,0.8926561910645979
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.03,1.0,0.03,129.0,0.13392021326756898,0.12496055685475047,1.071377691501,2.2719495225005155,-0.09888301221516549,1.3543298314594618,3.861551611955231,0.6201550387596899,0.19279202159263364,0.5360590837852939,1.0193798449612403,False,0.8786292234829116
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.03,1.25,0.03,129.0,0.12761621327126105,0.12317904150899249,1.0393297821447642,2.230745434703158,-0.12948480404455442,0.9855690342424241,3.636922951852247,0.6201550387596899,0.2016154835761192,0.6877545172358223,1.0625689701869667,False,0.837269681958543
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.05,0.75,0.03,129.0,0.14300694593056118,0.1339552924837278,1.068320117894124,2.1894505154690314,-0.1333546422531131,1.0723807099203009,4.207511850223297,0.5968992248062015,0.19345596647704993,0.4189436767800091,1.0193798449612403,False,0.9382458315279577
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.05,1.0,0.03,129.0,0.13465102499374249,0.12986179337744413,1.0408125606794818,2.1223942663362827,-0.12620220237281687,1.0669467129897365,3.8883901135651207,0.6356589147286822,0.17923032820051407,0.5401244728955759,1.0193798449612403,False,0.8834239630058924
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,0.22,-0.05,1.25,0.03,129.0,0.13076432671278293,0.12584734519942078,1.0423414299049685,2.1847864031112483,-0.13650032670985857,0.9579781225779194,3.7475726740272393,0.6201550387596899,0.21334546768144722,0.6115796365341527,1.050252424307781,False,0.8579239536406978
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.03,0.75,0.03,129.0,0.13627127120608007,0.13749120451385952,1.000576064972139,2.0336705527020813,-0.14787393653149772,0.9215367792488148,3.9484967380372327,0.6046511627906976,0.18963918003416946,0.4720166902357259,1.0193798449612403,False,0.8940541407562295
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.03,1.0,0.03,129.0,0.13297595015452424,0.13294248602588385,1.0080977601927958,2.088081443940218,-0.11724840799815484,1.1341386414100985,3.827123082723358,0.6201550387596899,0.2011281976967807,0.5270938776931337,1.0193798449612403,False,0.8724340633533468
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.03,1.25,0.03,129.0,0.12652327553220233,0.13093152549085266,0.9774697452676849,2.0419574293814717,-0.12885856589054645,0.9818771042328087,3.5992069580456594,0.6201550387596899,0.21559660600984787,0.6768921252236695,1.0631038977778253,False,0.8300990912496878
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.05,0.75,0.03,129.0,0.15033623089651216,0.1448996957777201,1.0422177709631815,2.140656624274797,-0.13934363159933116,1.078888422606848,4.506782341442894,0.5968992248062015,0.1884569552163851,0.41928057949274206,1.0193798449612403,False,0.9863321046990742
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.05,1.0,0.03,129.0,0.14567990251722218,0.14001268327064093,1.0443054108349459,2.1952475302689343,-0.1291440158095376,1.1280422217323007,4.314499459047893,0.6124031007751938,0.18793892899114178,0.47776845396238987,1.0193798449612403,False,0.955782674644009
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,0.3,-0.05,1.25,0.03,129.0,0.1306693466223896,0.1364551252458814,0.9702598539957719,2.025957216125447,-0.1481735282850294,0.881867011839197,3.744190147753037,0.6201550387596899,0.2020565462143581,0.6512457629780444,1.0690994416766302,False,0.8573008043712005
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.03,0.75,0.03,129.0,0.12868232720511497,0.1462517039712802,0.9033933951859474,1.6705516928104491,-0.1805560771489696,0.7127000610394538,3.6740582990538786,0.6046511627906976,0.19202748718936546,0.4671899938791498,1.0193798449612403,False,0.8442642859469256
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.03,1.0,0.03,129.0,0.11785519692353685,0.13977992539068623,0.8690746844275002,1.5944412424073153,-0.17871064639634793,0.65947496302014,3.3124144048384134,0.6201550387596899,0.20573944003944886,0.5333930945338189,1.0193798449612403,False,0.7732292058814204
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.03,1.25,0.03,129.0,0.10278809688399226,0.1254241914945384,0.8448874318197692,1.5219584547662655,-0.17738523717153032,0.5794625219267648,2.8627917085881163,0.6201550387596899,0.19360295732503224,0.7522447178512017,1.0725544286523658,False,0.6743763584667104
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.05,0.75,0.03,129.0,0.14278343522671744,0.15313403778381052,0.9512219238309519,1.7872737059895576,-0.1805560771489696,0.7907982798546987,4.198675573668773,0.5968992248062015,0.18910888834110653,0.41447400662963574,1.0193798449612403,False,0.9367794133423327
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.05,1.0,0.03,129.0,0.13655004596627207,0.14788687362008213,0.9422662752879095,1.7840050704151467,-0.17871064639634793,0.764084561942822,3.958923060855515,0.6124031007751938,0.1907664143945023,0.4741245164753307,1.0193798449612403,False,0.8958831376275588
logit_s_l5_c01_rq0.95_hs1.25_vs1.00_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.0,99.0,-0.05,1.25,0.03,129.0,0.11432465492375266,0.14022331267213506,0.8437947587044328,1.5674256967086342,-0.17738523717153032,0.6444992646890986,3.2016673008374257,0.6356589147286822,0.20702926488199314,0.7054689801761574,1.0696630842989663,False,0.7500658812416484
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.03,0.75,0.03,129.0,0.1325560967694086,0.12811891863612815,1.0386770480758636,2.110096799547123,-0.13682354094538718,0.9688105997952361,3.8119045275321413,0.6356589147286822,0.19243483054305993,0.5018932518626779,1.0193798449612403,False,0.8696794720579777
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.03,1.0,0.03,129.0,0.13331339785421137,0.12330503958578412,1.0797177812602412,2.302008916305139,-0.098180100814242,1.3578453958449483,3.8393945742339035,0.6511627906976745,0.196290073027507,0.5489570954595054,1.0193798449612403,False,0.8746480040506321
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.03,1.25,0.03,129.0,0.1284265258336874,0.12212176232356584,1.0532231736985171,2.2634163124391495,-0.12948480404455542,0.9918270084379642,3.6651168919200097,0.6511627906976745,0.20174954824660235,0.7003200163649203,1.0625689701869678,False,0.8425860138260904
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.05,0.75,0.03,129.0,0.1411876617945882,0.13312780407304878,1.0620382138993165,2.170155028988604,-0.1333546422531131,1.0587382591946644,4.136075673920194,0.6356589147286822,0.20266499901688903,0.40518905021817336,1.0193798449612403,False,0.9263097976113225
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.05,1.0,0.03,129.0,0.13221370176309466,0.12855009209419932,1.0332262770211136,2.1033547568739444,-0.11977188362653823,1.103879289194043,3.799534285333816,0.6434108527131783,0.19447548882806043,0.5105659070497591,1.0193798449612403,False,0.8674330728686263
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,0.22,-0.05,1.25,0.03,129.0,0.128378007259784,0.12600766633577085,1.0243724587752876,2.066393131480898,-0.14792979819662455,0.8678306117145322,3.6634231782016964,0.6511627906976745,0.2145007291335888,0.6746067291026352,1.071051032750027,False,0.8422676911780516
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.03,0.75,0.03,129.0,0.13373012472623058,0.13612209008170373,0.9926634893127227,2.010700086163386,-0.14787393653149794,0.9043522331451922,3.8545983457595776,0.627906976744186,0.19561741267953522,0.4777053438979424,1.0193798449612403,False,0.8773820827907485
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.03,1.0,0.03,129.0,0.13300696163782888,0.13153967276784834,1.0176477724928454,2.120293538869308,-0.11724840799815484,1.13440313526408,3.8282493479976765,0.6511627906976745,0.20470952951750035,0.5376145927914274,1.0193798449612403,False,0.872637524763915
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.03,1.25,0.03,129.0,0.12646693300023926,0.1300220306688147,0.9830182025820934,2.0528674583815607,-0.12885856589054745,0.9814398610307393,3.5972722938829715,0.6511627906976745,0.21633773120810365,0.6885200322004166,1.0631038977778264,False,0.8297294368569722
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.05,0.75,0.03,129.0,0.14724064056743558,0.14374324340100259,1.0304835392635985,2.1123813008285497,-0.13934363159933116,1.0566729091058247,4.378104522161777,0.627906976744186,0.1975925439891041,0.41624456808927535,1.0193798449612403,False,0.9660224288055365
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.05,1.0,0.03,129.0,0.14199955147424048,0.1396142782570219,1.0236892551218202,2.092632450470086,-0.13292675138203336,1.0682541324291583,4.167818359182176,0.6589147286821705,0.18168775237334073,0.5589208541424723,1.0193798449612403,False,0.9316364766941987
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,0.3,-0.05,1.25,0.03,129.0,0.13011153231718264,0.1356482624658317,0.9715542599774167,2.028641786965432,-0.14626743364404038,0.8895454652867221,3.724380528607574,0.6434108527131783,0.20092637177697703,0.6561124610316152,1.0669491542875247,False,0.8536410734174241
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.03,0.75,0.03,129.0,0.12162155133155084,0.1435819368368716,0.8734520025228582,1.5931678806567973,-0.1805560771489696,0.6735943384016134,3.434378948073847,0.6201550387596899,0.19828124766682564,0.48054813849620703,1.0193798449612403,False,0.797939658233098
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.03,1.0,0.03,129.0,0.11144220655583892,0.13517112997669886,0.851175350025562,1.5508311919003788,-0.17871064639634793,0.6235901934386172,3.1137519522396,0.6434108527131783,0.20573279189865662,0.5692417466246762,1.0193798449612403,False,0.7311545958618263
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.03,1.25,0.03,129.0,0.10375756017680993,0.1253583833455871,0.8523386144803143,1.5346346644714126,-0.17738523717153032,0.5849278205518145,2.8899623268181127,0.627906976744186,0.19652621134739282,0.7541827023473227,1.0725544286523643,False,0.6807368529684754
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.05,0.75,0.03,129.0,0.1397081697040803,0.1520316796627866,0.9390967895624743,1.7597220452162683,-0.1805560771489696,0.7737660892400352,4.078794830434207,0.627906976744186,0.1982444771138255,0.41143799522616914,1.0193798449612403,False,0.9166030852718279
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.05,1.0,0.03,129.0,0.1262359957063226,0.14591258841222296,0.8900765946800777,1.6320917279641813,-0.17871064639634793,0.7063708752211324,3.589352326378153,0.6511627906976745,0.18528067104230214,0.5698873863780964,1.0193798449612403,False,0.8282142939948426
logit_s_l5_c01_rq0.95_hs1.25_vs1.25_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.25,1.25,99.0,-0.05,1.25,0.03,129.0,0.10802118134185323,0.1367688694536342,0.8198610078326306,1.5152898910576402,-0.17738523717153032,0.6089637619470976,3.012254577434733,0.627906976744186,0.19479132531716048,0.7357828711299653,1.0722470010304674,False,0.7087097934385046
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.03,0.75,0.03,129.0,0.13710111587945906,0.1302808299670739,1.054540373332269,2.184365007298916,-0.13682354094538718,1.002028707429686,3.979606866277405,0.5968992248062015,0.19375509309768102,0.47614382222797935,1.0387596899224807,False,0.8994986196977738
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.03,1.0,0.03,129.0,0.1352507146948556,0.1264738706418562,1.069420225582129,2.2539266927703188,-0.09888301221516549,1.3677851398838403,3.910539507160429,0.6201550387596899,0.20023904601681763,0.5465782898285294,1.0387596899224807,False,0.8873584317732546
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.03,1.25,0.03,129.0,0.12892794996182722,0.1247260066141658,1.0373781446108212,2.2117327793673023,-0.12948480404455442,0.9956994638341067,3.6826625322395476,0.6201550387596899,0.208963667954584,0.6984579702412544,1.081948815148207,False,0.8458757777951997
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.05,0.75,0.03,129.0,0.14436889111939388,0.13536929199641135,1.0674550058829868,2.1771455804392144,-0.1333546422531131,1.0825936666334812,4.261720517980884,0.5968992248062015,0.20173942585846405,0.4287074800469128,1.0387596899224807,False,0.9471813373376707
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.05,1.0,0.03,129.0,0.13691175742990747,0.13128682809014006,1.0462478058722684,2.125119014584346,-0.12620220237281687,1.0848602865539005,3.9724884775965448,0.6356589147286822,0.18724341012322074,0.5503060906422476,1.0387596899224807,False,0.898256269021726
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.5,1.0,0.22,-0.05,1.25,0.03,129.0,0.12047307223357961,0.12746200132452298,0.9582781526931976,1.9703034372371844,-0.13650032670985857,0.8825844973225152,3.39676346785313,0.5968992248062015,0.20619967758649196,0.6385959796406551,1.0738217883091794,False,0.7904046695005108
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.03,0.75,0.03,129.0,0.13761639933073577,0.1388727949099972,1.000598491322896,2.0252194609972887,-0.14787393653149772,0.9306332309711857,3.9990360863361283,0.6046511627906976,0.19725930186020893,0.48234025496644856,1.0387596899224807,False,0.9028793124820982
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.03,1.0,0.03,129.0,0.13430274653989605,0.1343784560481201,1.00754418415555,2.0766482410584644,-0.11724840799815484,1.1454547557013277,3.8755788247195673,0.6201550387596899,0.20858135780322148,0.5376088150667492,1.0387596899224807,False,0.8811389634528561
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.03,1.25,0.03,129.0,0.12783021772878556,0.1324021647416746,0.9769083007435487,2.0301270424093665,-0.12885856589054645,0.9920195591604335,3.6443498235072056,0.6201550387596899,0.2229499499207197,0.6875920794076245,1.0824837427390657,False,0.8386737311737348
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.05,0.75,0.03,129.0,0.15177848995542886,0.14620518272604355,1.0428770821477722,2.1327965137642657,-0.13934363159933116,1.0892387991713386,4.567897590324021,0.5968992248062015,0.19662076022382266,0.4290899237811736,1.0387596899224807,False,0.9957945370390326
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.05,1.0,0.03,129.0,0.14664027515388,0.14136902396203657,1.041621030151524,2.178837662870445,-0.1291440158095376,1.1354786687921026,4.3535377521642005,0.6124031007751938,0.19195444037831344,0.491718340628717,1.0387596899224807,False,0.9620835267962902
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.95,1.5,1.0,0.3,-0.05,1.25,0.03,129.0,0.1314580971237318,0.13786443130891718,0.9668411285449978,2.009072127776192,-0.1481735282850294,0.8871901657822208,3.772364103236628,0.6201550387596899,0.2045210064025101,0.6667643589281851,1.0884792866378705,False,0.8624756709847371
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.95,1.5,1.0,99.0,-0.03,0.75,0.03,129.0,0.1300184508940314,0.1475556945233739,0.9047995261051403,1.6705740272929754,-0.1805560771489696,0.7201001093236999,3.7210842049681805,0.6046511627906976,0.19964771224862157,0.47751347838552677,1.0387596899224807,False,0.8530303810017792
logit_s_l5_c01_rq0.95_hs1.50_vs1.00_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.95,1.5,1.0,99.0,-0.03,1.0,0.03,129.0,0.11916425230013683,0.14115673216229466,0.8703261370648195,1.5945322931817223,-0.17871064639634793,0.6667999624143939,3.354352268133178,0.6201550387596899,0.213192720574068,0.5439079477801099,1.0387596899224807,False,0.7818177100435229
