name,model_name,rank_threshold,hedge_strength,vix_strength,vol_cap,dd_start,dd_strength,borrow_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgHedge,AvgGrossExposure,MDD9Pass,CAGRRetention
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.0,1.0,0.3,-0.05,1.0,0.03,129.0,0.12893787662589262,0.13777202711725947,0.951161597932839,1.936316470685074,-0.1291440158095376,0.9984038038282084,3.683010649937943,0.6124031007751938,0.1532557420437803,0.4968707956297705,1.0,False,0.8459409050596115
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.0,1.0,0.3,-0.05,1.25,0.03,129.0,0.11376199652407437,0.13419248818302904,0.871127402126019,1.7534552929059666,-0.1481735282850294,0.7677619466902323,3.1843312985562506,0.6201550387596899,0.16803689163605035,0.6663608342479044,1.0497195967153898,False,0.7463743689543454
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.03,0.75,0.03,129.0,0.10839465465019393,0.14365500085325505,0.7897818455737677,1.4150818187409175,-0.1805560771489696,0.6003378914837735,3.0231872259126806,0.6046511627906976,0.16837426994343455,0.4875612493305775,1.0,False,0.7111600924254347
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.03,1.0,0.03,129.0,0.09613273825660062,0.13731586026123577,0.7381960872157611,1.3064407204196613,-0.17871064639634793,0.5379239580578516,2.6824328080703337,0.6124031007751938,0.18690539613311072,0.5486190299586345,1.0,False,0.6307116088362564
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.03,1.25,0.03,129.0,0.08764729320044795,0.12123820519759301,0.755077930208196,1.3200647404525612,-0.17738523717153032,0.49410703279491974,2.467441677935414,0.6124031007751938,0.16822464821910119,0.7651938401034176,1.0531745836911255,False,0.5750399531639471
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.05,0.75,0.03,129.0,0.12309207850904147,0.15032799851332573,0.8494295527017338,1.5537653137136551,-0.1805560771489696,0.6817387730875606,3.483093746746574,0.5968992248062015,0.1485697666485714,0.4399151159583702,1.0,False,0.8075875532038717
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.05,1.0,0.03,129.0,0.11930253029812654,0.14577612752835623,0.8479451296318109,1.5617533500570748,-0.17871064639634793,0.6675737159695292,3.3588102468512364,0.6124031007751938,0.15606973537318317,0.49226929425032856,1.0,False,0.7827249299996002
logit_s_l5_c01_rq0.90_hs1.00_vs1.00_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.0,1.0,99.0,-0.05,1.25,0.03,129.0,0.09696678440717132,0.1379693103447334,0.7407013813525478,1.3314222861727345,-0.17738523717153032,0.546645177204939,2.7044557736757486,0.6356589147286822,0.17299204790256104,0.7196787820176103,1.050283239337726,False,0.6361836530015438
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.03,0.75,0.03,129.0,0.11771420066141958,0.12561486555260146,0.9508733714782628,1.8930623638352964,-0.13682354094538718,0.8603358738420968,3.3079258332993455,0.6356589147286822,0.15624380523743966,0.5264031486163531,1.0,False,0.7723041518266559
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.03,1.0,0.03,129.0,0.1178533569711584,0.12091688807843731,0.983997563330956,2.0420899011626172,-0.098180100814242,1.200379262129079,3.3123557949794042,0.6511627906976745,0.16706365800759998,0.565500101942925,1.0,False,0.7732171342464514
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.03,1.25,0.03,129.0,0.1112160238588833,0.11983321748027226,0.9416390409641308,1.9645129529325183,-0.12948480404455542,0.8589117825796309,3.10694685779233,0.6434108527131783,0.1767121297150409,0.7126475062566936,1.0431891252257275,False,0.7296706471542901
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.05,0.75,0.03,129.0,0.12736923429942526,0.13037065938322936,0.9873278934048171,1.9951906249501021,-0.1333546422531131,0.9551166134709635,3.628368788126853,0.6356589147286822,0.16053614434439695,0.4334666762650266,1.0,False,0.8356492921985065
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.05,1.0,0.03,129.0,0.12613801190037566,0.12662439825834054,1.004123742325718,2.033943950971895,-0.11977188362653823,1.0531521095024914,3.5859967643946304,0.6434108527131783,0.16205689319516925,0.5250686431307143,1.0,False,0.8275714378252437
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,0.22,-0.05,1.25,0.03,129.0,0.11497601749639141,0.12393181902705423,0.9421667899132272,1.8616053826297738,-0.14792979819662455,0.7772336533817764,3.221843234555721,0.6511627906976745,0.1706508245289714,0.6954907670036508,1.0516711877887868,False,0.7543393675021577
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.03,0.75,0.03,129.0,0.11425108696755171,0.1333009869927717,0.879687992358271,1.716124254461956,-0.14787393653149794,0.772624910429808,3.1993957532283517,0.627906976744186,0.16913742025648823,0.498796460985542,1.0,False,0.7495832135796658
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.03,1.0,0.03,129.0,0.11205904119786103,0.12895347314739822,0.8894845429280367,1.7739952977585614,-0.11724840799815484,0.9557404071501298,3.132379241918647,0.6511627906976745,0.18292321259532707,0.5533926668835296,1.0,False,0.7352015498601329
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.03,1.25,0.03,129.0,0.09998070544081661,0.1282796334894666,0.80761392132573,1.5979425283822788,-0.13722737937299778,0.7285769494224547,2.7854122032572897,0.627906976744186,0.20046695968292155,0.7059193894815478,1.0579354008226718,False,0.6559575096346698
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.05,0.75,0.03,129.0,0.12805458150843485,0.14070901748721848,0.9286214861188562,1.8461823171479168,-0.13934363159933116,0.9189840973618596,3.6521509759451605,0.627906976744186,0.15708106210777303,0.44268605582160375,1.0,False,0.8401457462540654
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.05,1.0,0.03,129.0,0.12531130721276695,0.13733656082106263,0.9301899981170797,1.842294567331298,-0.13292675138203336,0.9427094690113993,3.5577984305188064,0.6589147286821705,0.14700456542597923,0.5780231958098531,1.0,False,0.8221475598310228
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,0.3,-0.05,1.25,0.03,129.0,0.11321252343885035,0.13336601105628673,0.8719723267857052,1.7542972903825818,-0.14626743364404038,0.7740104589129992,3.167483759364036,0.6434108527131783,0.16690671719866923,0.6712275323014754,1.0475693093262843,False,0.7427693634184706
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.03,0.75,0.03,129.0,0.10146079376896533,0.14086138379445706,0.7578032792115482,1.3374806053487331,-0.1805560771489696,0.5619350806190483,2.8259678316574304,0.6201550387596899,0.17462803042089478,0.5009193939476345,1.0,False,0.6656681337945132
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.03,1.0,0.03,129.0,0.08984436681859687,0.13253960418030591,0.7163230241084046,1.2554016471423175,-0.17871064639634793,0.5027365108362839,2.5215535775596916,0.6356589147286822,0.18689874799231845,0.5844676820494917,1.0,False,0.5894546037976945
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.03,1.25,0.03,129.0,0.0886034461814873,0.12117890637248359,0.7626967724320054,1.3327842375923673,-0.17738523717153032,0.4994972952332463,2.4908600480651195,0.6201550387596899,0.17114790224146179,0.7671318245995385,1.053174583691124,False,0.5813131208267177
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.05,0.75,0.03,129.0,0.1200698030355607,0.14917565271217567,0.836604704086074,1.525337671150087,-0.1805560771489696,0.6650000649742512,3.3836443228057798,0.627906976744186,0.15770535542129038,0.4368791045549037,1.0,False,0.7877588844194938
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.05,1.0,0.03,129.0,0.10914499909696551,0.14368572004786648,0.7943358850216431,1.4161661665146097,-0.17871064639634793,0.6107358531673688,3.0452608419202276,0.6511627906976745,0.15058399202098305,0.5880321641530942,1.0,False,0.7160829830221992
logit_s_l5_c01_rq0.90_hs1.00_vs1.25_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.0,1.25,99.0,-0.05,1.25,0.03,129.0,0.09076150023331886,0.13439462550249623,0.7143576260367995,1.275079632375345,-0.17738523717153032,0.5116632121169875,2.544458408153079,0.627906976744186,0.1607541083377284,0.7499926729714181,1.052867156069227,False,0.5954717702906825
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.03,0.75,0.03,129.0,0.11845144957456544,0.12860847414994764,0.9368072489819035,1.8597970389146787,-0.13682354094538718,0.8657241930454429,3.3314570587938435,0.5891472868217055,0.15923521059705234,0.5073462327765041,1.0387596899224807,False,0.7771411247097317
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.03,1.0,0.03,129.0,0.11689407197802093,0.1249870996680038,0.9490548568944046,1.903247982609877,-0.09888301221516549,1.1821451365545388,3.2819264820592737,0.6124031007751938,0.16807030863264483,0.5708316251246884,1.0387596899224807,False,0.7669234179503522
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.03,1.25,0.03,129.0,0.11023372913562746,0.12321190667301851,0.9119416044865696,1.8418836646228005,-0.12948480404455442,0.851325604954363,3.0775490568304615,0.6046511627906976,0.17907541415669204,0.7165988563708213,1.081948815148207,False,0.7232259676778525
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.05,0.75,0.03,129.0,0.12539634620660944,0.13326226915192393,0.9555204013996483,1.8855386571245678,-0.1333546422531131,0.9403223171533956,3.5606897443507495,0.5891472868217055,0.15791356342060323,0.46853913228422667,1.0387596899224807,False,0.8227054871468666
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.05,1.0,0.03,129.0,0.12479413055606936,0.13004647933765137,0.9718289010755822,1.9169408592103654,-0.12620220237281687,0.9888427318202586,3.540260303065784,0.627906976744186,0.1533981841836682,0.5759450384338951,1.0387596899224807,False,0.8187544460269864
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,0.22,-0.05,1.25,0.03,129.0,0.11360335844982883,0.12591534568936855,0.9193277597994457,1.828481010724027,-0.13650032670985857,0.8322570442728762,3.179458929185056,0.6124031007751938,0.17608201469287516,0.6537815038925325,1.0696322692690214,False,0.7453335697755784
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.03,0.75,0.03,129.0,0.11369001999235562,0.1367469509236104,0.857216502319692,1.6421829318420342,-0.14787393653149772,0.7688306855085257,3.182119791077512,0.5968992248062015,0.16905201196436892,0.5136448596637541,1.0387596899224807,False,0.7459021423753249
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.03,1.0,0.03,129.0,0.10926122220017964,0.13237310377619202,0.8507227378707526,1.6465883079894814,-0.11724840799815484,0.9318780874355165,3.048692934284576,0.6124031007751938,0.18502465136264265,0.5631117668193386,1.0387596899224807,False,0.716845504320786
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.03,1.25,0.03,129.0,0.10079438803133534,0.13054253532204443,0.8016026746869264,1.5580334439218946,-0.12885856589054645,0.7822094506076603,2.807641953499198,0.5968992248062015,0.2030709781196261,0.7084016251590315,1.0834498698886688,False,0.661295951720635
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.05,0.75,0.03,129.0,0.1273946360850995,0.1438205003286702,0.9075225096073823,1.7698209275641628,-0.13934363159933116,0.9142479970050599,3.6292477411413735,0.5891472868217055,0.15453066969268914,0.46697278783926144,1.0387596899224807,False,0.835815949274966
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.05,1.0,0.03,129.0,0.12526706244517105,0.1397172810156868,0.9163409064187511,1.820014713157561,-0.1291440158095376,0.9699796127597247,3.556294956950427,0.6046511627906976,0.15984237079216101,0.5180991466295706,1.0387596899224807,False,0.8218572769465542
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,0.3,-0.05,1.25,0.03,129.0,0.11016659966946474,0.13615158769763855,0.8366129189949011,1.6421561498668185,-0.1481735282850294,0.7434971748634223,3.0755492676485594,0.6124031007751938,0.174625952110855,0.6875668156333132,1.0884792866378705,False,0.722785541925173
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.03,0.75,0.03,129.0,0.10535622195606886,0.14553200469194463,0.7624684661721332,1.3461368473820277,-0.1805560771489696,0.5835096974838663,2.935278388821429,0.5968992248062015,0.17427226908814958,0.5081030692295844,1.0387596899224807,False,0.6912254186857034
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.03,1.0,0.03,129.0,0.09340185180704741,0.13916284929431685,0.7122072085258028,1.240546747071842,-0.17871064639634793,0.5226429073503488,2.6114571532906883,0.6124031007751938,0.19259655216857843,0.5688657319136646,1.0387596899224807,False,0.612794697101678
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.03,1.25,0.03,129.0,0.07636006770927972,0.12486392304333381,0.6526693333158571,1.1020731164093736,-0.17738523717153032,0.4304758892389678,2.2056873698449286,0.5968992248062015,0.1841381971793193,0.783391539793587,1.0939274533402168,False,0.5009862615918824
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.05,0.75,0.03,129.0,0.11960424141139914,0.1521578948510713,0.820421770182241,1.4789443947308798,-0.1805560771489696,0.6624215772738486,3.3685558455114557,0.5891472868217055,0.1551520745059426,0.4609879186777859,1.0387596899224807,False,0.7847044086361912
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.05,1.0,0.03,129.0,0.1159180520112435,0.14764411359377733,0.818400684765219,1.4835705584848193,-0.17871064639634793,0.6486354022477105,3.251226744701124,0.6046511627906976,0.1626576403625433,0.5132604213904279,1.0387596899224807,False,0.7605199061533684
logit_s_l5_c01_rq0.90_hs1.25_vs1.00_vc99.00_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.25,1.0,99.0,-0.05,1.25,0.03,129.0,0.09374158008699096,0.13988020086276554,0.7113020453508262,1.2576366201972295,-0.17738523717153032,0.528463256479137,2.6201929232207286,0.627906976744186,0.1795893267943741,0.7405882335783935,1.0890429292602064,False,0.6150236003233717
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.03,0.75,0.03,129.0,0.11500362581025914,0.12787957868119018,0.9171521040672508,1.7788469287875655,-0.13682354094538718,0.8405251392825931,3.222700942933108,0.627906976744186,0.16278601811849572,0.5461670968587296,1.0387596899224807,False,0.7545205012592164
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.03,1.0,0.03,129.0,0.11629636807431254,0.12332419340904513,0.9558084391936161,1.9231524673506841,-0.098180100814242,1.184520764491236,3.2630952514636578,0.6434108527131783,0.1715683600675182,0.5837296367988999,1.0387596899224807,False,0.7630019776839844
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.03,1.25,0.03,129.0,0.11103155052854485,0.12216134896417312,0.9246778014223656,1.8679285796844707,-0.12948480404455542,0.8574871109226002,3.1014066515094187,0.6356589147286822,0.1792094788271754,0.7291643554999193,1.0819488151482082,False,0.7284603469685763
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.05,0.75,0.03,129.0,0.12360509224562066,0.13241324196406073,0.9486551076582601,1.8657211157981655,-0.1333546422531131,0.9268900591477921,3.500235473657589,0.627906976744186,0.1671225959604423,0.45478450572239093,1.0387596899224807,False,0.8109533547509918
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.05,1.0,0.03,129.0,0.1223779807410934,0.12872325514824104,0.963636868304884,1.8963363995089941,-0.11977188362653823,1.0217588388497025,3.4593597884065446,0.6356589147286822,0.16864334481121457,0.5463864725880786,1.0387596899224807,False,0.8029024713029826
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.22_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.25,1.25,0.22,-0.05,1.25,0.03,129.0,0.11125325481247827,0.12605403925961284,0.9016795859027856,1.732297843682664,-0.14792979819662455,0.7520679144346784,3.108066086627734,0.6434108527131783,0.1772372761450167,0.716808596461015,1.0904308777112675,False,0.7299149135204235
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.03,0.75,0.03,129.0,0.111199374012243,0.13533941424324528,0.8480512801660502,1.6174374836159904,-0.14787393653149794,0.7519876498895864,3.1064464520219994,0.6201550387596899,0.1750302446097347,0.5193335133259706,1.0387596899224807,False,0.7295614101581135
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.03,1.0,0.03,129.0,0.10929158457095012,0.13096202327706505,0.8586828382797926,1.6682818704045306,-0.11724840799815484,0.9321370450733119,3.049590119169861,0.6434108527131783,0.18860598318336216,0.5736324819176324,1.0387596899224807,False,0.7170447070072383
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.03_ds1.25,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.03,1.25,0.03,129.0,0.10073933231758359,0.12962777742260975,0.8059666343659734,1.5645498006798115,-0.12885856589054745,0.7817821936894102,2.8061327754129137,0.627906976744186,0.20381210331788183,0.7200295321357784,1.0834498698886699,False,0.6609347399375762
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.05_ds0.75,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.05,0.75,0.03,129.0,0.12436078229628356,0.14262039804870974,0.8948814573219057,1.7401916459318534,-0.13934363159933116,0.892475535974767,3.5256253228438275,0.6201550387596899,0.16366625846540814,0.46393677643579473,1.0387596899224807,False,0.8159113170048384
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.05_ds1.00,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.05,1.0,0.03,129.0,0.12165228505595116,0.13928190785027736,0.8955527364732384,1.7336532992576705,-0.13292675138203336,0.9151828641799932,3.435390722129291,0.6511627906976745,0.15359119417435996,0.5992515468096529,1.0387596899224807,False,0.7981412973116637
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc0.30_dd0.05_ds1.25,logit_s_l5_c01,0.9,1.25,1.25,0.3,-0.05,1.25,0.03,129.0,0.10961890036877309,0.13533594717081915,0.8371677808976885,1.6420033673650962,-0.14626743364404038,0.7494416059527238,3.0592772682973,0.6356589147286822,0.17349577767347385,0.6924335136868841,1.086328999248765,False,0.7191921739075507
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc99.00_dd0.03_ds0.75,logit_s_l5_c01,0.9,1.25,1.25,99.0,-0.03,0.75,0.03,129.0,0.09844136880778986,0.14276527909122438,0.7302382758187184,1.2702050010601365,-0.1805560771489696,0.5452121599128997,2.743793779184288,0.6124031007751938,0.1805260295656098,0.5214612138466416,1.0387596899224807,False,0.6458581667680868
logit_s_l5_c01_rq0.90_hs1.25_vs1.25_vc99.00_dd0.03_ds1.00,logit_s_l5_c01,0.9,1.25,1.25,99.0,-0.03,1.0,0.03,129.0,0.0871291471106257,0.13444317822690668,0.6894208019467184,1.1884719377028987,-0.17871064639634793,0.48754312553595147,2.4548346962177923,0.6356589147286822,0.19258990402778617,0.6047143840045219,1.0387596899224807,False,0.5716404790633373
