Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
cost_0.5x_full,ExistingStructureVol15,232.0,0.15108137784755393,0.14207032704897238,1.0658072225722304,2.011282634547994,-0.12909090153098202,1.1703487701749,15.18389554741054,0.6077586206896551,0.11828930313907803
cost_0.5x_locked,ExistingStructureVol15,103.0,0.18040959550603985,0.1460764807621877,1.2145605585407262,2.2982752956092027,-0.12500996774689221,1.4431616834852345,4.152225610988012,0.6310679611650486,0.13329693640809356
cost_0.5x_full,ExistingStructureIndexVolumeVol15,232.0,0.15175924886914882,0.14106968313958346,1.0765173895691924,2.0575833927825946,-0.13439382777375197,1.129212936211855,15.357706469018133,0.6120689655172413,0.12771876422712874
cost_0.5x_locked,ExistingStructureIndexVolumeVol15,103.0,0.18075231936773228,0.14423296321417678,1.2301379014101201,2.379844347200817,-0.12796175493245432,1.4125495501616394,4.162584822070147,0.6310679611650486,0.1417116550940037
cost_0.5x_full,JointStructureOAPVol15,232.0,0.15089105393533941,0.141866907561992,1.0659292558959461,2.0179492091103985,-0.12977589910389464,1.162704747008076,15.135431557397702,0.6120689655172413,0.1193307938558512
cost_0.5x_locked,JointStructureOAPVol15,103.0,0.18023735743525027,0.14557176735025626,1.2172025997168696,2.3187972648561814,-0.12500996774689221,1.4417838887869885,4.147028127995471,0.6310679611650486,0.1300506555693719
cost_0.5x_full,JointStructureIndexVolumeOAPVol15,232.0,0.15187302902840627,0.14097138830191874,1.077877273801939,2.0590295629090307,-0.1305685390220298,1.1631671010945595,15.38706479278822,0.6120689655172413,0.1256217646422833
cost_0.5x_locked,JointStructureIndexVolumeOAPVol15,103.0,0.18053472321230712,0.14389212576410831,1.2314011464758854,2.385574742424269,-0.12500996774689221,1.444162625318294,4.156005092589435,0.6310679611650486,0.1365458750472149
cost_0.5x_full,SignalBlendStructureOAPVol15,232.0,0.14899496533728218,0.1416084273859257,1.0558571121253495,1.9916058696699266,-0.12615215304169258,1.1810735032642699,14.660555630480554,0.6077586206896551,0.11574524644351937
cost_0.5x_locked,SignalBlendStructureOAPVol15,103.0,0.1758944645178342,0.14570897432684407,1.1906056067178579,2.2421742530837103,-0.12500996774689221,1.4070435157136258,4.017861567480753,0.6310679611650486,0.1309137362215022
cost_0.5x_full,SignalBlendStructureIndexVolumeOAPVol15,232.0,0.14912032815427745,0.1414404250521369,1.0577034045247513,2.0008849388188503,-0.12744286587696485,1.1700955336192795,14.691511442378149,0.6077586206896551,0.11667029280168215
cost_0.5x_locked,SignalBlendStructureIndexVolumeOAPVol15,103.0,0.17609375323385423,0.14527718890300118,1.1948532024676777,2.2634647947953668,-0.12500996774689233,1.4086376983185152,4.023710066283816,0.6310679611650486,0.13108712548936585
cost_0.5x_full,TrendOverrideStructureOAPVol15,232.0,0.15108137784755393,0.14207032704897238,1.0658072225722304,2.011282634547994,-0.12909090153098202,1.1703487701749,15.18389554741054,0.6077586206896551,0.11828930313907803
cost_0.5x_locked,TrendOverrideStructureOAPVol15,103.0,0.18040959550603985,0.1460764807621877,1.2145605585407262,2.2982752956092027,-0.12500996774689221,1.4431616834852345,4.152225610988012,0.6310679611650486,0.13329693640809356
cost_0.5x_full,TrendOverrideStructureIndexVolumeOAPVol15,232.0,0.15164599549926816,0.14258472363438887,1.0659001964531296,2.0217607190903975,-0.13152763080936059,1.1529592266363227,15.328536825979592,0.6077586206896551,0.11660251644213356
cost_0.5x_locked,TrendOverrideStructureIndexVolumeOAPVol15,103.0,0.1817754738044839,0.14661964937471925,1.2184582765551262,2.3407791406150973,-0.12516176376022892,1.4523243228875335,4.193646773700782,0.6310679611650486,0.12757244000113963
cost_0.5x_full,CalibratedOAPRiskCommittee,232.0,0.1540575729506588,0.14440826762709857,1.0688341251206765,2.0286581676699535,-0.1293307212048297,1.1911908594916714,15.961162543433833,0.6077586206896551,0.12410786066143499
