signal_month,Model,p_h1,p_h3,p_h6,p_current
2024-05,CJM,0.08290384615384616,0.13885105694072164,0.18676664266409057,0.0
2024-06,CJM,0.08290384615384616,0.13885105694072164,0.18676664266409057,0.0
2024-07,CJM,0.08264830508474577,0.13765235714909899,0.18394630564217251,0.0
2024-08,CJM,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0
2024-09,CJM,0.5878619658119657,0.46503967227903364,0.36249133202339656,0.7
2024-10,CJM,0.8054722222222221,0.6070413521868903,0.4387117322304347,1.0
2024-11,CJM,0.0847316384180791,0.1397356904824323,0.18602963897550584,0.0
2024-12,CJM,0.08568162393162393,0.1416288347184994,0.18954442044186834,0.0
2025-01,CJM,0.0847316384180791,0.1397356904824323,0.18602963897550584,0.0
2025-02,CJM,0.0847316384180791,0.1397356904824323,0.18602963897550584,0.0
2025-03,CJM,0.0837859477124183,0.13781264742746002,0.18242433924661502,0.0
2025-04,CJM,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0
2025-05,CJM,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0
2025-06,CJM,0.0823970588235294,0.13642375853857114,0.18103545035772614,0.0
2025-07,CJM,0.0823970588235294,0.13642375853857114,0.18103545035772614,0.0
2025-08,CJM,0.08309150326797385,0.13711820298301558,0.18172989480217058,0.0
2025-09,CJM,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0
2025-10,CJM,0.08334274952919021,0.13834680159354343,0.18464075008661696,0.0
2025-11,CJM,0.0837859477124183,0.13781264742746002,0.18242433924661502,0.0
2025-12,CJM,0.07275831305758314,0.09224023704153245,0.09715644327906275,0.0
2026-01,CJM,0.12059615384615385,0.24976048607373694,0.3947656667874375,0.0
2026-02,CJM,0.12059615384615385,0.24976048607373694,0.3947656667874375,0.0
2026-03,CJM,0.1212905982905983,0.25045493051818135,0.39546011123188196,0.0
2026-04,CJM,0.11574999999999999,0.23782487247160627,0.37687015712942173,0.0
2026-05,CJM,0.11154999999999998,0.22736542327942705,0.36093311212828394,0.0
2026-06,CJM,0.10718055555555556,0.21743056568600044,0.34596062093256585,0.0
2026-07,CJM,0.10463235294117648,0.20990274383155802,0.333793326538898,0.0
2011-03,TVTP-HMM,0.06666666666973906,0.06666666666973906,0.06666666666973906,0.01
2011-04,TVTP-HMM,0.8655737704918033,0.8655737704918033,0.06557377049180328,0.01
2011-05,TVTP-HMM,0.06774193548387096,0.06774193548387096,0.867741935483871,0.99
2011-06,TVTP-HMM,0.06984126984126984,0.06984126984126984,0.06984126984126984,0.01
2011-07,TVTP-HMM,0.06875,0.06875,0.06875,0.01
2011-08,TVTP-HMM,0.8707692307692309,0.8707692307692309,0.8707692307692309,0.99
2011-09,TVTP-HMM,0.07272727272727274,0.07272727272727274,0.8727272727272728,0.99
2011-10,TVTP-HMM,0.8716417910447761,0.8716417910447761,0.8716417910447761,0.99
2011-11,TVTP-HMM,0.8349231008267947,0.7004973427169185,0.6872192567299116,0.14959459806057213
2011-12,TVTP-HMM,0.8724637681159421,0.8724637681159421,0.8724637681159421,0.99
2012-01,TVTP-HMM,0.8713622450615788,0.8713622505601065,0.8713622505601065,0.99
