name,target_vol,fast_window,slow_window,trend_cut,vix_threshold,vix_cut,dd_floor,dd_strength,rebalance_band,fallback,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,MDD9Pass,MDD10Pass,ReturnRetention
tv0.18_f20_s60_tc0.00_vx25_vc0.50_fl0.10_ds0.75_rb0.05_defensive,0.18,20,60,0.0,25.0,0.5,-0.1,0.75,0.05,defensive,129.0,0.08945238765417596,0.12088048505712896,0.7702988916566009,1.4260692648760573,-0.1315531258316459,0.6799715862977818,2.511821315001437,0.5968992248062015,0.35540598079610464,0.550069644598197,False,False,0.5868828908317921
tv0.18_f20_s60_tc0.00_vx25_vc0.50_fl0.10_ds1.00_rb0.05_bond,0.18,20,60,0.0,25.0,0.5,-0.1,1.0,0.05,bond,129.0,0.06642076462941016,0.09435879944283,0.7293026098113367,1.4039429851533558,-0.09275050332990953,0.7161229561542579,1.9963301800160755,0.6124031007751938,0.35703370769404574,0.4505998084755011,False,True,0.4357760746160083
tv0.18_f20_s60_tc0.00_vx25_vc0.50_fl0.10_ds1.00_rb0.05_defensive,0.18,20,60,0.0,25.0,0.5,-0.1,1.0,0.05,defensive,129.0,0.07374989270854271,0.10810106404333686,0.7131612898448572,1.272815895745391,-0.11338269672475332,0.6504510374063266,2.14886278444825,0.5658914728682171,0.4059365005935563,0.4443889867037768,False,False,0.4838613184776569
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.08_ds0.75_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.08,0.75,0.05,bond,129.0,0.06890058921036513,0.09344503308949499,0.7606143009831275,1.4525310743716813,-0.10638197755166345,0.647671633824481,2.0468035051055007,0.6046511627906976,0.5085297884104142,0.5087607756254398,False,False,0.45204580935414695
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.08_ds0.75_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.08,0.75,0.05,defensive,129.0,0.08363551392787794,0.108865534355894,0.7933529028848675,1.527176138518043,-0.100754752118698,0.8300900172862111,2.3713448717742596,0.5891472868217055,0.4976694364149209,0.49232670916399773,False,False,0.5487193073029638
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.08_ds1.00_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.08,1.0,0.05,bond,129.0,0.05895496760794772,0.0828723327217757,0.7331831584840375,1.46786932829264,-0.07815188313813792,0.7543640055830957,1.8511134608273336,0.6046511627906976,0.5286486834378846,0.43690045046685916,True,True,0.38679416755659723
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.08_ds1.00_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.08,1.0,0.05,defensive,129.0,0.07050717406771012,0.09631616328207755,0.7564884421131949,1.4079686000460117,-0.09046345834294234,0.7793994985292407,2.0801181693138875,0.5891472868217055,0.5442180074067642,0.41041350149791694,False,True,0.46258635712678314
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.09_ds0.75_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.09,0.75,0.05,bond,129.0,0.06897294696980816,0.09546883349635961,0.7471662924242245,1.4135225493463324,-0.10759759205457264,0.6410268636385992,2.048293468967031,0.5968992248062015,0.5053268839265086,0.5152426486193846,False,False,0.4525205371076443
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.09_ds0.75_rb0.05_defensive,0.18,20,60,0.0,25.0,0.75,-0.09,0.75,0.05,defensive,129.0,0.08204584152401662,0.11031278501213616,0.7709609328725118,1.4714901158555471,-0.1071633082320893,0.7656150493816928,2.334214960961657,0.5736434108527132,0.4995087702940403,0.5047289919811093,False,False,0.5382897194482442
tv0.18_f20_s60_tc0.00_vx25_vc0.75_fl0.09_ds1.00_rb0.05_bond,0.18,20,60,0.0,25.0,0.75,-0.09,1.0,0.05,bond,129.0,0.06389832279866403,0.08798946288222413,0.7486457842054896,1.4551131080857485,-0.07701136770981598,0.8297258534537033,1.9461501120149745,0.6046511627906976,0.5146286102473573,0.46186209684285523,True,True,0.4192267348789128
