name,max_exposure,target_vol,sleeve_stop,safe_exposure,cooldown_days,global_stop,global_cooldown_days,vix_threshold,vix_multiplier,rebalance_band,financing_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,StoppedDays,MDD9Pass,CAGRRetention
mx1.00_tv0.25_ss0.06_se0.25_cd10_gs0.10,1.0,0.25,0.06,0.25,10,0.1,10,35.0,0.5,0.1,0.04,129.0,0.06570220991290299,0.13511222119387345,0.5380039143678607,0.9810523646675227,-0.2909762488933235,0.22579921956788457,1.9819174587145019,0.5116279069767442,1.5264804853700846,0.47241616760203575,192,False,0.4310617513843594
mx1.00_tv0.25_ss0.06_se0.25_cd20_gs0.08,1.0,0.25,0.06,0.25,20,0.08,10,35.0,0.5,0.1,0.04,129.0,0.03498475997085926,0.1142807058738137,0.35701620459675104,0.6198883263653839,-0.28500935322670895,0.12274951532215451,1.4472381932541547,0.5348837209302325,1.6702715102749297,0.4012913462515109,278,False,0.2295294469515006
mx1.00_tv0.25_ss0.06_se0.25_cd20_gs0.09,1.0,0.25,0.06,0.25,20,0.09,10,35.0,0.5,0.1,0.04,129.0,0.04422391903367462,0.12925579316133784,0.3975198968772144,0.7663083938978066,-0.38593178442211773,0.11458998926427928,1.5923245730356261,0.4728682170542636,1.6483573020273032,0.43187734638746245,278,False,0.2901461003671984
mx1.00_tv0.25_ss0.06_se0.25_cd20_gs0.10,1.0,0.25,0.06,0.25,20,0.1,10,35.0,0.5,0.1,0.04,129.0,0.033772181096853426,0.11780708108199583,0.34000624680839775,0.5767403290677865,-0.34041728045691877,0.0992081866452941,1.4291145526631173,0.49612403100775193,1.5396399602048612,0.46115635473779404,278,False,0.22157390978138816
mx1.00_tv0.25_ss0.08_se0.00_cd5_gs0.08,1.0,0.25,0.08,0.0,5,0.08,10,35.0,0.5,0.1,0.04,129.0,-0.044554252254105586,0.07741929241953335,-0.549605838844997,-0.7558737455961535,-0.5244852560251225,-0.08494853142634665,0.6126533931211203,0.4108527131782946,2.8494154118190314,0.11102679836030747,68,False,-0.2923133640974165
mx1.00_tv0.25_ss0.08_se0.00_cd5_gs0.09,1.0,0.25,0.08,0.0,5,0.09,10,35.0,0.5,0.1,0.04,129.0,0.0160389542617283,0.11898629827685797,0.19036014114779914,0.37796636594237537,-0.4744010377619202,0.03380885155183304,1.1865508572441852,0.4108527131782946,2.573544514294165,0.20123870040122585,68,False,0.10522902842384405
mx1.00_tv0.25_ss0.08_se0.00_cd5_gs0.10,1.0,0.25,0.08,0.0,5,0.1,10,35.0,0.5,0.1,0.04,129.0,0.006107653022449311,0.11198476073272105,0.10875518967999528,0.18529483771439217,-0.46091471773168247,0.013251156423268802,1.067647443301482,0.4186046511627907,2.716685396025019,0.15942460468487835,68,False,0.04007134025164557
mx1.00_tv0.25_ss0.08_se0.00_cd10_gs0.08,1.0,0.25,0.08,0.0,10,0.08,10,35.0,0.5,0.1,0.04,129.0,-0.020681091254434958,0.0740438743582205,-0.24589268166246975,-0.3745333022216862,-0.38938424566569707,-0.05311229584822637,0.7987934676914693,0.40310077519379844,2.815973128551356,0.11361365106140077,115,False,-0.13568535104822624
mx1.00_tv0.25_ss0.08_se0.00_cd10_gs0.09,1.0,0.25,0.08,0.0,10,0.09,10,35.0,0.5,0.1,0.04,129.0,0.015083006156328294,0.10846219696279806,0.18931338640446474,0.3973158129942872,-0.4218370712253281,0.03575552549830683,1.1746047142642573,0.3953488372093023,2.7003198475773607,0.14394183341665515,115,False,0.09895720491756406
mx1.00_tv0.25_ss0.08_se0.00_cd10_gs0.10,1.0,0.25,0.08,0.0,10,0.1,10,35.0,0.5,0.1,0.04,129.0,0.02800634217986353,0.1310711463911218,0.2751383019043048,0.4581625096513429,-0.4388851250510861,0.06381246613587918,1.3457202436087623,0.49612403100775193,2.1150014506314103,0.2999131178916736,115,False,0.1837451575209614
