Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AnnualCost
Cost x0,Baseline,232.0,0.08218508672084779,0.07065956306226112,1.1562634128121327,2.2737942049281084,-0.08926642429606946,0.9206718804851527,4.6042956060388915,0.646551724137931,0.025064471354001278,0.0
Cost x0,Accelerated,232.0,0.09231350095677304,0.07627825468527782,1.199196449581327,2.52385868154062,-0.08822114510066248,1.0463874715233075,5.512913310395064,0.6508620689655172,0.060280124121927084,0.0
Cost x1,Baseline,232.0,0.08121825624848111,0.07063192865541398,1.1439561323367882,2.2405227937958494,-0.08933845417896868,0.9091074721953365,4.525415798197903,0.6422413793103449,0.025064471354001278,0.0009012396100488052
Cost x1,Accelerated,232.0,0.08984064397495284,0.07628328207897074,1.1692033840675435,2.43847326930031,-0.08904777434023037,1.0089038680707854,5.276565551737562,0.6422413793103449,0.060280124121927084,0.002281940644333829
Cost x2,Baseline,232.0,0.08025198535683264,0.07060739443936875,1.1315895303670527,2.2074481271720234,-0.08941048108147098,0.8975679851639194,4.447863127555655,0.6379310344827587,0.025064471354001278,0.0018024792200976103
Cost x2,Accelerated,232.0,0.08737253256596533,0.07629302237567459,1.1391438981435333,2.3544144241091853,-0.08987383967424378,0.9721686853778065,5.050273851118936,0.6379310344827587,0.060280124121927084,0.004563881288667658
Cost x3,Baseline,232.0,0.07928627349830775,0.07058596364681144,1.119165123243398,2.174569561340095,-0.08948250500366328,0.8860533519380339,4.371615641639789,0.6379310344827587,0.025064471354001278,0.0027037188301464155
Cost x3,Accelerated,232.0,0.08490915878754013,0.07630747377064845,1.1090236130762265,2.2716665723475,-0.09069934138667501,0.9361606985165436,4.833613565302599,0.6293103448275862,0.060280124121927084,0.006845821933001489
