signal_month,p_defensive,p_classifier,p_regression,expected_advantage,realized_advantage_next,realized_defensive_next,train_rows,feature_count,calibration_method
2012-04,0.48976570523473995,0.5017464379084118,0.4618106623295058,-0.009568469973849048,0.03952533240156227,1.0,60,38,platt_recent_validation
2012-05,0.5000542715853611,0.5000147350620392,0.5001465234731125,3.739332998234688e-05,-0.0498502533444771,0.0,61,38,platt_recent_validation
2012-06,0.49687938222240646,0.49832776014726227,0.4934998337310763,-0.001659311468098709,-0.0034227423047980404,0.0,62,38,platt_recent_validation
2012-07,0.5049293113904343,0.5080558993060318,0.4976339395873734,-0.0005984002935687486,0.036094576827452825,1.0,63,38,platt_recent_validation
2012-08,0.5742676922848836,0.6061390314051717,0.49990123433754496,-2.4915230935629534e-05,-0.004804130089903255,0.0,64,38,platt_recent_validation
2012-09,0.4634120496675479,0.4466151825794473,0.5026047395397825,0.0006522646965458989,-0.008962979746939055,0.0,65,38,platt_recent_validation
2012-10,0.610045212229263,0.6541921816193877,0.5070356169856386,0.0017504838029094097,-0.03659784779247501,0.0,66,38,platt_recent_validation
2012-11,0.408890633859484,0.3667477731568999,0.5072239754988468,0.0017815268858192633,-0.029085071321314753,0.0,67,38,platt_recent_validation
2012-12,0.5911534786415162,0.6263245745972743,0.5090875880780809,0.002219676734185892,0.025501643624649007,1.0,68,38,platt_recent_validation
2013-01,0.6341393014353113,0.6909521707810917,0.5015759396284903,0.0003815304984241681,-0.0694520856917532,0.0,69,38,platt_recent_validation
2013-02,0.5295561962980756,0.5382298641271057,0.5093176380303387,0.002235687633801102,0.017046080323272577,1.0,70,38,platt_recent_validation
2013-03,0.43648886274021936,0.40656521791762906,0.5063107006595968,0.0015009704386881953,-0.04725422633987701,0.0,71,38,platt_recent_validation
2013-04,0.4707299208585326,0.4557956412427121,0.5055765732954474,0.0013145616984483167,-0.030626197028480524,0.0,72,38,platt_recent_validation
2013-05,0.5843575765746492,0.6180236522051253,0.5058034001035383,0.0013566788583030474,-0.029307522647984113,0.0,73,38,platt_recent_validation
2013-06,0.34984693082500185,0.2871676007441636,0.49609870101362435,-0.0009042787875980634,0.035638870914942236,1.0,74,38,platt_recent_validation
2013-07,0.4306745989938624,0.3998471708432467,0.5026052646786325,0.0005987399745066011,0.02249151335843514,1.0,75,38,platt_recent_validation
2013-08,0.5532837546358188,0.5739609353190654,0.5050369997082435,0.0011522004483154474,-0.09535193175162307,0.0,76,38,platt_recent_validation
