signal_month,p_defensive,p_classifier,p_regression,expected_advantage,realized_advantage_next,realized_defensive_next,train_rows,feature_count,calibration_method
2012-04,0.4968447833359426,0.499949546032306,0.48960033704442824,-0.0026009716455721193,0.03952533240156227,1.0,60,33,platt_recent_validation
2012-05,0.4999953580938389,0.5,0.49998452697946305,-3.94877171619668e-06,-0.0498502533444771,0.0,61,33,platt_recent_validation
2012-06,0.49787182810798736,0.5001584422361876,0.4925363951421871,-0.0019052846972040128,-0.0034227423047980404,0.0,62,33,platt_recent_validation
2012-07,0.4975830916115308,0.4999804351572517,0.4919892900048488,-0.0020261467614493367,0.036094576827452825,1.0,63,33,platt_recent_validation
2012-08,0.4999703702720816,0.49999999995831157,0.49990123433754496,-2.4915230935629534e-05,-0.004804130089903255,0.0,64,33,platt_recent_validation
2012-09,0.5008028086567661,0.5000305525640448,0.5026047395397825,0.0006522646965458989,-0.008962979746939055,0.0,65,33,platt_recent_validation
2012-10,0.5016689199199253,0.4999918757515772,0.5055820229794045,0.001388791040060859,-0.03659784779247501,0.0,66,33,platt_recent_validation
2012-11,0.5017434652939676,0.5000000003045684,0.5058115502692325,0.001433169153745332,-0.029085071321314753,0.0,67,33,platt_recent_validation
2012-12,0.5020906844625302,0.4997061271973586,0.5076546514145976,0.0018696168762684432,0.025501643624649007,1.0,68,33,platt_recent_validation
2013-01,0.5019193116081967,0.5000015700727355,0.5063940418576063,0.0015480585991301471,-0.0694520856917532,0.0,69,33,platt_recent_validation
2013-02,0.5019642890862047,0.5001266462130516,0.5062521224568954,0.0015000478786600033,0.017046080323272577,1.0,70,33,platt_recent_validation
2013-03,0.501896651023739,0.5000049154655144,0.5063107006595968,0.0015009704386881953,-0.04725422633987701,0.0,71,33,platt_recent_validation
2013-04,0.5020326271274641,0.4999904102374128,0.5067977998709173,0.0016024728722282145,-0.030626197028480524,0.0,72,33,platt_recent_validation
2013-05,0.5019251622032275,0.5002542778466935,0.5058238923684735,0.001361469831272928,-0.029307522647984113,0.0,73,33,platt_recent_validation
2013-06,0.4990939296542293,0.5,0.4969797655140977,-0.0007000519008588358,0.035638870914942236,1.0,74,33,platt_recent_validation
2013-07,0.4945705136638283,0.49999576604663026,0.48191159143729057,-0.00415884181362958,0.02249151335843514,1.0,75,33,platt_recent_validation
2013-08,0.4670741177043218,0.4496190300048033,0.507802655669865,0.0017849215035342046,-0.09535193175162307,0.0,76,33,platt_recent_validation
2013-09,0.4901852995157961,0.4943680640839218,0.4804255155235029,-0.004472479910560521,-0.011581312491840409,0.0,77,33,platt_recent_validation
2013-10,0.4896637210734852,0.5000078930707466,0.4655273197465423,-0.007821504412453498,-0.05465787878284673,0.0,78,33,platt_recent_validation
2013-11,0.5248185994475059,0.5292492633749211,0.5144803836168707,0.0032649875757163674,-0.007956161658497501,0.0,79,33,platt_recent_validation
2013-12,0.48229626190393315,0.49088943688261744,0.46224552028700333,-0.00852660081064623,0.07834565989504434,1.0,80,33,platt_recent_validation
2014-01,0.5174216167286799,0.5250363986051143,0.4996537923503331,-7.743522898256771e-05,0.04285243201109197,1.0,81,33,platt_recent_validation
2014-02,0.4971422457905198,0.5000406223549096,0.490379367140277,-0.0021360221868436747,-0.04434662257096872,0.0,82,33,platt_recent_validation
2014-03,0.495413978352245,0.5049855696299647,0.47308026537089926,-0.005957220475398002,-0.020709724941811294,0.0,83,33,platt_recent_validation
2014-04,0.49266858523457435,0.49296059209734233,0.49198723588811566,-0.0017621424992486359,-0.04858173784371061,0.0,84,33,platt_recent_validation
2014-05,0.48655022654929314,0.48565388571219587,0.4886416885025203,-0.0024981009374285463,0.047209961795061206,1.0,85,33,platt_recent_validation
2014-06,0.49425878219759856,0.500435481622796,0.4798464835388043,-0.004408259999029133,-0.03333701393373995,0.0,86,33,platt_recent_validation
2014-07,0.5062475309504216,0.5079579214629321,0.502256619754564,0.0004955360811721238,-0.023317556465723817,0.0,87,33,platt_recent_validation
2014-08,0.49482298929701557,0.49953904040397074,0.48381887004745366,-0.0035315472933193197,0.004521869452735087,1.0,88,33,platt_recent_validation
2014-09,0.4932555569576268,0.5004672900672954,0.47642817970173357,-0.005136930326510367,-0.01535358734821795,0.0,89,33,platt_recent_validation
2014-10,0.49914169158576727,0.5000586496461388,0.49700212277823375,-0.000652841188725827,0.03141089415986923,1.0,90,33,platt_recent_validation
2014-11,0.49308514181168217,0.5013388520084843,0.47382648468581073,-0.00567689096811972,0.006182367434443243,1.0,91,33,platt_recent_validation
2014-12,0.4932940369633288,0.5000945356367221,0.4774262067254111,-0.004870254157845826,0.04867160294575701,1.0,92,33,platt_recent_validation
2015-01,0.4978965186600225,0.5000433276212263,0.49288729775054707,-0.0015281329314658573,-0.03594432905654561,0.0,93,33,platt_recent_validation
2015-02,0.4963833463773448,0.500652201204558,0.4864226851138475,-0.00290177316956669,-0.022909135413259746,0.0,94,33,platt_recent_validation
2015-03,0.5045525278231107,0.5007973349492413,0.5133146445288059,0.002845607873684818,-0.0511906603775427,0.0,95,33,platt_recent_validation
2015-04,0.514164031619742,0.501743544550906,0.5431451681136927,0.009368003525681751,0.06105031298210811,1.0,96,33,platt_recent_validation
2015-05,0.5208413050724781,0.5000060276545479,0.5694569523809816,0.015045786298911535,0.0001860408105884559,1.0,97,33,platt_recent_validation
2015-06,0.4873372295414394,0.5000546489926474,0.45766325082195414,-0.009129997283203118,-0.014873565192887744,0.0,98,33,platt_recent_validation
2015-07,0.49046378368713917,0.49990653421453585,0.46843069912321356,-0.0067579282487676695,0.06147640814129383,1.0,99,33,platt_recent_validation
2015-08,0.49585886728845163,0.4999450277818882,0.4863244928037664,-0.0029243024165245706,-0.029811989533910826,0.0,100,33,platt_recent_validation
2015-09,0.507485990517663,0.49990593032901864,0.5251727976244998,0.005429062616209185,-0.0390458054093302,0.0,101,33,platt_recent_validation
2015-10,0.49887724948994805,0.5000059909855168,0.496243519333621,-0.000807906879643519,-0.02088265661196593,0.0,102,33,platt_recent_validation
2015-11,0.49656632462789185,0.5000430359593521,0.48845399818781804,-0.002478005571330719,0.019383034149344645,1.0,103,33,platt_recent_validation
2015-12,0.497570118449997,0.5000304279752401,0.4918293962244298,-0.0017441190328166213,0.06884741641888889,1.0,104,33,platt_recent_validation
2016-01,0.4970569562867875,0.5000287777629159,0.49012270617582127,-0.0021085202946172408,0.09293089366720911,1.0,105,33,platt_recent_validation
2016-02,0.49637532949488405,0.5001602372884023,0.48754387797667487,-0.002655264032621156,-0.09707376109114121,0.0,106,33,platt_recent_validation
2016-03,0.49754323340663925,0.5001233274364352,0.49152301400378223,-0.00180540525120701,0.024904374808168636,1.0,107,33,platt_recent_validation
2016-04,0.49576863784208564,0.5001037175684571,0.48565345181388575,-0.003044300176836913,-0.016619737841396212,0.0,108,33,platt_recent_validation
2016-05,0.4952728340003233,0.49989521459094544,0.4844872792888719,-0.0032758536553014663,0.04142551878967447,1.0,109,33,platt_recent_validation
2016-06,0.49529806371511453,0.49993125704064706,0.4844872792888719,-0.0032758536553014663,-0.044000718936054756,0.0,110,33,platt_recent_validation
2016-07,0.49683451272529805,0.5001906230431162,0.48900358865038906,-0.0023087784799910313,-0.02319364539933457,0.0,111,33,platt_recent_validation
2016-08,0.4964217492501369,0.499909964171748,0.48828258109971107,-0.0024471653837316648,-0.01722679364891541,0.0,112,33,platt_recent_validation
2016-09,0.4968631870089082,0.5003729154626262,0.4886738206168998,-0.0023578337872155256,0.030867734087645413,1.0,113,33,platt_recent_validation
2016-10,0.4958278257625623,0.49996871652175906,0.48616574732443646,-0.002864750805397639,-0.09027568504556574,0.0,114,33,platt_recent_validation
2016-11,0.4963668435770051,0.50015319520265,0.4875320231171671,-0.002581703201612212,-0.03600331886977747,0.0,115,33,platt_recent_validation
2016-12,0.49800346509741483,0.5001622313697602,0.49296634379527565,-0.0014558992687616875,0.030955197507206357,1.0,116,33,platt_recent_validation
2017-01,0.49726345075553685,0.4998659250437477,0.49119101074971155,-0.0018178763357153977,0.01391012317706576,1.0,117,33,platt_recent_validation
2017-02,0.4996855833083136,0.5000026823474808,0.498945685550257,-0.0002165798009570033,0.024687983586968103,1.0,118,33,platt_recent_validation
2017-03,0.5001901149543126,0.49999633868751475,0.5006422595768412,0.0001318627302468411,0.024105372071595407,1.0,119,33,platt_recent_validation
2017-04,0.4971746772195573,0.4999988609720582,0.4905849151303888,-0.001933244632608563,-0.0112082619018358,0.0,120,33,platt_recent_validation
2017-05,0.4973510496787079,0.499985960287103,0.491202924925786,-0.0018113166662312224,-0.0011039207889003222,0.0,121,33,platt_recent_validation
2017-06,0.4972997691389127,0.5000266125074044,0.49093713461243205,-0.0018564306554932945,-0.013920671711935773,0.0,122,33,platt_recent_validation
2017-07,0.5051534790890572,0.5000072809837989,0.5171612746679933,0.0034994186067543527,0.07040940123994449,1.0,123,33,platt_recent_validation
2017-08,0.5003050891522518,0.49999700469920094,0.5010239528760371,0.00020929373146474266,-0.07463550505360195,0.0,124,33,platt_recent_validation
2017-09,0.4984793790164822,0.5000737181710705,0.4947592543224429,-0.001067486255420043,-0.06545855103807041,0.0,125,33,platt_recent_validation
2017-10,0.5112389246980598,0.49994171374149615,0.5375990835967082,0.007654764216107593,-0.028591025468020195,0.0,126,33,platt_recent_validation
2017-11,0.5031931314552494,0.49998553620239017,0.5106775203785875,0.002160811189896076,-0.0028168894197170558,0.0,127,33,platt_recent_validation
2017-12,0.4951325880905436,0.499999891773771,0.48377554616301305,-0.003270970412341707,-0.03997580794921465,0.0,128,33,platt_recent_validation
2018-01,0.5003590316721725,0.500006752851412,0.5011810155872805,0.00023912730041937162,0.03938703644449389,1.0,129,33,platt_recent_validation
2018-02,0.5081481499021409,0.5000458863110606,0.5270534316146616,0.005546652718212434,-0.027916821095925724,0.0,130,33,platt_recent_validation
2018-03,0.4982236908604868,0.5000146118734187,0.49404487516364587,-0.0012341866553807182,-0.046890310416230915,0.0,131,33,platt_recent_validation
2018-04,0.5008826729328527,0.50001077690489,0.502917096998099,0.0006024422683803514,0.012098388489254841,1.0,132,33,platt_recent_validation
