name,model_name,rank_threshold,protection_fraction,vix_threshold,vix_fraction,vol_cap,dd_start,dd_fraction,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection,MDD9Pass,CAGRRetention
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc0.26_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,0.75,0.26,-0.05,0.75,129.0,0.12816185393115354,0.13920880155008492,0.9379927022074431,1.8631622150356806,-0.13934363159933116,0.9197539382328593,3.6558861986881173,0.6124031007751938,0.13052436891602523,0.4862336263667623,False,0.8408495435612436
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc0.30_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,0.75,0.3,-0.03,0.5,129.0,0.12593712955496206,0.14537375173511222,0.8903691330224907,1.7318970095621269,-0.15520724073922387,0.8114127211794141,3.5791262243496482,0.6124031007751938,0.1372140016779232,0.4115525784344662,False,0.8262534807009555
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc0.30_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,0.75,0.3,-0.03,0.75,129.0,0.1182889646737999,0.13701732213046333,0.8860276912744474,1.7394831937452153,-0.1478739365314976,0.7999311267986972,3.326257924917683,0.6124031007751938,0.14013855057117755,0.5171544151028489,False,0.7760750871138828
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc0.30_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,0.75,0.3,-0.05,0.5,129.0,0.1317819186568847,0.14950198640680054,0.9045849261836242,1.7862904660788799,-0.15203951769423818,0.8667609622513215,3.783986490332684,0.627906976744186,0.13705811796899808,0.3601909174955832,False,0.8646002125702014
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc0.30_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,0.75,0.3,-0.05,0.75,129.0,0.12984312767558626,0.14388433511735696,0.922310412393987,1.831651853842396,-0.13934363159933139,0.9318196044218018,3.7148826099325594,0.6124031007751938,0.12870683315841625,0.4809336670238828,False,0.851880113245162
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc99.00_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,0.75,99.0,-0.03,0.5,129.0,0.12003579097190387,0.15434931136433439,0.8133919972794565,1.4734239116185668,-0.18240150790159138,0.6580855188799489,3.3825399472783517,0.6124031007751938,0.13735410718509788,0.40557311671352486,False,0.7875357366783822
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc99.00_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,0.75,99.0,-0.03,0.75,129.0,0.11084440194334344,0.1457546453960758,0.795689762599567,1.4330607341971109,-0.1805560771489696,0.6139056834508547,3.0957952579116075,0.6124031007751938,0.14254656382348135,0.5123215489476274,False,0.727232494861121
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc99.00_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,0.75,99.0,-0.05,0.5,129.0,0.12592991077403437,0.15818501271446805,0.8307295701549886,1.527847529858201,-0.18240150790159138,0.6903995050412393,3.5788795513435327,0.627906976744186,0.13553341903813867,0.35425012824040325,False,0.8262061194272072
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf0.75_vc99.00_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,0.75,99.0,-0.05,0.75,129.0,0.12244195850014039,0.15211863964586037,0.8372982015841159,1.531748836896553,-0.1805560771489696,0.678138118824538,3.4614801736355405,0.6124031007751938,0.12935346229855904,0.47613902169103567,False,0.803322219206455
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.22_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.22,-0.03,0.5,129.0,0.1253629638078415,0.13274588455920538,0.958363525072396,1.9248111939882058,-0.143662930962295,0.8726187261259734,3.5595544934972962,0.627906976744186,0.145633677755395,0.40663055231967904,False,0.8224864705369628
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.22_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.22,-0.03,0.75,129.0,0.12144174703335908,0.12497775106897546,0.9818725144933025,2.021692762954305,-0.13682354094538718,0.8875793317016426,3.428465088241258,0.6046511627906976,0.14589005002115765,0.5087256665264653,False,0.7967599908248371
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.22_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.22,-0.05,0.5,129.0,0.12756703855288798,0.13478806625944334,0.9604605276704474,1.934237597922396,-0.14190329348181485,0.8989716547293239,3.6352183191839123,0.627906976744186,0.1501511228649369,0.37478009854049205,False,0.8369470544509778
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.22_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.22,-0.05,0.75,129.0,0.1266976882135067,0.12917138097009184,0.9906541185749937,2.011921919234213,-0.1333546422531131,0.9500808226310471,3.605201844869614,0.6046511627906976,0.14408765333370643,0.4718323178117125,False,0.8312433851169164
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.26_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.26,-0.03,0.5,129.0,0.12609311120999478,0.13661079190201175,0.9397816969670518,1.8580745046287828,-0.15520724073922365,0.8124177107294505,3.5844600422672572,0.6201550387596899,0.1401528505300603,0.41703460490376776,False,0.8272768515356864
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.26_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.26,-0.03,0.75,129.0,0.12049040962670032,0.1281821679922192,0.9537879539172539,1.9154297042694264,-0.14787393653149772,0.8148184355735698,3.397328520486581,0.6124031007751938,0.14400485701306576,0.5211413775072231,False,0.7905184173798129
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.26_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.26,-0.05,0.5,129.0,0.13005359040899944,0.140499532373232,0.9426081909975808,1.8874097567258596,-0.15203951769423818,0.8553933370832316,3.722328301352428,0.627906976744186,0.1491373526370743,0.3735896487517954,False,0.8532609257716582
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.26_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.26,-0.05,0.75,129.0,0.13014353529967315,0.1348297306522023,0.977226419245669,1.9796762176326188,-0.13934363159933127,0.9339754806584051,3.725514472627589,0.6046511627906976,0.1387105368667541,0.4794352495937451,False,0.8538510398964843
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.30_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.3,-0.03,0.5,129.0,0.1271736049512464,0.1410806260880582,0.921035539082418,1.8171398004061052,-0.15520724073922387,0.8193793301494289,3.6216060844730897,0.6201550387596899,0.14256157229124933,0.41139004110206634,False,0.8343657991537528
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.30_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.3,-0.03,0.75,129.0,0.12127212481634819,0.13288666709691693,0.9296858424693313,1.8595833770701709,-0.14787393653149772,0.8201047977817021,3.4228945904956762,0.6124031007751938,0.14719281496998046,0.5156810927718541,False,0.7956471264320664
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.30_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.3,-0.05,0.5,129.0,0.1319766352155225,0.14520451393649833,0.9282674564926303,1.8580449992480157,-0.15203951769423818,0.8680416592805595,3.7909907534973057,0.627906976744186,0.14656495353240265,0.3670145857934731,False,0.8658777169479264
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc0.30_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,0.3,-0.05,0.75,129.0,0.13182766490835696,0.13965101261045332,0.9587352996048948,1.9391106864281604,-0.13934363159933116,0.9460616419659161,3.7856309998101283,0.6046511627906976,0.13689300110914537,0.47413529025086537,False,0.8649003464516193
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc99.00_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,99.0,-0.03,0.5,129.0,0.12126578566889212,0.1503138535159858,0.8385818133683891,1.5299231996202143,-0.18240150790159138,0.6648288551118613,3.4226865682175065,0.6201550387596899,0.14270167779842408,0.4054105793811249,False,0.7956055362936476
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc99.00_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,99.0,-0.03,0.75,129.0,0.11380770288713582,0.14188547569744356,0.8324826066477568,1.5132932059213777,-0.1805560771489696,0.630317764343305,3.185736368249332,0.6124031007751938,0.14960082822228438,0.5108482266166319,False,0.7466742411342431
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc99.00_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,35.0,1.0,99.0,-0.05,0.5,129.0,0.12612362052843062,0.15412889638208613,0.849680703465114,1.573349311111105,-0.18240150790159138,0.6914615014941455,3.5855041559176075,0.627906976744186,0.14504025460154316,0.36107379653829375,False,0.8274770183224038
logit_s_l5_c01_rq0.80_pf1.00_vx35_vf1.00_vc99.00_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,35.0,1.0,99.0,-0.05,0.75,129.0,0.1244134957903218,0.14812442044722277,0.8678582368178119,1.6028243366723554,-0.1805560771489696,0.6890573707340418,3.5274026198046435,0.6046511627906976,0.13753963024928798,0.46934064491801875,False,0.8162571618568127
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.22_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.22,-0.03,0.5,129.0,0.11600510701647382,0.14279407639062858,0.8416385333711727,1.570086805808573,-0.16579483529464312,0.6996907160003795,3.2539543551026613,0.6201550387596899,0.13267584451991027,0.40507455055677155,False,0.7610910601993449
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.22_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.22,-0.03,0.75,129.0,0.10804213577407595,0.13285166822693292,0.8401159986257869,1.5816584013282446,-0.14077759240483267,0.7674668527032363,3.012867023730294,0.6201550387596899,0.13803046429492982,0.5499571650709922,False,0.7088472721361795
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.22_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.22,-0.05,0.5,129.0,0.11721664496818573,0.14524849931664738,0.8373994757139043,1.5472494674397217,-0.1690474000512282,0.6933951361136838,3.2921303512133866,0.627906976744186,0.13596899741476937,0.38208420999338055,False,0.7690397680438127
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.22_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.22,-0.05,0.75,129.0,0.10753558070806024,0.1359274818373617,0.8207933981321989,1.514668773573749,-0.14565643953970997,0.7382823653240753,2.9980932606431208,0.627906976744186,0.13214584288867595,0.5348013106494025,False,0.7055238448995794
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.26_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.26,-0.03,0.5,129.0,0.11340176170848926,0.14855132103010324,0.7987777286886051,1.451925029375095,-0.18017353307689876,0.6294029970544506,3.173276894799614,0.6201550387596899,0.1344589187405737,0.41848653561620325,False,0.744010925613222
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.26_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.26,-0.03,0.75,129.0,0.1113591188122105,0.13736984416399284,0.8388715619483295,1.5561132197027134,-0.1555779782180432,0.7157768733576176,3.1112505456519304,0.627906976744186,0.13039252977724003,0.551917091692005,False,0.7306094703883527
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.26_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.26,-0.05,0.5,129.0,0.11672987200518148,0.15284991078539162,0.8000864378629848,1.4608730791491384,-0.18017353307689876,0.6478746906481582,3.2767434108943174,0.6201550387596899,0.137023710722697,0.39193776562452937,False,0.7658461280393543
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.26_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.26,-0.05,0.75,129.0,0.10953689763672614,0.14284175439607805,0.8002916999969484,1.4775305016092133,-0.1555779782180432,0.704064282691794,3.0568477212012723,0.6124031007751938,0.1465438585863911,0.5060375379123631,False,0.7186541670225264
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.30_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.3,-0.03,0.5,129.0,0.11641075784228705,0.15533778354351377,0.7878440636396771,1.4295034604403727,-0.1945571890087905,0.5983369642384553,3.266691608882694,0.6124031007751938,0.1340739321396899,0.41157693516390514,False,0.7637524707615979
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.30_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.3,-0.03,0.75,129.0,0.11592055745004126,0.14273509792438197,0.8412873524452529,1.5825529255780042,-0.17038347309333912,0.6803509480437572,3.251305216204277,0.6201550387596899,0.1321355130571633,0.5463857124550936,False,0.7605363439389099
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.30_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.3,-0.05,0.5,129.0,0.11588162161487214,0.15968916419079468,0.7675277918092794,1.3856176665521445,-0.1945571890087906,0.5956172691703328,3.25008592188177,0.6201550387596899,0.13931196599459916,0.3940394601275591,False,0.7602808921158759
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc0.30_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,0.3,-0.05,0.75,129.0,0.11560916821441625,0.14883447242561865,0.8106752729364556,1.510517062894983,-0.17038347309333912,0.6785233691713953,3.241565510900014,0.6124031007751938,0.13782777549223396,0.5002345324304741,False,0.7584933686805633
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc99.00_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,99.0,-0.03,0.5,129.0,0.12062972461188903,0.16838350169498117,0.7617395381300652,1.3707795120073445,-0.2047275147494666,0.5892208712615329,3.4018721085755574,0.6124031007751938,0.12911969757541886,0.4029512038847503,False,0.7914324408440029
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc99.00_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,99.0,-0.03,0.75,129.0,0.11272931165347422,0.15347772019397932,0.774176378308118,1.3748728425195151,-0.1808517279161127,0.6233244932321754,3.152734728620366,0.627906976744186,0.12494001778263408,0.5525495060603625,False,0.7395990877341377
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc99.00_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,0.75,99.0,-0.05,0.5,129.0,0.12009386632226726,0.17262098102471699,0.7443178830863512,1.3298856947790254,-0.2047275147494665,0.5866034493176507,3.38442585794905,0.6201550387596899,0.12797748571011142,0.38609771140661026,False,0.7879167598170725
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf0.75_vc99.00_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,0.75,99.0,-0.05,0.75,129.0,0.11136894308899037,0.15883489544151028,0.7453132523970633,1.3262739638745376,-0.1808517279161127,0.615802482908255,3.1115462163848577,0.6124031007751938,0.1355516079114695,0.5056621296417287,False,0.7306739259060655
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.22_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.22,-0.03,0.5,129.0,0.11600510701647382,0.14279407639062858,0.8416385333711727,1.570086805808573,-0.16579483529464312,0.6996907160003795,3.2539543551026613,0.6201550387596899,0.13267584451991027,0.40507455055677155,False,0.7610910601993449
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.22_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.22,-0.03,0.75,129.0,0.10804213577407595,0.13285166822693292,0.8401159986257869,1.5816584013282446,-0.14077759240483267,0.7674668527032363,3.012867023730294,0.6201550387596899,0.13803046429492982,0.5499571650709922,False,0.7088472721361795
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.22_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.22,-0.05,0.5,129.0,0.11721664496818573,0.14524849931664738,0.8373994757139043,1.5472494674397217,-0.1690474000512282,0.6933951361136838,3.2921303512133866,0.627906976744186,0.13596899741476937,0.38208420999338055,False,0.7690397680438127
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.22_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.22,-0.05,0.75,129.0,0.10753558070806024,0.1359274818373617,0.8207933981321989,1.514668773573749,-0.14565643953970997,0.7382823653240753,2.9980932606431208,0.627906976744186,0.13214584288867595,0.5348013106494025,False,0.7055238448995794
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.26_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.26,-0.03,0.5,129.0,0.11340176170848926,0.14855132103010324,0.7987777286886051,1.451925029375095,-0.18017353307689876,0.6294029970544506,3.173276894799614,0.6201550387596899,0.1344589187405737,0.41848653561620325,False,0.744010925613222
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.26_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.26,-0.03,0.75,129.0,0.1113591188122105,0.13736984416399284,0.8388715619483295,1.5561132197027134,-0.1555779782180432,0.7157768733576176,3.1112505456519304,0.627906976744186,0.13039252977724003,0.551917091692005,False,0.7306094703883527
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.26_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.26,-0.05,0.5,129.0,0.11672987200518148,0.15284991078539162,0.8000864378629848,1.4608730791491384,-0.18017353307689876,0.6478746906481582,3.2767434108943174,0.6201550387596899,0.137023710722697,0.39193776562452937,False,0.7658461280393543
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.26_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.26,-0.05,0.75,129.0,0.10953689763672614,0.14284175439607805,0.8002916999969484,1.4775305016092133,-0.1555779782180432,0.704064282691794,3.0568477212012723,0.6124031007751938,0.1465438585863911,0.5060375379123631,False,0.7186541670225264
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.30_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.3,-0.03,0.5,129.0,0.11641075784228705,0.15533778354351377,0.7878440636396771,1.4295034604403727,-0.1945571890087905,0.5983369642384553,3.266691608882694,0.6124031007751938,0.1340739321396899,0.41157693516390514,False,0.7637524707615979
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.30_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.3,-0.03,0.75,129.0,0.11592055745004126,0.14273509792438197,0.8412873524452529,1.5825529255780042,-0.17038347309333912,0.6803509480437572,3.251305216204277,0.6201550387596899,0.1321355130571633,0.5463857124550936,False,0.7605363439389099
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.30_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.3,-0.05,0.5,129.0,0.11588162161487214,0.15968916419079468,0.7675277918092794,1.3856176665521445,-0.1945571890087906,0.5956172691703328,3.25008592188177,0.6201550387596899,0.13931196599459916,0.3940394601275591,False,0.7602808921158759
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc0.30_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,0.3,-0.05,0.75,129.0,0.11560916821441625,0.14883447242561865,0.8106752729364556,1.510517062894983,-0.17038347309333912,0.6785233691713953,3.241565510900014,0.6124031007751938,0.13782777549223396,0.5002345324304741,False,0.7584933686805633
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc99.00_dd0.03_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,99.0,-0.03,0.5,129.0,0.12062972461188903,0.16838350169498117,0.7617395381300652,1.3707795120073445,-0.2047275147494666,0.5892208712615329,3.4018721085755574,0.6124031007751938,0.12911969757541886,0.4029512038847503,False,0.7914324408440029
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc99.00_dd0.03_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,99.0,-0.03,0.75,129.0,0.11272931165347422,0.15347772019397932,0.774176378308118,1.3748728425195151,-0.1808517279161127,0.6233244932321754,3.152734728620366,0.627906976744186,0.12494001778263408,0.5525495060603625,False,0.7395990877341377
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc99.00_dd0.05_df0.50,logit_s_l5_c01,0.8,1.0,99.0,1.0,99.0,-0.05,0.5,129.0,0.12009386632226726,0.17262098102471699,0.7443178830863512,1.3298856947790254,-0.2047275147494665,0.5866034493176507,3.38442585794905,0.6201550387596899,0.12797748571011142,0.38609771140661026,False,0.7879167598170725
logit_s_l5_c01_rq0.80_pf1.00_vx99_vf1.00_vc99.00_dd0.05_df0.75,logit_s_l5_c01,0.8,1.0,99.0,1.0,99.0,-0.05,0.75,129.0,0.11136894308899037,0.15883489544151028,0.7453132523970633,1.3262739638745376,-0.1808517279161127,0.615802482908255,3.1115462163848577,0.6124031007751938,0.1355516079114695,0.5056621296417287,False,0.7306739259060655
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.22_dd0.03_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.22,-0.03,0.5,129.0,0.12470700784350197,0.1376774872390386,0.9245513384595067,1.816812572757618,-0.1436629309622951,0.8680527886225001,3.537313588817628,0.6124031007751938,0.1483721131132572,0.389892225518887,False,0.818182847763938
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.22_dd0.03_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.22,-0.03,0.75,129.0,0.12189317912658071,0.13000549722459284,0.9518877143824588,1.9131308524607114,-0.13682354094538707,0.8908787061375221,3.4433304792300223,0.6124031007751938,0.1382002686000193,0.488055081749814,False,0.7997217650024968
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.22_dd0.05_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.22,-0.05,0.5,129.0,0.12567932710039775,0.13993121528158786,0.9180543661201431,1.8077888150156687,-0.14190329348181485,0.8856688524745465,3.5703264066805267,0.6201550387596899,0.16258753902464274,0.3527552334058335,False,0.824562079791869
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.22_dd0.05_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.22,-0.05,0.75,129.0,0.121846011279793,0.13360114428637657,0.9295215793906457,1.826311508768575,-0.1333546422531131,0.9136990600486468,3.441774539740036,0.6124031007751938,0.14978999038554147,0.46680043857265063,False,0.7994123042602739
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.26_dd0.03_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.26,-0.03,0.5,129.0,0.12454400805409849,0.141287678166823,0.9033346991588513,1.7615570980786914,-0.15520724073922376,0.8024368416120157,3.531806490195525,0.6124031007751938,0.14827974920837955,0.3815691875711543,False,0.8171134320656124
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.26_dd0.03_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.26,-0.03,0.75,129.0,0.12086703034808877,0.13321541798557832,0.9251714141750836,1.8183712625492496,-0.1478739365314976,0.8173653395799314,3.4096242364508433,0.6201550387596899,0.13721508052206988,0.4976971720112489,False,0.7929893660432529
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.26_dd0.05_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.26,-0.05,0.5,129.0,0.1276691862342958,0.14554064577128883,0.9002067612822187,1.7598499119185733,-0.15203951769423807,0.839710544800907,3.6387600610944184,0.6201550387596899,0.15823299611164734,0.3531714064140943,False,0.8376172291453431
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.26_dd0.05_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.26,-0.05,0.75,129.0,0.12300949551810803,0.13954611611422868,0.902981806249121,1.762577282420395,-0.13934363159933094,0.8827780222623296,3.480341463056276,0.6201550387596899,0.15036228224318218,0.47046684122295657,False,0.8070457393325647
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.30_dd0.03_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.3,-0.03,0.5,129.0,0.1243866146351651,0.14586611509980402,0.8783008118108475,1.7022733480191043,-0.15520724073922398,0.8014227560694602,3.5264961887821586,0.6124031007751938,0.15266589767339253,0.37522557478332746,False,0.8160807988724254
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.30_dd0.03_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.3,-0.03,0.75,129.0,0.12164900828888214,0.13774735010164865,0.9040561714668814,1.7729451459415693,-0.1478739365314976,0.8226534786471349,3.435282835967541,0.6201550387596899,0.1404030384789851,0.49223688727587744,False,0.7981197989639899
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.30_dd0.05_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.3,-0.05,0.5,129.0,0.12830792364042587,0.15030260447084717,0.8799407133271845,1.714007671303749,-0.1520395176942383,0.8439116723486438,3.6609779129985105,0.6201550387596899,0.1570979635330658,0.3468609347018261,False,0.8418078836960214
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc0.30_dd0.05_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,0.3,-0.05,0.75,129.0,0.12330440275039245,0.14446925563478022,0.878637210339416,1.707856301971997,-0.13934363159933116,0.8848944249202724,3.490179045088568,0.6201550387596899,0.15051717458284983,0.46459733749890475,False,0.808980578787934
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc99.00_dd0.03_df0.50,logit_s_l5_c01,0.85,0.75,30.0,0.75,99.0,-0.03,0.5,129.0,0.11849340271680231,0.15481034211772426,0.8024303735864937,1.450080989508693,-0.18240150790159138,0.6496295128258011,3.3328006571346926,0.6124031007751938,0.15280600318056733,0.3692461130623856,False,0.7774163726046301
logit_s_l5_c01_rq0.85_pf0.75_vx30_vf0.75_vc99.00_dd0.03_df0.75,logit_s_l5_c01,0.85,0.75,30.0,0.75,99.0,-0.03,0.75,129.0,0.1141820774082789,0.14645086286185977,0.8132808317836777,1.4647360759633405,-0.1805560771489696,0.6323912172397933,3.1972662833825893,0.6201550387596899,0.1428110517312887,0.48740402112065695,False,0.7491304528350603
