name,model_name,probability_threshold,protection_fraction,vix_threshold,fsi_threshold,vol_cap,dd_start,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection,MDD9Pass,MDD10Pass,ReturnRetention
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,0.18,-0.05,129.0,0.09001467760193704,0.09900431123883645,0.9220958756047636,1.7434049171045594,-0.11648355087676643,0.7727672870924747,2.525792790247198,0.6356589147286822,0.1991604859585598,0.6163922420677763,False,False,0.5905719857646571
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,0.22,-0.03,129.0,0.10155297492955406,0.1023440458045596,0.9984912677459316,2.1056431402379907,-0.09771303702375,1.0392981123375657,2.8285112980344875,0.6124031007751938,0.2136833065950903,0.6260869213025083,False,True,0.6662729197306437
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,0.22,-0.05,129.0,0.09612876895762112,0.10830641151467343,0.9036278568467755,1.6892248885468772,-0.12982466057084063,0.7404507628592422,2.6823283888819667,0.6046511627906976,0.21744091465872978,0.418145544941063,False,False,0.6306855668968431
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,0.26,-0.03,129.0,0.10912492296390508,0.10636909693516342,1.029234228397847,2.2633891740457246,-0.09636337704545528,1.1324314932677182,3.0446683446136085,0.6434108527131783,0.21505805140649706,0.6060903668629428,False,True,0.7159512667056624
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,0.26,-0.05,129.0,0.10773782278327193,0.10901069609448814,0.9956211635421626,1.9909689162964475,-0.14096756031305235,0.7642738694208384,3.003983786566664,0.6201550387596899,0.19889022563299674,0.6416575692565128,False,False,0.706850722994851
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,99.0,-0.03,129.0,0.11206055235667778,0.11113321117909739,1.01327180834914,2.302367264021007,-0.09636337704545572,1.1628956538521633,3.1324250000143774,0.6434108527131783,0.2211111097622473,0.6007297129721866,False,True,0.7352114643328276
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs1_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,1.0,99.0,-0.05,129.0,0.11087996183106408,0.1135960764978137,0.9845942854272662,2.0346638947753433,-0.14096756031305235,0.7865636717045288,3.0968607632272422,0.6201550387596899,0.20509830996487616,0.6359936253160677,False,False,0.7274657976297829
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.18_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.18,-0.03,129.0,0.1228380179032671,0.11249780283023209,1.0894666451323234,2.2601287724421457,-0.09748337030486887,1.2600920292261568,3.4746328439591596,0.6356589147286822,0.18775885427540784,0.6081749627736355,False,True,0.8059207019696734
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.18,-0.05,129.0,0.11686031166481547,0.11467352370228309,1.0240217569385137,2.0297468191015113,-0.11829208920849688,0.9878962527988003,3.28086021056596,0.627906976744186,0.18479734065602832,0.6105663979244086,False,False,0.7667019219039191
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.22,-0.03,129.0,0.12001487885402473,0.11824470936839608,1.0203115269888121,2.096762026856129,-0.11030103020916437,1.0880667082296507,3.3818610907693247,0.6201550387596899,0.18234871462429444,0.6479317357657834,False,False,0.7873985355983868
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.22,-0.05,129.0,0.12039000924457999,0.1235867310382684,0.9839400599330654,2.02478912424913,-0.12982466057084052,0.9273277412413307,3.3940574979885754,0.6046511627906976,0.18986710567838552,0.5987667805508223,False,False,0.7898597064382201
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.26,-0.03,129.0,0.12392841867837667,0.12377299978021268,1.0083191202503963,2.0837386410557985,-0.10982761213632919,1.1283903589248951,3.5110783014261,0.627906976744186,0.19004353511772004,0.6265183144182193,False,False,0.813074648061482
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,0.26,-0.05,129.0,0.13792548626989887,0.13060065680322674,1.057748092710849,2.205832589892151,-0.14096756031305213,0.9784200419132061,4.010731723994344,0.6201550387596899,0.19125070702648456,0.5991336809455445,False,False,0.9049071827394655
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,99.0,-0.03,129.0,0.08737056772291907,0.12563932696979904,0.7312655347831906,1.2239115758115562,-0.17871064639634793,0.4888940277746348,2.460701399739981,0.6201550387596899,0.194810854807053,0.6500577459498346,False,False,0.5732244013102971
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs2_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,2.0,99.0,-0.05,129.0,0.12696944634150076,0.14262026483130288,0.9120501074025156,1.6846309931649561,-0.17871064639634793,0.7104749991217952,3.6145607255323107,0.6201550387596899,0.2012666967625364,0.5906370282451654,False,False,0.8330263469801681
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.18_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.18,-0.03,129.0,0.12914942449560596,0.11448926885273392,1.1218353514213792,2.3704426650936568,-0.09748337030486842,1.3248354472327482,3.690436510994982,0.6356589147286822,0.18028278649236804,0.603724235463963,False,True,0.8473288369928166
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.18,-0.05,129.0,0.12313811792125628,0.11664956598893338,1.0570436974520172,2.1328590844510287,-0.11829208920849643,1.0409666339075174,3.4846289816184113,0.627906976744186,0.17732127287298843,0.606115670614736,False,False,0.8078896104663037
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.22,-0.03,129.0,0.13363876318122792,0.12413116668846068,1.075652861513819,2.32421578975595,-0.11030103020916349,1.2115821849334423,3.8512604656237714,0.6201550387596899,0.16956342016151757,0.638224628523839,False,False,0.8767826742221442
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.22,-0.05,129.0,0.12805447314851137,0.12614595015714314,1.0209387108541466,2.1475561169003115,-0.12982466057084063,0.9863647829730828,3.652147204606274,0.6046511627906976,0.1806319718947517,0.5933270027278904,False,False,0.8401450353218386
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.26,-0.03,129.0,0.13353015727757755,0.12729070083846034,1.0511981599182594,2.2396829455845237,-0.1098276121363293,1.215815901668027,3.847295976064947,0.627906976744186,0.1782601937284596,0.6197218023744449,False,False,0.8760701281586211
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,0.26,-0.05,129.0,0.14708680021176912,0.1337503183701487,1.0963649145158703,2.34686404368121,-0.14096756031305213,1.0434088515480282,4.371797469546405,0.6201550387596899,0.18022273130613511,0.5927048526093515,False,False,0.9650131066954418
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,99.0,-0.03,129.0,0.10402885196475986,0.1330572848768736,0.8122497965915886,1.4416101249321687,-0.17871064639634782,0.5821077482649955,2.897607442211923,0.627906976744186,0.1884115673112806,0.6390672202210304,False,False,0.6825167552488541
gbdt_s_l5_d1_pt0.45_pf1.00_vx30_fs99_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,30.0,99.0,99.0,-0.05,129.0,0.13903288283701265,0.1468784623460656,0.9627361692193209,1.8371368567651458,-0.17871064639634793,0.7779776171178008,4.052889992922653,0.6201550387596899,0.18428374896345515,0.5821669188915437,False,False,0.9121726355199715
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.18_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.18,-0.03,129.0,0.10176972914535676,0.09750288983313456,1.0455155895870538,2.1291639007563274,-0.0971000695636931,1.0480912073765363,2.834500172206119,0.627906976744186,0.2059446435399726,0.6115593147064373,False,True,0.6676950096726367
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.18,-0.05,129.0,0.09329045252480683,0.09996945540548886,0.9443354616476306,1.8073737736884046,-0.11648355087676654,0.8008894974664982,2.608598389574399,0.6434108527131783,0.19139806506531737,0.6004639652131599,False,False,0.6120638241254228
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.22,-0.03,129.0,0.10163212974370928,0.10225451525221559,0.99998386844033,2.109917844196286,-0.09771303702374945,1.0401081865770612,2.8306969976142384,0.6124031007751938,0.21251755982254625,0.6234494475053192,False,True,0.6667922418792516
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.22,-0.05,129.0,0.09943554631644558,0.10920896055933689,0.9248041237935251,1.7467817948501465,-0.12982466057084074,0.7659218663020274,2.7706079293551613,0.6124031007751938,0.20936658126284538,0.4022172680864467,False,False,0.6523808073099525
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.26,-0.03,129.0,0.10986236416284179,0.10625988269329673,1.0364937116146613,2.2821423979708833,-0.09636337704545539,1.1400842055485334,3.0665008473344355,0.6434108527131783,0.213786162515419,0.5976244047311787,False,True,0.7207895011452351
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,0.26,-0.05,129.0,0.1110823248597077,0.10989018937172541,1.016148937206471,2.0531451704216863,-0.14096756031305235,0.7879992007595414,3.1029306402393337,0.627906976744186,0.1907484652652096,0.6257292924018957,False,False,0.7287934692812875
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,99.0,-0.03,129.0,0.11279994541334903,0.11102712335577808,1.0201753520642862,2.32094242439942,-0.0963633770454555,1.170568621314924,3.1548867822497413,0.6434108527131783,0.21983922087116928,0.5922637508404222,False,True,0.7400625046006155
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs1_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,1.0,99.0,-0.05,129.0,0.11423395071056253,0.1144327227156501,1.004760597261771,2.096381591189367,-0.14096756031305224,0.8103563008175687,3.198866849329955,0.627906976744186,0.19695654959708914,0.6200653484614503,False,False,0.7494707853225384
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.18_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.18,-0.03,129.0,0.1230660179996248,0.1124051073456943,1.0920968884680595,2.2663924963396065,-0.09748337030486898,1.2624308906713912,3.482225002307951,0.6356589147286822,0.18602776156236986,0.6050610623069481,False,True,0.8074165743456869
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.18,-0.05,129.0,0.1139704746733734,0.11452619895777157,1.002352185670777,1.9837211489512496,-0.11829208920849665,0.9634665803601951,3.190744740920055,0.627906976744186,0.1843874607767805,0.5927461528882981,False,False,0.747742160940054
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.22,-0.03,129.0,0.12026594881191999,0.11815674875954336,1.0228982888095708,2.1028434208170133,-0.11030103020916426,1.0903429331880148,3.3900195817976764,0.6201550387596899,0.1805459868271744,0.6446880514513993,False,False,0.7890457656674178
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.22,-0.05,129.0,0.11750387483155977,0.1234885945961346,0.9635246911662811,1.980720196191714,-0.1298246605708404,0.9050967228791047,3.3012404285585935,0.6046511627906976,0.1891453132964955,0.5809465355147118,False,False,0.7709242375026031
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.26,-0.03,129.0,0.12502652997365682,0.12365239832760269,1.0171607686359716,2.1033313896527543,-0.10982761213632886,1.1383888581540094,3.548131542788753,0.627906976744186,0.18736856686428807,0.6170160073608337,False,False,0.8202791816500158
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,0.26,-0.05,129.0,0.13499694126655015,0.13054252676732633,1.0381919970239408,2.1636014209734125,-0.14096756031305202,0.9576454396086398,3.90115251876826,0.6201550387596899,0.19046148767269191,0.5813134359094331,False,False,0.8856934646647634
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,99.0,-0.03,129.0,0.08843296091694097,0.12554192417936808,0.7395728280471757,1.238117948379889,-0.17871064639634793,0.4948387950028038,2.4866697647431026,0.6201550387596899,0.19213588655362102,0.6405554388924491,False,False,0.5801945941163075
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs2_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,2.0,99.0,-0.05,129.0,0.12406909760967944,0.1425546130842854,0.8941305792926354,1.650528446951266,-0.17871064639634793,0.6942456989077002,3.5158055060855293,0.6201550387596899,0.2004774774087437,0.572816783209055,False,False,0.8139976201592339
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.18_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.18,-0.03,129.0,0.12937870616712255,0.11439734736393653,1.1244384268290744,2.3768443453980557,-0.09748337030486898,1.3271874552808778,3.6985002056717744,0.6356589147286822,0.17855169377932992,0.6006103349972765,False,True,0.8488331175796536
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.18_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.18,-0.05,129.0,0.12023203732570775,0.11651588976853845,1.035662100721005,2.0867723571809673,-0.11829208920849699,1.0163996437140568,3.388916590030081,0.627906976744186,0.1769113929937404,0.5882954255786266,False,False,0.7888232777989265
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.22_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.22,-0.03,129.0,0.13389288715932324,0.12404549814010235,1.0781361903506157,2.330563584482814,-0.11030103020916338,1.213886097939636,3.860551348103361,0.6201550387596899,0.16776069236439745,0.6349809442094547,False,False,0.8784499412320628
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.22_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.22,-0.05,129.0,0.12514859500978148,0.12606233734340244,1.0008513313162168,2.1033922866870443,-0.12982466057084052,0.9639816846776389,3.5522721727721542,0.6046511627906976,0.17991017951286162,0.5755067576917798,False,False,0.8210800309414543
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.26_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.26,-0.03,129.0,0.13463764975535542,0.1271676567133083,1.0598562579272521,2.2595847668510998,-0.10982761213632952,1.2258998182372305,3.8878974022241923,0.627906976744186,0.17558522547502775,0.6102194953170595,False,False,0.8833362101937426
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc0.26_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,0.26,-0.05,129.0,0.14413467781210376,0.13370751117394358,1.077162876060998,2.304503348236218,-0.14096756031305235,1.0224669951868222,4.252353406694654,0.6201550387596899,0.17943351195234222,0.5748846075732413,False,False,0.9456447010727439
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc99.00_dd0.03,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,99.0,-0.03,129.0,0.10510752079500718,0.1329553731429201,0.8201807589716468,1.4560595839587476,-0.17871064639634782,0.5881435880540533,2.9281865802182927,0.627906976744186,0.1857365990578485,0.6295649131636454,False,False,0.6895937299160154
gbdt_s_l5_d1_pt0.45_pf1.00_vx35_fs99_vc99.00_dd0.05,gbdt_s_l5_d1,0.45,1.0,35.0,99.0,99.0,-0.05,129.0,0.13610148785734943,0.14683165587855307,0.9452377164185648,1.8029030721429815,-0.17871064639634793,0.7615745933541135,3.942158960568558,0.6201550387596899,0.1834945296096626,0.5643466738554326,False,False,0.8929402192038685
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.18_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.18,-0.03,129.0,0.08318610136024174,0.09813574747639164,0.8650130478450101,1.6024687785787382,-0.11141680205823146,0.7466207952797363,2.3607940256753523,0.627906976744186,0.1666768244628109,0.7186734462682907,False,False,0.5457707829115284
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.18_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.18,-0.05,129.0,0.08318736398715898,0.09987878179128133,0.8517500121522168,1.523239672903967,-0.11997126235371225,0.6933940875098654,2.3608236085923076,0.6356589147286822,0.16332140035742795,0.6976644086118384,False,False,0.5457790668059517
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.22_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.22,-0.03,129.0,0.08873822449128577,0.103169824677972,0.8773054855147524,1.6865428014284038,-0.11883244549838867,0.7467508063064227,2.4941772371912143,0.627906976744186,0.17028253763099924,0.7071280706812654,False,False,0.5821973798850868
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.22_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.22,-0.05,129.0,0.09027101273333304,0.10962741973997771,0.8450287596342045,1.5007906448637414,-0.1298246605708404,0.6953302426242475,2.5321854253695544,0.627906976744186,0.20243004579026888,0.46220591155316443,False,False,0.5922537597997676
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.26_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.26,-0.03,129.0,0.09387817074189919,0.10708412149313523,0.8930276579697256,1.786642013770634,-0.12033451035579834,0.7801433725398098,2.62371267807283,0.627906976744186,0.1768840756279352,0.6945772787870859,False,False,0.6159197498898098
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc0.26_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,0.26,-0.05,129.0,0.09164476044012826,0.10983446907676296,0.8549054979285756,1.5867783499676318,-0.14096756031305224,0.650112410519194,2.566695488816896,0.627906976744186,0.1719817669340104,0.700195807323316,False,False,0.6012667000530162
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc99.00_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,99.0,-0.03,129.0,0.09744473216719829,0.11172097768918349,0.889367748864885,1.8444422560374392,-0.12107880833245577,0.8048041891826065,2.7171497577747243,0.627906976744186,0.18289260413210987,0.6892529598234963,False,False,0.639319392252637
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs1_vc99.00_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,1.0,99.0,-0.05,129.0,0.0952040398890226,0.11436460751091808,0.8536735779215906,1.6411591013169204,-0.14096756031305224,0.6753613361655633,2.658102041433487,0.627906976744186,0.17799029543818518,0.6948714883597259,False,False,0.6246185665266192
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.18_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.18,-0.03,129.0,0.08469652691530527,0.10674340543960521,0.816301791584953,1.5244155508596104,-0.11141680205823146,0.7601773282905664,2.3964241256185197,0.6201550387596899,0.17020750332080806,0.6969404229708408,False,False,0.5556804447929854
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.18_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.18,-0.05,129.0,0.08578397171828711,0.10880775946344004,0.8121993646397365,1.476165814625051,-0.11997126235371314,0.7150376684823812,2.4223775511806664,0.627906976744186,0.16754997683783507,0.6741369469628301,False,False,0.5628149972217176
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.22_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.22,-0.03,129.0,0.08965225255648535,0.11472990386942425,0.806720378426743,1.5502932384745018,-0.11883244549838856,0.7544425445464815,2.516779399541483,0.6201550387596899,0.1761243858328303,0.6830844013579789,False,False,0.5881941726736657
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.22_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.22,-0.05,129.0,0.09151043349975407,0.12070433764377059,0.7870225443870973,1.4166279684400704,-0.12982466057084052,0.7048771250190962,2.5633023307192526,0.6201550387596899,0.20847516999457513,0.43703034343186264,False,False,0.6003854023576638
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.26_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.26,-0.03,129.0,0.08293390798000155,0.11286013848516532,0.7634149950946028,1.3926694286438686,-0.12033451035579823,0.6891947101025907,2.3548919566309614,0.6201550387596899,0.17947742113365284,0.6746811518106347,False,False,0.544116182247137
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc0.26_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,0.26,-0.05,129.0,0.08995105061617048,0.12215103196757675,0.7671662990826542,1.4024356085683478,-0.14096756031305235,0.6380975198578492,2.5242082925767244,0.6201550387596899,0.17775907839475102,0.674355151042718,False,False,0.5901545392288982
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc99.00_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,99.0,-0.03,129.0,0.0622784746808247,0.1174131535820639,0.5749844788516383,0.8761161468515083,-0.18772550914111097,0.33175286068347126,1.9145318650387988,0.6201550387596899,0.18920306083515884,0.6714856306096413,False,False,0.4085991689632746
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs2_vc99.00_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,2.0,99.0,-0.05,129.0,0.0726729168671072,0.12821953644365022,0.6125687105434164,0.9748178694148302,-0.17871064639634793,0.4066513010418629,2.125806068339282,0.6201550387596899,0.18439498350710046,0.6699657941830784,False,False,0.47679545124087364
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.18_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.18,-0.03,129.0,0.09079354242556015,0.10900071264950982,0.8533002781594203,1.6284225177756295,-0.11141680205823135,0.814899914091121,2.5452620424017827,0.6201550387596899,0.1627314355377681,0.6924896956611691,False,False,0.5956819940186825
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.18_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.18,-0.05,129.0,0.09188709969195097,0.11101759652808017,0.8489563940740996,1.575380455271214,-0.11997126235371292,0.7659092510091207,2.5728273920606566,0.627906976744186,0.16007390905479518,0.6696862196531579,False,False,0.6028566493478473
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.22_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.22,-0.03,129.0,0.09710644287293424,0.11763132535426611,0.8479059413315383,1.673110568006139,-0.11883244549838856,0.8171711224629393,2.7081594386934693,0.6201550387596899,0.16688925204919658,0.6776446235350458,False,False,0.6370999299871615
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.22_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.22,-0.05,129.0,0.09897733542613252,0.12345350381470067,0.8276993358771852,1.5255580313521067,-0.12982466057084074,0.7623924067348058,2.758220049968226,0.6201550387596899,0.19924003621094125,0.43159056560893083,False,False,0.6493745585225287
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.26_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.26,-0.03,129.0,0.10101134237778941,0.12335861090588958,0.8428403185059905,1.6845317188052789,-0.12033451035579834,0.8394212273696443,2.8135962389226825,0.6201550387596899,0.17168290097290115,0.6625520914268258,False,False,0.6627193546880074
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc0.26_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,0.26,-0.05,129.0,0.09872612761062105,0.12576526854388387,0.812678389137226,1.5326668778492174,-0.14096756031305224,0.7003464299969158,2.75144990627913,0.6201550387596899,0.1667311026744013,0.6679263227065265,False,False,0.6477264239915995
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc99.00_dd0.03,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,99.0,-0.03,129.0,0.07755226969560813,0.126365696928245,0.6555800140892748,1.0837843783331214,-0.17871064639634793,0.43395439085151766,2.2320926617055163,0.6201550387596899,0.18453784729777947,0.6623486752624322,False,False,0.5088081092422415
gbdt_s_l5_d1_pt0.55_pf0.75_vx25_fs99_vc99.00_dd0.05,gbdt_s_l5_d1,0.55,0.75,25.0,99.0,99.0,-0.05,129.0,0.09321804146757406,0.13921007780287442,0.7110438821273932,1.2320846563117933,-0.17871064639634793,0.5216143713163752,2.606741676491758,0.6201550387596899,0.16906427957363548,0.656111798437246,False,False,0.6115887466936024
gbdt_s_l5_d1_pt0.55_pf0.75_vx30_fs1_vc0.18_dd0.03,gbdt_s_l5_d1,0.55,0.75,30.0,1.0,0.18,-0.03,129.0,0.0853352329458561,0.10095880111889052,0.863348232788325,1.5911095210865052,-0.11141680205823123,0.7659099109778453,2.4116370230268216,0.6201550387596899,0.1831383401576409,0.685576148132147,False,False,0.5598708934934776
gbdt_s_l5_d1_pt0.55_pf0.75_vx30_fs1_vc0.18_dd0.05,gbdt_s_l5_d1,0.55,0.75,30.0,1.0,0.18,-0.05,129.0,0.08218236750885577,0.10204031151756125,0.8266869179590774,1.4604892520546622,-0.12311270875773428,0.6675376436609584,2.337382967870781,0.627906976744186,0.1695585845215089,0.661408446821307,False,False,0.5391854447246429
