Stage,Name,tail_threshold,breadth_threshold,early_scale,confirmed_scale,recovery_relief,right_tail_relief,panic_relief,max_risk_transfer,rebalance_band,oil_cut_deflation,oil_cut_inflation,bond_share_deflation,bond_share_inflation,financing_rate,Cal_CAGR,Cal_CAGRDelta,Cal_Sharpe,Cal_SharpeDelta,Cal_MDD,Cal_MDDDelta,Cal_Calmar,Cal_CalmarDelta,Validation_CAGR,Validation_CAGRDelta,Validation_Sharpe,Validation_SharpeDelta,Validation_MDD,Validation_MDDDelta,Validation_Calmar,Validation_CalmarDelta,MultiObjectiveScore,StrictAllThree,RetentionGate,Selected
stress,tt1.00_bt0.00_ew0.05_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19585341539926526,-8.56155407351622e-05,1.1242831052215476,-9.791496052580229e-05,-0.12958799769553853,0.0,1.5113545921082483,-0.0006606749255924083,0.030057927810270613,-0.00046048977634338684,0.40823499516797795,-0.005069320133287092,-0.10673154360336057,-0.00010009131415655848,0.2816217848584006,-0.004582866128087559,-0.19943560296567853,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19585687687443576,-8.215406556466576e-05,1.1242922156416084,-8.880454046500397e-05,-0.12958799769553864,-1.1102230246251565e-16,1.5113813034953512,-0.0006339635384895459,0.030058508203225864,-0.00045990938338813514,0.40823355651053483,-0.005070758790730212,-0.10673163554927079,-0.00010018326006677736,0.2816269801220265,-0.004577670864461647,-0.1992784245415638,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19585303755216477,-8.599338783565891e-05,1.1242818154148537,-9.920476721969607e-05,-0.12958799769553841,1.1102230246251565e-16,1.5113516763513337,-0.000663590682506987,0.030061345683895402,-0.00045707190271859766,0.40827367895304617,-0.005030636348218875,-0.10673154360336057,-0.00010009131415655848,0.2816538079465093,-0.00455084303997888,-0.19805716934685358,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1958564990262417,-8.253191375873214e-05,1.1242909258420866,-9.009433998685701e-05,-0.12958799769553864,-1.1102230246251565e-16,1.5113783877299964,-0.0006368793038442622,0.030061926078776446,-0.0004564915078375531,0.40827223940679613,-0.005032075894468913,-0.10673163554927079,-0.00010018326006677736,0.2816590032005917,-0.0045456477858965005,-0.19790001289366949,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.50_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.5,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19578541625711687,-0.00015361468288355162,1.1240044945232033,-0.00037652565887014156,-0.12958799769553853,0.0,1.5108298587736988,-0.001185408260141907,0.029986666808995643,-0.0005317507776183561,0.4074359728000443,-0.005868342501220758,-0.1067123394923718,-8.088720316778986e-05,0.28100467998023043,-0.005199971006257742,-0.2290113054952267,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.50_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.5,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19578888211379764,-0.00015014882620278946,1.1240136283229216,-0.00036739185915179995,-0.12958799769553864,-1.1102230246251565e-16,1.5108566039718825,-0.0011586630619582206,0.029987216953646367,-0.0005312006329676322,0.40743417804697457,-0.005870137254290475,-0.10671243144314646,-8.097915394245092e-05,0.28100959324146557,-0.005195057745022602,-0.22886658467185378,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.50_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.5,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1957848731683749,-0.00015415777162552935,1.1240026308297983,-0.000378389352275077,-0.12958799769553841,1.1102230246251565e-16,1.5108256678860281,-0.0011895991478125811,0.029990084445919996,-0.0005283331406940039,0.4074746692128397,-0.005829646088425344,-0.1067123394923718,-8.088720316778986e-05,0.2810367066131448,-0.005167944373343392,-0.22763958624536867,False,False,False
stress,tt1.00_bt0.00_ew0.05_cw0.50_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.05,0.5,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1957883390234818,-0.00015069191651861935,1.1240117646399201,-0.0003692555421532795,-0.12958799769553841,1.1102230246251565e-16,1.510852413072068,-0.0011628539617727363,0.029990634592396148,-0.0005277829942178514,0.40747287357159123,-0.005831441729673814,-0.10671243144314646,-8.097915394245092e-05,0.2810416198638896,-0.0051630311225985825,-0.22749488738561224,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1958431610093474,-9.586993065302529e-05,1.1244700859224348,8.90657403613826e-05,-0.12958799769553853,0.0,1.511275461400928,-0.000739805632912649,0.029653324995744024,-0.0008650925908699758,0.4037725522892485,-0.009531763012016525,-0.1068373984505483,-0.00020594616134428367,0.2775556633332814,-0.008648987653206763,-0.3741253388917143,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19584364241466656,-9.538852533386155e-05,1.1244603653733765,7.934519130303741e-05,-0.12958799769553841,1.1102230246251565e-16,1.5112791762921827,-0.0007360907416580353,0.029653944861161463,-0.0008644727254525364,0.4037715820804036,-0.009532733220861456,-0.10683749038757384,-0.00020603809836983178,0.27756122643452213,-0.008643424551966039,-0.374120170676161,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1958427831654712,-9.62477745292123e-05,1.1244687960786686,8.777589659514362e-05,-0.12958799769553864,-1.1102230246251565e-16,1.5112725456688922,-0.0007427213649484621,0.029656742797895097,-0.0008616747887189025,0.4038113282250763,-0.00949298707618873,-0.1068373984505483,-0.00020594616134428367,0.2775876540238134,-0.008616996962674761,-0.3727446105428739,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1958432645706385,-9.576636936192706e-05,1.1244590755314021,7.80553493286984e-05,-0.12958799769553853,0.0,1.5112762605589747,-0.0007390064748660219,0.029657362665370224,-0.0008610549212437757,0.4038103571066358,-0.009493958194629226,-0.10683749038757384,-0.00020603809836983178,0.2775932171167851,-0.008611433869703089,-0.3727394648048363,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.50_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.5,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19574536699213518,-0.00019366394786524133,1.1240754317913453,-0.0003055883907281398,-0.12958799769553853,0.0,1.510520808046055,-0.0014944589877856629,0.029582267093361647,-0.0009361504932523523,0.4029587172160594,-0.010345598085205632,-0.10683156868478694,-0.0002001163955829277,0.2769056699021797,-0.009298981084308489,-0.40704285388482253,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.50_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.5,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19574585293625968,-0.000193178003740746,1.1240657352863055,-0.00031528489576793106,-0.12958799769553864,-1.1102230246251565e-16,1.5105245579621969,-0.0014907090716438365,0.02958286924651876,-0.000935548340095238,0.4029575465346395,-0.010346768766625547,-0.10683166062328864,-0.00020020833408462835,0.2769110680665567,-0.009293582919931487,-0.40704467801048305,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.50_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.5,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19574482392155135,-0.0001942070184490774,1.1240735679536122,-0.00030745222846118025,-0.12958799769553864,-1.1102230246251565e-16,1.510516617298504,-0.0014986497353366435,0.029585684659398925,-0.0009327329272150742,0.4029975043296482,-0.010306810971616842,-0.10683156868478694,-0.0002001163955829277,0.27693766012828375,-0.009266990858204427,-0.4056688762437069,False,False,False
stress,tt1.00_bt0.00_ew0.10_cw0.50_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.0,0.1,0.5,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1957453098654549,-0.00019372107454551646,1.124063871451428,-0.0003171487306454779,-0.12958799769553853,0.0,1.5105203672129432,-0.001494899820897455,0.02958628681455444,-0.0009321307720595584,0.4029963327386081,-0.01030798256265697,-0.10683166062328864,-0.00020020833408462835,0.27694305828383625,-0.009261592702651922,-0.4056707228513129,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1959404664760005,1.4355360000717354e-06,1.1247380742330737,0.00035705405100028287,-0.12958799769553853,0.0,1.5120263447264173,1.1077692576577647e-05,0.030057338231095576,-0.0004610793555184234,0.4082214565338575,-0.00508285876740755,-0.10673437335182956,-0.00010292106262554945,0.281608794685263,-0.004595856301225165,-0.19575036279818214,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19594392548823558,4.8945482351570035e-06,1.1247471687198072,0.000366148537733757,-0.12958799769553841,1.1102230246251565e-16,1.5120530371076313,3.7770073790577285e-05,0.030057912704778422,-0.00046050488183557725,0.40821993586964894,-0.005084379431616104,-0.10673446529799568,-0.00010301300879167474,0.28161393436373794,-0.004590716622750235,-0.1955961157242586,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1959401728414898,1.1419014893654378e-06,1.1247371327401552,0.000356112558081767,-0.12958799769553853,0.0,1.5120240788181856,8.811784344864293e-06,0.030060753444615784,-0.00045766414199821526,0.40826010664019813,-0.005044208661066918,-0.10673437335182956,-0.00010292106262554945,0.28164079200171277,-0.004563858984775404,-0.19436925677700057,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19594363185287578,4.600912875352137e-06,1.1247462272319269,0.0003652070498534332,-0.12958799769553841,1.1102230246251565e-16,1.5120507711928473,3.5504159006549685e-05,0.03006132792020333,-0.0004570896664106705,0.40825858508749313,-0.005045730213771915,-0.10673446529799568,-0.00010301300879167474,0.2816459316704689,-0.004558719316019255,-0.1942150316734373,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.50_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.5,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19603406159019965,9.503065019922374e-05,1.1252043476702562,0.0008233274881828123,-0.12958799769553853,0.0,1.512748596137532,0.0007333291036912826,0.030010056074358804,-0.0005083615122551954,0.40764165220227144,-0.005662663098993603,-0.10673437335182967,-0.00010292106262566048,0.28116580565322036,-0.005038845333267816,-0.21148449563905242,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.50_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.5,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1960375208731393,9.848993313887888e-05,1.125213439056781,0.0008324188747075301,-0.12958799769553853,0.0,1.512775290607708,0.0007600235738673966,0.030010630521925652,-0.0005077870646883476,0.4076401466866603,-0.005664168614604725,-0.10673446529799568,-0.00010301300879167474,0.2811709454686256,-0.005033705517862586,-0.2113298818481113,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.50_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.5,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19603368687106415,9.465593106372516e-05,1.125203180564097,0.0008221603820235401,-0.12958799769553841,1.1102230246251565e-16,1.5127457045183852,0.0007304374845444883,0.030013471130866165,-0.0005049464557478345,0.40768030597212523,-0.005624009329139812,-0.10673437335182967,-0.00010292106262566048,0.28119780149860846,-0.0050068494878797165,-0.21010647283846856,False,False,False
stress,tt1.00_bt0.50_ew0.05_cw0.50_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.05,0.5,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19603714615292,9.811521291958059e-05,1.1252122719567403,0.000831251774666919,-0.12958799769553841,1.1102230246251565e-16,1.512772398980198,0.0007571319463572923,0.03001404558033749,-0.00050437200627651,0.4076787995676885,-0.005625515733576558,-0.10673446529799568,-0.00010301300879167474,0.281202941304294,-0.005001709682194155,-0.20995188102661017,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19581413206626386,-0.0001248988737365675,1.1243848254135458,3.8052314723646674e-06,-0.12958799769553853,0.0,1.5110514518969635,-0.0009638151368771553,0.029625966867165232,-0.0008924507194487674,0.40349272945610143,-0.009811585845163617,-0.10683722831570475,-0.0002057760265007369,0.27730003234097667,-0.008904618645511508,-0.38567143505883084,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19581461260865707,-0.00012441833134335667,1.1243751003478875,-5.919834185963424e-06,-0.12958799769553853,0.0,1.5110551601292208,-0.0009601069046198951,0.02962655051879204,-0.0008918670678219609,0.4034912962419314,-0.009813019059333628,-0.10683732025471715,-0.00020586796551314013,0.27730525670390865,-0.00889939428257952,-0.38568241310474205,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19581383846276657,-0.00012519247723385973,1.1243838837338564,2.8635517830277735e-06,-0.12958799769553853,0.0,1.511049186228055,-0.0009660808057856407,0.02962938163907003,-0.0008890359475439702,0.4035314761538754,-0.009772839147389634,-0.10683722831570475,-0.0002057760265007369,0.27733199471924713,-0.008872656267241041,-0.3842879696122606,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19581431900504187,-0.0001247119349585546,1.124374158667371,-6.861514702416471e-06,-0.12958799769553853,0.0,1.5110528944594026,-0.0009623725744380973,0.0296299652926324,-0.0008884522939816009,0.40353004203052045,-0.009774273270744593,-0.10683732025471715,-0.00020586796551314013,0.2773372190727908,-0.008867431913697377,-0.3842989701529334,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.50_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.5,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1959302808362029,-8.750103797527942e-06,1.1250363879549696,0.0006553677728962093,-0.12958799769553864,-1.1102230246251565e-16,1.511947744547551,-6.752248628960622e-05,0.02958045095412465,-0.000937966632489351,0.4029242464020808,-0.010380068899184247,-0.10683722831570475,-0.0002057760265007369,0.2768740018855058,-0.009330649100982358,-0.3994114685838271,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.50_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.5,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19593076142527122,-8.269514729208893e-06,1.125026652573181,0.0006456323911074868,-0.12958799769553841,1.1102230246251565e-16,1.5119514531399918,-6.381389384890745e-05,0.029581034579950538,-0.0009373830066634614,0.40292282860969286,-0.010381486691572184,-0.10683732025471715,-0.00020586796551314013,0.2768792263735617,-0.009325424612926458,-0.3994221147240698,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.50_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.5,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19592990614957162,-9.124790428804985e-06,1.125035220695775,0.000654200513701575,-0.12958799769553853,0.0,1.5119448531792317,-7.041385460904159e-05,0.029583865574828838,-0.0009345520117851613,0.40296299573106675,-0.010341319570198293,-0.10683722831570475,-0.0002057760265007369,0.2769059628485336,-0.009298688137954592,-0.39803111123290685,False,False,False
stress,tt1.00_bt0.50_ew0.10_cw0.50_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.0,0.5,0.1,0.5,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1959303867384894,-8.644201511032179e-06,1.12502548531158,0.0006444651295065551,-0.12958799769553853,0.0,1.5119485617705082,-6.670526333252269e-05,0.02958444920259007,-0.000933968384023931,0.4029615770292281,-0.010342738272036966,-0.10683732025471715,-0.00020586796551314013,0.27691118732720027,-0.009293463659287904,-0.3980417798833011,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19583216693698358,-0.00010686400301684884,1.1237795085665485,-0.0006015116155249078,-0.12958799769553864,-1.1102230246251565e-16,1.5111906227387102,-0.0008246442951305166,0.0302557803515624,-0.0002626372350515993,0.4106488953257657,-0.00265541997549934,-0.10663913808732195,-7.685798117940124e-06,0.2837211636762041,-0.0024834873102840826,-0.10585503668672447,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19583860714105916,-0.00010042379894126263,1.1238074651863632,-0.0005735549957102126,-0.12958799769553853,0.0,1.5112403202739009,-0.0007749467599398319,0.030256308607183202,-0.00026210897943079736,0.41064687097776953,-0.002657444323495517,-0.10663923003985631,-7.777750652304682e-06,0.28372587270064625,-0.0024787782858419205,-0.10555031929985831,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19583183964651307,-0.00010719129348735201,1.1237783814397777,-0.0006026387422957136,-0.12958799769553853,0.0,1.5111880971153797,-0.0008271699184609904,0.030259197610678523,-0.0002592199759354763,0.410687548581916,-0.002616766719349073,-0.10663913808732195,-7.685798117940124e-06,0.2837532087506244,-0.002451442235863799,-0.10447536578906624,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19583827984882607,-0.00010075109117435588,1.123806338070223,-0.0005746821118504108,-0.12958799769553853,0.0,1.5112377946369675,-0.0007774723968732022,0.03025972586805148,-0.0002586917185625204,0.4106855233618164,-0.002618791939448639,-0.10663923003985631,-7.777750652304682e-06,0.28375791776386544,-0.0024467332226227323,-0.10417066997668006,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.50_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.5,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1957534299140844,-0.00018560102591602679,1.123243026193717,-0.001137993988356456,-0.12958799769553853,0.0,1.5105830277121708,-0.0014322393216699147,0.030276702166958325,-0.00024171541965567478,0.4109262797526644,-0.0023780355486006655,-0.10663913808732195,-7.685798117940124e-06,0.28391735632902537,-0.0022872946574628017,-0.10095603652640145,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.50_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.5,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19575987140866613,-0.00017915953133429419,1.123270988221314,-0.0011100319607593168,-0.12958799769553841,1.1102230246251565e-16,1.5106327352058928,-0.001382531827947897,0.030277230434569535,-0.00024118715204446417,0.4109242478729904,-0.0023800674282746237,-0.10663923003985643,-7.777750652415705e-06,0.2839220652967338,-0.0022825856897543684,-0.10065144663112674,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.50_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.5,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19575298794151363,-0.00018604299848679062,1.123241487336642,-0.0011395328454313347,-0.12958799769553853,0.0,1.5105796171141321,-0.0014356499197085704,0.030280119495470048,-0.0002382980911439514,0.4109649336832491,-0.0023393816180159455,-0.10663913808732195,-7.685798117940124e-06,0.28394940205419733,-0.002255248932290843,-0.09958126579746152,False,False,False
stress,tt1.50_bt0.00_ew0.05_cw0.50_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.05,0.5,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.1957594294337146,-0.00017960150628582028,1.123269449378333,-0.0011115708037403582,-0.12958799769553853,0.0,1.510629324589481,-0.0013859424443596335,0.030280647764833413,-0.0002377698217805868,0.41096290093150134,-0.0023414143697637058,-0.10663923003985643,-7.777750652415705e-06,0.28395411101070417,-0.002250539975784005,-0.09927669747406526,False,False,False
stress,tt1.50_bt0.00_ew0.10_cw0.25_rr0.25_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.1,0.25,0.25,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19582394560367455,-0.00011508533632587081,1.1237801348425305,-0.0006008853395429448,-0.12958799769553853,0.0,1.5111271806495117,-0.0008880863843290232,0.029959053500207,-0.0005593640864069993,0.4075468767472511,-0.0057574385540139494,-0.10664673190752016,-1.5279618316155208e-05,0.2809186269878978,-0.00528602399859035,-0.22164798704660454,False,False,False
stress,tt1.50_bt0.00_ew0.10_cw0.25_rr0.25_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.1,0.25,0.25,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.195830385763474,-0.00010864517652642292,1.1238080922971645,-0.0005729278849089248,-0.12958799769553841,1.1102230246251565e-16,1.511176877843034,-0.0008383891908068097,0.029959581601938456,-0.0005588359846755431,0.4075449121695769,-0.005759403131688157,-0.10664682385927315,-1.5371570069144802e-05,0.28092333665249997,-0.005281314333988207,-0.22134179147299232,False,False,False
stress,tt1.50_bt0.00_ew0.10_cw0.25_rr0.50_ur0.25_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.1,0.25,0.5,0.25,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19582361831544648,-0.00011541262455394552,1.1237790076981815,-0.0006020124838919116,-0.12958799769553853,0.0,1.5111246550434843,-0.0008906119903564491,0.029962469775108636,-0.000555947811505364,0.40758560215660977,-0.005718713144655274,-0.10664673190752016,-1.5279618316155208e-05,0.2809506605518011,-0.00525399043468705,-0.22026663537737995,False,False,False
stress,tt1.50_bt0.00_ew0.10_cw0.25_rr0.50_ur0.50_pr0.25_rt0.35_rb0.20_od1.00_oi1.00_bd0.00_bi0.00,1.5,0.0,0.1,0.25,0.5,0.5,0.25,0.35,0.2,1.0,1.0,0.0,0.0,0.04,0.19583005847348334,-0.0001089724665170877,1.123806965163447,-0.000574055018626396,-0.12958799769553853,0.0,1.5111743522234036,-0.0008409148104371322,0.0299629978785918,-0.0005554197080221979,0.40758363670150105,-0.005720678599763995,-0.10664682385927315,-1.5371570069144802e-05,0.28095537020520894,-0.005249280781279231,-0.2199604615115769,False,False,False
