Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,TotalCost
calibration_2007_2012,Existing_Final_RobustVKOSPI,69.0,0.19593903094000042,0.17331534518736683,1.1243810201820734,2.08954078622688,-0.12958799769553853,1.5120152670338407,2.7978664409178093,0.6666666666666666,0.15562359887994842,0.03290300438196979
calibration_2007_2012,VIX6_Case1,69.0,0.19595762518328907,0.1733170841200571,1.1244626059524256,2.089708515219927,-0.12958799769553853,1.5121587544217108,2.7981165792960536,0.6666666666666666,0.15561005746552153,0.03290012756876194
validation_2013_2017,Existing_Final_RobustVKOSPI,60.0,0.030518417586614,0.08053529297963209,0.41330431530126505,0.6584376214314995,-0.10663145228920401,0.2862046509864882,1.1621944303615235,0.5166666666666667,0.13412918689577424,0.02653911008697332
validation_2013_2017,VIX6_Case1,60.0,0.030530048690666556,0.08054344138397555,0.4134111115665263,0.6585745482796174,-0.10663172814915278,0.28631298789383003,1.1622600182697975,0.5166666666666667,0.13399049714914602,0.02651393636800139
prelock_2007_2017,Existing_Final_RobustVKOSPI,129.0,0.11593203736837987,0.1396171723944963,0.8574574650742124,1.5664416190220232,-0.12958799769553853,0.8946201764823718,3.2516647945300945,0.5968992248062015,0.14562619795707668,0.05944211446894311
prelock_2007_2017,VIX6_Case1,129.0,0.1159471759674291,0.13962058553718792,0.8575380389583342,1.566575875998345,-0.12958799769553853,0.894736997479057,3.252139026573654,0.5968992248062015,0.14555444801604453,0.05941406393676333
locked_2018_2026,Existing_Final_RobustVKOSPI,103.0,0.20907823332988862,0.13357225120050722,1.4969186464577038,3.5810102247767723,-0.09760421330851354,2.1421025408915595,5.101919757045702,0.6213592233009708,0.15886382466193807,0.05362464580955026
locked_2018_2026,VIX6_Case1,103.0,0.20931565241408,0.1337386994258033,1.4966955441165117,3.5849355890228507,-0.09760421330851343,2.1445350084679453,5.110525219143457,0.6213592233009708,0.15878474016664337,0.053591914708157565
full_2007_2026,Existing_Final_RobustVKOSPI,232.0,0.15636553973863565,0.13715819260316836,1.1325286822772858,2.2824225469247192,-0.12958799769553853,1.2066359733870555,16.589732858503037,0.6077586206896551,0.15150324774414875,0.11306676027849337
full_2007_2026,VIX6_Case1,232.0,0.15647506800835087,0.13723419888319613,1.1326684046982347,2.283916214175174,-0.12958799769553853,1.2074811771996228,16.620138511465306,0.6077586206896551,0.15142824151393966,0.11300597864492089
