month,return_factor,gross_factor,turnover,trade_cost,fx_cost,avg_stress,max_stress,avg_transfer,avg_early_warning,avg_confirmed_risk_off,avg_panic,avg_recovery,avg_right_tail_relief,return,gross_return,nav,drawdown
2007-04,1.016641626333165,1.0190769882067394,1.4999999999999998,0.00225,0.00014709380068524147,0.0,0.0,0.0,0.0003602069154989311,0.00872114003252,0.0,0.00025728542945992444,0.0,0.016641626333165016,0.01907698820673942,1.016641626333165,0.0
2007-05,1.0922167731108583,1.0931372911660524,0.2816266036381635,0.0008448798109144905,1.197336121917153e-05,0.023583171884319326,0.18547082793254355,0.008254110159511763,0.02220320773587301,0.00036789770947469455,0.0,0.0,0.0,0.0922167731108583,0.0931372911660524,1.1103930365237844,0.0
2007-06,1.0101964068020723,1.0103719731889556,0.05049606609493427,0.0001514881982848028,2.5280090882898092e-05,0.07789653996793507,0.39071176088812987,0.027263788988777276,0.0321605049877682,0.01338132896411659,0.0,0.0002084492636546114,0.0,0.010196406802072344,0.010371973188955552,1.1217150556343694,0.0
2007-07,1.111413649035165,1.1135948881846873,0.567989637504466,0.0017039689125133975,0.0002569782657614602,0.24711848946823078,0.9129909748103596,0.08649147131388077,0.06415127139713281,0.04042220671444881,0.01667196819079013,0.0,0.0,0.11141364903516493,0.11359488818468733,1.2466894231602774,0.0
2007-08,0.9934686641307976,0.993888797372609,0.12443920223486288,0.00037331760670458866,4.065728203452523e-05,0.4593834616640267,0.9810738982254203,0.16078421158240935,0.05316105604643102,0.14609146909616527,0.03728125759274525,0.0,0.0,-0.006531335869202404,-0.006111202627390955,1.2385468758130354,-0.006531335869202515
2007-09,1.0562691054006261,1.0567306753369055,0.126223718687492,0.000378671156062476,5.8489622011747124e-05,0.12030977884414659,0.30513833992094874,0.042108422595451306,0.25134365455165153,0.031902854905303604,0.0017448477396715563,0.0007455469218035335,0.0,0.05626910540062613,0.056730675336905456,1.3082388005117753,0.0
2007-10,1.0600913698129057,1.0611272573681965,0.3088620716826192,0.0009265862150478576,5.892421472823883e-05,0.07511196843540009,0.35257826619945143,0.02628918895239003,0.05570132429558893,0.05462363028052258,0.0034670969029323017,0.00032969553565991196,0.0,0.06009136981290575,0.061127257368196464,1.3868526620769206,0.0
2007-11,0.9354857448820989,0.93644286700282,0.31938632092481795,0.0009581589627744539,4.0871518492724106e-05,0.20649169215993665,0.4129823464107849,0.07227209225597782,0.06498074141808599,0.08798041037740888,0.017841432727338156,0.0011167019778445765,0.0,-0.0645142551179011,-0.06355713299718002,1.29738089562475,-0.0645142551179011
2007-12,1.0510105445801858,1.0530790083396544,0.6176309448579724,0.0018528928345739174,0.00010439804368194447,0.0015820143956940503,0.020194281761609666,0.0005537050384929176,0.11487219695774502,0.0025357924770152453,0.0,0.0,0.0,0.051010544580185835,0.0530790083396544,1.3635610016384976,-0.016794617824464453
2008-01,0.9952166094507646,0.9953018490026369,0.026768616517792262,8.03058495533768e-05,6.6143661221611525e-06,0.06334154270206771,0.9295291116561546,0.022169539945723703,0.0,0.0,0.0,0.0,0.06311115983425344,-0.004783390549235378,-0.0046981509973631486,1.3570385568299541,-0.02149767315752027
2008-02,1.0707188932322758,1.070791688409197,0.021332730624263767,6.39981918727913e-05,2.797331412432047e-06,0.004376644822055383,0.030293804935496094,0.001531825687719384,0.004210112072285922,0.003909888701454405,0.0,0.00017436639399452244,0.0,0.07071889323227576,0.07079168840919703,1.4530068216424932,0.0
2008-03,1.0077439554742547,1.0078281385454737,0.022005497290192882,6.601649187057865e-05,1.7638169350586763e-05,0.02529644268774705,0.32094861660079055,0.008853754940711465,0.06822430097700546,0.0,0.0,0.0,0.0,0.00774395547425466,0.007828138545473706,1.4642588417730809,0.0
2008-04,1.0717389603244036,1.0720916367781657,0.10236103503483972,0.00030708310510451915,1.936156472690598e-05,0.0026845493272304797,0.03973505331659204,0.0009395922645306678,0.05028966956461058,0.0036644990309658756,0.0,0.0,0.0,0.07173896032440363,0.07209163677816566,1.5693032487276972,0.0
2008-05,1.0734680183607304,1.073567617423451,0.02420737384810652,7.262212154431955e-05,2.0873547049652e-05,0.006467199399791948,0.04910193165255124,0.0022635197899271817,0.03851302661745468,0.0007582861632379857,0.0,0.0,0.0,0.07346801836073036,0.07356761742345097,1.6845968486187775,0.0
2008-06,1.0722262293126108,1.0723082663884318,0.02320986929609868,6.962960788829605e-05,6.485977136747367e-06,0.030990732438330042,0.1999040420191492,0.010846756353415513,0.00015474160495701725,0.0009363680330454398,0.0,0.0,0.0,0.0722262293126108,0.0723082663884318,1.8062689269064187,0.0
2008-07,0.9057060026323318,0.9058370355734615,0.04461777721273308,0.00013385333163819924,8.584357296426259e-06,0.007418590892799134,0.07829224975981089,0.0025965068124796974,0.01301797810688933,0.0013929143375492393,0.0,0.0,0.0,-0.09429399736766819,-0.09416296442653849,1.635948609467404,-0.09429399736766819
2008-08,0.97435732853084,0.9762484505179725,0.604387239096542,0.0018131617172896261,0.00011254775068210349,0.016521907824407624,0.2387877443120473,0.005782667738542669,0.012663796651890274,0.00246291734522291,0.0,0.0,0.043614231734347274,-0.025642671469159994,-0.023751549482027512,1.5939985167344022,-0.11751871884081522
