Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
calibration,Hard,129.0,0.15241948445182074,0.21515647367505694,0.7679006636573567,1.3696115532866198,-0.2524790884161743,0.603691519198532,4.5952999992175245,0.6124031007751938,0.10795632671815147
calibration,CurrentDefensive,129.0,0.07383027501925166,0.06662032756482997,1.10530694715596,2.018172347527059,-0.08933845417896868,0.8264109301841062,2.150592732264042,0.6434108527131783,0.02865831361746645
calibration,BlendMDD15Return,129.0,0.12442661143024636,0.14318607510378845,0.8930519657437762,1.6432996580752093,-0.14652667924347884,0.8491737618887173,3.527844955134895,0.5813953488372093,0.07900728341902377
locked_test,Hard,103.0,0.22610707470062996,0.2392687594587217,0.978754838181023,1.6319739627467598,-0.2667196817244306,0.8477329953259288,5.752660606409974,0.6213592233009708,0.17042977034780596
locked_test,CurrentDefensive,103.0,0.09054290127958597,0.07560785220875058,1.1873384808048624,2.5269828665736216,-0.08051673733810649,1.124522729968274,2.104264433849249,0.6407766990291263,0.020563445606554594
locked_test,BlendMDD15Return,103.0,0.17590597833069976,0.15124589236527702,1.153125713576599,2.0339496138237645,-0.15579197126019528,1.1291081106927594,4.018199257241533,0.6310679611650486,0.10563158544569307
full,Hard,232.0,0.18457120128441185,0.22589474794864386,0.8669418756309885,1.4917970723540674,-0.2667196817244304,0.6920044298609626,26.435201280134464,0.6163793103448276,0.13569238143304116
full,CurrentDefensive,232.0,0.08121825624848111,0.070631928655414,1.143956132336788,2.2405227937958494,-0.08933845417896868,0.9091074721953365,4.525415798197903,0.6422413793103449,0.025064471354001278
full,BlendMDD15Return,232.0,0.14699747911559724,0.1466495238939106,1.0128339632830516,1.8239998610227388,-0.15579197126019528,0.9435497729859906,14.175583978386351,0.603448275862069,0.09082755543948472
