Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgStress,AvgTransfer
cost_1.0x_locked,ExistingDynamic,103.0,0.1774467653081795,0.13376505499524116,1.2944448501077281,2.680844500580589,-0.11593679863800643,1.530547396450266,4.0636159973261226,0.5922330097087378,0.16290812316152145,0.11728593405938793,0.029321483514846983
cost_1.0x_locked,RobustDynamic,103.0,0.17886335730420733,0.1310968583252085,1.3275003615511232,2.7867336245696266,-0.11438970143536986,1.5636316474282002,4.105771474138994,0.5922330097087378,0.16299327583695278,0.07482183708320705,0.026187642979122478
cost_2.0x_locked,ExistingDynamic,103.0,0.16988707265308123,0.13396080439679547,1.2440817123652121,2.5310412751654194,-0.11984942490757489,1.4175042790909862,3.845051569745277,0.5922330097087378,0.16290812316152145,0.11728593405938793,0.029321483514846983
cost_2.0x_locked,RobustDynamic,103.0,0.17129088074175636,0.1312941901690394,1.2760175587629037,2.6277020679804832,-0.11834641778604127,1.4473685300000672,3.8848346689952904,0.5922330097087378,0.16299327583695278,0.07482183708320705,0.026187642979122478
