month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,borrow_cost,regime,crash_probability,risk_rank,hedge_strength,gross_exposure,w_KODEX200,w_BOND,w_GLD,w_USO,hard_w_KODEX200,hard_w_BOND,hard_w_GLD,hard_w_USO
2008-11,0.05111531123990289,0.051215037134959014,2.1229614750932977,-0.03487436253073106,0.02985414750295145,8.956244250885436e-05,1.0163452547267402e-05,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2008-12,0.03881854606483667,0.03895045215526653,2.2053717529080807,0.0,0.03768745440853133,0.000113062363225594,1.884372720426562e-05,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-01,0.027779703587585927,0.02779399056635502,2.266636326504302,0.0,0.004081993934026536,1.2245981802079607e-05,2.0409969670132782e-06,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-02,0.0359586823480582,0.036015225550069606,2.3481415821676395,0.0,0.01615520057468879,4.846560172406638e-05,8.077600287344374e-06,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-03,-0.019286879384462646,-0.019179583672526646,2.302853258694731,-0.01928687938446272,0.03065591769600014,9.196775308800043e-05,1.5327958848000077e-05,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-04,-0.013527635281387786,-0.013425876967788967,2.2717010997045533,-0.032553608795821254,0.029073803885376802,8.72214116561304e-05,1.453690194268842e-05,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-05,0.021409467503827127,0.021502612924913806,2.3203370105770866,-0.011841096721640465,0.026612977453336836,7.983893236001052e-05,1.3306488726668425e-05,0.0,Stagflation,0.0,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-06,-0.00010503613906870927,0.0016716461274937976,2.3200932913361574,-0.011944889117627144,0.5509978657052407,0.001652993597115722,0.0001236886694467848,0.0,Slowdown,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-07,0.08380011214150215,0.08380211476917036,2.5145173693288743,0.0,0.0006675425560687676,2.0026276682063026e-06,0.0,0.0,Slowdown,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-08,0.009896301767710029,0.009989363613246116,2.539401792015901,0.0,0.031020615178695976,9.306184553608793e-05,0.0,0.0,Slowdown,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-09,0.04277935725182925,0.042790733907055366,2.648035768482485,0.0,0.003792218408705722,1.1376655226117166e-05,0.0,0.0,Slowdown,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-10,-0.0450008649793402,-0.04495810150521373,2.5288718684045413,-0.045000864979340194,0.014254491375489203,4.276347412646761e-05,0.0,0.0,Slowdown,0.0,0.0,0.0,1.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-11,0.02182364911077161,0.022867194247096448,2.5840610807067033,-0.024159298955558905,0.3238897691287678,0.0009716693073863035,7.187582893853435e-05,0.0,Slowdown,0.0,0.0,0.6250072081611683,0.9999999999999999,0.25624603551135744,0.6000023066115738,0.1437516578770687,0.0,0.6,0.4,0.0,0.0
2009-12,0.08592895241093283,0.08813559277601857,2.8061067423376933,0.0,0.7114783037427074,0.002134434911228122,7.220545385761328e-05,0.0,Goldilocks,0.0,0.0,0.03781773641500563,1.0,0.9640731504057447,0.027228770218804054,0.008698079375451296,0.0,1.0,0.0,0.0,0.0
2010-01,-0.05281359102642917,-0.05271279510900284,2.657906168471365,-0.05281359102642913,0.032359106251231194,9.707731875369358e-05,3.718598672640179e-06,0.0,Goldilocks,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-02,0.005786492914887702,0.007832678726499055,2.6732861236836607,-0.04733270358182573,0.6556075956258973,0.001966822786877692,7.936302473366125e-05,0.0,Goldilocks,0.0,0.0,0.6901132585535761,1.0,0.34439240437410273,0.49688154615857477,0.1587260494673225,0.0,1.0,0.0,0.0,0.0
2010-03,0.023778442843466495,0.023920882148262386,2.7368527049799045,-0.024679758725106526,0.04558761512532819,0.00013676284537598456,5.676459419906271e-06,0.0,Goldilocks,0.0,0.0,0.6444391965152144,1.0,0.3877827633105463,0.4639962214909544,0.1482210151984993,0.0,1.0,0.0,0.0,0.0
2010-04,0.02615173672031001,0.02802813683455696,2.808426156362807,0.0,0.6017347651259383,0.0018052042953778148,7.119581886913374e-05,0.0,Goldilocks,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-05,-0.060394383260000795,-0.060394383260000795,2.6388129907180207,-0.060394383260000795,0.0,0.0,0.0,0.0,Goldilocks,0.11244732162490585,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-06,0.009174958278286849,0.011408452831336034,2.6630239898120593,-0.0517735409283675,0.7156222008083397,0.002146866602425019,8.662795062416743e-05,0.0,Goldilocks,0.14100364393011688,0.0,0.7532865271666733,1.0,0.28437779919166034,0.5423662995600048,0.17325590124833487,0.0,1.0,0.0,0.0,0.0
2010-07,0.0072774535346123576,0.007476988049112556,2.6824040231594743,-0.04487286693218384,0.06372932918322687,0.0001911879875496806,8.346526950517978e-06,0.0,Goldilocks,0.3581239111949166,0.0,0.6814461744030625,1.0,0.35262613431709056,0.490641245570205,0.1567326201127044,0.0,1.0,0.0,0.0,0.0
2010-08,0.011308349061016264,0.011429333521743145,2.7127375841760357,-0.034071955913805296,0.04027521866252444,0.00012082565598757333,1.5880473930778017e-07,0.0,Goldilocks,0.17487475303189334,0.0,0.6239405577681987,1.0,0.40725647012021127,0.44923720159310304,0.1435063282866857,0.0,1.0,0.0,0.0,0.0
2010-09,0.03709573006150695,0.037394099384686345,2.8133685653263343,0.0,0.09446697554885813,0.0002834009266465744,1.496839653281485e-05,0.0,Goldilocks,0.22420372699996227,0.0,0.5339329659483775,1.0,0.4927636823490414,0.38443173548283177,0.12280458216812683,0.0,1.0,0.0,0.0,0.0
2010-10,0.006057463096506067,0.007597670007833068,2.8304104415876687,0.0,0.49381697047381684,0.0014814509114214505,5.875599990555086e-05,0.0,Goldilocks,0.13771999041128927,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-11,0.027104588789744977,0.027104588789744977,2.907127552713103,0.0,0.0,0.0,0.0,0.0,Goldilocks,0.084056090115221,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-12,0.09622974796137562,0.09622974796137562,3.1868797044022554,0.0,0.0,0.0,0.0,0.0,Goldilocks,0.09345300611331571,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-01,0.00923089035082758,0.00923089035082758,3.2162974415148704,0.0,0.0,0.0,0.0,0.0,Goldilocks,0.06283771736621147,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-02,-0.06743200563779239,-0.06743200563779239,2.9994160543058226,-0.06743200563779239,0.0,0.0,0.0,0.0,Goldilocks,0.43434824604252437,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-03,0.01361479946641319,0.0166804151079447,3.0402525024015365,-0.05473527940575573,0.9594033309842531,0.0028782099929527596,0.00018740564857874938,0.0,Overheating,0.2841085932789608,0.0,0.8119333803149367,1.0,0.040596669015746836,0.5845920338267544,0.18674467747243545,0.18806661968506333,0.0,0.0,0.0,1.0
2011-04,0.019872121317195887,0.020205665000853114,3.1006687689641685,-0.035950864201241606,0.09783695402699158,0.0002935108620809747,4.00328215762501e-05,0.0,Overheating,0.08081057420121804,0.0,0.7061273283812978,1.0,0.03530636641906489,0.5084116764345343,0.16240928552769848,0.29387267161870223,0.0,0.0,0.0,1.0
2011-05,-0.04190991045689862,-0.041388046549284234,2.970720018500378,-0.07635407715861808,0.15521996371061375,0.0004656598911318413,5.6204016482544475e-05,0.0,Overheating,0.087131007870667,0.0,0.5495905350103467,1.0,0.027479526750517336,0.39570518520744963,0.12640582305237974,0.4504094649896533,0.0,0.0,0.0,1.0
2011-06,-0.019486620507788422,-0.018434067938031144,2.912830724864971,-0.0943528147405941,0.3111701799256781,0.0009335105397770343,0.00011904202998024416,0.0,Overheating,0.0975763983887744,0.0,0.8862839763218173,1.0,0.04431419881609087,0.6381244629517084,0.203845314554018,0.11371602367818268,0.0,0.0,0.0,1.0
2011-07,0.020146765122771772,0.020499566521262842,2.971514841321219,-0.07610695361507336,0.10510827169859563,0.0003153248150957869,3.74765833952818e-05,0.0,Overheating,0.2048573848527478,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,0.0,1.0
2011-08,0.04685546266440131,0.04712451279292321,3.1107465440254596,-0.03281751747428452,0.07687146529196981,0.00023061439587590944,3.843573264598489e-05,0.0,Stagflation,0.40237318923506404,0.0,0.8842246134589447,0.9999999999999999,0.04421123067294724,0.6366417216904401,0.3191470476366126,0.0,0.0,0.0,1.0,0.0
2011-09,0.0030723050233255646,0.003947541291911853,3.120303706258962,-0.029846037874748266,0.25006750531036814,0.0007502025159311044,0.00012503375265518406,0.0,Stagflation,0.7866705963194773,0.0,0.5234793122857043,1.0,0.026173965614285217,0.3769051048457071,0.5969209295400076,0.0,0.0,0.0,1.0,0.0
2011-10,-0.0006142535489775171,0.0006859074308305374,3.1183870486335046,-0.030441958389038182,0.37147456565944414,0.0011144236969783325,0.00018573728282972207,0.0,Stagflation,0.6866934485330712,0.0,1.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2011-11,0.03641237495810284,0.03778458362836637,3.2319349271128397,0.0,0.3920596200752947,0.0011761788602258842,0.00019602981003764735,0.0,Stagflation,0.19273013602197497,0.0,0.5036829865753182,1.0,0.02518414932876591,0.3626517503342291,0.612164100337005,0.0,0.0,0.0,1.0,0.0
2011-12,-0.08025163490474706,-0.07893405167145973,2.9725668653062796,-0.08025163490474718,0.37645235236781116,0.0011293570571034334,0.0001882261761839056,0.0,Stagflation,0.21022772881213073,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2012-01,0.02396262859006554,0.02643869655730132,3.0437973810587495,-0.05821204643564948,0.7074479906387944,0.0021223439719163834,0.0003537239953193972,0.0,Stagflation,0.2715378223281291,0.0,0.9187636242062265,1.0,0.045938181210311325,0.661509809428483,0.2925520093612056,0.0,0.0,0.0,1.0,0.0
2012-02,-0.008824209052556941,-0.008371385932816498,3.0169382766546615,-0.06652258022108126,0.1293780342115549,0.00038813410263466465,6.468901710577746e-05,0.0,Stagflation,0.6070251536289825,0.0,0.7351003869637457,1.0,0.036755019348187284,0.5292722786138969,0.4339727020379158,0.0,0.0,0.0,1.0,0.0
2012-03,-0.0036087822522893466,-0.0027633686337518036,3.0060508033456177,-0.06989129696649221,0.24154674815358368,0.000724640244460751,0.00012077337407679183,0.0,Slowdown,0.32554694771528914,0.0,0.8043548351756772,1.0,0.15760484065337754,0.6573935472562167,0.18500161209040575,0.0,0.6,0.4,0.0,0.0
2012-04,0.004421079735962137,0.0044720571191793805,3.0193407936375616,-0.06577921222726879,0.015527605739004094,4.6582817217012284e-05,4.394566000230305e-06,0.0,Slowdown,0.2431200615967688,0.0,0.8324274747207685,1.0,0.1421648889035773,0.6663767919106459,0.19145831918577677,0.0,0.6,0.4,0.0,0.0
2012-05,-0.007656858059860736,-0.007593469101109204,2.9962221297463314,-0.07293240819581592,0.019949526840049345,5.984858052014803e-05,3.540378231384117e-06,0.0,Slowdown,0.2530320531623571,0.625,0.7981601018939066,1.0,0.16101194395835133,0.6554112326060502,0.18357682343559853,0.0,0.6,0.4,0.0,0.0
2012-06,-0.008871450583998753,-0.008803830863063695,2.9696412931836034,-0.08115684252453348,0.020527511153013878,6.158253345904164e-05,6.037187476015324e-06,0.0,Slowdown,0.2720793209136226,0.68,0.857770068298466,1.0,0.12822646243584368,0.6744864218555091,0.19728711570864718,0.0,0.6,0.4,0.0,0.0
2012-07,0.01791981257068676,0.018053794000088635,3.022856708559625,-0.06469134536071519,0.04036673920123459,0.00012110021760370378,1.2881211798171394e-05,0.0,Slowdown,0.12117676774107582,0.2692307692307692,0.9263070210377791,1.0,0.09053113842922152,0.6964182467320893,0.2130506148386892,0.0,0.6,0.4,0.0,0.0
2012-08,0.016286451963899284,0.016531991419921184,3.072088319137332,-0.04945848588551327,0.07663988240616323,0.00022991964721848972,1.5619808803412754e-05,0.0,Slowdown,0.15839532339618725,0.37037037037037035,0.7890945446726266,1.0,0.16599800043005536,0.6525102542952406,0.18149174527470413,0.0,0.6,0.4,0.0,0.0
2012-09,0.015855907659129875,0.01608708233907677,3.120799067846265,-0.03438678741154444,0.07094108025385806,0.0002128232407615742,1.8351439185319688e-05,0.0,Slowdown,0.15377767769588083,0.35714285714285715,0.6621540490459439,0.9999999999999999,0.23581527302473085,0.611889295694702,0.1522954312805671,0.0,0.6,0.4,0.0,0.0
2012-10,-0.018062473290515496,-0.017861408577358562,3.0644297180382263,-0.051828150272892226,0.061998268276043086,0.00018599480482812925,1.5069908328804588e-05,0.0,Slowdown,0.42523914184251455,0.8620689655172413,0.5365565617628704,1.0,0.3048938910304213,0.5716980997641186,0.12340800920546019,0.0,0.6,0.4,0.0,0.0
2012-11,-0.0007487364662126063,-0.0005198913977547863,3.062135267760185,-0.052538081113019275,0.07018695790295351,0.00021056087370886054,1.828419474895955e-05,0.0,Slowdown,0.138701930241105,0.3,0.6819012522741019,0.9999999999999999,0.22495431124924395,0.6182084007277125,0.15683728802304345,0.0,0.6,0.4,0.0,0.0
2012-12,0.008860929541960931,0.00888991352985582,3.0892686326157617,-0.04414268780607067,0.008505650898081862,2.5516952694245587e-05,3.467035200642385e-06,0.0,Slowdown,0.16206889812117878,0.41935483870967744,0.6878173426084939,0.9999999999999999,0.22170046156532833,0.620101549634718,0.15819798879995361,0.0,0.6,0.4,0.0,0.0
2013-01,-0.0016849558281579475,-0.0015892955768850741,3.0840633514284903,-0.04575326515513922,0.029683739134920464,8.90512174047614e-05,6.609033868112041e-06,0.0,Slowdown,0.24582696705720883,0.625,0.6178557317172556,1.0,0.2601793475555094,0.5977138341495218,0.1421068182949688,0.0,0.6,0.4,0.0,0.0
2013-02,0.004938058506633918,0.004939565444306314,3.0992926366960094,-0.041041138948710976,0.00045598545057168316,1.3679563517150496e-06,1.3898132068007607e-07,0.0,Slowdown,0.07470877468784945,0.030303030303030304,0.6312772096261602,1.0,0.2527975347056119,0.6020087070803712,0.14519375821401684,0.0,0.6,0.4,0.0,0.0
2013-03,0.0011808960911975034,0.0012232416069560175,3.1029525792561605,-0.03990870817807646,0.014009619692615202,4.202885907784561e-05,3.1665668066839513e-07,0.0,Slowdown,0.2620283068138049,0.6764705882352942,0.5920094912392582,1.0,0.274394779818408,0.5894430371965627,0.13616218298502938,0.0,0.6,0.4,0.0,0.0
2013-04,-0.018001883930919088,-0.017970169043269667,3.0470935870812452,-0.05719216017654083,0.009885340609314022,2.9656021827942067e-05,2.0588658214807237e-06,0.0,Slowdown,0.1504710887145231,0.34285714285714286,0.5825725681506372,1.0,0.2795850875171495,0.5864232218082039,0.13399169067464656,0.0,0.6,0.4,0.0,0.0
2013-05,-0.006756309739600824,-0.006511336827232995,3.026506479001373,-0.06356206196731207,0.07469146657095337,0.0002240743997128601,2.089851265496935e-05,0.0,Slowdown,0.11742916830127224,0.2222222222222222,0.726601334804507,1.0,0.20036926585752118,0.6325124271374423,0.1671183070050366,0.0,0.6,0.4,0.0,0.0
2013-06,-0.03771841017254952,-0.037605293964359424,2.9123514662365206,-0.09888301221516549,0.03485856686221872,0.00010457570058665616,8.540507603441438e-06,0.0,Slowdown,0.1273607569482728,0.2702702702702703,0.7796838497276006,1.0,0.17117388264981964,0.6494988319128322,0.17932728543734816,0.0,0.6,0.4,0.0,0.0
2013-07,0.019709910691233384,0.020081797338781137,2.969753653537525,-0.08112207686357331,0.11362663259159567,0.000340879897774787,3.1006749772965774e-05,0.0,Slowdown,0.25750014185657216,0.6842105263157895,1.0,1.0,0.05,0.72,0.23,0.0,0.6,0.4,0.0,0.0
2013-08,0.010955161416368625,0.011088795392142954,3.0022877841788786,-0.07105562089367623,0.039966716941936695,0.00011990015082581008,1.3733824948519435e-05,0.0,Slowdown,0.26070373987679407,0.6923076923076923,0.9260173071964443,1.0,0.09069048104195565,0.6963255383028621,0.21298398065518218,0.0,0.6,0.4,0.0,0.0
2013-09,-0.01031662225080854,-0.010166093657370066,2.971314315221288,-0.08063918914492807,0.04608239617354945,0.00013824718852064834,1.228140491782602e-05,0.0,Slowdown,0.18586062114861876,0.475,0.8421301741139686,1.0,0.13682840423731724,0.66948165571647,0.1936899400462128,0.0,0.6,0.4,0.0,0.0
2013-10,0.003831148878925563,0.0040009230447043765,2.9826978627289837,-0.07711698100509257,0.05073576242975066,0.000152207287289252,1.7566878489561512e-05,0.0,Slowdown,0.2737909037891238,0.7804878048780488,0.9219932428744007,1.0,0.09290371641907964,0.6950378377198082,0.21205844586111217,0.0,0.6,0.4,0.0,0.0
2013-11,-0.013790147754877646,-0.013615777696332624,2.9415660184937935,-0.08984367419749983,0.05711175862534241,0.00017133527587602723,3.034782668993832e-06,0.0,Goldilocks,0.29030826565648193,0.8095238095238095,0.8926415083757714,0.9999999999999999,0.1519905670430172,0.6427018860305553,0.20530754692642741,0.0,1.0,0.0,0.0,0.0
2013-12,-0.00021739561966680913,0.00011366376363042274,2.940926534926412,-0.0900415381959413,0.10458235360487894,0.0003137470608146368,1.7312322482595067e-05,0.0,Goldilocks,0.36858346144439497,0.8604651162790697,0.9986972849791653,1.0,0.05123757926979294,0.719062045184999,0.22970037554520803,0.0,1.0,0.0,0.0,0.0
2014-01,0.011031145646798997,0.011046150796701305,2.9733683238697215,-0.08000365387124353,0.00428718568637344,1.286155705912032e-05,2.1435928431867425e-06,0.0,Goldilocks,0.2028571163676283,0.4772727272727273,1.0,1.0,0.05,0.72,0.23,0.0,1.0,0.0,0.0,0.0
2014-02,0.019491542131573093,0.019652073049563023,3.031323857827113,-0.062071506329781534,0.048833688470719755,0.00014650106541215928,1.4029852577771258e-05,0.0,Slowdown,0.23770180290764514,0.5555555555555556,0.916697115593696,0.9999999999999999,0.09581658642346717,0.6933430769899827,0.2108403365865501,0.0,0.6,0.4,0.0,0.0
2014-03,-0.007317220226669054,-0.00676815959173024,3.009142993581036,-0.06893453567483454,0.17568702695561894,0.0005270610808668568,2.1999554071957708e-05,0.0,Goldilocks,0.1938610338623882,0.45652173913043476,0.7672625527481794,0.9999999999999999,0.2711005748892295,0.5524290379786891,0.17647038713208127,0.0,1.0,0.0,0.0,0.0
2014-04,-0.005883167618237216,-0.0056995265550901005,2.9914397009625544,-0.07441214986501143,0.057662244901562076,0.00017298673470468622,1.065432844242907e-05,0.0,Goldilocks,0.22682745802638754,0.5531914893617021,0.8244544639569545,1.0,0.21676825924089319,0.5936072140490073,0.18962452671009955,0.0,1.0,0.0,0.0,0.0
2014-05,0.0009043185928386777,0.0010416321641120345,2.9941449155034903,-0.0735751235628288,0.04316728739748861,0.00012950186219246583,7.811709080891016e-06,0.0,Goldilocks,0.09102346240040458,0.10416666666666667,0.8701012488750953,1.0,0.17340381356865944,0.6264728991900687,0.20012328724127193,0.0,1.0,0.0,0.0,0.0
2014-06,0.015710021280692085,0.015741928726133718,3.041182995843526,-0.05902096903903842,0.009608648386950941,2.8825945160852825e-05,3.0815002807821903e-06,0.0,Goldilocks,0.39567042738728175,0.8775510204081632,0.8631260296902401,1.0,0.1800302717942719,0.6214507413769729,0.19851898682875524,0.0,1.0,0.0,0.0,0.0
2014-07,0.011456473369697257,0.011830688081504904,3.0760242278477836,-0.048240667829390516,0.11872610827489938,0.00035617832482469814,1.803638698294785e-05,0.0,Goldilocks,0.19948205093781718,0.46,0.7418414086586536,1.0,0.2952506617742791,0.5341258142342306,0.17062352399149033,0.0,1.0,0.0,0.0,0.0
2014-08,-0.008675487442902426,-0.00843034888547631,3.0493382182850266,-0.0564976439643019,0.07878062105981248,0.00023634186317943745,8.79669424667981e-06,0.0,Goldilocks,0.3779798798424739,0.8627450980392157,0.652005565244921,1.0,0.380594713017325,0.46944400697634314,0.14996128000633185,0.0,1.0,0.0,0.0,0.0
2014-09,-0.0003917808571604056,0.00014517703526051133,3.048143545944095,-0.05686729012608238,0.1755483280002541,0.0005266449840007623,1.0312908420154574e-05,0.0,Slowdown,0.07445526579747386,0.019230769230769232,0.7208136997025159,1.0,0.20355246516361628,0.630660383904805,0.16578715093157864,0.0,0.6,0.4,0.0,0.0
2014-10,-0.009975315764291238,-0.00962253438590846,3.017737351578416,-0.06627533671470642,0.11735664145613117,0.0003520699243683935,7.114540143839804e-07,0.0,Goldilocks,0.22768986731872407,0.5660377358490566,0.7238940843840198,1.0,0.3123006198351812,0.5212037407564942,0.16649563940832457,0.0,1.0,0.0,0.0,0.0
2014-11,0.01348545222505392,0.013708879971244599,3.0584329044608873,-0.053683637376618076,0.07065701785061877,0.00021197105355185632,1.1456692638822889e-05,0.0,Goldilocks,0.21025041638231737,0.5185185185185185,0.8022944726225536,1.0,0.23782025100857407,0.5776520202882386,0.18452772870318734,0.0,1.0,0.0,0.0,0.0
2014-12,-0.00595553008766318,-0.005787824211402439,3.0402183152772717,-0.059319452946669515,0.05082487840772183,0.0001524746352231655,1.5231241037575186e-05,0.0,Slowdown,0.25797995180897326,0.6727272727272727,0.6973636448051507,1.0,0.21644999535716714,0.6231563663376483,0.16039363830518466,0.0,0.6,0.4,0.0,0.0
2015-01,0.028919217824270604,0.028990558636709518,3.128139050970112,-0.0321157073033802,0.02195057239541466,6.585171718624399e-05,5.489095252671716e-06,0.0,Slowdown,0.1180695919107807,0.19642857142857142,0.7443287745555793,1.0,0.19061917399443137,0.6381852078577854,0.17119561814778325,0.0,0.6,0.4,0.0,0.0
