target_month,signal_date,p_tail_raw,tail_event,adverse_excursion,standardized_adverse,horizon,fit_count,train_rows,feature_count,risk_percentile,risk_severity,p_up,score
2007-10,2007-09-28,0.13289239754073384,0.0,0.008495145631068013,-0.18378668857307026,10,12,1260,59,0.029411764705882353,0.0,0.5,-0.0
2007-11,2007-10-31,0.15176582473989778,1.0,-0.06347438752783974,1.2676424799412442,10,12,1260,59,0.22857142857142856,0.0,0.5,-0.0
2007-12,2007-11-30,0.15176582473989778,0.0,-0.001694845190360006,0.025467136677746936,10,12,1260,59,0.25,0.0,0.5,-0.0
2008-01,2007-12-28,0.12298983838707601,1.0,-0.08438678658764043,1.847604636862804,10,13,1260,60,0.02702702702702703,0.0,0.5,-0.0
2008-02,2008-01-31,0.13403295835891854,0.0,-0.0010107330220918698,0.01596259907259122,10,13,1260,60,0.07894736842105263,0.0,0.5,-0.0
2008-03,2008-02-29,0.12298983838707601,0.0,-0.06557528245330879,1.0860984873274044,10,13,1260,60,0.05128205128205128,0.0,0.5,-0.0
2008-04,2008-03-31,0.13191298046237027,0.0,0.0007351252010108222,-0.016809246037697803,10,14,1260,60,0.075,0.0,0.5,-0.0
2008-05,2008-04-30,0.13191298046237027,0.0,-0.004340425531914716,0.1270535095124728,10,14,1260,60,0.0975609756097561,0.0,0.5,-0.0
2008-06,2008-05-30,0.14821973788464857,1.0,-0.06860102754148079,1.766574043959654,10,14,1260,60,0.2619047619047619,0.0,0.5,-0.0
2008-07,2008-06-30,0.20369169606695378,1.0,-0.08856313225927315,2.421313406203842,10,15,1260,60,0.9302325581395349,0.6511627906976742,0.40232558139534885,-0.6511627906976742
2008-08,2008-07-31,0.09597890518685454,0.0,-0.03762492651381533,0.6547038605275508,10,15,1260,60,0.022727272727272728,0.0,0.5,-0.0
2008-09,2008-08-29,0.16622012681600357,0.0,-0.04482430143945815,1.2400442460213743,10,15,1260,60,0.5777777777777777,0.0,0.5,-0.0
2008-10,2008-09-30,0.12521607976605761,1.0,-0.13165791447861952,1.6442208071328677,10,16,1260,64,0.08695652173913043,0.0,0.5,-0.0
2008-11,2008-10-31,0.15935813033377158,0.0,-0.03552542372881373,0.20213087089772244,10,16,1260,64,0.44680851063829785,0.0,0.5,-0.0
2008-12,2008-11-28,0.14262881123577315,0.0,-0.06561922365988893,0.574702053345769,10,16,1260,64,0.2708333333333333,0.0,0.5,-0.0
2009-01,2008-12-30,0.13652251424154335,0.0,-0.008882815169115155,0.09781622393471182,10,17,1260,64,0.20408163265306123,0.0,0.5,-0.0
