month,vkospi_signal_date,vkospi_raw_close,vkospi_raw_change,vkospi_raw_return_pct,vkospi_raw_open,vkospi_raw_high,vkospi_raw_low,vkospi_return_5,vkospi_return_21,vkospi_return_63,vkospi_mean_ratio_5,vkospi_mean_ratio_21,vkospi_level_z_63,vkospi_level_z_252,vkospi_return_vol_21,vkospi_positive_fraction_21,vkospi_intraday_range_21,vkospi_close_location_21,vkospi_month_mean,vkospi_month_max,vkospi_month_min,vkospi_month_range,vkospi_month_return,vkospi_oap_mom12m,vkospi_oap_mom6m,vkospi_oap_intmom,vkospi_oap_streversal,vkospi_oap_mrreversal,vkospi_oap_lrreversal,vkospi_oap_high52,vkospi_oap_realized_vol_21,vkospi_oap_max_return_21,vkospi_oap_return_skew_21,vkospi_oap_beta_21,vkospi_oap_residual_vol_21
2009-11,2009-10-30,25.41,0.18,-0.7,25.1,25.52,24.3,0.15342714480254194,0.11203501094091894,-0.05503904797322423,0.06229096989966565,0.08975615733365983,1.0055412659845617,-0.8743532566211789,0.6545783768651765,0.6190476190476191,0.04754422925331773,0.459115626959107,23.317142857142862,26.7,21.95,0.20371278029653225,0.0667506297229219,-0.7188384397686722,-0.35269121813031157,-0.565645379598868,0.11203501094091894,2.6265060240963853,3.345989304812834,0.3011020263064344,0.6545783768651765,0.08535489667565122,-0.4039055020961013,-0.010655300089754318,0.1291536573045918
2009-12,2009-11-27,22.87,2.96,14.87,21.04,24.99,21.0,0.10589941972920713,-0.10629152012504883,-0.04589069670421353,0.09164677804295951,0.015090989791389342,0.040371757067220126,-1.0138943525885844,0.6765332404173744,0.3333333333333333,0.051513863281671846,0.2997833367516797,22.386000000000003,28.81,19.71,0.4065040650406503,-0.11184466019417472,-0.5571898252292784,-0.2164727495407225,-0.43485032012458913,-0.10629152012504883,1.5060711188204685,3.084098939929328,0.35298657200185213,0.6765332404173744,0.14866901054746373,2.356559363323437,-0.014108926306299839,0.10305254298610109
2010-01,2009-12-30,20.35,0.09,0.44,20.59,20.94,20.3,0.03509664292980674,-0.0724703737465816,-0.10940919037199126,0.02384785671161227,-0.00333504361210879,-1.0085607827635354,-1.14531932076175,0.43102574490400863,0.42857142857142855,0.039309483712236186,0.23582354023919572,20.41809523809524,22.33,19.06,0.16015205933112547,-0.02584968884633787,-0.5417710944026733,-0.13143309580364215,-0.47243107769423553,-0.0724703737465816,0.9198075380914195,1.9195121951219516,0.3827346247884145,0.43102574490400863,0.06705081194342588,0.6158226065006946,-0.004258470424886732,0.10198362432288603
2010-02,2010-01-29,23.29,0.94,4.21,23.44,23.69,22.67,0.11328871892925418,0.1495557749259624,-0.08987885892926928,0.012344605755020277,0.14928564714728787,1.1357389739127768,-0.673186512484919,0.7806313599447999,0.47619047619047616,0.054509184246723075,0.3423297688231741,20.2605,24.41,17.93,0.3198341600651514,0.11222540592168095,-0.592845659163987,-0.20921155347384857,-0.485128617363344,0.1495557749259624,1.028536485935589,1.9867947178871548,0.46635963155786947,0.7806313599447999,0.15388858246001114,1.0778407423202399,-0.009123657600613368,0.12334167784584642
2010-03,2010-02-26,20.59,0.47,-2.23,20.92,21.09,20.21,-0.010096153846153921,-0.14599751140605555,0.00537109375,0.014285714285714013,-0.042537643932683666,-0.08194005725366554,-0.9457539180463802,0.7168982669187326,0.42857142857142855,0.04648755052299874,0.40322114930366953,21.366315789473685,24.04,19.44,0.21529214700955748,-0.10981409424989186,-0.4649356413670662,0.0004149377593360981,-0.4651575676875277,-0.14599751140605555,0.7761135199054001,1.6335476329631797,0.4460571923743501,0.7168982669187326,0.09077809798270886,0.3588405597175883,-0.010625405457639476,0.14708045053157945
2010-04,2010-03-30,17.75,0.59,-3.22,18.07,18.13,17.72,0.03801169590643272,-0.13793103448275856,-0.0701938187532739,0.009899863450159252,-0.023345385945605757,-1.1596938849544454,-1.312728325006715,0.49455119816937093,0.38095238095238093,0.027029967813849042,0.3308845468475835,18.17428571428571,20.3,16.66,0.20028297437509834,-0.09160696008188329,-0.4795247724974723,-0.08651286601597152,-0.430232558139535,-0.13793103448275856,0.15977719143946056,0.9642502482621649,0.44959473150962515,0.49455119816937093,0.0662790697674418,0.26138829980238343,-0.009970004963247698,0.10204400948275597
2010-05,2010-04-29,19.71,0.16,0.82,19.79,20.22,19.58,0.140625,0.11481900452488691,-0.1181208053691275,0.07154506904425362,0.14040501446480236,0.35229481000740814,-0.787708053288081,0.8665120636961505,0.47619047619047616,0.04397100231430288,0.3630036586499403,17.283333333333335,20.22,15.17,0.292189006750241,0.1366782006920415,-0.4885739080127278,-0.26821192052980136,-0.30112814579114844,0.11481900452488691,-0.6128779395296753,0.926978818283166,0.5302663438256658,0.8665120636961505,0.1471674876847291,0.9051422978615693,-0.007655696301197255,0.08209495644390391
2010-06,2010-05-28,23.89,2.2,-8.43,24.57,25.59,23.89,-0.07689335394126728,0.36280661722760965,0.13437796771130106,-0.13215634989828529,0.0039020290551088355,1.1761568229956858,0.29082682982757857,1.5447910192208296,0.5238095238095238,0.06941672703702026,0.4551105295516661,24.56722222222222,32.07,18.93,0.5348590036408042,0.16821515892420535,-0.4754637941352483,-0.16044061302681978,-0.37522441651705574,0.36280661722760965,-0.5109745390693591,0.8202614379084969,0.7142002989536621,1.5447910192208296,0.2177716390423574,0.41229102782880683,-0.00565716445141931,0.11093758359698973
2010-07,2010-06-29,22.15,1.72,8.42,20.25,22.21,20.12,0.15244536940686793,-0.07283382168271246,0.20774263904034895,0.10352730171383007,0.04860344011361839,0.42532741316387973,0.08028485225094172,0.8080365653715299,0.42857142857142855,0.040894774081951676,0.24119226111584072,20.978999999999996,26.61,18.75,0.3746603746603747,-0.08091286307053958,-0.1549345596038203,0.23718280683583637,-0.31694375663247265,-0.07283382168271246,-0.4353904533652886,0.40506958250497016,0.715670436187399,0.8080365653715299,0.13394495412844032,0.802450978419232,-0.007096879282029543,0.08734387799143375
2010-08,2010-07-30,19.26,0.19,1.0,19.18,19.74,19.12,-0.01834862385321101,-0.12573763050385833,-0.022831050228310446,-0.0075234463567969145,-0.02584358968183209,-0.829992129078889,-0.7665841249984501,0.6296954089818806,0.47619047619047616,0.04404449735746775,0.39894506582559164,19.87363636363636,23.92,17.33,0.3315950779927727,-0.12573763050385833,-0.17459722742600225,-0.014317673378076101,-0.1626077182465343,-0.12573763050385833,-0.48405180746182097,0.06377042646472697,0.6222940226171244,0.6296954089818806,0.07197161682716668,0.0539245452780963,-0.00799041844851917,0.08405052856662495
2010-09,2010-08-30,17.9,0.75,-4.02,18.32,18.34,17.9,-0.03711672942442179,-0.07061266874351002,-0.25726141078838183,-0.04969207899766426,-0.03013571391712666,-1.12303821008559,-1.1400969583410308,0.5545287501372008,0.47619047619047616,0.045856222064151915,0.36803734230952434,18.45619047619047,20.44,17.26,0.17229991227617528,-0.03504043126684653,-0.16587267215244683,-0.014329580348004023,-0.15374621048072767,-0.07061266874351002,-0.49978336221837083,-0.5054615549368173,0.5783521809369951,0.5545287501372008,0.05670665212649939,-0.364754247406929,-0.011549026166381673,0.08510604824778406
2010-10,2010-09-29,16.67,0.12,0.73,16.43,16.72,16.37,0.08812010443864238,-0.12768184196755616,-0.24740406320541752,0.010058167716917366,0.0007718696397942537,-1.025636203305226,-1.3501316386310984,0.4988281929213732,0.42857142857142855,0.03298267109714021,0.30610444358079236,16.35888888888889,18.23,15.22,0.18399782652991914,-0.07440310938367567,-0.17129228100607108,0.041984732824427384,-0.204683434518647,-0.12768184196755616,-0.4253675554448044,-0.3398225021471515,0.5386106623586431,0.4988281929213732,0.062010443864229714,0.4581606658952211,-0.008210560758025778,0.08010648143768162
2010-11,2010-10-29,18.6,2.01,12.12,17.53,18.73,17.47,0.09411764705882364,0.10912343470483021,-0.024646040901940114,0.09916085569081656,0.09087862369435307,0.9818456121483099,-0.43948105419142397,0.7675789899351319,0.47619047619047616,0.05041275962307834,0.3673705804218213,17.05047619047619,20.54,15.88,0.2733061498072948,0.13761467889908263,-0.24663072776280326,-0.1421994884910487,-0.12174303683737653,0.10912343470483021,-0.3872832369942196,-0.2489878542510121,0.6009693053311794,0.7675789899351319,0.13877054169202685,1.5769951783138003,-0.007537844685178578,0.093907353510093
2010-12,2010-11-29,23.36,0.87,3.87,22.91,26.49,22.26,0.27302452316076287,0.2559139784946236,0.25254691689008046,0.11291090995712239,0.18598747673041105,3.4827421723833445,1.5232584266017835,0.7400698508450596,0.47619047619047616,0.07209821883687678,0.3782304159488484,19.69666666666667,26.49,17.58,0.45236080555085456,0.2737186477644493,-0.091796875,-0.22532278217409407,0.17236328125,0.2559139784946236,-0.3855385538553855,-0.41635793673411237,0.7547657512116317,0.7400698508450596,0.1312877263581489,1.279483471444124,-0.006149832784971792,0.09963105976227969
2011-01,2010-12-30,15.83,0.36,-2.22,16.12,16.59,15.7,-0.105144149236857,-0.27151403589507594,-0.042347247428917156,-0.07177201829482815,-0.09702566888496544,-1.3794778716342249,-1.3413077238878641,0.6891118373628272,0.3333333333333333,0.04398914076852564,0.2740883552700454,17.721818181818183,23.2,15.69,0.42377141684620906,-0.27151403589507594,0.0725567620927936,-0.03293279928793935,0.10908193484698891,-0.27151403589507594,-0.2234572633192794,-0.2451564828614008,0.511470113085622,0.6891118373628272,0.12445278298936846,1.4234652563507997,-0.004070198250657963,0.07953399697777933
2011-02,2011-01-28,14.5,0.07,-0.48,14.93,15.19,14.32,-0.14048606994665092,-0.10438542310067955,-0.20937840785169026,-0.037056714039048866,-0.08236145014013185,-1.6581261291996954,-1.6542950512678702,0.707423258025671,0.38095238095238093,0.051744416562621846,0.3344949826252556,15.8,17.27,14.32,0.1867088607594936,-0.11423335369578502,-0.27561521252796417,-0.15939771547248183,-0.13825503355704694,-0.10438542310067955,-0.1626077182465343,-0.37813021702838057,0.4684975767366721,0.707423258025671,0.08279845956354315,0.36802286380658983,-0.007567851900335448,0.07410505980630065
2011-03,2011-02-25,19.83,0.8,-3.88,20.65,20.91,19.6,0.11655405405405395,0.22558714462299134,-0.005017561465127995,-0.006214292873609417,0.11982682120095745,1.1144355773272672,0.42461038269229884,0.8413955076237141,0.5714285714285714,0.06655090194246364,0.491053456860693,18.528750000000002,21.45,15.52,0.32004317614517974,0.21805896805896796,-0.17826307770441852,-0.14391534391534389,-0.04012188928390059,0.22558714462299134,-0.19104354971240756,-0.3755153821757057,0.6407108239095315,0.8413955076237141,0.12413793103448278,-0.06686445965682834,-0.010780565778959037,0.07146704389192823
2011-04,2011-03-30,16.55,0.44,2.73,16.37,17.08,16.26,-0.052119129438717104,-0.17497507477567287,-0.08563535911602216,0.022741317513286452,-0.10362881386531864,-0.48204654736834185,-0.8125476355096454,1.6798363358266477,0.47619047619047616,0.08955635014080722,0.2910917560588592,18.463333333333335,28.62,15.52,0.7095143527712584,-0.14910025706940866,0.1662790697674419,0.21208459214501496,-0.03779069767441856,-0.17497507477567287,-0.21818181818181825,-0.3779385171790235,0.5347334410339257,1.6798363358266477,0.37070333157059765,2.181938143803003,-0.004838018840675928,0.12412740407824883
