month,scenario,code,entry_date,exit_date,entry_close,exit_close,entry_abs_delta,exit_abs_delta,entry_dte,exit_dte,entry_volume,exit_volume,entry_signal_date,entry_signal_score,exit_signal_date,exit_recovery_score,exit_reason,entry_stress_multiplier,exit_stress_multiplier,entry_bucket_slippage,exit_bucket_slippage,entry_tick_floor,exit_tick_floor,entry_tick_binds,exit_tick_binds,entry_effective_slippage,exit_effective_slippage,buy_price,sell_price,option_return
2012-11,Conservative,301GC230,2012-11-09,2012-11-30,0.64,0.06,0.08848523845207801,0.013699861645200847,34.0,13.0,73317.0,14217.0,2012-10-30,0.33261927555694365,2012-11-29,0.03271205128258992,month_end_roll,1.0,1.0,0.1,0.2,0.015625,0.16666666666666669,False,False,0.1,0.2,0.7040000000000001,0.048,-0.9318181818181819
2012-11,Optimistic,301GC230,2012-11-09,2012-11-30,0.64,0.06,0.08848523845207801,0.013699861645200847,34.0,13.0,73317.0,14217.0,2012-10-30,0.33261927555694365,2012-11-29,0.03271205128258992,month_end_roll,1.0,1.0,0.05,0.1,0.015625,0.16666666666666669,False,True,0.05,0.16666666666666669,0.672,0.049999999999999996,-0.9255952380952381
2013-01,Base,301H2250,2013-01-11,2013-01-15,0.64,0.9,0.1072210310448437,0.13868142625650326,34.0,30.0,114268.0,88243.0,2012-12-28,0.7361082891884295,2013-01-14,0.6777885463171841,vix6_recovery,1.0,1.0,0.075,0.075,0.015625,0.011111111111111112,False,False,0.075,0.075,0.688,0.8325,0.21002906976744207
2013-01,Conservative,301H2250,2013-01-11,2013-01-15,0.64,0.9,0.1072210310448437,0.13868142625650326,34.0,30.0,114268.0,88243.0,2012-12-28,0.7361082891884295,2013-01-14,0.6777885463171841,vix6_recovery,1.0,1.0,0.1,0.1,0.015625,0.011111111111111112,False,False,0.1,0.1,0.7040000000000001,0.81,0.15056818181818188
2013-01,Optimistic,301H2250,2013-01-11,2013-01-15,0.64,0.9,0.1072210310448437,0.13868142625650326,34.0,30.0,114268.0,88243.0,2012-12-28,0.7361082891884295,2013-01-14,0.6777885463171841,vix6_recovery,1.0,1.0,0.05,0.05,0.015625,0.011111111111111112,False,False,0.05,0.05,0.672,0.855,0.2723214285714284
2013-05,Base,301H6237,2013-05-10,2013-05-31,0.64,0.05,0.10339620691219065,0.01218033453273334,34.0,13.0,68074.0,9560.0,2013-04-30,0.33411571200110574,2013-05-30,0.0,month_end_roll,1.0,1.0,0.075,0.15,0.015625,0.19999999999999998,False,True,0.075,0.19999999999999998,0.688,0.04000000000000001,-0.9418604651162791
2013-05,Conservative,301H6237,2013-05-10,2013-05-31,0.64,0.05,0.10339620691219065,0.01218033453273334,34.0,13.0,68074.0,9560.0,2013-04-30,0.33411571200110574,2013-05-30,0.0,month_end_roll,1.0,1.0,0.1,0.2,0.015625,0.19999999999999998,False,False,0.1,0.2,0.7040000000000001,0.04000000000000001,-0.9431818181818181
2013-05,Optimistic,301H6237,2013-05-10,2013-05-31,0.64,0.05,0.10339620691219065,0.01218033453273334,34.0,13.0,68074.0,9560.0,2013-04-30,0.33411571200110574,2013-05-30,0.0,month_end_roll,1.0,1.0,0.05,0.1,0.015625,0.19999999999999998,False,True,0.05,0.19999999999999998,0.672,0.04000000000000001,-0.9404761904761905
2013-08,Base,301H9230,2013-08-12,2013-08-16,0.59,0.24,0.10249726803526565,0.046943573158788734,31.0,27.0,50802.0,62892.0,2013-08-09,0.488759611684331,2013-08-14,0.3838864357480185,vix6_recovery,1.0,1.0,0.075,0.15,0.01694915254237288,0.04166666666666667,False,False,0.075,0.15,0.63425,0.204,-0.67836026803311
2013-08,Conservative,301H9230,2013-08-12,2013-08-16,0.59,0.24,0.10249726803526565,0.046943573158788734,31.0,27.0,50802.0,62892.0,2013-08-09,0.488759611684331,2013-08-14,0.3838864357480185,vix6_recovery,1.0,1.0,0.1,0.2,0.01694915254237288,0.04166666666666667,False,False,0.1,0.2,0.649,0.192,-0.7041602465331279
2013-08,Optimistic,301H9230,2013-08-12,2013-08-16,0.59,0.24,0.10249726803526565,0.046943573158788734,31.0,27.0,50802.0,62892.0,2013-08-09,0.488759611684331,2013-08-14,0.3838864357480185,vix6_recovery,1.0,1.0,0.05,0.1,0.01694915254237288,0.04166666666666667,False,False,0.05,0.1,0.6194999999999999,0.216,-0.6513317191283292
2013-10,Base,301HB252,2013-10-11,2013-10-17,0.62,0.32,0.10109596799911719,0.05924285596183172,34.0,28.0,50018.0,38727.0,2013-10-01,0.7822615367124526,2013-10-16,0.40068392526119817,vix6_recovery,1.0,1.0,0.075,0.075,0.016129032258064516,0.03125,False,False,0.075,0.075,0.6665,0.29600000000000004,-0.5558889722430607
2013-10,Conservative,301HB252,2013-10-11,2013-10-17,0.62,0.32,0.10109596799911719,0.05924285596183172,34.0,28.0,50018.0,38727.0,2013-10-01,0.7822615367124526,2013-10-16,0.40068392526119817,vix6_recovery,1.0,1.0,0.1,0.1,0.016129032258064516,0.03125,False,False,0.1,0.1,0.682,0.28800000000000003,-0.5777126099706744
2013-10,Optimistic,301HB252,2013-10-11,2013-10-17,0.62,0.32,0.10109596799911719,0.05924285596183172,34.0,28.0,50018.0,38727.0,2013-10-01,0.7822615367124526,2013-10-16,0.40068392526119817,vix6_recovery,1.0,1.0,0.05,0.05,0.016129032258064516,0.03125,False,False,0.05,0.05,0.651,0.304,-0.5330261136712751
2014-05,Base,301J6242,2014-05-09,2014-05-30,0.47,0.04,0.10181098782720299,0.013236270655408933,34.0,13.0,49977.0,15849.0,2014-04-29,0.2678748302835786,2014-05-29,0.222824940983553,month_end_roll,1.0,1.0,0.075,0.15,0.021276595744680854,0.25,False,True,0.075,0.25,0.50525,0.03,-0.9406234537357744
2014-05,Conservative,301J6242,2014-05-09,2014-05-30,0.47,0.04,0.10181098782720299,0.013236270655408933,34.0,13.0,49977.0,15849.0,2014-04-29,0.2678748302835786,2014-05-29,0.222824940983553,month_end_roll,1.0,1.0,0.1,0.2,0.021276595744680854,0.25,False,True,0.1,0.25,0.517,0.03,-0.941972920696325
2014-05,Optimistic,301J6242,2014-05-09,2014-05-30,0.47,0.04,0.10181098782720299,0.013236270655408933,34.0,13.0,49977.0,15849.0,2014-04-29,0.2678748302835786,2014-05-29,0.222824940983553,month_end_roll,1.0,1.0,0.05,0.1,0.021276595744680854,0.25,False,True,0.05,0.25,0.4935,0.03,-0.939209726443769
2015-01,Base,301K2232,2015-01-09,2015-01-27,0.5,0.06,0.0932745867862198,0.01682178271089971,34.0,16.0,52565.0,57014.0,2014-12-30,0.39255999066104785,2015-01-26,0.36181191747947394,vix6_recovery,1.0,1.0,0.075,0.15,0.02,0.16666666666666669,False,True,0.075,0.16666666666666669,0.5375,0.049999999999999996,-0.9069767441860466
2015-01,Conservative,301K2232,2015-01-09,2015-01-27,0.5,0.06,0.0932745867862198,0.01682178271089971,34.0,16.0,52565.0,57014.0,2014-12-30,0.39255999066104785,2015-01-26,0.36181191747947394,vix6_recovery,1.0,1.0,0.1,0.2,0.02,0.16666666666666669,False,False,0.1,0.2,0.55,0.048,-0.9127272727272727
2015-01,Optimistic,301K2232,2015-01-09,2015-01-27,0.5,0.06,0.0932745867862198,0.01682178271089971,34.0,16.0,52565.0,57014.0,2014-12-30,0.39255999066104785,2015-01-26,0.36181191747947394,vix6_recovery,1.0,1.0,0.05,0.1,0.02,0.16666666666666669,False,True,0.05,0.16666666666666669,0.525,0.049999999999999996,-0.9047619047619048
2015-07,Base,301K8230,2015-07-10,2015-07-22,0.59,0.14,0.0903178498572299,0.03487510897393636,34.0,22.0,50844.0,37685.0,2015-06-30,0.2020798240666634,2015-07-21,0.5021426809973849,vix6_recovery,1.5,1.0,0.11249999999999999,0.15,0.01694915254237288,0.07142857142857142,False,False,0.11249999999999999,0.15,0.656375,0.11900000000000001,-0.8187011997714722
2015-07,Conservative,301K8230,2015-07-10,2015-07-22,0.59,0.14,0.0903178498572299,0.03487510897393636,34.0,22.0,50844.0,37685.0,2015-06-30,0.2020798240666634,2015-07-21,0.5021426809973849,vix6_recovery,1.5,1.0,0.15000000000000002,0.2,0.01694915254237288,0.07142857142857142,False,False,0.15000000000000002,0.2,0.6784999999999999,0.11200000000000002,-0.8349299926308031
2015-07,Optimistic,301K8230,2015-07-10,2015-07-22,0.59,0.14,0.0903178498572299,0.03487510897393636,34.0,22.0,50844.0,37685.0,2015-06-30,0.2020798240666634,2015-07-21,0.5021426809973849,vix6_recovery,1.5,1.0,0.07500000000000001,0.1,0.01694915254237288,0.07142857142857142,False,False,0.07500000000000001,0.1,0.63425,0.12600000000000003,-0.801340165549862
2015-12,Base,301L1222,2015-12-11,2015-12-30,0.65,0.06,0.10492271664810965,0.018542917455750763,34.0,15.0,33312.0,25147.0,2015-12-01,0.23128778455790133,2015-12-29,0.2042159354478101,month_end_roll,1.25,1.0,0.09375,0.15,0.015384615384615384,0.16666666666666669,False,True,0.09375,0.16666666666666669,0.7109375,0.049999999999999996,-0.9296703296703297
2015-12,Conservative,301L1222,2015-12-11,2015-12-30,0.65,0.06,0.10492271664810965,0.018542917455750763,34.0,15.0,33312.0,25147.0,2015-12-01,0.23128778455790133,2015-12-29,0.2042159354478101,month_end_roll,1.25,1.0,0.125,0.2,0.015384615384615384,0.16666666666666669,False,False,0.125,0.2,0.7312500000000001,0.048,-0.9343589743589744
2015-12,Optimistic,301L1222,2015-12-11,2015-12-30,0.65,0.06,0.10492271664810965,0.018542917455750763,34.0,15.0,33312.0,25147.0,2015-12-01,0.23128778455790133,2015-12-29,0.2042159354478101,month_end_roll,1.25,1.0,0.0625,0.1,0.015384615384615384,0.16666666666666669,False,True,0.0625,0.16666666666666669,0.690625,0.049999999999999996,-0.9276018099547512
2016-03,Base,301L4227,2016-03-11,2016-03-21,0.49,0.2,0.08689796816446227,0.046078372731159944,34.0,24.0,31432.0,30721.0,2016-02-29,0.3549928167060233,2016-03-18,0.41131768927624285,vix6_recovery,1.0,1.0,0.075,0.15,0.020408163265306124,0.049999999999999996,False,False,0.075,0.15,0.5267499999999999,0.17,-0.6772662553393449
2016-03,Conservative,301L4227,2016-03-11,2016-03-21,0.49,0.2,0.08689796816446227,0.046078372731159944,34.0,24.0,31432.0,30721.0,2016-02-29,0.3549928167060233,2016-03-18,0.41131768927624285,vix6_recovery,1.0,1.0,0.1,0.2,0.020408163265306124,0.049999999999999996,False,False,0.1,0.2,0.539,0.16000000000000003,-0.7031539888682745
2016-03,Optimistic,301L4227,2016-03-11,2016-03-21,0.49,0.2,0.08689796816446227,0.046078372731159944,34.0,24.0,31432.0,30721.0,2016-02-29,0.3549928167060233,2016-03-18,0.41131768927624285,vix6_recovery,1.0,1.0,0.05,0.1,0.020408163265306124,0.049999999999999996,False,False,0.05,0.1,0.5145,0.18000000000000002,-0.6501457725947521
2016-06,Base,301L7227,2016-06-13,2016-06-27,0.6,1.07,0.09437698903069286,0.15994483921186642,31.0,17.0,35582.0,78915.0,2016-06-10,0.323996242591367,2016-06-24,0.38749018172715355,vix6_recovery,1.0,1.5,0.075,0.045,0.016666666666666666,0.009345794392523364,False,False,0.075,0.045,0.6449999999999999,1.02185,0.584263565891473
2016-06,Conservative,301L7227,2016-06-13,2016-06-27,0.6,1.07,0.09437698903069286,0.15994483921186642,31.0,17.0,35582.0,78915.0,2016-06-10,0.323996242591367,2016-06-24,0.38749018172715355,vix6_recovery,1.0,1.5,0.1,0.07500000000000001,0.016666666666666666,0.009345794392523364,False,False,0.1,0.07500000000000001,0.66,0.9897500000000001,0.49962121212121224
2016-06,Optimistic,301L7227,2016-06-13,2016-06-27,0.6,1.07,0.09437698903069286,0.15994483921186642,31.0,17.0,35582.0,78915.0,2016-06-10,0.323996242591367,2016-06-24,0.38749018172715355,vix6_recovery,1.0,1.5,0.05,0.03,0.016666666666666666,0.009345794392523364,False,False,0.05,0.03,0.63,1.0379,0.6474603174603175
2016-09,Base,301LA235,2016-09-13,2016-09-30,0.73,0.05,0.10615406896211327,0.013115517389675441,30.0,13.0,40403.0,23287.0,2016-09-12,0.5168913864712184,2016-09-29,0.10005142529387265,month_end_roll,1.0,1.0,0.075,0.15,0.013698630136986302,0.19999999999999998,False,True,0.075,0.19999999999999998,0.78475,0.04000000000000001,-0.9490283529786556
2016-09,Conservative,301LA235,2016-09-13,2016-09-30,0.73,0.05,0.10615406896211327,0.013115517389675441,30.0,13.0,40403.0,23287.0,2016-09-12,0.5168913864712184,2016-09-29,0.10005142529387265,month_end_roll,1.0,1.0,0.1,0.2,0.013698630136986302,0.19999999999999998,False,False,0.1,0.2,0.803,0.04000000000000001,-0.950186799501868
2016-09,Optimistic,301LA235,2016-09-13,2016-09-30,0.73,0.05,0.10615406896211327,0.013115517389675441,30.0,13.0,40403.0,23287.0,2016-09-12,0.5168913864712184,2016-09-29,0.10005142529387265,month_end_roll,1.0,1.0,0.05,0.1,0.013698630136986302,0.19999999999999998,False,True,0.05,0.19999999999999998,0.7665,0.04000000000000001,-0.9478147423352903
2016-12,Base,301M1245,2016-12-12,2016-12-29,0.54,0.1,0.1101752405906814,0.03149960311499226,31.0,14.0,39108.0,13433.0,2016-12-09,0.25146381026987,2016-12-28,0.3,month_end_roll,1.0,1.0,0.075,0.15,0.018518518518518517,0.09999999999999999,False,False,0.075,0.15,0.5805,0.085,-0.8535745047372955
2016-12,Conservative,301M1245,2016-12-12,2016-12-29,0.54,0.1,0.1101752405906814,0.03149960311499226,31.0,14.0,39108.0,13433.0,2016-12-09,0.25146381026987,2016-12-28,0.3,month_end_roll,1.0,1.0,0.1,0.2,0.018518518518518517,0.09999999999999999,False,False,0.1,0.2,0.5940000000000001,0.08000000000000002,-0.8653198653198653
2016-12,Optimistic,301M1245,2016-12-12,2016-12-29,0.54,0.1,0.1101752405906814,0.03149960311499226,31.0,14.0,39108.0,13433.0,2016-12-09,0.25146381026987,2016-12-28,0.3,month_end_roll,1.0,1.0,0.05,0.1,0.018518518518518517,0.09999999999999999,False,False,0.05,0.1,0.5670000000000001,0.09000000000000001,-0.8412698412698413
2017-08,Base,301M9275,2017-08-11,2017-08-24,1.15,0.07,0.09993372278549595,0.011569917240719074,34.0,21.0,49867.0,17027.0,2017-08-01,0.9162018005765922,2017-08-23,0.4755126625360191,vix6_recovery,2.0,1.0,0.15,0.15,0.008695652173913044,0.14285714285714285,False,False,0.15,0.15,1.3224999999999998,0.059500000000000004,-0.9550094517958412
2017-08,Conservative,301M9275,2017-08-11,2017-08-24,1.15,0.07,0.09993372278549595,0.011569917240719074,34.0,21.0,49867.0,17027.0,2017-08-01,0.9162018005765922,2017-08-23,0.4755126625360191,vix6_recovery,2.0,1.0,0.2,0.2,0.008695652173913044,0.14285714285714285,False,False,0.2,0.2,1.38,0.05600000000000001,-0.9594202898550724
2017-08,Optimistic,301M9275,2017-08-11,2017-08-24,1.15,0.07,0.09993372278549595,0.011569917240719074,34.0,21.0,49867.0,17027.0,2017-08-01,0.9162018005765922,2017-08-23,0.4755126625360191,vix6_recovery,2.0,1.0,0.1,0.1,0.008695652173913044,0.14285714285714285,False,True,0.1,0.14285714285714285,1.265,0.06000000000000001,-0.9525691699604742
2017-11,Base,301MC320,2017-11-10,2017-11-21,0.6,0.36,0.09659587081401877,0.07679145328336369,34.0,23.0,82375.0,62100.0,2017-10-31,0.2859716526255556,2017-11-20,0.35148948018872844,vix6_recovery,1.0,1.0,0.075,0.075,0.016666666666666666,0.02777777777777778,False,False,0.075,0.075,0.6449999999999999,0.333,-0.483720930232558
2017-11,Conservative,301MC320,2017-11-10,2017-11-21,0.6,0.36,0.09659587081401877,0.07679145328336369,34.0,23.0,82375.0,62100.0,2017-10-31,0.2859716526255556,2017-11-20,0.35148948018872844,vix6_recovery,1.0,1.0,0.1,0.1,0.016666666666666666,0.02777777777777778,False,False,0.1,0.1,0.66,0.324,-0.509090909090909
2017-11,Optimistic,301MC320,2017-11-10,2017-11-21,0.6,0.36,0.09659587081401877,0.07679145328336369,34.0,23.0,82375.0,62100.0,2017-10-31,0.2859716526255556,2017-11-20,0.35148948018872844,vix6_recovery,1.0,1.0,0.05,0.05,0.016666666666666666,0.02777777777777778,False,False,0.05,0.05,0.63,0.34199999999999997,-0.4571428571428572
2018-11,Base,301NC252,2018-11-09,2018-11-14,0.68,1.18,0.09318975885443759,0.13789169351698183,34.0,29.0,80157.0,51334.0,2018-10-30,0.5518841576856375,2018-11-13,0.3979092957576931,vix6_recovery,1.25,1.5,0.09375,0.11249999999999999,0.014705882352941176,0.00847457627118644,False,False,0.09375,0.11249999999999999,0.74375,1.0472499999999998,0.4080672268907559
2018-11,Conservative,301NC252,2018-11-09,2018-11-14,0.68,1.18,0.09318975885443759,0.13789169351698183,34.0,29.0,80157.0,51334.0,2018-10-30,0.5518841576856375,2018-11-13,0.3979092957576931,vix6_recovery,1.25,1.5,0.125,0.15000000000000002,0.014705882352941176,0.00847457627118644,False,False,0.125,0.15000000000000002,0.765,1.003,0.3111111111111109
2018-11,Optimistic,301NC252,2018-11-09,2018-11-14,0.68,1.18,0.09318975885443759,0.13789169351698183,34.0,29.0,80157.0,51334.0,2018-10-30,0.5518841576856375,2018-11-13,0.3979092957576931,vix6_recovery,1.25,1.5,0.0625,0.07500000000000001,0.014705882352941176,0.00847457627118644,False,False,0.0625,0.07500000000000001,0.7225,1.0915,0.5107266435986157
2019-05,Base,301P6250,2019-05-14,2019-05-30,0.83,0.33,0.1062966116757651,0.07173387031939388,30.0,14.0,99695.0,140708.0,2019-05-13,0.23699681194887282,2019-05-29,0.548032393755725,vix6_recovery,1.25,1.0,0.09375,0.075,0.012048192771084338,0.030303030303030304,False,False,0.09375,0.075,0.9078124999999999,0.30525,-0.6637521514629947
2019-05,Conservative,301P6250,2019-05-14,2019-05-30,0.83,0.33,0.1062966116757651,0.07173387031939388,30.0,14.0,99695.0,140708.0,2019-05-13,0.23699681194887282,2019-05-29,0.548032393755725,vix6_recovery,1.25,1.0,0.125,0.1,0.012048192771084338,0.030303030303030304,False,False,0.125,0.1,0.93375,0.29700000000000004,-0.6819277108433734
2019-05,Optimistic,301P6250,2019-05-14,2019-05-30,0.83,0.33,0.1062966116757651,0.07173387031939388,30.0,14.0,99695.0,140708.0,2019-05-13,0.23699681194887282,2019-05-29,0.548032393755725,vix6_recovery,1.25,1.0,0.0625,0.05,0.012048192771084338,0.030303030303030304,False,False,0.0625,0.05,0.881875,0.3135,-0.6445074415308292
