Strategy,source,vkospi_weight,max_shift,target_vol,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
Blend_loss3_domestic_derived_w0.50_s0.200_v0.150,loss3_domestic_derived,0.5,0.2,0.15,129.0,0.12508510345410984,0.13848772779040902,0.9228408331207275,1.7311099003234005,-0.12982263823850382,0.9635076374299957,3.5501178969087492,0.5891472868217055,0.10318580959394819
Blend_loss3_domestic_derived_w0.50_s0.200_v0.155,loss3_domestic_derived,0.5,0.2,0.155,129.0,0.1269837380656471,0.14142512490682288,0.9185182946036944,1.7234358141913961,-0.13043269512863886,0.9735575726654254,3.6150535171615816,0.5891472868217055,0.1039153703669614
Blend_loss3_domestic_derived_w0.50_s0.250_v0.145,loss3_domestic_derived,0.5,0.25,0.145,129.0,0.12294486875566357,0.13543041620080282,0.9264907709405724,1.7366240273220463,-0.12982263823850393,0.9470218016198003,3.4781889913313795,0.5891472868217055,0.10504805159283542
Blend_loss3_domestic_derived_w0.50_s0.250_v0.150,loss3_domestic_derived,0.5,0.25,0.15,129.0,0.12510071377746512,0.13840222454280188,0.9234280224622099,1.7322692704822056,-0.130080175741774,0.9617200550667017,3.550647447113851,0.5891472868217055,0.10571899966350197
Blend_loss3_domestic_derived_w0.50_s0.250_v0.155,loss3_domestic_derived,0.5,0.25,0.155,129.0,0.12696585307439046,0.14133706652930458,0.9188905013032426,1.7241059420562659,-0.1313248995793319,0.9668071590467259,3.6144368360039807,0.5891472868217055,0.10640323135394074
Blend_loss3_domestic_derived_w0.75_s0.150_v0.145,loss3_domestic_derived,0.75,0.15,0.145,129.0,0.12165980652754516,0.1356597451601519,0.9166255289544533,1.7170197987633156,-0.12982263823850393,0.9371232026885603,3.4356383750043595,0.5813953488372093,0.10080331756210247
Blend_loss3_domestic_derived_w0.75_s0.150_v0.150,loss3_domestic_derived,0.75,0.15,0.15,129.0,0.12378913043012374,0.13862907300136054,0.913640416919372,1.7129107733498825,-0.13008017574177422,0.9516371708772979,3.506403507874663,0.5813953488372093,0.10144866186829307
Blend_loss3_domestic_derived_w0.75_s0.150_v0.155,loss3_domestic_derived,0.75,0.15,0.155,129.0,0.12564843718751106,0.14156291744191596,0.9092984444252352,1.705245142652699,-0.1313248995793317,0.9567754294120625,3.5692733293055254,0.5813953488372093,0.10216130527784209
Blend_loss3_domestic_derived_w0.75_s0.200_v0.145,loss3_domestic_derived,0.75,0.2,0.145,129.0,0.1216699933816161,0.1356303648264929,0.9168621183856035,1.7174822348738115,-0.12982263823850393,0.9372016701593279,3.435973814398262,0.5813953488372093,0.10334052247870251
Blend_loss3_domestic_derived_w0.75_s0.200_v0.150,loss3_domestic_derived,0.75,0.2,0.15,129.0,0.12379267590349796,0.13860029446664032,0.913824196246892,1.713212928766826,-0.13008017574177422,0.9516644269395995,3.5065224310336673,0.5813953488372093,0.10401286094508776
Blend_loss3_domestic_derived_w0.75_s0.200_v0.155,loss3_domestic_derived,0.75,0.2,0.155,129.0,0.1255957173985578,0.14153097702799233,0.9091373170878491,1.7047870575621058,-0.1313248995793319,0.956373983919834,3.5674766936880293,0.5813953488372093,0.10461353089680209
Blend_loss3_domestic_derived_w0.75_s0.250_v0.145,loss3_domestic_derived,0.75,0.25,0.145,129.0,0.12175721980994192,0.13558486902913683,0.9177031250705301,1.7194122688346989,-0.12982263823850393,0.9378735593576167,3.4388472796264264,0.5891472868217055,0.10603327658285966
Blend_loss3_domestic_derived_w0.75_s0.250_v0.150,loss3_domestic_derived,0.75,0.25,0.15,129.0,0.12382849457869738,0.13854975261533742,0.9143390207714204,1.714440751617937,-0.130080175741774,0.9519397853867678,3.5077240752191123,0.5891472868217055,0.10640533789746166
Blend_loss3_domestic_derived_w0.75_s0.250_v0.155,loss3_domestic_derived,0.75,0.25,0.155,129.0,0.12563150910602183,0.14147967370255976,0.9096424211156782,1.7059588155128762,-0.13132489957933202,0.9566465271129267,3.568696348454105,0.5891472868217055,0.10685925621004985
VKOSPI_loss3_domestic_all_s0.100_v0.145,loss3_domestic_all,1.0,0.1,0.145,129.0,0.12165830235502728,0.1355519348541895,0.9172512024206132,1.716934085898089,-0.12982263823850393,0.9371116163232062,3.4355888471445173,0.5813953488372093,0.1004330186034825
VKOSPI_loss3_domestic_all_s0.100_v0.150,loss3_domestic_all,1.0,0.1,0.15,129.0,0.12386679651834664,0.13849960980271062,0.914884407170942,1.7143455337960178,-0.1307826662871795,0.9471193701339089,3.509009441119888,0.5813953488372093,0.10097827281374111
VKOSPI_loss3_domestic_all_s0.100_v0.155,loss3_domestic_all,1.0,0.1,0.155,129.0,0.12586699979638505,0.14139935753703944,0.9115902218748269,1.7092075172952745,-0.1320850956469951,0.9529235617375917,3.5767304725911035,0.5813953488372093,0.10154219977362351
VKOSPI_loss3_domestic_all_s0.150_v0.145,loss3_domestic_all,1.0,0.15,0.145,129.0,0.12150293041515559,0.13543951915743768,0.9168495518672469,1.7203561787901764,-0.12982263823850393,0.9359148147331302,3.4304764049737835,0.5813953488372093,0.10400832325224237
VKOSPI_loss3_domestic_all_s0.150_v0.150,loss3_domestic_all,1.0,0.15,0.15,129.0,0.12376061762159662,0.138372532738782,0.9148889727347383,1.7187825927869307,-0.12982263823850382,0.9533053656961559,3.5054472570774617,0.5813953488372093,0.10457624568496662
VKOSPI_loss3_domestic_all_s0.150_v0.155,loss3_domestic_all,1.0,0.15,0.155,129.0,0.12575294219924626,0.14127194160818268,0.9115402935910953,1.713549832438252,-0.13007640851809799,0.9667621026125565,3.572837177401739,0.5813953488372093,0.1053194784928889
VKOSPI_loss3_domestic_all_s0.200_v0.145,loss3_domestic_all,1.0,0.2,0.145,129.0,0.12123223113270587,0.13537025625316343,0.9154460418549356,1.718726831928956,-0.12982263823850393,0.9338296677501179,3.4215856503823296,0.5813953488372093,0.1076746971275645
VKOSPI_loss3_domestic_all_s0.200_v0.150,loss3_domestic_all,1.0,0.2,0.15,129.0,0.1236346955817833,0.138254827607842,0.9147278626087266,1.720500903844633,-0.12982263823850382,0.9523354112912701,3.501226963948758,0.5813953488372093,0.10825865407899297
VKOSPI_loss3_domestic_all_s0.200_v0.155,loss3_domestic_all,1.0,0.2,0.155,129.0,0.12587964113308026,0.1410785397887083,0.913397164875842,1.7205837026546935,-0.13088791268827393,0.9617361798172952,3.5771622146517648,0.5813953488372093,0.1089802068636005
VKOSPI_loss3_domestic_all_s0.250_v0.145,loss3_domestic_all,1.0,0.25,0.145,129.0,0.12150378371618964,0.1351449789308103,0.9185506004507826,1.7292638729152432,-0.12982979029883168,0.9358698295400623,3.430504463597882,0.5813953488372093,0.11150669992801024
VKOSPI_loss3_domestic_all_s0.250_v0.150,loss3_domestic_all,1.0,0.25,0.15,129.0,0.12400479144016696,0.13800335755077114,0.9185475010866581,1.7328402196930088,-0.13106772544738632,0.9461123325127467,3.513643923558012,0.5813953488372093,0.11228803351700166
VKOSPI_loss3_domestic_all_s0.250_v0.155,loss3_domestic_all,1.0,0.25,0.155,129.0,0.12624172405770118,0.14082788868630408,0.9170728388765376,1.73254443928918,-0.13231103625051865,0.9541284509228255,3.5895485880839706,0.5813953488372093,0.11316821078082155
Blend_loss3_domestic_all_w0.25_s0.150_v0.145,loss3_domestic_all,0.25,0.15,0.145,129.0,0.1234511039565378,0.1359021040126462,0.9271015799377368,1.7336250638917263,-0.12982263823850393,0.950921238634354,3.4950821243246724,0.5968992248062015,0.10041965377448629
Blend_loss3_domestic_all_w0.25_s0.150_v0.150,loss3_domestic_all,0.25,0.15,0.15,129.0,0.1256258256669085,0.13889761647563614,0.9240288600907248,1.7292855670176046,-0.12982263823850382,0.9676727215796899,3.568502651700876,0.5968992248062015,0.10086671604131338
Blend_loss3_domestic_all_w0.25_s0.150_v0.155,loss3_domestic_all,0.25,0.15,0.155,129.0,0.1275723357244074,0.14184757681201254,0.9199319024646143,1.7220935752452575,-0.12982263823850382,0.982666331969296,3.6354019098393224,0.5968992248062015,0.10146911355365554
Blend_loss3_domestic_all_w0.25_s0.200_v0.145,loss3_domestic_all,0.25,0.2,0.145,129.0,0.12357487347974239,0.1356550166782871,0.929360005003766,1.7404261317949883,-0.12982263823850393,0.9518746125981244,3.4992236337331453,0.5968992248062015,0.10280403645158306
Blend_loss3_domestic_all_w0.25_s0.200_v0.150,loss3_domestic_all,0.25,0.2,0.15,129.0,0.12575069801981953,0.13864361957587515,0.9262722657658978,1.7360786516113436,-0.12982263823850382,0.9686345904386605,3.572760612107733,0.5968992248062015,0.10330817971437897
Blend_loss3_domestic_all_w0.25_s0.200_v0.155,loss3_domestic_all,0.25,0.2,0.155,129.0,0.12772694669153495,0.14158144957635563,0.9223691533825181,1.7293986103454606,-0.12982263823850382,0.9838572719257271,3.640764160410552,0.5968992248062015,0.1038156430520076
Blend_loss3_domestic_all_w0.25_s0.250_v0.145,loss3_domestic_all,0.25,0.25,0.145,129.0,0.12380593911280569,0.13544767077431097,0.9321050090859576,1.7481798737549399,-0.12982263823850393,0.9536544688404448,3.506967341373707,0.5891472868217055,0.10522054942490831
Blend_loss3_domestic_all_w0.25_s0.250_v0.150,loss3_domestic_all,0.25,0.25,0.15,129.0,0.1259891526191168,0.1384305939338376,0.929026166357207,1.7438827898236728,-0.12982263823850382,0.9704713625342883,3.580904360828968,0.5891472868217055,0.10574775501162194
Blend_loss3_domestic_all_w0.25_s0.250_v0.155,loss3_domestic_all,0.25,0.25,0.155,129.0,0.12799374788140083,0.1413567750150326,0.9252967812034989,1.7376765423912228,-0.12982263823850382,0.985912392615662,3.6500342890967983,0.5891472868217055,0.1062621908272589
Blend_loss3_domestic_all_w0.50_s0.150_v0.145,loss3_domestic_all,0.5,0.15,0.145,129.0,0.1225636632492797,0.13568810531326683,0.922462413582043,1.7270904413279735,-0.12982263823850393,0.9440854454375793,3.4655170320781656,0.5891472868217055,0.10034680740941852
Blend_loss3_domestic_all_w0.50_s0.150_v0.150,loss3_domestic_all,0.5,0.15,0.15,129.0,0.12472936552562919,0.13866782069632866,0.9195207939597271,1.7230733252537158,-0.12982263823850382,0.9607674533349297,3.5380695708785352,0.5891472868217055,0.1008864970484165
Blend_loss3_domestic_all_w0.50_s0.150_v0.155,loss3_domestic_all,0.5,0.15,0.155,129.0,0.12674159238232718,0.14158516679272234,0.9161089715335115,1.7176046131483036,-0.13054401852844244,0.9708724598110422,3.6067123385321698,0.5891472868217055,0.10137284416155602
Blend_loss3_domestic_all_w0.50_s0.200_v0.145,loss3_domestic_all,0.5,0.2,0.145,129.0,0.12260957937324468,0.1354478084893378,0.9241604010176563,1.7322326365386824,-0.12982263823850393,0.9444391289290566,3.46704114569121,0.5891472868217055,0.10270530981469979
Blend_loss3_domestic_all_w0.50_s0.200_v0.150,loss3_domestic_all,0.5,0.2,0.15,129.0,0.12482839818031288,0.13840729509818012,0.9216301693313956,1.7292079943999146,-0.12982263823850382,0.9615302837320578,3.541419932196765,0.5891472868217055,0.10321556723672781
Blend_loss3_domestic_all_w0.50_s0.200_v0.155,loss3_domestic_all,0.5,0.2,0.155,129.0,0.12683831367287102,0.14131842432987132,0.918181292557503,1.7236443012095672,-0.12982263823850382,0.9770122945726142,3.6100419953700187,0.5891472868217055,0.10374331722843624
Blend_loss3_domestic_all_w0.50_s0.250_v0.145,loss3_domestic_all,0.5,0.25,0.145,129.0,0.12254834815632742,0.13534500607310293,0.924353275399256,1.7327972451693014,-0.12982263823850393,0.9439674760821566,3.4650088067860443,0.5891472868217055,0.10546766574320764
Blend_loss3_domestic_all_w0.50_s0.250_v0.150,loss3_domestic_all,0.5,0.25,0.15,129.0,0.12481475028393652,0.13829138608686162,0.9221990038148286,1.7306343209987265,-0.12982263823850382,0.9614251564864438,3.5409580410401422,0.5891472868217055,0.1059482977126704
Blend_loss3_domestic_all_w0.50_s0.250_v0.155,loss3_domestic_all,0.5,0.25,0.155,129.0,0.12681582965197258,0.14120326037076314,0.9186732824735289,1.7248496307583718,-0.13027854283801632,0.973420694531799,3.609267728192192,0.5891472868217055,0.10657189433794752
Blend_loss3_domestic_all_w0.75_s0.150_v0.145,loss3_domestic_all,0.75,0.15,0.145,129.0,0.12195023073637978,0.13544678259362755,0.91978399088963,1.7250845236106864,-0.12982263823850393,0.9393602871660848,3.4452133097719058,0.5813953488372093,0.10157977258011283
Blend_loss3_domestic_all_w0.75_s0.150_v0.150,loss3_domestic_all,0.75,0.15,0.15,129.0,0.12418752811408629,0.13839070958948327,0.9175624379433904,1.7228780722324801,-0.12982263823850382,0.9565937790136033,3.519789576007931,0.5813953488372093,0.10210776153728901
Blend_loss3_domestic_all_w0.75_s0.150_v0.155,loss3_domestic_all,0.75,0.15,0.155,129.0,0.12618826545384687,0.14129329694629067,0.9141915611978243,1.7175740259969916,-0.1307368857558221,0.9652078273420808,3.587717396399898,0.5813953488372093,0.1026999992274102
Blend_loss3_domestic_all_w0.75_s0.200_v0.145,loss3_domestic_all,0.75,0.2,0.145,129.0,0.12182382425212857,0.13538176326998852,0.9193182592978926,1.7247942996591166,-0.12982263823850393,0.9383866011744398,3.4410428703491327,0.5813953488372093,0.10432977437286461
Blend_loss3_domestic_all_w0.75_s0.200_v0.150,loss3_domestic_all,0.75,0.2,0.15,129.0,0.12407999499171285,0.13832068639588233,0.9172564919320647,1.7229109205967628,-0.12982263823850382,0.9557654710710711,3.516171929316104,0.5813953488372093,0.10486808926730998
Blend_loss3_domestic_all_w0.75_s0.200_v0.155,loss3_domestic_all,0.75,0.2,0.155,129.0,0.12607071763349675,0.1412259548014009,0.9138115728280573,1.7173812084134779,-0.13007640851809787,0.9692050931430521,3.5836938473537168,0.5813953488372093,0.1055810998527091
Blend_loss3_domestic_all_w0.75_s0.250_v0.145,loss3_domestic_all,0.75,0.25,0.145,129.0,0.12168098000731065,0.13533112099816677,0.9186602292673272,1.7237954045214563,-0.12982263823850393,0.9372862981244009,3.436335622488868,0.5891472868217055,0.10732864318050471
Blend_loss3_domestic_all_w0.75_s0.250_v0.150,loss3_domestic_all,0.75,0.25,0.15,129.0,0.12400450830516352,0.1382482633122947,0.9171722831384946,1.7234367255058982,-0.12982263823850382,0.9551840109530704,3.51363440894608,0.5891472868217055,0.10791593783506052
Blend_loss3_domestic_all_w0.75_s0.250_v0.155,loss3_domestic_all,0.75,0.25,0.155,129.0,0.1261662818894751,0.14110081507206737,0.9151016170312943,1.7215757465424464,-0.12982263823850382,0.9718357568553534,3.586964608768979,0.5891472868217055,0.1085745897156949
VKOSPI_loss3_domestic_oap_s0.100_v0.145,loss3_domestic_oap,1.0,0.1,0.145,129.0,0.12155890440942874,0.1357685506224255,0.9153323558506261,1.7154980129894923,-0.13103664337149,0.9276710794919265,3.4323174078117864,0.5891472868217055,0.10107466648282319
VKOSPI_loss3_domestic_oap_s0.100_v0.150,loss3_domestic_oap,1.0,0.1,0.15,129.0,0.12374419636711353,0.13873537637482122,0.9127587811352729,1.712180019518902,-0.13236265325054009,0.934887548173326,3.504896635169436,0.5891472868217055,0.10145334784371458
VKOSPI_loss3_domestic_oap_s0.100_v0.155,loss3_domestic_oap,1.0,0.1,0.155,129.0,0.12562688864109162,0.14166099013559172,0.9086355341121497,1.7048713217468197,-0.13369475755788074,0.9396545604019194,3.5685388780989777,0.5891472868217055,0.10204391255162557
VKOSPI_loss3_domestic_oap_s0.150_v0.145,loss3_domestic_oap,1.0,0.15,0.145,129.0,0.12135862428245114,0.13547597433654335,0.9156624159375099,1.7230649806742842,-0.13062774420282863,0.9290417209839809,3.425734259525322,0.5891472868217055,0.10460723913765299
VKOSPI_loss3_domestic_oap_s0.150_v0.150,loss3_domestic_oap,1.0,0.15,0.15,129.0,0.12346814309807641,0.13843946031379853,0.9125973129005653,1.718633784283049,-0.13192873040738895,0.9358700164612613,3.495652014927002,0.5891472868217055,0.1053881762088598
VKOSPI_loss3_domestic_oap_s0.150_v0.155,loss3_domestic_oap,1.0,0.15,0.155,129.0,0.12536460518747772,0.14135375168952977,0.9086120638002076,1.7117012730014105,-0.1332350971826708,0.9409277873351771,3.559610304987808,0.5891472868217055,0.10619630678988602
VKOSPI_loss3_domestic_oap_s0.200_v0.145,loss3_domestic_oap,1.0,0.2,0.145,129.0,0.12148699181436262,0.13506940663034367,0.918855518162691,1.736818359279715,-0.12893183569373012,0.9422575205005823,3.429952343067292,0.5891472868217055,0.10851975920934706
VKOSPI_loss3_domestic_oap_s0.200_v0.150,loss3_domestic_oap,1.0,0.2,0.15,129.0,0.12385136269432184,0.1379538401688865,0.9178069435255554,1.7376870303376322,-0.13017039247892048,0.95145570613823,3.508491449623965,0.5891472868217055,0.10912069679051348
VKOSPI_loss3_domestic_oap_s0.200_v0.155,loss3_domestic_oap,1.0,0.2,0.155,129.0,0.12598104222469453,0.14079651061582524,0.9155639191510494,1.7353256313330634,-0.1314140736862479,0.9586571566564112,3.5806270966881812,0.5891472868217055,0.10986037199931341
VKOSPI_loss3_domestic_oap_s0.250_v0.145,loss3_domestic_oap,1.0,0.25,0.145,129.0,0.1218861026913114,0.13467011558790745,0.9238400188296022,1.7547379247590358,-0.12890169955926745,0.9455740545551894,3.4430970061312385,0.5736434108527132,0.11216187877917763
VKOSPI_loss3_domestic_oap_s0.250_v0.150,loss3_domestic_oap,1.0,0.25,0.15,129.0,0.12412509039103936,0.13752678382885877,0.9220108827868511,1.7535218109029767,-0.1301392576270456,0.9537866793950701,3.5176886252518154,0.5736434108527132,0.1127179298044415
VKOSPI_loss3_domestic_oap_s0.250_v0.155,loss3_domestic_oap,1.0,0.25,0.155,129.0,0.1261264217359339,0.14034590168645308,0.918975776670286,1.7489634451582319,-0.13138194274471882,0.9599981481549819,3.58560003484656,0.5736434108527132,0.11340889016476387
Blend_loss3_domestic_oap_w0.25_s0.150_v0.145,loss3_domestic_oap,0.25,0.15,0.145,129.0,0.12383492450578859,0.13588586543595346,0.9297305634585539,1.7405956635644535,-0.1273915362223197,0.972081255772564,3.5079398258181893,0.5968992248062015,0.10065756430703039
Blend_loss3_domestic_oap_w0.25_s0.150_v0.150,loss3_domestic_oap,0.25,0.15,0.15,129.0,0.12607045906091718,0.13889466127111236,0.9269138103336314,1.736673494368861,-0.1279888155882365,0.9850115299645321,3.583685001175551,0.5968992248062015,0.10104320980564274
Blend_loss3_domestic_oap_w0.25_s0.150_v0.155,loss3_domestic_oap,0.25,0.15,0.155,129.0,0.1280446090433165,0.1418444666131738,0.9229278133347545,1.7296900816799237,-0.12919288184263755,0.9911119499546446,3.6518039108947646,0.5968992248062015,0.10157468501682793
Blend_loss3_domestic_oap_w0.25_s0.200_v0.145,loss3_domestic_oap,0.25,0.2,0.145,129.0,0.12408554418193152,0.135623639049589,0.9329219617474532,1.7498597972342387,-0.1265940586912493,0.9801845794719656,3.5163585335149974,0.5968992248062015,0.10291730774538733
Blend_loss3_domestic_oap_w0.25_s0.200_v0.150,loss3_domestic_oap,0.25,0.2,0.15,129.0,0.12629546643206235,0.13862479985948994,0.9298994455392053,1.7454945769129395,-0.12728015332466092,0.9922636258137837,3.591390354580988,0.5968992248062015,0.10332972526131637
Blend_loss3_domestic_oap_w0.25_s0.200_v0.155,loss3_domestic_oap,0.25,0.2,0.155,129.0,0.12830491705080993,0.1415600769379458,0.9261391881859785,1.739051373739083,-0.12845570798751793,0.9988261250584314,3.6608730441627606,0.5968992248062015,0.10385925875094175
Blend_loss3_domestic_oap_w0.25_s0.250_v0.145,loss3_domestic_oap,0.25,0.25,0.145,129.0,0.12433168381755144,0.13537776788365688,0.9359999069560261,1.7586218020267326,-0.1258049428477639,0.9882893390604276,3.5246445816333263,0.5968992248062015,0.10513105389256767
Blend_loss3_domestic_oap_w0.25_s0.250_v0.150,loss3_domestic_oap,0.25,0.25,0.15,129.0,0.12654281131861023,0.13836548195382803,0.9329817229173516,1.754321019165379,-0.12661011215596918,0.9994684402674248,3.5998779892695203,0.5968992248062015,0.10550104774944406
Blend_loss3_domestic_oap_w0.25_s0.250_v0.155,loss3_domestic_oap,0.25,0.25,0.155,129.0,0.12856004095034645,0.14129342789552043,0.9292324842533126,1.7478993508026472,-0.12775869741114898,1.0062723208316582,3.6697813797734837,0.5968992248062015,0.10609355664294723
Blend_loss3_domestic_oap_w0.50_s0.150_v0.145,loss3_domestic_oap,0.5,0.15,0.145,129.0,0.1231750884649192,0.13572353270135204,0.9263004835569457,1.7375286738528732,-0.12853209000830468,0.9583216802664661,3.48586224935923,0.5968992248062015,0.10045697792222631
Blend_loss3_domestic_oap_w0.50_s0.150_v0.150,loss3_domestic_oap,0.5,0.15,0.15,129.0,0.1253951351532958,0.13870611499118538,0.9236066760997372,1.7339330466190201,-0.12978033093852714,0.9662106287330361,3.5606485537542603,0.5968992248062015,0.10078208967073848
Blend_loss3_domestic_oap_w0.50_s0.150_v0.155,loss3_domestic_oap,0.5,0.15,0.155,129.0,0.12736189699370004,0.14163883644592531,0.9197338713349364,1.7271992149402027,-0.1310352387757826,0.9719667639300593,3.628114938491556,0.5968992248062015,0.1013925225077395
Blend_loss3_domestic_oap_w0.50_s0.200_v0.145,loss3_domestic_oap,0.5,0.2,0.145,129.0,0.12356439971753574,0.13537880590465495,0.9308942785562576,1.7503818471264525,-0.12837768049128728,0.9625068722590123,3.4988729940071086,0.5968992248062015,0.10283946337887354
Blend_loss3_domestic_oap_w0.50_s0.200_v0.150,loss3_domestic_oap,0.5,0.2,0.15,129.0,0.12579829981836066,0.1383441543289509,0.9282706882481717,1.746969267633327,-0.12961315137224605,0.9705674037433962,3.5743849749455623,0.5968992248062015,0.1031853935152284
Blend_loss3_domestic_oap_w0.50_s0.200_v0.155,loss3_domestic_oap,0.5,0.2,0.155,129.0,0.1277305457351381,0.141269209358983,0.9241027061423971,1.739555111678486,-0.13085479597372396,0.9761242970474446,3.6408890686015796,0.5968992248062015,0.10372156859983249
Blend_loss3_domestic_oap_w0.50_s0.250_v0.145,loss3_domestic_oap,0.5,0.25,0.145,129.0,0.1238004857184023,0.13504189852533086,0.9344454851835107,1.7614931948564911,-0.12771325399538613,0.9693628644281103,3.506784402712238,0.5968992248062015,0.10498923820061819
Blend_loss3_domestic_oap_w0.50_s0.250_v0.150,loss3_domestic_oap,0.5,0.25,0.15,129.0,0.12598999839318004,0.1379990297202828,0.9314875459150519,1.757333064589579,-0.12891974593382038,0.9772746407509653,3.5809332758113954,0.5968992248062015,0.1053365669534927
Blend_loss3_domestic_oap_w0.50_s0.250_v0.155,loss3_domestic_oap,0.5,0.25,0.155,129.0,0.1279138661791941,0.14091816388001574,0.9272129585262147,1.7496278266316276,-0.1301320146205629,0.9829546292060686,3.6472565202808624,0.5968992248062015,0.10604703200540506
Blend_loss3_domestic_oap_w0.75_s0.150_v0.145,loss3_domestic_oap,0.75,0.15,0.145,129.0,0.12232014528880253,0.13558859790311945,0.9214065481417409,1.7314116144575784,-0.13003486395228747,0.9406719211371218,3.457443988706875,0.5891472868217055,0.1021187463021972
Blend_loss3_domestic_oap_w0.75_s0.150_v0.150,loss3_domestic_oap,0.75,0.15,0.15,129.0,0.12448620511533859,0.1385549058977437,0.9185638266990391,1.727519600249892,-0.1313225101573846,0.9479426258769118,3.5298554329846152,0.5891472868217055,0.10240541168829369
Blend_loss3_domestic_oap_w0.75_s0.150_v0.155,loss3_domestic_oap,0.75,0.15,0.155,129.0,0.12638102095061354,0.14148340182566949,0.9143639302583604,1.7200331329018843,-0.13261600092739356,0.9529847082314477,3.594324100653775,0.5891472868217055,0.1030601996916732
Blend_loss3_domestic_oap_w0.75_s0.200_v0.145,loss3_domestic_oap,0.75,0.2,0.145,129.0,0.12253059855163073,0.1351636969632362,0.9252712228840537,1.7443033719189103,-0.1293396308769703,0.9473554062341771,3.4644198777584134,0.5891472868217055,0.10447815303281172
Blend_loss3_domestic_oap_w0.75_s0.200_v0.150,loss3_domestic_oap,0.75,0.2,0.15,129.0,0.12467065955717382,0.13812140999628936,0.9222046164621815,1.7398768853663622,-0.13059519122122298,0.9546343811847311,3.536084854058863,0.5891472868217055,0.10521866976550466
Blend_loss3_domestic_oap_w0.75_s0.200_v0.155,loss3_domestic_oap,0.75,0.2,0.155,129.0,0.12659761472964903,0.14102979810524915,0.9182199179615652,1.7329405117463506,-0.13185606748068512,0.960119751396299,3.601761027483367,0.5891472868217055,0.10598593013001098
Blend_loss3_domestic_oap_w0.75_s0.250_v0.145,loss3_domestic_oap,0.75,0.25,0.145,129.0,0.12270003608491376,0.13485187484958702,0.9282233296485458,1.7545206053083837,-0.12886139636875027,0.9521861437369098,3.4700454928550615,0.5968992248062015,0.10753050733453921
Blend_loss3_domestic_oap_w0.75_s0.250_v0.150,loss3_domestic_oap,0.75,0.25,0.15,129.0,0.12500812672141715,0.13775488244344414,0.9264845664522875,1.7536447976361444,-0.1300976171056325,0.9608794496206418,3.5475076566185466,0.5968992248062015,0.10807834737710555
Blend_loss3_domestic_oap_w0.75_s0.250_v0.155,loss3_domestic_oap,0.75,0.25,0.155,129.0,0.12717861147329423,0.14059132190357843,0.9243414479284146,1.7515385018155294,-0.1313389683049444,0.96832351521149,3.6217790121080613,0.5968992248062015,0.10866751206599705
VKOSPI_loss3_structure_all_s0.100_v0.145,loss3_structure_all,1.0,0.1,0.145,129.0,0.12121715258020149,0.13580877776622965,0.9128449796308408,1.7073431813038484,-0.1294648681093007,0.9362937942196329,3.421091030594306,0.5813953488372093,0.10150957209497485
VKOSPI_loss3_structure_all_s0.100_v0.150,loss3_structure_all,1.0,0.1,0.15,129.0,0.12346840456405217,0.13880677633432717,0.9105839586543799,1.70476700316865,-0.13072272697225495,0.9445060352073097,3.4956607605664862,0.5813953488372093,0.10225091817409392
VKOSPI_loss3_structure_all_s0.100_v0.155,loss3_structure_all,1.0,0.1,0.155,129.0,0.1253429791189402,0.14175005657124573,0.9063651367456844,1.6972843038631114,-0.13198743036513194,0.9496584543860698,3.558875021932823,0.5813953488372093,0.10315344151095912
VKOSPI_loss3_structure_all_s0.150_v0.145,loss3_structure_all,1.0,0.15,0.145,129.0,0.1206611621606366,0.13562567111970592,0.9101798504461929,1.7075911449452459,-0.12837278278367792,0.9399279157480271,3.4028981676837318,0.5813953488372093,0.10554385426391512
VKOSPI_loss3_structure_all_s0.150_v0.150,loss3_structure_all,1.0,0.15,0.15,129.0,0.12289566863945334,0.13861959582837965,0.9078881629453035,1.7050074665051353,-0.12957027992567594,0.9484865565618035,3.4765511320929856,0.5813953488372093,0.10648255222797477
VKOSPI_loss3_structure_all_s0.150_v0.155,loss3_structure_all,1.0,0.15,0.155,129.0,0.12479401153470793,0.1415468487453552,0.9039562209555717,1.6983525617875086,-0.1307740901576122,0.9542716862667755,3.540256275938957,0.5813953488372093,0.10751514932599751
VKOSPI_loss3_structure_all_s0.200_v0.145,loss3_structure_all,1.0,0.2,0.145,129.0,0.12010947503212499,0.13535867739217186,0.9080249993590055,1.7082305941018587,-0.12903722659416472,0.9308125895318687,3.3849328901726996,0.5813953488372093,0.10982335661524764
VKOSPI_loss3_structure_all_s0.200_v0.150,loss3_structure_all,1.0,0.2,0.15,129.0,0.12248645935346514,0.13829810201399215,0.9070039777030477,1.7090949493051575,-0.13019079477566353,0.9408227330090886,3.4629557398378177,0.5813953488372093,0.11071984408050538
VKOSPI_loss3_structure_all_s0.200_v0.155,loss3_structure_all,1.0,0.2,0.155,129.0,0.12460161834458927,0.14115455968039445,0.9048388193492506,1.7070568217869893,-0.13135023265527557,0.9486212230137588,3.5337520179901576,0.5813953488372093,0.11165723745622069
VKOSPI_loss3_structure_all_s0.250_v0.145,loss3_structure_all,1.0,0.25,0.145,129.0,0.11963891854443887,0.13511699224183563,0.9062611191165874,1.7096102796254955,-0.13260741811320031,0.902203815191614,3.3696775964495616,0.5736434108527132,0.11427883946179385
