month,return_factor,gross_factor,turnover,trade_cost,fx_cost,avg_exposure,max_exposure,min_exposure,return,gross_return,nav,drawdown
2007-04,1.0576801975985832,1.0607513526847174,1.5969772971701353,0.0029159318915104055,0.0,1.2223342182555164,1.25,0.9894332220667541,0.05768019759858323,0.06075135268471743,1.0576801975985832,0.0
2007-05,1.1084089200877858,1.1106468124175521,0.6786678523587879,0.002036003557076364,0.0,1.160839024268505,1.25,1.0127037165574617,0.1084089200877858,0.11064681241755214,1.1723421656184816,0.0
2007-06,1.0100536629182835,1.0140483235843867,1.31872058669952,0.00395616176009856,0.0,1.0240717831457897,1.25,0.6391918074335555,0.010053662918283468,0.01404832358438668,1.1841284985765002,0.0
2007-07,1.078662522451168,1.0848694119222608,1.9150239456979559,0.005745071837093867,0.0,0.9960130662777048,1.25,0.2478633074658877,0.0786625224511679,0.08486941192226083,1.2772750331808418,0.0
2007-08,0.9782621259239634,0.9794183694887265,0.39266912616498795,0.0011780073784949637,0.0,0.1256246857939636,0.3486008908989656,0.03737360669842159,-0.021737874076036556,-0.020581630511273485,1.2495097893490912,-0.021737874076036556
2007-09,1.0037570259104005,1.0037910008962507,0.011287463556033814,3.386239066810144e-05,0.0,0.028541108786782298,0.0285411087867823,0.0285411087867823,0.003757025910400502,0.003791000896250729,1.2542042300029748,-0.01806251792177682
2007-10,1.0088795417209961,1.0091505906056628,0.08957230661880214,0.00026871691985640644,0.0,0.09813158851866359,0.20130493908304747,0.082655585934006,0.008879541720996142,0.009150590605662812,1.265340988789936,-0.009343363082253253
2007-11,0.9901237892167644,0.9937336270896162,1.0394331125010356,0.003118299337503107,0.0005198472757832707,0.2483984145377211,0.4149056512878734,0.0,-0.00987621078323564,-0.006266372910383788,1.252844214471979,-0.01912729684226422
2007-12,1.0059782495798566,1.0066304450584045,0.18517066986112396,0.0005555120095833718,9.236926009937953e-05,0.08477641052250376,0.19156563722733178,0.06697820607169908,0.005978249579856598,0.006630445058404488,1.2603340298707717,-0.013263395016718804
2008-01,1.0171047308685723,1.0187493639314462,0.46133774113266773,0.0013840132233980031,0.00023063646667352273,0.20747695276713313,0.4665147415680484,0.15331595621444097,0.017104730868572338,0.018749363931446217,1.2818917042562143,0.0
2008-02,1.0750978105850602,1.0809733861055912,1.5242811741796942,0.004572843522539082,0.0009003727512455967,0.6448742623799875,1.25,0.23184851039257412,0.07509781058506015,0.08097338610559124,1.3781589646530075,0.0
2008-03,1.0598171831441785,1.0667529150863968,1.8247943451862927,0.005474383035558879,0.001097099242946749,0.6849685337046901,1.25,0.06283672667598754,0.0598171831441785,0.0667529150863968,1.4605965518434478,0.0
2008-04,1.0156991900142487,1.0176949263363573,0.5625226524666564,0.0016875679573999695,0.0002804613322034708,0.3309770902222626,0.6469736714418857,0.06733245602799708,0.015699190014248687,0.017694926336357275,1.4835267346449945,0.0
2008-05,1.1022742956259535,1.1103843766427384,2.0485824560579786,0.006145747368173937,0.0012185372474833298,0.9094200202369777,1.2153356828160802,0.29406537750412026,0.10227429562595347,0.11038437664273837,1.635253386473082,0.0
2008-06,0.9981106115006279,1.002970476050259,1.3787489513289155,0.0041362468539867464,0.0006896325031334578,0.2420226751181072,0.641621107771076,0.09949237564482455,-0.0018893884993721466,0.002970476050258908,1.6321637575311205,-0.0018893884993721466
2008-07,0.9882276000650366,0.9888163538865492,0.16984149951701108,0.0005095244985510333,8.452335921924234e-05,0.08120759326447967,0.178806090504445,0.07677129793539034,-0.011772399934963373,-0.011183646113450796,1.6129492730181116,-0.013639545797288322
