month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,financing_return,regime,hard_fraction,leverage,debt_weight,w_KODEX200,w_BOND,w_GLD,w_USO,hard_w_KODEX200,hard_w_BOND,hard_w_GLD,hard_w_USO,defensive_w_KODEX200,defensive_w_BOND,defensive_w_GLD,defensive_w_USO
2007-04,0.032886269734828416,0.03488151162428993,1.0328862697348284,0.0,1.25,0.001875,0.00012024188946151424,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.7139544302233671,0.29556179085360423,0.1800905268829184,0.06039325204011007,1.0,0.0,0.0,0.0,0.28527257363115627,0.39408238780480565,0.2401207025105579,0.0805243360534801
2007-05,0.07143903183094232,0.07154401405264897,1.106674664836158,0.0,0.031483250063557455,9.444975019067236e-05,1.053247151598713e-05,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.7470860470412892,0.2573932859039327,0.1737703109844952,0.07175035607028282,1.0,0.0,0.0,0.0,0.32944806272171895,0.34319104787191024,0.23169374797932696,0.09566714142704376
2007-06,0.009245197193525118,0.0093777193309676,1.1169060903416466,0.0,0.03860176593652357,0.00011580529780957071,1.6716839632912402e-05,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.73026383969443,0.2538869087267621,0.18356050880589533,0.08228874277291263,1.0,0.0,0.0,0.0,0.3070184529259065,0.3385158783023495,0.2447473450745271,0.10971832369721686
2007-07,0.08848007326542366,0.08851233812433082,1.2157300230456733,0.0,0.009580595916408287,2.874178774922486e-05,3.5230711579352646e-06,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.7384377984154287,0.25474707083047865,0.17889785747367856,0.0779172732804142,1.0,0.0,0.0,0.0,0.3179170645539047,0.33966276110730487,0.23853047663157145,0.10388969770721894
2007-08,-0.011930229766457308,-0.011820015623751496,1.201226084536758,-0.011930229766457412,0.03173437081718971,9.520311245156914e-05,1.5011030254242609e-05,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.7232468868511722,0.24734898193640154,0.18909225259477205,0.09031187861765425,1.0,0.0,0.0,0.0,0.29766251580156294,0.32979864258186875,0.25212300345969607,0.12041583815687232
2007-09,0.04712346400420497,0.04715543985162336,1.2578320186923377,0.0,0.009006568112913726,2.701970433874118e-05,4.956143079649811e-06,-0.0008184349455497286,Goldilocks,0.4,1.25,-0.25,0.726959303115391,0.2487634823030691,0.18662552131656854,0.08765169326497121,1.0,0.0,0.0,0.0,0.30261240415385476,0.33168464307075884,0.2488340284220914,0.11686892435329495
2007-10,0.05326358407658115,0.05406368543374013,1.3248286601741728,0.0,0.26083559285646096,0.0007825067785693829,1.7594578589597455e-05,-0.0008184349455497286,Slowdown,0.4,1.25,-0.25,0.49929822640997923,0.5042385472305765,0.18565884331030252,0.06080438304914182,0.6,0.4,0.0,0.0,0.2657309685466389,0.40565139630743524,0.24754512441373672,0.0810725107321891
2007-11,-0.03718249846387268,-0.03529108832523295,1.2755682205523522,-0.03718249846387256,0.5406613815370965,0.0016219841446112897,0.0002694259940284368,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.25231144511064685,0.20526599526240485,0.1785227892135036,0.6138997704134447,0.0,0.0,0.0,1.0,0.33641526014752915,0.27368799368320645,0.23803038561800482,0.15186636055125954
2007-12,0.10003843840838574,0.10029093139569063,1.4031740734197728,0.0,0.07285470371074323,0.0002185641111322297,3.3928876172660105e-05,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.19797697561669308,0.17680420911969041,0.20712275699802749,0.668096058265589,0.0,0.0,0.0,1.0,0.26396930082225745,0.23573894549292057,0.27616367599737,0.22412807768745197
2008-01,-0.03230185886658412,-0.03221144929759823,1.3578489425349174,-0.0323018588665841,0.02767089614384488,8.301268843153465e-05,7.396880554359664e-06,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.17207179348924528,0.17510399972736404,0.2291814234999562,0.6736427832834345,0.0,0.0,0.0,1.0,0.22942905798566038,0.2334719996364854,0.30557523133327497,0.2315237110445793
2008-02,0.10231279143080325,0.10240756611064301,1.4967742581870291,0.0,0.030014908018165032,9.004472405449509e-05,4.729955785272022e-06,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.16479891900777088,0.1763811694756566,0.23701221418392762,0.6718076973326448,0.0,0.0,0.0,1.0,0.2197318920103612,0.23517489263420882,0.3160162855785702,0.22907692977685973
2008-03,0.01071409370372785,0.01079204377966127,1.5128108378425726,0.0,0.02486294132055418,7.458882396166254e-05,3.3612519717585166e-06,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.16617179905924,0.17497022324431358,0.2351789629179386,0.6736790147785078,0.0,0.0,0.0,1.0,0.22156239874565337,0.23329363099241812,0.31357195055725146,0.231572019704677
2008-04,0.09302310142037305,0.09348375360699351,1.653537193841042,0.0,0.13429945249050898,0.00040289835747152694,5.775382914894256e-05,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.17653093406578765,0.28220887397476263,0.2378587032947457,0.553401488664704,0.0,0.0,0.0,1.0,0.23537457875438353,0.3762784986330169,0.3171449377263276,0.07120198488627186
2008-05,0.08840739791685837,0.08851356286020527,1.7997221145072722,0.0,0.03444489736658286,0.00010333469209974859,2.83025124715508e-06,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.1883705733852832,0.2757832974632806,0.22983588711439162,0.5560102420370446,0.0,0.0,0.0,1.0,0.25116076451371094,0.36771106328437414,0.3064478494858555,0.0746803227160595
2008-06,0.09048872390132454,0.09058785073320191,1.9625766720260287,0.0,0.03188994288969825,9.566982866909475e-05,3.4570032082792967e-06,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.18640465401699127,0.2631232848088698,0.23793719093484852,0.5625348702392905,0.0,0.0,0.0,1.0,0.2485395386893217,0.35083104641182644,0.3172495879131314,0.08337982698572056
2008-07,-0.11899475172447667,-0.118822547765873,1.7290403481980416,-0.11899475172447671,0.05391973117306348,0.00016175919351919045,1.0444765084475615e-05,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.16715328698370505,0.26814724016747166,0.25930600630859024,0.5553934665402331,0.0,0.0,0.0,1.0,0.22287104931160676,0.35752965355662886,0.345741341744787,0.07385795538697744
2008-08,-0.03012704400848965,-0.02997579982873079,1.676949473535425,-0.14553683561098385,0.04341755165156891,0.00013025265495470673,2.0991524804154116e-05,-0.0008184349455497286,Overheating,0.4,1.25,-0.25,0.16069207269274882,0.3318415160739093,0.253350434532887,0.5041159767004549,0.0,0.0,0.0,1.0,0.2142560969236651,0.4424553547652124,0.3378005793771827,0.005487968933939849
