month,return,baseline_return,defensive_return,risk_probability,activation,defensive_shift,turnover,incremental_turnover,incremental_trade_cost,incremental_fx_cost,nav,drawdown
2008-06,0.0718213410012182,0.0718213410012182,-0.004164026432515566,0.5,0.0,0.0,0.0231957040862121,0.0,0.0,0.0,1.9173037817559742,0.0
2008-07,-0.0942469901082816,-0.0942469901082816,0.004726843014271287,0.5,0.0,0.0,0.0428197600854408,0.0,0.0,0.0,1.736603671202248,-0.09424699010828164
2008-08,-0.0192756978885091,-0.0192756978885091,-0.001266624445851794,0.5,0.0,0.0,0.0800413039484646,0.0,0.0,0.0,1.7031294234840775,-0.1117060114885623
2008-09,0.1307314480730816,0.1307314480730816,0.005435274934323608,0.5,0.0,0.0,0.6509226974957716,0.0,0.0,0.0,1.9257819992720238,0.0
2008-10,-0.0956466256617583,-0.0956466256617583,0.01342463284980644,0.5,0.0,0.0,0.1284601592909111,0.0,0.0,0.0,1.7415874492815,-0.0956466256617583
2008-11,0.128202441373721,0.128202441373721,0.003200568990042729,0.5,0.0,0.0,0.0902165891367792,0.0,0.0,0.0,1.9648632121452199,0.0
2008-12,0.0280479801952111,0.0280479801952111,0.0439560439560438,0.5,0.0,0.0,0.0850107553747618,0.0,0.0,0.0,2.0199736566057678,0.0
2009-01,0.0504277223020501,0.0504277223020501,0.00602716468590847,0.5,0.0,0.0,0.0261464078093936,0.0,0.0,0.0,2.1218363272185403,0.0
2009-02,0.0839133549268469,0.0839133549268469,0.0006750485191122646,0.5,0.0,0.0,0.0383853713405738,0.0,0.0,0.0,2.299886732041107,0.0
2009-03,-0.0612832265194461,-0.0612832265194461,0.007504848638165029,0.5,0.0,0.0,0.0420249630884162,0.0,0.0,0.0,2.1589422524723636,-0.061283226519445955
2009-04,-0.0439701482973501,-0.0439701482973501,0.012554402410445364,0.17232183908045978,0.0,0.0,0.0568706643364448,0.0,0.0,0.0,2.0640132414657386,-0.10255874225859596
2009-05,0.0398638450854826,0.0398638450854826,-0.001735824103157646,0.16714054054054053,0.0,0.0,0.0359284357631806,0.0,0.0,0.0,2.146292745577914,-0.06678328298667191
2009-06,-0.0076009937859542,-0.0076009937859542,0.0,0.16228013582342954,0.0,0.0,0.6143710433324606,0.0,0.0,0.0,2.1299787877559377,-0.0738766574536387
2009-07,0.0564405836360244,0.0564405836360244,-0.00024840606110787533,0.15771153846153846,0.0,0.0,0.0120698841995948,0.0,0.0,0.0,2.250196033669235,-0.021605715481376242
2009-08,0.0092901869754731,0.0092901869754731,0.00041411297001836544,0.1534090909090909,0.0,0.0,0.0345497614442009,0.0,0.0,0.0,2.27110077555349,-0.012516249642464006
