month,return,nav,drawdown
2007-04,0.0224189709126627,1.0224189709126628,0.0
2007-05,0.0833692018263154,1.1076572244497342,0.0
2007-06,0.0102630809537898,1.119025200213312,0.0
2007-07,0.1114362288199934,1.2437251484796217,0.0
2007-08,-0.0059089627069781,1.2363760229595249,-0.005908962706978049
2007-09,0.0557125340108688,1.3052576641888802,0.0
2007-10,0.0602956125697049,1.383958974612451,0.0
2007-11,-0.0646118897587352,1.294538769914179,-0.06461188975873522
2007-12,0.0675954743788911,1.3820437321683943,-0.0013838867186023451
2008-01,-0.0197622036401717,1.3547315024936595,-0.021118741707626176
2008-02,0.0705718301630822,1.4503373840042193,0.0
2008-03,0.0078829350762039,1.461770299440916,0.0
2008-04,0.0757074768298333,1.5724372405163778,0.0
2008-05,0.0700801499129915,1.682633878060536,0.0
2008-06,0.0718898853510099,1.8035982346420332,0.0
2008-07,-0.0943058380257537,1.6335083916623463,-0.09430583802575365
2008-08,-0.0349324294547678,1.57644597500683,-0.12594393544651417
2008-09,0.1324265243324192,1.7852092362748162,-0.01019572874602348
2008-10,-0.0950601239332783,1.615507025027699,-0.10428664544111466
2008-11,0.1283114993548619,1.8227951536273157,0.0
2008-12,0.0280921604947135,1.8740014076320002,0.0
2009-01,0.0504360067818869,1.9685185553365936,0.0
2009-02,0.0839382418801837,2.1337525419800665,0.0
2009-03,-0.0613213208502916,2.0029080177381813,-0.06132132085029174
2009-04,-0.0440244887992326,1.9147310161453734,-0.10264616984659658
2009-05,0.0106094730237944,1.9350453032089903,-0.0931257185927854
2009-06,-0.0056828798085807,1.9240486733266948,-0.09827937613551563
2009-07,0.0563253979855982,2.032421480595483,-0.04748960312452666
2009-08,0.0093063346300323,2.0513358750031707,-0.03862522263261847
2009-09,0.0310236750157169,2.1149758525373503,-0.008799843971265653
2009-10,-0.024332700110672,2.063512779376246,-0.032918420117564295
2009-11,0.0325632758661869,2.1307075152644765,-0.0014270758467447298
2009-12,0.0372708434675377,2.210120781541005,0.0
2010-01,-0.0269939864441501,2.150460811124153,-0.026993986444149964
2010-02,0.0066201067519882,2.164697091259762,-0.020552582764083893
2010-03,0.0335290533471084,2.2372773355129407,0.0
2010-04,0.02666866811848,2.2969425422627325,0.0
2010-05,-0.0172854789855275,2.257238790217486,-0.017285478985527347
2010-06,0.0208721505072659,2.3043522179777445,0.0
2010-07,0.0199995117061986,2.350438137136395,0.0
2010-08,0.0109944186290276,2.3762798379777044,0.0
2010-09,0.056398145686461,2.5102976144717712,0.0
2010-10,0.0072697229117375,2.528546782554977,0.0
