month,return_factor,gross_factor,turnover,trade_cost,fx_cost,avg_exposure,min_exposure,return,gross_return,nav,drawdown
2007-04,1.0477004662088893,1.0503554192937037,1.3476435027101594,0.0025429305081304788,0.0,0.985830231595169,0.8661075181891689,0.04770046620888935,0.050355419293703685,1.0477004662088893,0.0
2007-05,1.091189611833245,1.0935350057169366,0.7213586435153043,0.002164075930545913,0.0,0.9578955525548745,0.8750740825557148,0.09118961183324492,0.09353500571693663,1.1432398650399878,0.0
2007-06,1.0094031848419307,1.0124244646377012,0.9984424293585643,0.002995327288075693,0.0,0.8851646623676759,0.6849988502282847,0.0094031848419307,0.012424464637701194,1.1539899608096227,0.0
2007-07,1.0679503407779718,1.0714021494923824,1.0740207214032007,0.003222062164209602,0.0,0.8238027791326265,0.4113329576712457,0.0679503407779718,0.07140214949238244,1.232403971900995,0.0
2007-08,0.9735004777233341,0.9753959484888445,0.6469588101594477,0.0019408764304783433,0.0,0.26324660648226705,0.16552789002061946,-0.026499522276665854,-0.024604051511155522,1.199745855393753,-0.026499522276665854
2007-09,1.0092157971158366,1.009760514103654,0.18020195558855023,0.0005406058667656508,0.0,0.25195143731709474,0.19381113390361554,0.009215797115836644,0.009760514103654083,1.2108024697876276,-0.01752793938179764
2007-10,1.01414717705842,1.0151569801327363,0.33243202451847015,0.0009972960735554104,0.0,0.38620514135550166,0.2976759216244032,0.014147177058420057,0.015156980132736253,1.2279319067104855,-0.003628733185281119
2007-11,0.9765927617404759,0.9818559161634192,1.536552881826811,0.004609658645480433,0.0007682764409134055,0.5222522076993122,0.250779382252764,-0.023407238259524066,-0.018144083836580838,1.1991894120036415,-0.026951032822557064
2007-12,1.0168008063343439,1.018954959029227,0.6062904305429405,0.0018188712916288215,0.0003031452152714703,0.283480523352674,0.17314484167164107,0.016800806334343887,0.01895495902922706,1.2193367610729104,-0.01060302557117554
2008-01,1.0002270159023032,1.0022971247061445,0.5898800594027342,0.0017696401782082026,0.0002949400297013672,0.37227477346406784,0.29914711974022207,0.0002270159023032292,0.0022971247061445155,1.219613569907937,-0.010378416724289408
2008-02,1.062995678999888,1.065443851037716,0.6597160098323457,0.001979148029497037,0.00032985800491617287,0.4966684273097468,0.21992593041189196,0.062995678999888,0.065443851037716,1.2964439548617648,0.0
2008-03,1.0313411361943425,1.0346721884464243,0.9310406607640573,0.002793121982292172,0.00046552033038202857,0.636669742589421,0.34357478464875496,0.031341136194342534,0.03467218844642428,1.3370759814194195,0.0
2008-04,1.0500959356388613,1.0514759985521,0.3715025017678638,0.0011145075053035915,0.0001857512508839318,0.44311063347946417,0.3789007087518817,0.05009593563886128,0.051475998552100055,1.404058053728874,0.0
2008-05,1.0933727093305476,1.0945251179325233,0.30094457591454843,0.0009028337277436453,0.0001504722879572743,0.6329009841351716,0.5430932197739556,0.09337270933054764,0.09452511793252327,1.5351587582629147,0.0
2008-06,1.0622682700640644,1.0649954263969323,0.7355908289384825,0.0022067724868154474,0.0003677954144692413,0.42730900783374154,0.37697294173488505,0.062268270064064435,0.06499542639693234,1.6307504384136438,0.0
2008-07,0.9270037353152547,0.9286891845923702,0.5162263970106415,0.001548679191031925,0.00025811319850532077,0.3967729200373064,0.2714589619204902,-0.0729962646847453,-0.07131081540762985,1.511711747776437,-0.0729962646847453
2008-08,0.9964960729530451,0.9974193685075639,0.26469655898429933,0.000794089676952898,0.0001323482794921496,0.17741505545232955,0.12575388741848964,-0.003503927046954902,-0.0025806314924361473,1.5064148200962038,-0.07624441814554461
2008-09,1.0082974672297123,1.0107333638762739,0.721664407260467,0.002164993221781401,0.00024290117974628346,0.20176238063071789,0.10279962170605478,0.008297467229712252,0.010733363876273883,1.5189142477003048,-0.06857958647684348
2008-10,0.986565426044896,0.9868208089519485,0.07436475224199939,0.00022309425672599817,3.7182376120999774e-05,0.20550162675773007,0.1787863746357432,-0.013434573955103946,-0.013179191048051542,1.498508281908114,-0.08109282290561393
2008-11,1.0488527910760639,1.0490411612445714,0.05145477395714916,0.0001543643218714475,2.5727386978574533e-05,0.21006652793370145,0.1743231802469794,0.048852791076063884,0.04904116124457136,1.5717145939299224,-0.036201642564726244
2008-12,1.019953538033668,1.0199546276675193,0.00030674853600137775,9.202456080041333e-07,1.5337426800071664e-07,0.25,0.25,0.01995353803366795,0.01995462766751932,1.603075860857974,-0.0169704553828548
2009-01,1.04585552400871,1.0459188748988124,0.017648885281846813,5.294665584554044e-05,8.824442640923344e-06,0.25,0.25,0.04585552400870996,0.04591887489881241,1.6765857444833303,0.0
2009-02,1.0479251404758805,1.0480466838961775,0.033048921354105115,9.914676406231535e-05,1.6524460677052572e-05,0.25,0.25,0.04792514047588048,0.0480466838961775,1.7569363518075525,0.0
2009-03,0.9703726854775944,0.9704756073780687,0.030069148918475147,9.020744675542545e-05,1.5034574459237532e-05,0.25,0.25,-0.029627314522405634,-0.029524392621931295,1.7048830459167021,-0.029627314522405634
2009-04,0.9839564983195702,0.9855775131278167,0.4730335138818078,0.0014191005416454234,0.0002365167569409039,0.25941983219659764,0.25,-0.016043501680429784,-0.014422486872183282,1.6775307519046012,-0.04519549033250869
2009-05,1.037880127919353,1.0397319876178532,0.510084911386393,0.0015302547341591792,0.00025504245569319637,0.4848298753295351,0.25,0.037880127919353024,0.03973198761785324,1.741075831375396,-0.009027373368328928
2009-06,0.99280060166895,0.9967297825526984,1.200153529670056,0.0036004605890101685,0.00038273908015290796,0.8400600280375218,0.7215703088845451,-0.007199398331049989,-0.0032702174473016044,1.7285411329407605,-0.016161780042617147
2009-07,1.0750442256559802,1.0761105520900431,0.3309079332688988,0.0009927237998066964,0.0,0.9617152756291831,0.8202373950766775,0.07504422565598023,0.07611055209004314,1.8582581637768107,0.0
2009-08,1.0056477047640053,1.0068537464532286,0.40007642165191293,0.0012002292649557387,0.0,0.9550211664583832,0.7966357504286095,0.005647704764005335,0.00685374645322856,1.8687530572611248,0.0
2009-09,1.0409254613688295,1.0413728216907756,0.14365946782269964,0.00043097840346809893,0.0,0.9593674769121645,0.8927714354542828,0.04092546136882946,0.04137282169077561,1.9452326383139469,0.0
2009-10,0.9631109151766521,0.9643630493206611,0.43264460634323604,0.0012979338190297082,0.0,0.73655496616797,0.6009457050725422,-0.03688908482334785,-0.03563695067933892,1.873474786518039,-0.03688908482334785
2009-11,1.006742481568592,1.0074670265882084,0.23954045634114157,0.0007186213690234248,0.0,0.6273350881749902,0.5283627902993129,0.006742481568591918,0.007467026588208414,1.8861066557353585,-0.030395327229259528
2009-12,1.0548641457361574,1.058899082580473,1.2763507232744895,0.003829052169823468,0.0,0.872332789786795,0.5926076007917593,0.05486414573615739,0.05889908258047294,1.9895862861695597,0.0
2010-01,0.9637725754392751,0.9667402251087307,1.024903145924788,0.003074709437774364,0.0,0.8553879094524707,0.5581276483276034,-0.03622742456072492,-0.0332597748912693,1.9175086990802992,-0.03622742456072492
2010-02,0.9969889254175608,0.998765801313371,0.5937481207505355,0.0017812443622516067,0.0,0.41732248469401884,0.3015319703528699,-0.0030110745824392104,-0.0012341986866289956,1.9117349373748924,-0.03912941566588202
2010-03,1.031906141331651,1.0337295827894375,0.589138152743683,0.001767414458231049,0.0,0.6042391010515492,0.40106406118124577,0.03190614133165104,0.033729582789437496,1.9727310224754309,-0.008471743000691534
2010-04,1.0120232295023341,1.0150949358726709,1.0127151354218558,0.0030381454062655675,0.0,0.8340955718242262,0.7010157397851982,0.012023229502334143,0.015094935872670856,1.9964496203050273,0.0
2010-05,0.9523440185524279,0.9556850248840923,1.1632073546645205,0.003489622063993562,0.0,0.41974478507087615,0.25,-0.047655981447572104,-0.04431497511590765,1.9013068542387586,-0.047655981447572104
2010-06,1.0060675030835247,1.0080319563351985,0.6510068722512476,0.0019530206167537429,0.0,0.41246768043917914,0.25,0.006067503083524661,0.008031956335198487,1.9128430394395788,-0.04187763117842891
2010-07,1.0207019684125331,1.0219326486672957,0.4023900809112357,0.001207170242733707,0.0,0.4982954907401021,0.4065132153985876,0.020701968412533134,0.021932648667295718,1.9524426556201908,-0.02204261216374337
2010-08,0.9920878538380317,0.9939483803402481,0.6237583139781655,0.0018712749419344966,0.0,0.5890516191272365,0.4719840498082098,-0.007912146161968336,-0.006051619659751872,1.9369946439560624,-0.0297803539564806
2010-09,1.047195915890499,1.0485560152441107,0.433464640905707,0.001300393922717121,0.0,0.7429700540786712,0.5252800887767308,0.047195915890499096,0.048556015244110684,2.02841288025256,0.0
2010-10,0.997448487867887,0.9999080648111837,0.8226437205109203,0.0024679311615327607,0.0,0.8987108419731017,0.6583118607991258,-0.0025515121321130207,-9.193518881633889e-05,2.023237360179661,-0.0025515121321131318
2010-11,1.0127819965426168,1.0164719647207723,1.2197028290666831,0.0036591084872000497,0.0,0.846783478786912,0.6722428465086285,0.012781996542616803,0.01647196472077228,2.0490983731223706,0.0
2010-12,1.0876746438193132,1.088938096687317,0.38937750300205254,0.0011681325090061576,0.0,0.9573651833315041,0.7732871090405915,0.08767464381931322,0.088938096687317,2.2287523431366085,0.0
