Month,ExistingReturn,RobustReturn,ReturnDelta,RelativeFactor,CumulativeRelative,ExistingAvgStress,RobustAvgStress,ExistingAvgTransfer,RobustAvgTransfer
2023-06,-0.01676270922363854,-0.01676270922363854,0.0,1.0,0.02427767331011932,0.0,0.0019798281041994176,0.0,0.000692939836469796
2023-07,0.008718098236797811,0.008718098236797811,0.0,1.0,0.02427767331011932,0.000767805136351607,0.10048900744372972,0.00019195128408790174,0.0351711526053054
2023-08,-0.0027970374035665158,-0.0027970374035665158,0.0,1.0,0.02427767331011932,0.0037137681159420425,0.06673942555153443,0.0009284420289855106,0.02335879894303705
2023-09,-0.03193463400303975,-0.03193463400303975,0.0,1.0,0.02427767331011932,0.008087838679674044,0.050233188074468985,0.002021959669918511,0.017581615826064143
2023-10,-0.005471121114733468,-0.0029549720444914662,0.002516149070242002,1.0025299909571879,0.026869086561243316,0.12360895609230825,0.11549827509081592,0.030902239023077063,0.04042439628178557
2023-11,0.05319997888527306,0.05591508943671819,0.0027151105514451324,1.0025779629755773,0.029516317047163065,0.02236794825727631,0.006215934761139617,0.0055919870643190775,0.0021755771663988653
2023-12,0.05076022838990579,0.05083903705730819,7.880866740239689e-05,1.0000750015705515,0.029593532387850008,0.012475518703137775,0.02282857440971999,0.0031188796757844438,0.007990001043401997
2024-01,-0.02564711245735174,-0.025757658822514018,-0.00011054636516227845,0.9998865438112047,0.02947671862965695,0.08540294165314291,0.03676536036789846,0.021350735413285728,0.012867876128764458
2024-02,0.03572462868359505,0.035509726194083546,-0.0002149024895115037,0.9997925100132217,0.029263112518919776,0.06474684735554295,0.0013032492735222101,0.016186711838885738,0.00045613724573277366
2024-03,0.06693369599629828,0.06694903375828742,1.5337761989142606e-05,1.0000143755530888,0.029277908745436232,0.01326933935629587,0.00679148714089652,0.0033173348390739673,0.0023770204993137822
2024-04,-0.017623619521231704,-0.017623619521231704,0.0,1.0,0.029277908745436232,0.26329892752166,0.1496233579781523,0.065824731880415,0.0523681752923533
