name,stage,mode,level_threshold,momentum_window,spike_threshold,max_risk_transfer,bond_share,rebalance_band,financing_rate,Full_CAGR,Full_Sharpe,Full_MDD,Full_Calmar,Validation_CAGR,Validation_Sharpe,Validation_MDD,Validation_Calmar,AvgTurnover,TotalCost
mean_lt0.80_mw5_st0.15_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,5,0.15,0.5,0.5,0.05,0.04,0.12345536572738314,0.9228125181035777,-0.13221731200743403,0.9337307184133479,0.01612106697892246,0.2596326263577521,-0.11292679892684054,0.1427567869816842,0.23159047034415814,0.09321847740195252
mean_lt0.80_mw5_st0.15_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,5,0.15,0.5,0.5,0.1,0.04,0.1231915904833003,0.9171971306557186,-0.1307763036581261,0.9420023890975413,0.014855300472953248,0.24431703968485244,-0.1113616825427356,0.13339687524254543,0.20096249702131014,0.08059612181436611
mean_lt0.80_mw5_st0.15_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,5,0.15,0.75,0.5,0.05,0.04,0.1219788363543648,0.9121682520144926,-0.13696567479174604,0.8905796035381238,0.011502061327471225,0.1940422741536937,-0.11896981426197373,0.09668050167871552,0.3192775284535221,0.12923813174827975
mean_lt0.80_mw5_st0.15_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,5,0.15,0.75,0.5,0.1,0.04,0.12140754927906938,0.9090433748333816,-0.13471204668858505,0.9012375081771878,0.013462782952913255,0.22261276191612056,-0.11469516076266961,0.11737882281512135,0.2683557575192825,0.10817569590621741
mean_lt0.80_mw5_st0.15_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,5,0.15,1.0,0.5,0.05,0.04,0.11847633873456309,0.8835918616760927,-0.14181253944730043,0.8354433197255493,0.00781310467415719,0.14262720190656575,-0.12374207133990223,0.06314024478138627,0.409096077762101,0.16619149828365284
mean_lt0.80_mw5_st0.15_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,5,0.15,1.0,0.5,0.1,0.04,0.11624477880493456,0.872219550896213,-0.14318272084588446,0.8118631781697687,0.009290043765693534,0.16371392915640418,-0.12195753902650641,0.07617441151936022,0.35888193536554547,0.14523771569955374
mean_lt0.80_mw10_st0.05_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,10,0.05,0.25,0.5,0.05,0.04,0.12822702812960451,0.9533649115755615,-0.13060016656979412,0.9818289784575323,0.02061469976592667,0.3211608601814422,-0.10994537679217131,0.18749946898535297,0.16837145543835305,0.06744285843561602
mean_lt0.80_mw10_st0.05_rt0.25_bs0.50_rb0.10,coarse,mean,0.8,10,0.05,0.25,0.5,0.1,0.04,0.1252126398011375,0.9351946919337001,-0.13001562033708958,0.9630584346442416,0.020720387334080215,0.32699738349274315,-0.10552904489609749,0.19634771976266094,0.14081538032639765,0.05604406028288785
mean_lt0.80_mw10_st0.05_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,10,0.05,0.5,0.5,0.05,0.04,0.12254760046170676,0.9171952511849203,-0.13431894135742606,0.9123627630119905,0.014716900780548992,0.238519605735314,-0.11808050943671855,0.12463446212040642,0.3045616237809736,0.12323627182408053
mean_lt0.80_mw10_st0.05_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,10,0.05,0.5,0.5,0.1,0.04,0.12234833950208523,0.916979360685291,-0.13467379173058747,0.9084792069034554,0.01563835127807156,0.2513902521349409,-0.11844201608769644,0.1320338153184818,0.23566848405527743,0.09489439271211123
mean_lt0.80_mw10_st0.05_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,10,0.05,0.75,0.5,0.05,0.04,0.11776131254454203,0.8814772399093801,-0.15292864076098767,0.7700409286223325,0.009031222086314461,0.1579731683314381,-0.13156668800132976,0.06864368346965746,0.4379497800257194,0.1780211056164483
mean_lt0.80_mw10_st0.05_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,10,0.05,0.75,0.5,0.1,0.04,0.1178270922834046,0.8853758797941839,-0.14240655113160805,0.8273993811879636,0.011270094363467376,0.18905889048676955,-0.12571600238394753,0.0896472537286664,0.3729452351791979,0.1511184465516512
mean_lt0.80_mw10_st0.05_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,10,0.05,1.0,0.5,0.05,0.04,0.11251371235816454,0.8456885717550402,-0.1732056488019459,0.6495960907534818,0.0034703295670348577,0.08357881918787739,-0.15010662613526737,0.023119096447531892,0.5801225162961534,0.23641706133805496
mean_lt0.80_mw10_st0.05_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,10,0.05,1.0,0.5,0.1,0.04,0.11389107020173195,0.8568818913923768,-0.16055951866454843,0.7093386374661518,0.006390535168564471,0.12234623343646504,-0.14363007848665243,0.04449301452660798,0.5048197834998647,0.20518648984060062
mean_lt0.80_mw10_st0.10_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,10,0.1,0.25,0.5,0.05,0.04,0.1288682079933603,0.9562284727782029,-0.13016666466452786,0.9900246605034091,0.022062833485575473,0.34105401970755217,-0.1099745732478955,0.20061758672018917,0.1652961406626382,0.06623705496411694
mean_lt0.80_mw10_st0.10_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,10,0.1,0.5,0.5,0.05,0.04,0.12342475199244629,0.9205028756025749,-0.1346727686733642,0.9164789081584943,0.016632063109947692,0.26284444373925997,-0.11922599717369564,0.13950030617665624,0.2705186881384651,0.10932647688252858
mean_lt0.80_mw10_st0.10_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,10,0.1,0.5,0.5,0.1,0.04,0.12452238391836756,0.9275775335993975,-0.13248705064090527,0.9398834325014507,0.018498434494479854,0.2903267672882964,-0.11700126235569264,0.15810457188267954,0.2176621420826569,0.08760264435103253
mean_lt0.80_mw10_st0.10_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,10,0.1,0.75,0.5,0.05,0.04,0.12002142791871928,0.8949180617492785,-0.14572520574728465,0.8236147432645206,0.01238117303327213,0.202772607283425,-0.12823642497468835,0.09654958047774616,0.3846917870144993,0.1561504786229315
mean_lt0.80_mw10_st0.10_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,10,0.1,0.75,0.5,0.1,0.04,0.12114884715285723,0.9070237705361867,-0.14027245991114268,0.863668087303812,0.014668898774148564,0.23462075082432363,-0.12464577167385693,0.11768468819408179,0.3280993508694755,0.1326964735508097
mean_lt0.80_mw10_st0.10_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,10,0.1,1.0,0.5,0.05,0.04,0.1166413128990329,0.8695070311752567,-0.15646287534119074,0.7454887470569554,0.008031853944268752,0.14309392843409008,-0.13863655760282068,0.0579346031317308,0.49886700323149213,0.2029916543504559
mean_lt0.80_mw10_st0.10_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,10,0.1,1.0,0.5,0.1,0.04,0.11537691169119024,0.8663685069468545,-0.1532410819393175,0.7529111008031042,0.009579712907277882,0.16427779268885423,-0.13757429003723576,0.06963301722062344,0.4419942346150428,0.1794343267591138
mean_lt0.80_mw10_st0.15_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,10,0.15,0.25,0.5,0.05,0.04,0.12742254560801713,0.9472805266974496,-0.12969399285810324,0.9824861028639063,0.02136789614478163,0.3312613050890652,-0.10848898790045092,0.19695912514539013,0.1549213108802239,0.061915564604270994
mean_lt0.80_mw10_st0.15_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,10,0.15,0.5,0.5,0.05,0.04,0.12501622930572331,0.931058939534723,-0.13236223480434284,0.944500744419446,0.01824781537224851,0.2862670155765319,-0.11681693757710765,0.15620864363272347,0.24393646355193524,0.09844283703019105
mean_lt0.80_mw10_st0.15_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,10,0.15,0.5,0.5,0.1,0.04,0.12380139138086288,0.920591436582218,-0.1307763036581263,0.9466653202288302,0.019264962804857566,0.30120952896897574,-0.11187127521664031,0.1722065183180463,0.21074545585916973,0.08480249119531895
mean_lt0.80_mw10_st0.15_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,10,0.15,0.75,0.5,0.05,0.04,0.12281485264645209,0.912284265412014,-0.13991702888739288,0.8777691580722111,0.014998928930743505,0.2391914867921866,-0.12352753457306143,0.12142174603081922,0.33769664395612553,0.13690338338246602
mean_lt0.80_mw10_st0.15_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,10,0.15,0.75,0.5,0.1,0.04,0.12239521309290002,0.9097395175307301,-0.1363914136169906,0.8973820994084408,0.01585408563513724,0.2524339517831516,-0.121474261430215,0.13051394960935947,0.2820655379580393,0.11398893480907409
mean_lt0.80_mw10_st0.15_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,10,0.15,1.0,0.5,0.05,0.04,0.12014745411370775,0.8914026597184689,-0.14744960449581535,0.8148374119044691,0.012947719474185604,0.2083568016275978,-0.1315657603767716,0.09841253101951875,0.43596348519242417,0.1772784241145195
mean_lt0.80_mw10_st0.15_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,10,0.15,1.0,0.5,0.1,0.04,0.12074189579660133,0.8978521223091,-0.13919626878993174,0.8674219276582703,0.015302173141718667,0.2433283622017375,-0.12432756499996023,0.12307948878210204,0.3832423010840068,0.15546678865778307
mean_lt0.80_mw21_st0.05_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,21,0.05,0.25,0.5,0.05,0.04,0.12556848917221264,0.9406106598073476,-0.1292514753594859,0.9715052677191514,0.018095630000150464,0.28671138009066915,-0.11063880254251324,0.16355590971980352,0.17250273047636297,0.06911586438575629
mean_lt0.80_mw21_st0.05_rt0.25_bs0.50_rb0.10,coarse,mean,0.8,21,0.05,0.25,0.5,0.1,0.04,0.1253319240723907,0.9355795565385452,-0.1287794988007931,0.9732288542779981,0.019683614620230827,0.31171707304664187,-0.10572051355882583,0.18618538595424355,0.14335554484088553,0.05712016814275149
mean_lt0.80_mw21_st0.05_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,21,0.05,0.5,0.5,0.05,0.04,0.12088666790551406,0.9119937203145063,-0.14014180064251325,0.8626025022604286,0.012886607941122952,0.21307483335522895,-0.11817380070043726,0.10904792656867868,0.3023159457580043,0.12240711846261537
mean_lt0.80_mw21_st0.05_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,21,0.05,0.5,0.5,0.1,0.04,0.12213881299693741,0.9163588043755144,-0.13722456049718712,0.8900652518354472,0.014093397491393489,0.22781506594095166,-0.11657399731795537,0.12089657913122574,0.24571743240846167,0.09910950219540543
mean_lt0.80_mw21_st0.05_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,21,0.05,0.75,0.5,0.05,0.04,0.115591536393028,0.8737263919389644,-0.14625785934130509,0.7903270081595093,0.008295781810936376,0.14853239780286112,-0.12446302207390236,0.06665258221040618,0.44477364480493525,0.1808829745174443
mean_lt0.80_mw21_st0.05_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,21,0.05,0.75,0.5,0.1,0.04,0.11905160079922106,0.90157011795622,-0.14948327451197996,0.7964208784420225,0.00839065173655662,0.14948894791391973,-0.12801836942642753,0.06554256060399792,0.3563758988263367,0.14444159049856115
mean_lt0.80_mw21_st0.05_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,21,0.05,1.0,0.5,0.05,0.04,0.1075688869775735,0.8180264853782411,-0.1831248198210499,0.587407469302578,-0.0015854503642792617,0.017738839829270818,-0.15697487512555242,-0.010100026281347119,0.5987747222804917,0.24422614634353793
mean_lt0.80_mw21_st0.05_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,21,0.05,1.0,0.5,0.1,0.04,0.11064812463250417,0.8432522065420014,-0.16936260723867735,0.6533208624768706,0.0006553704989400444,0.04616672977075661,-0.14461851800087155,0.004531719091023286,0.5023128083580661,0.20450370510578356
mean_lt0.80_mw21_st0.10_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,21,0.1,0.25,0.5,0.05,0.04,0.12588363835271488,0.9411386658137223,-0.12940798458413738,0.9727656199673593,0.019744214455200026,0.3080215468203201,-0.11055183406336466,0.17859689640140475,0.16282593841679097,0.06509934680958585
mean_lt0.80_mw21_st0.10_rt0.25_bs0.50_rb0.10,coarse,mean,0.8,21,0.1,0.25,0.5,0.1,0.04,0.1249346968117846,0.931612242779614,-0.12978697487256619,0.9626135206129437,0.019431759465378118,0.30738722210219427,-0.10572051355882583,0.1838031126718444,0.1356592623286407,0.053977847253801656
mean_lt0.80_mw21_st0.10_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,21,0.1,0.5,0.5,0.05,0.04,0.12105631239478476,0.9101416923355661,-0.13843871190131274,0.8744397483348503,0.012986009440386859,0.2142068404412723,-0.11795953270328707,0.11008868162483819,0.27636334405974633,0.11176725496284473
mean_lt0.80_mw21_st0.10_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,21,0.1,0.5,0.5,0.1,0.04,0.12228292369457483,0.9166377625684025,-0.1350553215034732,0.9054284002532257,0.014750297590663708,0.23746187376560016,-0.11636817158101143,0.12675542968718959,0.22841377629263485,0.09195735751172308
mean_lt0.80_mw21_st0.10_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,21,0.1,0.75,0.5,0.05,0.04,0.11629152915992291,0.874128462175372,-0.14835766597428246,0.7838592525450073,0.0077475694045821,0.14094233259602784,-0.12341011729569651,0.06277904578940278,0.3988513124991009,0.16198601850278685
mean_lt0.80_mw21_st0.10_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,21,0.1,0.75,0.5,0.1,0.04,0.12047005474139993,0.9032365437399494,-0.1435876589515277,0.8390000618511944,0.013766065042805753,0.222251808614946,-0.11856735377476013,0.11610333371323149,0.3310219013783051,0.13410388540703344
mean_lt0.80_mw21_st0.10_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,21,0.1,1.0,0.5,0.05,0.04,0.11035024377447789,0.8310184940805249,-0.17307887210969053,0.6375720065043079,0.0010087237265485882,0.05150398705843405,-0.14612658705574344,0.006903081409571187,0.5258724587200381,0.21426463467985296
mean_lt0.80_mw21_st0.10_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,21,0.1,1.0,0.5,0.1,0.04,0.11363217153591743,0.8593278311788235,-0.16018252582831727,0.7093918075540134,0.003959783927422578,0.09007913981600225,-0.1396337824522097,0.028358351810585894,0.44461764079143684,0.18069640300824547
mean_lt0.80_mw21_st0.15_rt0.25_bs0.50_rb0.05,coarse,mean,0.8,21,0.15,0.25,0.5,0.05,0.04,0.12707335298837252,0.9470904658657507,-0.12968305022803972,0.9798763428599327,0.019760020499125508,0.3086054855524701,-0.10900518941229953,0.18127596131580043,0.15961764229379946,0.06375922550295673
mean_lt0.80_mw21_st0.15_rt0.25_bs0.50_rb0.10,coarse,mean,0.8,21,0.15,0.25,0.5,0.1,0.04,0.12546014303139796,0.9336841243765528,-0.13001562033708947,0.9649620769113697,0.019540102989149988,0.3080471264653033,-0.10572051355882583,0.18482792346896168,0.13228670219392272,0.0526102213640606
mean_lt0.80_mw21_st0.15_rt0.50_bs0.50_rb0.05,coarse,mean,0.8,21,0.15,0.5,0.5,0.05,0.04,0.12186970295377897,0.914276449151053,-0.1347864091531612,0.9041690754985197,0.01497713886885288,0.24170741126872763,-0.11314414881497115,0.13237219092385905,0.25319340372591753,0.10216886659331446
mean_lt0.80_mw21_st0.15_rt0.50_bs0.50_rb0.10,coarse,mean,0.8,21,0.15,0.5,0.5,0.1,0.04,0.12373912952289379,0.9226454998611838,-0.1338468230562111,0.9244831270364002,0.01618235623135522,0.25780853492720485,-0.114222944452396,0.1416734291777905,0.21794418423811002,0.08760046035860045
mean_lt0.80_mw21_st0.15_rt0.75_bs0.50_rb0.05,coarse,mean,0.8,21,0.15,0.75,0.5,0.05,0.04,0.11695100039715145,0.8768992089735363,-0.14936342070849662,0.7829962640277067,0.008128605558065605,0.1459102311106249,-0.12448662938010913,0.06529701702538361,0.36715337778076035,0.14900983410692464
mean_lt0.80_mw21_st0.15_rt0.75_bs0.50_rb0.10,coarse,mean,0.8,21,0.15,0.75,0.5,0.1,0.04,0.1192477220802286,0.8963454339342982,-0.1430016159463805,0.8338907311714674,0.011119810060660651,0.1875282045396412,-0.11866844026140844,0.0937048640410661,0.30299276102251294,0.12242510782220292
mean_lt0.80_mw21_st0.15_rt1.00_bs0.50_rb0.05,coarse,mean,0.8,21,0.15,1.0,0.5,0.05,0.04,0.11144608500130504,0.8344735051543207,-0.16637109403426664,0.6698644716392322,0.0038330250534883703,0.08827876897845276,-0.13909611412180445,0.02755666524322776,0.47700933280753977,0.19408939755213453
mean_lt0.80_mw21_st0.15_rt1.00_bs0.50_rb0.10,coarse,mean,0.8,21,0.15,1.0,0.5,0.1,0.04,0.11399655642160389,0.8596131248190754,-0.15954733387115505,0.7144999145749662,0.006290800871474156,0.12124897830581925,-0.13282892180642847,0.047360174169310335,0.4058708359925362,0.16466625758237757
mean_lt0.90_mw5_st0.05_rt0.25_bs0.50_rb0.05,coarse,mean,0.9,5,0.05,0.25,0.5,0.05,0.04,0.127309799362902,0.9474362622337739,-0.12877595972145772,0.9886146423468555,0.018724248511869046,0.2962863778276512,-0.10839810232982916,0.1727359437981275,0.1654175536953439,0.0662982842929899
mean_lt0.90_mw5_st0.05_rt0.25_bs0.50_rb0.10,coarse,mean,0.9,5,0.05,0.25,0.5,0.1,0.04,0.12582014501592842,0.934919086661083,-0.12891087381022226,0.9760242972300079,0.019809111632348442,0.3148869733031705,-0.10555169713031565,0.1876721281694962,0.13513642778046492,0.05377416388300562
mean_lt0.90_mw5_st0.05_rt0.50_bs0.50_rb0.05,coarse,mean,0.9,5,0.05,0.5,0.5,0.05,0.04,0.12311679144244758,0.9230139944449729,-0.13706946424677902,0.8982072857656237,0.010722239322265459,0.18396390210889968,-0.11743882663262672,0.09130063395308667,0.28359445108967246,0.11485463887095503
mean_lt0.90_mw5_st0.05_rt0.50_bs0.50_rb0.10,coarse,mean,0.9,5,0.05,0.5,0.5,0.1,0.04,0.12239726278278495,0.9145930609864318,-0.13245573448102044,0.9240616366090457,0.013173443460875234,0.21755945148802172,-0.11689005275900799,0.11269943977213269,0.22606792258386638,0.09111056667089756
mean_lt0.90_mw5_st0.05_rt0.75_bs0.50_rb0.05,coarse,mean,0.9,5,0.05,0.75,0.5,0.05,0.04,0.11870508521454015,0.8926474751939084,-0.14744362220026608,0.8050879613721666,0.005489824381307962,0.1111905631893885,-0.12084669968842698,0.04542800420253182,0.41605967444586256,0.16924189907314888
mean_lt0.90_mw5_st0.05_rt0.75_bs0.50_rb0.10,coarse,mean,0.9,5,0.05,0.75,0.5,0.1,0.04,0.12034519183631942,0.9034074762546594,-0.14067086511760207,0.8555090049080866,0.009104431657094292,0.16219669569085624,-0.12003135770068274,0.0758504430133802,0.33839060161697027,0.13710911829133748
mean_lt0.90_mw5_st0.05_rt1.00_bs0.50_rb0.05,coarse,mean,0.9,5,0.05,1.0,0.5,0.05,0.04,0.11257326023853453,0.848080982681645,-0.1690803184663009,0.6657975408354303,-0.0028768611537312028,-0.0014484447324109133,-0.14359556835294296,-0.020034470330311152,0.5502785248688655,0.2243945607444153
mean_lt0.90_mw5_st0.05_rt1.00_bs0.50_rb0.10,coarse,mean,0.9,5,0.05,1.0,0.5,0.1,0.04,0.11572945296669546,0.8696061444370339,-0.1634254054637272,0.7081484830238466,-0.0009891142820415144,0.023759180322641002,-0.13734021839541455,-0.007201927400419355,0.46471192855610366,0.18915509485642493
mean_lt0.90_mw5_st0.10_rt0.25_bs0.50_rb0.05,coarse,mean,0.9,5,0.1,0.25,0.5,0.05,0.04,0.12705784006682608,0.9446259137884485,-0.1295772586967836,0.9805566296486248,0.01905245006136491,0.30106376217650666,-0.10806287932575154,0.17630892476899498,0.15476310520078346,0.06189713443715972
mean_lt0.90_mw5_st0.10_rt0.25_bs0.50_rb0.10,coarse,mean,0.9,5,0.1,0.25,0.5,0.1,0.04,0.126269112254618,0.9355832036328581,-0.13001562033708958,0.9711841694654992,0.020394063828258924,0.3218250584386109,-0.10572051355882583,0.19290545554256222,0.129785470604396,0.05152524532476842
mean_lt0.90_mw5_st0.10_rt0.50_bs0.50_rb0.05,coarse,mean,0.9,5,0.1,0.5,0.5,0.05,0.04,0.12492581691196047,0.9300644308922545,-0.13171130663401298,0.9484821015335655,0.01476944628457022,0.2397228898084152,-0.1147291159747541,0.12873320045297137,0.24529795804762333,0.09904152437531022
mean_lt0.90_mw5_st0.10_rt0.50_bs0.50_rb0.10,coarse,mean,0.9,5,0.1,0.5,0.5,0.1,0.04,0.12330202785563449,0.9218470100105634,-0.13001562033708958,0.9483631854076544,0.015770803423465596,0.25896236772411624,-0.10572051355882583,0.1491744874535658,0.20340788548180944,0.0817807977945464
mean_lt0.90_mw5_st0.10_rt0.75_bs0.50_rb0.05,coarse,mean,0.9,5,0.1,0.75,0.5,0.05,0.04,0.12384996670999615,0.9199927737985875,-0.14063962531159846,0.8806192880249541,0.010408345388165152,0.1786888391311626,-0.11821148724918551,0.08804851060053698,0.33927491111750085,0.13771736505822332
mean_lt0.90_mw5_st0.10_rt0.75_bs0.50_rb0.10,coarse,mean,0.9,5,0.1,0.75,0.5,0.1,0.04,0.12121011205223708,0.9045786206072048,-0.1336226807799441,0.9071073214872212,0.011271027982105775,0.19085288120656405,-0.11792896960090848,0.09557471773262188,0.29396508013698164,0.11886268536736828
mean_lt0.90_mw5_st0.10_rt1.00_bs0.50_rb0.05,coarse,mean,0.9,5,0.1,1.0,0.5,0.05,0.04,0.1213039065705599,0.9012321280184018,-0.14909971077375472,0.8135757335882935,0.005596049519394297,0.11258671659396961,-0.1267872445488868,0.04413732264081632,0.4419517482062338,0.17996420727669446
mean_lt0.90_mw5_st0.10_rt1.00_bs0.50_rb0.10,coarse,mean,0.9,5,0.1,1.0,0.5,0.1,0.04,0.11847740074653657,0.8826688088182976,-0.15135404233771088,0.7827831944004652,0.005592861890481471,0.11238843067485445,-0.1312973333302525,0.042596919134783424,0.3879800393498484,0.15749345210109614
mean_lt0.90_mw5_st0.15_rt0.25_bs0.50_rb0.05,coarse,mean,0.9,5,0.15,0.25,0.5,0.05,0.04,0.1287044239976718,0.9563367544153929,-0.1295772586967836,0.9932639823693579,0.02033041840292027,0.31989505686732655,-0.10572051355882583,0.19230343968777505,0.14771033326609515,0.058945052571774605
mean_lt0.90_mw5_st0.15_rt0.25_bs0.50_rb0.10,coarse,mean,0.9,5,0.15,0.25,0.5,0.1,0.04,0.1268528873421355,0.9381944915009431,-0.1300156203370897,0.9756742075547984,0.0216941593650799,0.3381687756677668,-0.10572051355882583,0.20520293209707752,0.12672060475456065,0.0502663956517572
mean_lt0.90_mw5_st0.15_rt0.50_bs0.50_rb0.05,coarse,mean,0.9,5,0.15,0.5,0.5,0.05,0.04,0.12443826311960926,0.9274940692669092,-0.13169814370871846,0.9448748449699782,0.01538176898976662,0.25036603662749723,-0.11143940617860648,0.13802809542177483,0.22020334762994265,0.08864999128829028
mean_lt0.90_mw5_st0.15_rt0.50_bs0.50_rb0.10,coarse,mean,0.9,5,0.15,0.5,0.5,0.1,0.04,0.12424018585582997,0.9215193416813358,-0.13001562033708958,0.9555789183923767,0.016366764831132974,0.2667184367043151,-0.10572051355882583,0.15481162813332391,0.1880722145167793,0.0754163043891648
mean_lt0.90_mw5_st0.15_rt0.75_bs0.50_rb0.05,coarse,mean,0.9,5,0.15,0.75,0.5,0.05,0.04,0.12414508992989859,0.9204091017657872,-0.13362870058051335,0.9290301364196778,0.012793721564774874,0.2126647975938378,-0.11504470031203695,0.11120652694191326,0.2956262934041313,0.11965641408113985
mean_lt0.90_mw5_st0.15_rt0.75_bs0.50_rb0.10,coarse,mean,0.9,5,0.15,0.75,0.5,0.1,0.04,0.12190724781318263,0.9081439077609578,-0.13360296576755637,0.9124591442474259,0.013072918701859892,0.21896660411374544,-0.1121584725321002,0.11655756722362967,0.2649506959947717,0.10686880790242512
mean_lt0.90_mw5_st0.15_rt1.00_bs0.50_rb0.05,coarse,mean,0.9,5,0.15,1.0,0.5,0.05,0.04,0.12149376175929572,0.901027333215019,-0.13765177517545546,0.8826167450760136,0.009065019170968913,0.1605323850065159,-0.11949344242037263,0.07586206395392459,0.36839463194514643,0.14954909884311793
mean_lt0.90_mw5_st0.15_rt1.00_bs0.50_rb0.10,coarse,mean,0.9,5,0.15,1.0,0.5,0.1,0.04,0.11802855881269392,0.8808463959018941,-0.14277439096118028,0.8266787763415174,0.007530083067255777,0.14044270899950037,-0.12153884123044167,0.061956186113198905,0.33494756657008945,0.13555726824920342
mean_lt0.90_mw10_st0.05_rt0.25_bs0.50_rb0.05,coarse,mean,0.9,10,0.05,0.25,0.5,0.05,0.04,0.12788227486971193,0.9499030686559423,-0.13091534607131872,0.9768318131324768,0.020703506570262764,0.3221067592310076,-0.10844491516960642,0.1909126540223924,0.16850072910604144,0.06751685962861603
mean_lt0.90_mw10_st0.05_rt0.25_bs0.50_rb0.10,coarse,mean,0.9,10,0.05,0.25,0.5,0.1,0.04,0.12478392921984494,0.9290281043271774,-0.13001562033708947,0.9597610571431309,0.01783870629426887,0.28771196402588545,-0.10552904489609749,0.16904072534563944,0.1374088039526314,0.054710672678408505
mean_lt0.90_mw10_st0.05_rt0.50_bs0.50_rb0.05,coarse,mean,0.9,10,0.05,0.5,0.5,0.05,0.04,0.12393547754899359,0.9238877820196195,-0.1348628897066193,0.9189739135695727,0.014662192456531109,0.23675012075739768,-0.11863466116064048,0.123591135281091,0.28557975799803087,0.11558055125368187
mean_lt0.90_mw10_st0.05_rt0.50_bs0.50_rb0.10,coarse,mean,0.9,10,0.05,0.5,0.5,0.1,0.04,0.12360569791920617,0.9233876163865503,-0.1324231933064085,0.9334142670400652,0.015988713058039394,0.25549994209728866,-0.11614920097305492,0.13765667713675073,0.2330055947191879,0.09386129414297756
mean_lt0.90_mw10_st0.05_rt0.75_bs0.50_rb0.05,coarse,mean,0.9,10,0.05,0.75,0.5,0.05,0.04,0.12161664253348947,0.90354194636727,-0.14951478049259137,0.8134088290991118,0.011668489879288257,0.1935528343047893,-0.1280665468326586,0.09111270794655832,0.41217971685024524,0.16754179065865205
mean_lt0.90_mw10_st0.05_rt0.75_bs0.50_rb0.10,coarse,mean,0.9,10,0.05,0.75,0.5,0.1,0.04,0.12051918765995384,0.9001880495462654,-0.1421248463270116,0.8479811290888165,0.01349108672858046,0.21894554253017143,-0.12542881501907788,0.10755970808245656,0.34854926787415524,0.14124936022544954
mean_lt0.90_mw10_st0.05_rt1.00_bs0.50_rb0.05,coarse,mean,0.9,10,0.05,1.0,0.5,0.05,0.04,0.11692728955605691,0.8730723969960223,-0.16665448313255338,0.7016150262399811,0.006637991054667891,0.12553096252568519,-0.14337218723311906,0.04629901505146677,0.538654686066284,0.2195661704457473
mean_lt0.90_mw10_st0.05_rt1.00_bs0.50_rb0.10,coarse,mean,0.9,10,0.05,1.0,0.5,0.1,0.04,0.11603778992764568,0.8675645341212961,-0.1645139922401787,0.7053369038558056,0.006851055676316609,0.12848151563617613,-0.14766430402245345,0.046396153231960884,0.47077114588728636,0.1914450390725874
mean_lt0.90_mw10_st0.10_rt0.25_bs0.50_rb0.05,coarse,mean,0.9,10,0.1,0.25,0.5,0.05,0.04,0.12871859352759007,0.9556231237093493,-0.1309292846935659,0.9831153804043927,0.020468026168626086,0.32145181136583156,-0.10839669668237051,0.188825183747089,0.16016051327391062,0.06415846791952992
mean_lt0.90_mw10_st0.10_rt0.50_bs0.50_rb0.05,coarse,mean,0.9,10,0.1,0.5,0.5,0.05,0.04,0.126051651932511,0.9354380841959317,-0.1322002848851328,0.9534900173780694,0.017791563747231676,0.27978098072732044,-0.11670937760569122,0.1524433092886624,0.2561126265182552,0.10350234666123312
