target_month,signal_month,signal_date,p_up,feature_variant,score,realized_10d_return,realized_up,hmm_score,train_rows,feature_count,best_iteration
2018-03,2018-02,2018-02-28,0.641743147552012,kr_plus_global,0.9449543170134134,0.02272003591703098,1.0,-0.9999792062958239,4472,80,19
2018-04,2018-03,2018-03-30,0.5942035374479432,kr_plus_global,0.6280235829862879,0.00015655293183636232,1.0,0.9999985591303266,4491,80,5
2018-05,2018-04,2018-04-30,0.5816221857870999,kr_plus_global,0.5441479052473327,-0.021362253289561428,0.0,0.0040122157069129374,4512,80,1
2018-06,2018-05,2018-05-31,0.5931062122354516,kr_plus_global,0.6207080815696772,-0.015434125003359278,0.0,-0.9999963034904984,4532,80,4
2018-07,2018-06,2018-06-29,0.5833503795044843,kr_plus_global,0.5556691966965621,-0.003328069824965252,0.0,-0.9999990484381984,4551,80,1
2018-08,2018-07,2018-07-31,0.5971166866748976,kr_plus_global,0.6474445778326506,-0.021473046748283098,0.0,0.6739670542991818,4573,80,2
2018-09,2018-08,2018-08-31,0.584784783987856,kr_plus_global,0.5652318932523737,-0.006508713245339637,0.0,0.6099738392997675,4595,80,1
2018-10,2018-09,2018-09-28,0.5843169661063792,kr_plus_global,0.5621131073758612,-0.07850635320101396,0.0,0.9947834552552889,4612,80,1
2018-11,2018-10,2018-10-31,0.5738965111395306,kr_plus_global,0.49264340759687036,0.0187569913201171,1.0,-0.9999999999999936,4633,80,1
2018-12,2018-11,2018-11-30,0.5850844234451537,kr_plus_global,0.5672294896343577,-0.021170793596115844,0.0,0.2699890288218897,4655,80,1
2019-01,2018-12,2018-12-28,0.5761390106000362,kr_plus_global,0.5075934040002417,0.03611768604268262,1.0,-0.9999751687776935,4674,80,1
2019-02,2019-01,2019-01-31,0.5836942147368116,kr_plus_global,0.557961431578744,-0.004134655352789007,0.0,0.9999989482627674,4695,80,1
2019-03,2019-02,2019-02-28,0.5857612501164552,kr_plus_global,0.5717416674430347,-0.01353962668353248,0.0,0.9688287931380143,4712,80,1
2019-04,2019-03,2019-03-29,0.564451281329835,kr_plus_global,0.4296752088655668,0.03992934626814182,1.0,-0.9787629292261862,4732,80,1
2019-05,2019-04,2019-04-30,0.5582345629921451,kr_plus_global,0.38823041994763424,-0.06597623587209478,0.0,0.09955253080920856,4754,80,1
2019-06,2019-05,2019-05-31,0.5816436095619468,kr_plus_global,0.5442907304129789,0.025032963003965847,1.0,-0.9999817574744031,4775,80,1
2019-07,2019-06,2019-06-28,0.5754445414745244,kr_plus_global,0.5029636098301626,-0.016354946758971534,0.0,0.9976737211160992,4794,80,2
2019-08,2019-07,2019-07-31,0.5266580225408175,kr_plus_global,0.1777201502721167,-0.04386948964483672,0.0,-0.9995939201954536,4817,80,30
2019-09,2019-08,2019-08-30,0.6427929479711718,kr_plus_global,0.9519529864744788,0.04966186504927972,1.0,-0.9999259361437483,4838,80,74
2019-10,2019-09,2019-09-30,0.7192659055677593,kr_plus_global,1.0,0.010025303965944365,1.0,0.9999954663909593,4857,80,58
2019-11,2019-10,2019-10-31,0.5635377867359099,kr_plus_global,0.4235852449060662,0.02566884437000816,1.0,0.983271595406225,4878,80,1
2019-12,2019-11,2019-11-29,0.3449937497979445,kr_plus_global,-1.0,0.04873643484263934,1.0,-0.002455787829153664,4899,80,153
2020-01,2019-12,2019-12-30,0.7353856102163926,kr_plus_global,1.0,0.019140210805826063,1.0,0.999477390527923,4919,80,153
2020-02,2020-01,2020-01-31,0.4237459606645403,kr_plus_global,-0.5083602622363981,0.061839559999288474,1.0,-0.9999834333138761,4939,80,80
2020-03,2020-02,2020-02-28,0.668281452003256,kr_plus_global,1.0,-0.0978301415745525,0.0,-0.9999999997635591,4959,80,159
2020-04,2020-03,2020-03-31,0.5623832478760304,kr_plus_global,0.4158883191735363,0.04463361492616591,1.0,-1.0,4981,80,52
2020-05,2020-04,2020-04-29,0.7736963123872146,kr_plus_global,1.0,-0.01084439910021795,0.0,-0.9999999788346943,5001,80,195
2020-06,2020-05,2020-05-29,0.7301005609904951,kr_plus_global,1.0,0.05004679792612854,1.0,0.9971029164599255,5020,80,140
2020-07,2020-06,2020-06-30,0.5798437407035736,kr_plus_global,0.5322916046904906,0.044709642437235075,1.0,-0.9999993767449619,5041,80,95
2020-08,2020-07,2020-07-31,0.7062829990049437,kr_plus_global,1.0,0.06648832198246168,1.0,0.9952410774916152,5063,80,52
