mode,trend_weight,max_shift,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,existing
existing,0.0,0.2,129.0,0.12674058066005944,0.13867771946660656,0.9324577556324769,1.7597229160091756,-0.13596402218589287,0.932162631131764,3.6066775244418716,0.5968992248062015,structure_index_volume
risk_on_only,0.25,0.05,129.0,0.12499348488526607,0.13890861193787774,0.9199418053712443,1.713052578256389,-0.13159909785486779,0.949805028474537,3.5470113567800015,0.5891472868217055,structure_index_volume
risk_on_only,0.25,0.1,129.0,0.12594707620031742,0.13942247907992109,0.9231394162672759,1.7280149973632035,-0.13291867414029412,0.9475498985746859,3.579466136489283,0.5891472868217055,structure_index_volume
risk_on_only,0.25,0.15,129.0,0.1258428595022587,0.13958840841642842,0.9215147835830375,1.7288007626713555,-0.13554577114858413,0.9284159766541947,3.5759061356709485,0.5968992248062015,structure_index_volume
risk_on_only,0.25,0.2,129.0,0.1258356356339696,0.1395594948000158,0.9216199331400547,1.7329289898680145,-0.13932448447544643,0.9031839314370188,3.575659490264635,0.5968992248062015,structure_index_volume
risk_on_only,0.5,0.05,129.0,0.12476841620275114,0.13912588307889046,0.917267209819681,1.706650133640971,-0.1314975781071056,0.9488267236460164,3.539390345992011,0.5891472868217055,structure_index_volume
risk_on_only,0.5,0.1,129.0,0.12547035674215667,0.1398706274689867,0.9175659825061105,1.7144139833337262,-0.1378149725982536,0.9104261632581615,3.5632078264336844,0.5968992248062015,structure_index_volume
risk_on_only,0.5,0.15,129.0,0.12511392823114753,0.1402806918966682,0.9129870638275401,1.7077040841450803,-0.14459785068621278,0.8652544117177323,3.551095778038219,0.5968992248062015,structure_index_volume
risk_on_only,0.5,0.2,129.0,0.12482771623205857,0.14051187580301217,0.9098745011792412,1.7035162281193852,-0.15134656270044167,0.824780649159033,3.5413968514552288,0.5968992248062015,structure_index_volume
risk_on_only,0.75,0.05,129.0,0.12453494419862476,0.13934834019333353,0.9145180215792574,1.700040384337852,-0.13405699674237226,0.92897011886633,3.531500487807197,0.5891472868217055,structure_index_volume
risk_on_only,0.75,0.1,129.0,0.12498429632908725,0.1403365660374012,0.9118708711711225,1.7003840882920989,-0.14385117930842906,0.868844433045004,3.5466999335401757,0.5968992248062015,structure_index_volume
risk_on_only,0.75,0.15,129.0,0.12435421714422423,0.14101251682136123,0.90413381311917,1.685558482792961,-0.1535987714326632,0.8096042434736556,3.525404027967208,0.5891472868217055,structure_index_volume
risk_on_only,0.75,0.2,129.0,0.12397682033442092,0.14145740225352585,0.8993201688472116,1.6773363987141168,-0.16328618662991767,0.7592609203092603,3.512704081234913,0.5968992248062015,structure_index_volume
risk_on_only,1.0,0.05,129.0,0.12429862805802983,0.1395751056143645,0.9117355277062691,1.6933223892272868,-0.13708433144155097,0.9067311103386559,3.5235307636122637,0.5891472868217055,structure_index_volume
risk_on_only,1.0,0.1,129.0,0.12448727617723376,0.1408197087301346,0.9060504712878144,1.6859307902964287,-0.14986009640869868,0.8306899512311261,3.529891576287452,0.5968992248062015,structure_index_volume
risk_on_only,1.0,0.15,129.0,0.12378270400337499,0.14170626282147897,0.8967663618432475,1.6674974650407748,-0.16255211527128355,0.7614954982086439,3.506187960377859,0.5968992248062015,structure_index_volume
risk_on_only,1.0,0.2,129.0,0.12332554599137868,0.14236338929522108,0.8903729556098814,1.6556624231075874,-0.17512524281866892,0.7042134189591073,3.4908853140497538,0.5968992248062015,structure_index_volume
symmetric,0.25,0.05,129.0,0.12468460417872862,0.13871959206501278,0.9190031468097636,1.713073464577994,-0.1308390355488971,0.9529618103316847,3.5365561989021908,0.5891472868217055,structure_index_volume
symmetric,0.25,0.1,129.0,0.12533483099006526,0.13905294707230093,0.9212649055045075,1.7279407954242854,-0.13190545032968637,0.9501869003653874,3.558598022515618,0.5891472868217055,structure_index_volume
symmetric,0.25,0.15,129.0,0.1249447248429898,0.13904795545170207,0.9187481459781582,1.7285971819932977,-0.13578107013802443,0.9201925181174426,3.545359039871332,0.5891472868217055,structure_index_volume
symmetric,0.25,0.2,129.0,0.12466473265866385,0.13885596583365786,0.9180026333286093,1.7326199398486541,-0.13965301360854843,0.89267484773442,3.535884535074235,0.5891472868217055,structure_index_volume
symmetric,0.5,0.05,129.0,0.12414547540013166,0.13875632663515503,0.9153005659709352,1.7064032687824489,-0.1312096841719499,0.9461609193223831,3.5183744300518254,0.5891472868217055,structure_index_volume
symmetric,0.5,0.1,129.0,0.124258117037225,0.13916489844091517,0.913677296353362,1.7135413161433153,-0.13814234348893428,0.8994933334628027,3.5221661749699127,0.5891472868217055,structure_index_volume
symmetric,0.5,0.15,129.0,0.12335168823759268,0.13927462594972112,0.9071876308984459,1.7058037466983094,-0.14513118082890308,0.8499323683103873,3.4917587490333846,0.5813953488372093,structure_index_volume
symmetric,0.5,0.2,129.0,0.12270245442565164,0.13920245052804117,0.9033747653352937,1.7032241566745014,-0.15204308310944503,0.8070242454720998,3.4701258458277815,0.5891472868217055,structure_index_volume
